"symbol1" "symbol2" "CC"
"THPO" "SOS1" 0
"THPO" "STAT3" 0
"THPO" "PSMA7" 0.214
"THPO" "CSF3R" 0
"THPO" "STAT5A" 0
"THPO" "IL7R" 0
"THPO" "GP9" 0
"THPO" "IL6R" 0.214
"THPO" "CNTFR" 0.214
"THPO" "AKT1" 0
"THPO" "ITGA2B" 0.214
"THPO" "CXCR4" 0.214
"THPO" "ZFPM1" 0
"THPO" "PF4" 0.214
"SEMA4G" "OBSCN" 0.06
"PRRT1" "EPPK1" 0.117
"BCL7C" "SMARCD3" NA
"BCL7C" "VPS37C" NA
"NDUFB7" "NDUFB10" 0.44
"NDUFB7" "NDUFV1" 0.379
"NDUFB7" "UQCRC2" 0.399
"NDUFB7" "UQCRQ" 0.408
"NDUFB7" "COX5A" 0.428
"NDUFB7" "NDUFB11" 0.418
"NDUFB7" "ZNHIT1" 0.191
"NDUFB7" "ACAD9" 0.299
"NDUFB7" "NDUFS7" 0.427
"NDUFB7" "SDHC" 0.397
"NDUFB7" "COX7C" 0.408
"NDUFB7" "ATP5G1" NA
"NDUFB7" "NDUFA3" 0.418
"TIMM13" "CAB39" 0.129
"TIMM13" "CHCHD4" 0.389
"TIMM13" "TMPRSS9" NA
"TIMM13" "ATP5G1" NA
"TIMM13" "TIMM8A" 0.389
"PDXP" "ECE1" 0.128
"PDXP" "SH3GL1" 0.071
"PDXP" "MCL1" 0.097
"PDXP" "AMBP" 0.067
"PDXP" "COMP" 0.01
"PDXP" "TH" 0.158
"PDXP" "PPP2R4" NA
"PDXP" "NDP" 0.02
"PDXP" "TYRO3" 0.109
"PDXP" "TNFRSF10C" 0.082
"JOSD1" "TIMM8A" 0.085
"NIPSNAP1" "B3GAT3" 0.113
"NIPSNAP1" "CHCHD2" 0.286
"TXN2" "EEF2" 0.099
"TXN2" "GLRX" 0.101
"TXN2" "APEX2" 0.207
"TXN2" "CLPP" 0.278
"TXN2" "SEC61A1" 0.104
"TXN2" "RPL8" 0.104
"TXN2" "MDH2" 0.265
"TXN2" "TXNRD2" 0.262
"EFS" "CRK" 0.051
"GSS" "TXNRD2" 0.143
"GSS" "CNDP2" 0.237
"GSS" "GLRX" 0.276
"GSS" "GGT1" 0.191
"GSS" "ALOX5AP" 0.079
"GSS" "GSTM1" 0.207
"GSS" "GCLM" 0.142
"SRMS" "ILKAP" 0.115
"SRMS" "PPP3CC" 0.123
"SRMS" "CD79A" 0.227
"PQBP1" "SF3A2" 0.187
"PQBP1" "PCBP2" 0.151
"PQBP1" "GTF2F1" 0.18
"PQBP1" "POLR2L" 0.233
"PQBP1" "LSM2" 0.181
"PQBP1" "CPSF1" 0.218
"PQBP1" "XAB2" 0.149
"PQBP1" "CTNNBL1" 0.14
"PQBP1" "PCBP1" 0.212
"PQBP1" "LSM7" 0.187
"PQBP1" "DNM2" 0.075
"PCSK1N" "CPE" 0.259
"PCSK1N" "UTS2R" 0
"USP11" "MCM3AP" 0.188
"USP11" "RBM10" 0.165
"USP11" "USP5" 0.154
"ACP5" "CLCN7" 0.104
"ACP5" "NES" 0.057
"ACP5" "TNF" 0.124
"ACP5" "CD207" 0.116
"ACP5" "VANGL1" NA
"MT4" "MT1X" 0.117
"MMP15" "TNF" 0.187
"MMP15" "HLA-G" 0.187
"TSC2" "STK11" 0.134
"TSC2" "HRAS" 0.164
"TSC2" "EIF4EBP1" 0.117
"TSC2" "AKT1" 0.135
"TSC2" "CRTC2" 0.098
"TSC2" "PLK1" 0.117
"TSC2" "EEF2" 0.135
"TSC2" "PI3" 0.109
"TSC2" "CAMKK2" 0.112
"TSC2" "PPP2R4" NA
"TSC2" "FKBP1C" NA
"ZP2" "ZP3" 0.212
"ZP2" "FGF8" 0.214
"ZP2" "ALX4" 0.101
"MAZ" "HRAS" NA
"MAZ" "AKT1" NA
"CSK" "GNB1" 0.209
"CSK" "HRAS" 0.152
"CSK" "VWF" 0.193
"CSK" "STAT3" 0.13
"CSK" "HLA-DQA2" 0.168
"CSK" "ARRB2" 0.169
"CSK" "RHOG" 0.171
"CSK" "ILKAP" 0.117
"CSK" "PPP3CC" 0.102
"CSK" "ACTN4" 0.128
"CSK" "AKT1" 0.142
"CSK" "ITGA2B" 0.193
"CSK" "HLA-DRA" 0.175
"CSK" "HCK" 0.137
"CSK" "PPP2R4" NA
"CSK" "PLAUR" 0.127
"CSK" "DNM2" 0.132
"CSK" "CD79A" 0.169
"CSK" "PORCN" 0.107
"CSK" "ACTA1" 0.139
"CSK" "HLA-DRB1" 0.175
"CTSH" "BID" 0.106
"CTSH" "HLA-DRB1" 0.253
"CTSH" "HLA-DQA2" 0.216
"CTSH" "HLA-DRA" 0.26
"PYCRL" "PYCR2" NA
"PYCRL" "PRODH" NA
"EXOSC5" "RPL7" 0.173
"EXOSC5" "RPL27A" 0.16
"EXOSC5" "RPL11" 0.193
"EXOSC5" "RPLP2" 0.145
"EXOSC5" "RPS9" 0.181
"EXOSC5" "RPS2" 0.164
"EXOSC5" "RPL4" 0.171
"EXOSC5" "RPL36AL" 0.165
"EXOSC5" "RPL18" 0.181
"EXOSC5" "RPL15" 0.183
"EXOSC5" "RPL13A" 0.182
"EXOSC5" "MPHOSPH6" 0.366
"EXOSC5" "RPL41" 0.178
"EXOSC5" "ZFP36L1" 0.174
"EXOSC5" "RPLP0" 0.14
"EXOSC5" "RPL35" 0.202
"EXOSC5" "RPL30" 0.149
"EXOSC5" "RPL14" 0.149
"EXOSC5" "RPL32" 0.164
"EXOSC5" "KHSRP" 0.312
"EXOSC5" "KPNA6" 0.176
"EXOSC5" "RPL8" 0.139
"EXOSC5" "EXOSC7" 0.409
"EXOSC5" "EXOSC3" 0.433
"EXOSC5" "RPL10" 0.162
"EXOSC5" "RPL37" 0.176
"EXOSC5" "RPL37A" 0.161
"PAF1" "GTF2F1" 0.266
"PAF1" "POLR2L" 0.268
"PAF1" "CSNK2B" 0.139
"PAF1" "KLC2" 0.155
"PAF1" "KIAA0101" NA
"PAF1" "GTF2H4" 0.275
"PAF1" "IFIT2" 0.074
"RELB" "NFKB2" 0.183
"RELB" "PSMB4" 0.176
"RELB" "PSME4" 0.191
"RELB" "PSMA7" 0.166
"RELB" "STAT3" 0.179
"RELB" "TRAF5" 0.207
"RELB" "TNF" 0.038
"RELB" "NFKBIB" 0.227
"RELB" "AKT1" 0.188
"RELB" "ANXA5" 0.07
"RELB" "DAXX" 0.171
"RELB" "IRF3" 0.145
"RELB" "CORT" 0
"SF3A2" "RANGAP1" 0.146
"SF3A2" "AGPAT1" 0.104
"SF3A2" "LSM2" 0.408
"SF3A2" "PCBP2" 0.135
"SF3A2" "GTF2F1" 0.202
"SF3A2" "POLR2L" 0.225
"SF3A2" "RBM10" 0.198
"SF3A2" "EEF2" 0.167
"SF3A2" "CPSF1" 0.203
"SF3A2" "EIF4G3" 0.151
"SF3A2" "XAB2" 0.364
"SF3A2" "CTNNBL1" 0.307
"SF3A2" "LSM7" 0.45
"SF3A2" "PCBP1" 0.214
"FSD1" "SRF" 0.096
"FSD1" "MYOG" 0.08
"FSD1" "RPS2" 0.101
"CD79A" "SELL" 0.25
"CD79A" "SLC3A2" 0.205
"CD79A" "IL13" 0
"CD79A" "VWF" 0.128
"CD79A" "IL7R" 0.23
"CD79A" "CD7" 0.155
"CD79A" "AKT1" 0.15
"CD79A" "CXCR4" 0.275
"CD79A" "UNG" 0.057
"CD79A" "GGT1" 0.164
"CD79A" "COX5A" 0.197
"CD79A" "CD68" 0.216
"CD79A" "TNF" 0.298
"CD79A" "VAV1" 0.156
"CD79A" "SPN" 0.189
"CD79A" "CD72" 0.191
"CD79A" "HLA-DRB1" 0.315
"CD79A" "TNFRSF13B" 0.187
"CD79A" "CFP" 0.104
"CD79A" "MGAM" 0.237
"CD79A" "S100A8" 0.14
"CD79A" "AMBP" 0.173
"CD79A" "SOS1" 0.148
"LIM2" "GJA8" 0.187
"LIM2" "FTL" 0.034
"RABAC1" "RAB5C" 0.117
"DBP" "CEBPA" 0.146
"DBP" "BATF" 0.146
"MLL4" "HCFC1" NA
"MLL4" "HDAC3" NA
"COMP" "TNFRSF10C" 0
"COMP" "UNG" 0.047
"COMP" "HINT1" 0.16
"COMP" "TYRO3" 0.03
"COMP" "MICAL1" 0.019
"COMP" "FOXM1" 0.082
"COMP" "ITGA2B" 0.206
"COMP" "NES" 0.028
"COMP" "TH" 0.06
"COMP" "ECE1" 0.156
"COMP" "SH3GL1" 0
"COMP" "MCL1" 0.03
"COMP" "COL9A3" 0.235
"COMP" "NDP" 0.206
"COMP" "ZBTB32" 0.041
"COMP" "RAB5C" 0.203
"COMP" "TNIP1" 0.023
"COMP" "AMBP" 0.21
"HAMP" "GDF15" 0.151
"HAMP" "STAT3" 0
"HAMP" "TNF" 0.086
"HAMP" "FTL" 0.095
"DLX5" "FGF8" 0
"DLX5" "MSX1" 0.209
"DLX5" "WNT10B" 0
"MOSPD3" "OSBPL1A" NA
"MOSPD3" "ISYNA1" NA
"FIS1" "RHOT2" 0.3
"FIS1" "DNM2" 0.125
"FIS1" "ZNHIT1" 0.116
"C8G" "LCN1" 0.241
"C8G" "VTN" 0.263
"ACTA2" "MYL2" 0.102
"ACTA2" "RASL10B" NA
"ACTA2" "EGR1" 0.055
"ACTA2" "MYL6" 0.156
"ACTA2" "TMSB4X" 0.123
"ACTA2" "PRKCG" 0.127
"ACTA2" "ANXA5" 0.126
"ACTA2" "GSPT2" 0.099
"ACTA2" "RHOG" 0.169
"ACTA2" "DYNC1H1" 0.156
"ACTA2" "EEF2" 0.148
"ACTA2" "MYO18B" 0.186
"ACTA2" "ACTN4" 0.176
"ACTA2" "TNNT2" 0.113
"ACTA2" "HK3" 0.143
"ACTA2" "RPL14" 0.154
"ACTA2" "RPS23" 0.112
"ACTA2" "CALML5" 0.111
"ACTA2" "ARPC4" 0.158
"ACTA2" "VWF" 0.162
"ACTA2" "OBSCN" 0.082
"ACTA2" "TUBB" 0.18
"ACTA2" "SRF" 0.055
"ACTA2" "DIRAS3" NA
"ACTA2" "ARPC5" 0.151
"ACTA2" "RPL18" 0.098
"ACTA2" "AKT1" 0.112
"ACTA2" "CDC25A" 0.08
"ACTA2" "MYL3" 0.107
"ACTA2" "PGK1" 0.137
"ACTA2" "PLK1" 0.092
"ACTA2" "CALB2" 0.141
"ACTA2" "SMARCD3" 0.088
"ACTA2" "TUBB2B" 0.054
"ACTA2" "TNF" 0.094
"ACTA2" "DIRAS2" 0.022
"ACTA2" "DNAH11" 0.186
"ACTA2" "HDAC3" 0.101
"ACTA2" "DNM2" 0.147
"ACTA2" "SP1" 0.08
"ACTA2" "FAU" NA
"ACTA2" "ARPC1B" 0.151
"ACTA2" "MYO1A" 0.15
"ACTA2" "RHOBTB1" 0.072
"ACTA2" "HRAS" 0.078
"ACTA2" "GABARAP" 0.142
"ACTA2" "CABP2" 0.049
"ACTA2" "TPM2" 0.077
"ACTA2" "ZNHIT1" 0.071
"WNT3" "GBX2" NA
"WNT3" "DHH" NA
"WNT3" "MSX1" 0.09
"WNT3" "AKT1" 0.149
"WNT3" "TCF7" 0.122
"WNT3" "EVX1" 0.191
"WNT3" "PORCN" 0.149
"WNT3" "WNT10B" 0.121
"WNT3" "WNT11" 0.147
"WNT3" "FGF8" 0.214
"PIGL" "MSX1" 0.12
"PIGL" "GYS1" 0.117
"VTN" "TNF" 0.211
"VTN" "PLAUR" 0.146
"VTN" "SPARC" 0.187
"VTN" "PF4" 0.19
"VTN" "AMBP" 0.253
"VTN" "VWF" 0.23
"VTN" "AKT1" 0.114
"VTN" "ITGA2B" 0.262
"FRG1" "TNNT3" 0.295
"SPI1" "QRSL1" 0.09
"SPI1" "TAL1" 0.257
"SPI1" "GATA2" 0.172
"SPI1" "CSF3R" 0.019
"SPI1" "STAT3" 0.199
"SPI1" "STAT5A" 0.178
"SPI1" "IL7R" 0.093
"SPI1" "SRF" 0.172
"SPI1" "MCM3AP" 0.151
"SPI1" "IRF2" 0.148
"SPI1" "NDRG2" 0.083
"SPI1" "CEBPA" 0.183
"SPI1" "IL32" 0.037
"SPI1" "SDHC" 0.091
"SPI1" "CD53" 0.071
"SPI1" "PRAM1" 0.018
"SPI1" "NONO" 0.181
"SPI1" "CLPP" 0.137
"SPI1" "HCK" 0.117
"SPI1" "CD68" 0.08
"SPI1" "TNF" 0.037
"SPI1" "VAV1" 0.041
"SPI1" "HDAC3" 0.137
"SPI1" "NPM1" 0.113
"SPI1" "ZFPM1" 0.148
"MYL2" "MYL6" 0.267
"MYL2" "TCAP" 0.351
"MYL2" "MYO18B" 0.611
"MYL2" "PPP3CC" 0.136
"MYL2" "TNNT2" 0.477
"MYL2" "ACTA1" 0.286
"MYL2" "TPM2" 0.398
"MYL2" "OBSCN" 0.318
"MYL2" "MIB2" 0.114
"MYL2" "AKT1" 0.181
"MYL2" "PLK1" 0.255
"MYL2" "MYL3" 0.444
"MYL2" "CAMK2A" 0.112
"MYL2" "TNNI1" 0.392
"MYL2" "TBX5" 0.117
"MYL2" "TNNI2" 0.361
"MYL2" "TNNT3" 0.392
"UNC93A" "KCNK9" 0.208
"UNC93A" "KCNK3" 0.208
"HARS2" "MARS" 0.127
"HARS2" "PEPD" 0.108
"SPARC" "VWF" 0.35
"SPARC" "VEGFB" 0.349
"SPARC" "ACTN4" 0.22
"SPARC" "TMSB4X" 0.286
"SPARC" "STAB1" 0.199
"SPARC" "PF4" 0.302
"HAND1" "SLC25A23" 0.101
"HAND1" "IRX4" NA
"IRX4" "TBX5" NA
"NCK2" "TNK2" 0.104
"NCK2" "CRK" 0.118
"NCK2" "EPHB3" 0.083
"NCK2" "GIT1" 0.111
"NCK2" "ARPC1B" 0.112
"NCK2" "SOS1" 0.13
"NCK2" "FYB" NA
"NCK2" "ARPC5" 0.117
"NDUFS7" "UQCRC2" 0.407
"NDUFS7" "RPL11" 0.157
"NDUFS7" "ACAD9" 0.279
"NDUFS7" "NDUFB11" 0.437
"NDUFS7" "SDHC" 0.406
"NDUFS7" "ATP5G1" NA
"NDUFS7" "NDUFA3" 0.437
"NDUFS7" "NDUFB10" 0.475
"NDUFS7" "NDUFV1" 0.383
"NDUFS7" "RHOT2" 0.272
"COX7A2L" "HINT1" 0.15
"COX7A2L" "COX5A" 0.374
"COX7A2L" "COX7C" 0.362
"GRIN3B" "GRIK5" 0.305
"TPSG1" "IL13" 0.183
"RGS2" "PRKCG" 0.144
"RGS2" "TRIM47" 0.227
"RGS2" "GNAI2" 0.186
"SELL" "CD7" 0.178
"SELL" "AKT1" 0.136
"SELL" "ANXA5" 0.105
"SELL" "ITGA2B" 0.217
"SELL" "CXCR4" 0.172
"SELL" "LAMP1" 0.264
"SELL" "IL6R" 0.165
"SELL" "TNF" 0.202
"SELL" "MSN" 0.107
"SELL" "SPN" 0.151
"SELL" "NTAN1" NA
"SELL" "STAT3" 0.133
"SELL" "ELF4" 0.086
"SELL" "IL13" 0
"SELL" "VWF" 0.195
"SELL" "STAT5A" 0.079
"SELL" "IL7R" 0.264
"GLRX" "AKT1" 0.125
"GLRX" "TXNRD2" 0.143
"GLRX" "MARS" 0.166
"GLRX" "EEF1G" 0.175
"GLRX" "RRM2" 0.227
"EGR1" "IRF2" 0.138
"EGR1" "IRF7" 0.149
"EGR1" "CDKN1C" 0.126
"EGR1" "SDHC" 0.088
"EGR1" "DAXX" 0.168
"EGR1" "ALOX5AP" 0.131
"EGR1" "BST2" 0.072
"EGR1" "LHX2" NA
"EGR1" "HRAS" 0.088
"EGR1" "PITX1" 0.151
"EGR1" "GDF15" 0.091
"EGR1" "SOCS1" 0.128
"EGR1" "ADAR" 0.153
"EGR1" "IER2" 0.162
"EGR1" "HSPB1" 0.085
"EGR1" "CAMK2A" 0.108
"EGR1" "NR5A1" 0.169
"EGR1" "TNF" 0.039
"EGR1" "SP1" 0.129
"EGR1" "HLA-G" 0.096
"EGR1" "IRF3" 0.153
"EGR1" "IFIT2" 0.099
"EGR1" "GATA2" 0.162
"EGR1" "IFITM1" 0.015
"EGR1" "STAT3" 0.149
"EGR1" "SRF" 0.162
"EGR1" "AKT1" 0.114
"PPP3CC" "CALB2" 0.086
"PPP3CC" "PLCB2" 0.227
"PPP3CC" "CALML5" 0.073
"PPP3CC" "PPP2R5A" 0.202
"PPP3CC" "AKT1" 0.107
"PPP3CC" "MYL3" 0.158
"PPP3CC" "LIMK2" 0.077
"PPP3CC" "PLCB3" 0.162
"PPP3CC" "CAMK2A" 0.108
"PPP3CC" "PIP5K1C" 0.097
"PPP3CC" "HCK" 0.081
"PPP3CC" "BAD" 0.137
"PPP3CC" "KCNIP2" 0.125
"PPP3CC" "PPP2R4" NA
"PPP3CC" "MEF2D" 0.046
"PPP3CC" "NFATC4" 0.15
"PPP3CC" "ANAPC2" 0.205
"PPP3CC" "PPP1R1B" 0.139
"PPP3CC" "EPHB3" 0.109
"PPP3CC" "BIN2" 0.095
"PPP3CC" "RIPK1" 0.198
"PPP3CC" "CABP2" 0.078
"PPP3CC" "FKBP1C" NA
"PPP3CC" "STK11" 0.09
"PPP3CC" "PIM2" 0.097
"PPP3CC" "TYRO3" 0.093
"PPP3CC" "AP2A1" 0.132
"PPP3CC" "MYL6" 0.113
"PPP3CC" "PRKCG" 0.108
"PPP3CC" "CRTC2" 0.061
"GJA8" "CACNA1H" 0.326
"MYOG" "SRF" 0.125
"MYOG" "AKT1" 0.134
"MYOG" "PRMT5" 0.161
"MYOG" "NES" 0.069
"MYOG" "DYRK1B" 0.146
"MYOG" "TNF" 0.031
"MYOG" "MEF2D" 0.142
"MYOG" "SP1" 0.262
"MYOG" "CTF1" 0
"NPY" "GNB1" 0.124
"NPY" "FFAR2" 0.015
"NPY" "ACHE" 0.165
"NPY" "STAT3" 0.07
"NPY" "NPW" 0.214
"NPY" "GNB2" 0.121
"NPY" "PNMT" 0.058
"NPY" "ADCY1" 0.124
"NPY" "GNAI2" 0.113
"NPY" "DBH" 0.155
"NPY" "CXCR4" 0.117
"NPY" "CALB2" 0.044
"NPY" "CORT" 0.158
"NPY" "GRM4" 0.04
"NPY" "ASIP" 0.259
"NPY" "HTR3A" 0.015
"NPY" "TH" 0.074
"NPY" "TNF" 0.113
"NPY" "CD63" 0.154
"NPY" "PF4" 0.17
"CNTFR" "IL13" 0.081
"CNTFR" "STAT3" 0.123
"CNTFR" "CTF1" 0.214
"CNTFR" "IL6R" 0.409
"UNG" "APEX2" 0.152
"UNG" "GGT1" 0.058
"UNG" "SH3GL1" 0.073
"UNG" "CDA" 0.134
"UNG" "MCL1" 0.15
"UNG" "RRM2" 0.113
"SEC61A1" "EEF2" 0.146
"SEC61A1" "RPL7" 0.135
"SEC61A1" "PCSK4" 0.195
"SEC61A1" "RPS21" 0.156
"SEC61A1" "UQCRC2" 0.2
"SEC61A1" "RPL27A" 0.239
"SEC61A1" "RPL11" 0.15
"SEC61A1" "MRPL16" 0.153
"SEC61A1" "RPLP2" 0.14
"SEC61A1" "RPS9" 0.138
"SEC61A1" "RPS2" 0.135
"SEC61A1" "RPL10" 0.229
"SEC61A1" "RPL37" 0.152
"SEC61A1" "RPL37A" 0.128
"SEC61A1" "MRPS12" 0.162
"SEC61A1" "RPL41" 0.156
"SEC61A1" "DYRK1B" 0.101
"SEC61A1" "UFD1L" NA
"SEC61A1" "RPLP0" 0.174
"SEC61A1" "RPL30" 0.135
"SEC61A1" "RPL14" 0.145
"SEC61A1" "SURF4" 0.249
"SEC61A1" "RPL35" 0.157
"SEC61A1" "RPS23" 0.222
"SEC61A1" "RPL32" 0.164
"SEC61A1" "TNF" 0.143
"SEC61A1" "ASNA1" 0.226
"SEC61A1" "RPL8" 0.133
"SEC61A1" "RPL4" 0.225
"SEC61A1" "DDOST" 0.245
"SEC61A1" "OS9" 0.297
"SEC61A1" "MRPL17" 0.153
"SEC61A1" "RPL36AL" 0.226
"SEC61A1" "RPL18" 0.2
"SEC61A1" "RPL15" 0.151
"SEC61A1" "RPL13A" 0.148
"SEC61A1" "RPN1" 0.328
"CHPF" "B3GAT3" 0.404
"CHPF" "EXT2" 0.404
"PI3" "TYRO3" 0.074
"PI3" "STAT5A" 0.087
"PI3" "EIF4EBP1" 0.095
"PI3" "ANXA5" 0.158
"PI3" "SH3GL1" 0.085
"PI3" "CTNNBL1" 0.046
"PI3" "SERPINB5" 0.153
"PI3" "ZFYVE1" 0.083
"PI3" "MCL1" 0.096
"PI3" "ALOX5AP" 0.078
"PI3" "HRAS" 0.13
"PI3" "STAT3" 0.101
"PI3" "WDTC1" 0.046
"PI3" "AKT1" 0.089
"PI3" "TNF" 0.17
"PEPD" "EIF5A" 0.097
"PEPD" "CNDP2" 0.222
"PEPD" "SARDH" 0.119
"TREM1" "TNF" 0.187
"TREM1" "KIR2DL1" 0.187
"CLPP" "MDH2" 0.238
"THOC2" "MCM3AP" 0.167
"THOC2" "CPSF1" 0.207
"THOC2" "NR5A1" 0.2
"THOC2" "THOC6" 0.516
"THOC2" "POM121" 0.204
"THOC2" "NUP210" 0.166
"RTN2" "CSAD" NA
"SLURP1" "LY6H" 0.171
"FFAR2" "PROK2" 0
"FFAR2" "GNAI2" 0.093
"FFAR2" "ADRBK1" NA
"FFAR2" "P2RY11" 0.256
"FFAR2" "PLCB2" 0.022
"FFAR2" "GNB1" 0.139
"FFAR2" "PLCB3" 0.018
"FFAR2" "UTS2R" 0.228
"FFAR2" "GNB2" 0.076
"CFP" "THSD1" 0.113
"CFP" "ADAMTS13" 0.262
"CFP" "ADAMTS4" 0.217
"CFP" "FCN1" 0.286
"CFP" "ADAMTSL2" NA
"COX7C" "HCFC1" 0.142
"COX7C" "RPL37A" 0.113
"COX7C" "HINT1" 0.121
"COX7C" "RPS21" 0.152
"COX7C" "UQCRC2" 0.454
"COX7C" "RPL11" 0.136
"COX7C" "UQCRQ" 0.452
"COX7C" "COX5A" 0.514
"COX7C" "RPL30" 0.116
"COX7C" "RPL35" 0.137
"COX7C" "UBL5" 0.1
"COX7C" "FAU" NA
"COX7C" "TBCA" 0.105
"HSPB1" "STAT3" 0.131
"HSPB1" "AKT1" 0.155
"HSPB1" "ANXA5" 0.196
"HSPB1" "DAXX" 0.127
"HSPB1" "PFDN2" 0.122
"HSPB1" "CRK" 0.177
"HSPB1" "NDUFV1" 0.139
"HSPB1" "MSN" 0.164
"HSPB1" "ACTA1" 0.187
"HSPB1" "HN1" NA
"HSPB1" "PPP2R4" NA
"HSPB1" "TNF" 0.102
"DGCR6L" "UFD1L" NA
"DGCR6L" "PRODH" NA
"DGCR6L" "TBX1" NA
"GGT1" "CSAD" NA
"GGT1" "TBX1" 0.082
"GGT1" "MGAM" 0.248
"GGT1" "GCAT" 0.08
"GGT1" "HRAS" 0.083
"GGT1" "FOXM1" 0.082
"GGT1" "AKT1" 0.1
"GGT1" "TXNRD2" 0.045
"GGT1" "ITGA2B" 0.224
"GGT1" "CNDP2" 0.173
"GGT1" "TNF" 0.191
"GGT1" "GLUD2" 0.082
"GGT1" "GSTM1" 0.132
"GGT1" "GCLM" 0.013
"GGT1" "RPL27A" 0.069
"GGT1" "S100A12" 0.144
"GGT1" "ANXA5" 0.142
"GGT1" "SDHC" 0.094
"PIAS1" "DAXX" 0.258
"PIAS1" "MTA1" 0.181
"PIAS1" "IL6R" 0.015
"PIAS1" "RANGAP1" 0.125
"PIAS1" "STAT3" 0.154
"PIAS1" "STAT5A" 0.185
"PIAS1" "STAT4" 0.185
"PIAS1" "GTF2H4" 0.283
"PIAS1" "AKT1" 0.118
"PIAS1" "MSX1" 0.205
