"symbol1"	"symbol2"	"CC"
"AP2A1"	"CD22"	0.22
"AP2A1"	"CRK"	0.174
"AP2A1"	"CSNK2B"	0.216
"AP2A1"	"DNM2"	0.246
"AP2A1"	"EEF2"	0.209
"AP2A1"	"EIF5A"	0.207
"AP2A1"	"HLA-DRB1"	0.389
"AP2A1"	"PPP3CC"	0.132
"AP2A1"	"RAB5B"	0.306
"AP2A1"	"RAB5C"	0.346
"AP2A1"	"RPN1"	0.197
"AP2A1"	"RPS9"	0.171
"AP2A1"	"RAB11B"	0.361
"AP2A1"	"PIP5K1C"	0.229
"AP2A1"	"RPL13A"	0.147
"AP2A1"	"BIN2"	0.234
"AP2A1"	"EPN3"	0.277
"AKT1"	"ARF1"	0.141
"AKT1"	"ARRB2"	0.154
"AKT1"	"BAD"	0.116
"AKT1"	"ZFP36L1"	0.151
"AKT1"	"CAMK2A"	0.159
"AKT1"	"CRK"	0.154
"AKT1"	"CSK"	0.142
"AKT1"	"DDOST"	0.146
"AKT1"	"EEF2"	0.158
"AKT1"	"EGR1"	0.114
"AKT1"	"EIF4EBP1"	0.081
"AKT1"	"FOXM1"	0.244
"AKT1"	"FLII"	0.175
"AKT1"	"GATA2"	0.114
"AKT1"	"GNAI2"	0.193
"AKT1"	"GNB2"	0.132
"AKT1"	"GYS1"	0.092
"AKT1"	"HRAS"	0.124
"AKT1"	"HSPB1"	0.155
"AKT1"	"IRF3"	0.134
"AKT1"	"ITGA2B"	0.12
"AKT1"	"ITGB4"	0.1
"AKT1"	"MCL1"	0.139
"AKT1"	"MEF2D"	0.124
"AKT1"	"MSN"	0.122
"AKT1"	"NONO"	0.149
"AKT1"	"NPM1"	0.182
"AKT1"	"PCBP1"	0.186
"AKT1"	"SERPINB5"	0.045
"AKT1"	"PLK1"	0.213
"AKT1"	"PPP2R5A"	0.176
"AKT1"	"PSMA7"	0.161
"AKT1"	"PSMB4"	0.17
"AKT1"	"PSMC4"	0.157
"AKT1"	"RPL7"	0.149
"AKT1"	"RPS2"	0.175
"AKT1"	"RPS9"	0.175
"AKT1"	"SDHC"	0.124
"AKT1"	"SOS1"	0.105
"AKT1"	"ST14"	0.067
"AKT1"	"STAT3"	0.178
"AKT1"	"STAT5A"	0.136
"AKT1"	"STK11"	0.153
"AKT1"	"TNF"	0.116
"AKT1"	"TPM2"	0.16
"AKT1"	"TSC2"	0.135
"AKT1"	"NCK2"	0.104
"AKT1"	"PIAS1"	0.118
"AKT1"	"KHSRP"	0.162
"AKT1"	"HDAC3"	0.191
"AKT1"	"SPHK1"	0.105
"AKT1"	"NUDC"	0.133
"AKT1"	"PLEKHO1"	NA
"AKT1"	"SYTL1"	0.149
"AKT1"	"RASL10B"	NA
"AKT1"	"TUBB"	0.166
"ALAS2"	"SARDH"	0.311
"ALAS2"	"HBD"	0.081
"ALAS2"	"LSS"	0.111
"ALAS2"	"MDH2"	0.279
"ALAS2"	"NDUFV1"	0.323
"ALAS2"	"FIS1"	0.253
"ALOX5AP"	"CD53"	0.153
"ALOX5AP"	"CD68"	0.177
"ALOX5AP"	"HLA-DRB1"	0.2
"ALOX5AP"	"PLP2"	0.193
"ALOX5AP"	"S100A6"	0.171
"ALOX5AP"	"TBXAS1"	0.295
"ALOX5AP"	"LST1"	0.158
"ALOX5AP"	"VAMP8"	0.184
"AMBP"	"CD79A"	0.173
"ANXA5"	"EEF2"	0.15
"ANXA5"	"MSN"	0.154
"ANXA5"	"PGK1"	0.173
"ANXA5"	"PPIB"	0.172
"ANXA5"	"CRTAP"	0.11
"ANXA11"	"HLA-DRA"	0.234
"ANXA11"	"S100A6"	0.19
"APLP1"	"CPE"	0.165
"APLP1"	"VGF"	0.126
"ARF1"	"ASNA1"	0.167
"ARF1"	"CKS1B"	0.093
"ARF1"	"CSNK2B"	0.176
"ARF1"	"CTSL"	0.145
"ARF1"	"DDOST"	0.177
"ARF1"	"DYNC1H1"	0.171
"ARF1"	"EEF1G"	0.149
"ARF1"	"EEF2"	0.169
"ARF1"	"EIF4A2"	0.109
"ARF1"	"EIF5A"	0.137
"ARF1"	"FAU"	NA
"ARF1"	"GNB1"	0.198
"ARF1"	"GNB2"	0.217
"ARF1"	"HLA-DRB1"	0.23
"ARF1"	"HRAS"	0.159
"ARF1"	"MSN"	0.157
"ARF1"	"NPM1"	0.165
"ARF1"	"PCBP1"	0.15
"ARF1"	"PGK1"	0.147
"ARF1"	"PLK1"	0.114
"ARF1"	"PPIB"	0.2
"ARF1"	"PPP3CC"	0.108
"ARF1"	"PSMA4"	0.149
"ARF1"	"PSMA7"	0.143
"ARF1"	"PSMB4"	0.15
"ARF1"	"PSMC4"	0.125
"ARF1"	"RAB5B"	0.17
"ARF1"	"RAB5C"	0.184
"ARF1"	"RPL4"	0.204
"ARF1"	"RPL8"	0.17
"ARF1"	"RPL11"	0.156
"ARF1"	"RPL15"	0.124
"ARF1"	"RPL18"	0.189
"ARF1"	"RPL30"	0.199
"ARF1"	"RPL27A"	0.145
"ARF1"	"RPL32"	0.131
"ARF1"	"RPL36AL"	0.152
"ARF1"	"RPL37"	0.119
"ARF1"	"RPLP0"	0.192
"ARF1"	"RPLP2"	0.216
"ARF1"	"RPN1"	0.172
"ARF1"	"RPS2"	0.203
"ARF1"	"RPS9"	0.192
"ARF1"	"RPS23"	0.148
"ARF1"	"SURF4"	0.192
"ARF1"	"UQCRC2"	0.14
"ARF1"	"RPL14"	0.155
"ARF1"	"RAB11B"	0.187
"ARF1"	"ARFRP1"	0.193
"ARF1"	"RPL35"	0.127
"ARF1"	"EXOSC7"	0.127
"ARF1"	"PIP5K1C"	0.195
"ARF1"	"RPL13A"	0.176
"ARF1"	"GSPT2"	0.109
"ARF1"	"PYCR2"	0.073
"ARF1"	"SEC61A1"	0.18
"ARF1"	"VPS28"	0.198
"ARF1"	"BET1L"	0.195
"ARF1"	"CAB39"	0.17
"ARF1"	"PPAN"	0.081
"ARF1"	"SMAP1"	NA
"ARF1"	"TRAPPC5"	0.199
"ARF1"	"TUBB"	0.143
"RHOG"	"CSK"	0.171
"RHOG"	"CYBA"	0.246
"RHOG"	"GNAI2"	0.167
"RHOG"	"HCK"	0.203
"RHOG"	"SOS1"	0.122
"RHOG"	"SPI1"	0.07
"RHOG"	"STAT3"	0.126
"RHOG"	"VAV1"	0.124
"RHOG"	"STK24"	0.151
"RHOG"	"RHOBTB1"	0.123
"RHOG"	"ARHGEF16"	0.227
"RHOG"	"ARHGAP17"	0.097
"RHOG"	"ARHGAP9"	0.168
"RHOG"	"FGD3"	0.162
"RHOG"	"RHOT2"	0.159
"ARR3"	"ARRB2"	0.069
"ARR3"	"FSHR"	0.015
"ARR3"	"CXCR4"	0.053
"ARRB2"	"CSK"	0.169
"ARRB2"	"DYNC1H1"	0.143
"ARRB2"	"EEF2"	0.158
"ARRB2"	"HCK"	0.14
"ARRB2"	"MYL6"	0.144
"ARRB2"	"NONO"	0.113
"ARRB2"	"RAB5C"	0.217
"ARRB2"	"RANGAP1"	0.126
"ARRB2"	"RPL4"	0.143
"ARRB2"	"RPL7"	0.121
"ARRB2"	"RPL11"	0.152
"ARRB2"	"RPL18"	0.134
"ARRB2"	"RPLP0"	0.131
"ARRB2"	"RPLP2"	0.154
"ARRB2"	"CXCR4"	0.153
"ARRB2"	"RBM10"	0.091
"ARRB2"	"RPL14"	0.159
"ARRB2"	"NUDC"	0.129
"ARRB2"	"RPL35"	0.148
"ARRB2"	"ARHGAP17"	0.121
"ASIP"	"F11R"	0.259
"ASL"	"DDOST"	0.1
"ASL"	"GLUD2"	0.113
"ASL"	"GNB2"	0.161
"ASL"	"PPIB"	0.116
"ASL"	"RPL4"	0.139
"ASL"	"RPLP2"	0.179
"ASNA1"	"CSNK2B"	0.189
"ASNA1"	"ECHS1"	0.127
"ASNA1"	"EEF1G"	0.2
"ASNA1"	"EEF2"	0.174
"ASNA1"	"EIF5A"	0.175
"ASNA1"	"GNAI2"	0.178
"ASNA1"	"GNB1"	0.178
"ASNA1"	"GNB2"	0.152
"ASNA1"	"GTF2H4"	0.167
"ASNA1"	"HINT1"	0.183
"ASNA1"	"MARS"	0.202
"ASNA1"	"NDUFV1"	0.13
"ASNA1"	"NONO"	0.156
"ASNA1"	"P2RY11"	0.07
"ASNA1"	"PCBP1"	0.181
"ASNA1"	"PFDN1"	NA
"ASNA1"	"POLR2L"	0.184
"ASNA1"	"PPIB"	0.225
"ASNA1"	"PSMA4"	0.177
"ASNA1"	"PSMA7"	0.17
"ASNA1"	"PSMB4"	0.181
"ASNA1"	"PSMC4"	0.142
"ASNA1"	"RPL4"	0.209
"ASNA1"	"RPLP2"	0.161
"ASNA1"	"MRPS12"	0.146
"ASNA1"	"RPS9"	0.187
"ASNA1"	"USP5"	0.104
"ASNA1"	"CLPP"	0.141
"ASNA1"	"ZBED1"	0.143
"ASNA1"	"ATP6V1F"	0.176
"ASNA1"	"MPHOSPH6"	0.185
"ASNA1"	"NUDC"	0.133
"ASNA1"	"RPL35"	0.177
"ASNA1"	"GABARAP"	0.127
"ASNA1"	"HSPBP1"	0.097
"ASNA1"	"GSPT2"	0.099
"ASNA1"	"TXN2"	0.175
"ASNA1"	"TIMM13"	0.176
"ASNA1"	"SEC61A1"	0.226
"ASNA1"	"FIS1"	0.136
"ASNA1"	"ISYNA1"	0.078
"ASNA1"	"PPAN"	0.13
"ASNA1"	"EXOSC5"	0.179
"ASNA1"	"XAB2"	0.155
"ASNA1"	"LSM2"	0.164
"ASNA1"	"MUS81"	0.148
"ASNA1"	"YIF1B"	0.225
"ASNA1"	"KLHDC3"	0.14
"ASNA1"	"TRAPPC5"	0.167
"ASNA1"	"TUBB"	0.187
"ATP5G1"	"ATP5G2"	NA
"ATP5G1"	"COX7C"	NA
"ATP5G1"	"TIMM8A"	NA
"ATP5G1"	"ECHS1"	NA
"ATP5G1"	"EIF5A"	NA
"ATP5G1"	"IDH2"	NA
"ATP5G1"	"MDH2"	NA
"ATP5G1"	"NDUFA3"	NA
"ATP5G1"	"NDUFB7"	NA
"ATP5G1"	"NDUFB10"	NA
"ATP5G1"	"NDUFV1"	NA
"ATP5G1"	"MRPS12"	NA
"ATP5G1"	"SDHC"	NA
"ATP5G1"	"UQCRC2"	NA
"ATP5G1"	"COX7A2L"	NA
"ATP5G1"	"COX5A"	NA
"ATP5G1"	"TXN2"	NA
"ATP5G1"	"TIMM13"	NA
"ATP5G1"	"UQCRQ"	NA
"ATP5G1"	"NDUFB11"	NA
"ATP5G1"	"MRPL16"	NA
"ATP5G1"	"MRPL17"	NA
"ATP5G1"	"MRPS24"	NA
"ATP5G1"	"CHCHD4"	NA
"ATP5G2"	"COX7C"	NA
"ATP5G2"	"EIF5A"	NA
"ATP5G2"	"MDH2"	NA
"ATP5G2"	"NDUFB7"	NA
"ATP5G2"	"NDUFB10"	NA
"ATP5G2"	"NDUFV1"	NA
"ATP5G2"	"MRPS12"	NA
"ATP5G2"	"SDHC"	NA
"ATP5G2"	"UQCRC2"	NA
"ATP5G2"	"RBM10"	NA
"ATP5G2"	"COX7A2L"	NA
"ATP5G2"	"COX5A"	NA
"ATP5G2"	"TIMM13"	NA
"ATP5G2"	"UQCRQ"	NA
"ATP5G2"	"NDUFB11"	NA
"ATP5G2"	"MRPL16"	NA
"ATP6AP1"	"IGF2R"	0.232
"ATP6AP1"	"LAMP1"	0.247
"ATP6AP1"	"ATP6V1F"	0.371
"ATP6AP1"	"NDFIP1"	0.116
"KIF1A"	"GIT1"	0.026
"BAD"	"BID"	0.31
"BAD"	"MCL1"	0.237
"BAD"	"PPP3CC"	0.137
"BAD"	"HRK"	0.286
"BAD"	"PIM2"	0.097
"BAD"	"BBC3"	0.217
"BCL3"	"NFKB2"	0.255
"BCL3"	"RELB"	0.158
"BCL3"	"STAT3"	0.17
"BCL3"	"HDAC3"	0.166
"BID"	"CSNK1E"	0.126
"BID"	"CSNK2B"	0.115
"BID"	"MCL1"	0.226
"BID"	"MSN"	0.076
"BID"	"RIPK1"	0.208
"BID"	"SQSTM1"	0.109
"BID"	"BBC3"	0.181
"ZFP36L1"	"EXOSC7"	0.177
"ZFP36L1"	"EXOSC3"	0.174
"ZFP36L1"	"EXOSC5"	0.174
"BST2"	"IRF7"	0.175
"BST2"	"HARS2"	0.093
"C8G"	"LCN1"	0.241
"PTTG1IP"	"LAMP1"	0.162
"PTTG1IP"	"RNF149"	0.117
"CACNA1A"	"GNB1"	0.162
"CACNA1A"	"GNB2"	0.088
"CACNA1A"	"GRN"	0.062
"CACNA1A"	"PRKCG"	0.184
"CACNA1A"	"CACNA2D4"	0.115
"CACNA1A"	"TUBB2B"	0.07
"CAMK2A"	"HRAS"	0.118
"CAMK2A"	"ITGA2B"	0.133
"CAMK2A"	"MEF2D"	0.108
"CAMK2A"	"SRF"	0.108
"CAMK2A"	"SYNGAP1"	0.227
"CAMK2A"	"SQSTM1"	0.139
"CAMK2A"	"CLSTN3"	0.106
"CAMK2A"	"GIT1"	0.092
"CAMK2A"	"CACNA2D4"	0.085
"CD7"	"CTSL"	0.011
"CD7"	"SPN"	0.103
"CD22"	"CD68"	0.175
"CD22"	"CD72"	0.12
"CD22"	"CD79A"	0.262
"CD22"	"SPN"	0.215
"CD22"	"TNFRSF13B"	0.187
"ENTPD2"	"POLR2L"	0.067
"CD53"	"GGT1"	0.211
"CD53"	"HLA-DRB1"	0.267
"CD53"	"SPN"	0.188
"CD63"	"HLA-DRA"	0.374
"CD63"	"IGF2R"	0.313
"CD63"	"LAMP1"	0.362
"CD63"	"MSN"	0.183
"CD63"	"SPARC"	0.293
"CD63"	"SRF"	0.093
"CD68"	"CYBA"	0.285
"CD68"	"HLA-DMA"	0.208
"CD68"	"SPI1"	0.08
"CD68"	"VWF"	0.193
"CD72"	"CD79A"	0.191
"CD72"	"HLA-DRB1"	0.137
"CD72"	"SELL"	0.228
"CD79A"	"CSK"	0.169
"CD79A"	"SELL"	0.25
"CD79A"	"SLAMF1"	0.224
"CD79A"	"SOS1"	0.148
"CD79A"	"TNFRSF13B"	0.187
"CD79A"	"LAT"	0.26
"CD79A"	"FATE1"	0.175
"CDA"	"CES2"	0.189
"CDA"	"NT5M"	0.141
"CDC25A"	"CKS1B"	0.117
"CDC25A"	"CSNK1E"	0.178
"CDC25A"	"FOXM1"	0.244
"CDC25A"	"HCFC1"	0.154
"CDC25A"	"HRAS"	0.123
"CDC25A"	"NPM1"	0.117
"CDC25A"	"PLK1"	0.147
"CDC25A"	"PSMA4"	0.133
"CDC25A"	"PSMA7"	0.128
"CDC25A"	"PSMB4"	0.137
"CDC25A"	"PSMC4"	0.137
"CDC25A"	"RRM2"	0.227
"CDC25A"	"MCM3AP"	0.175
"CDC25A"	"PKMYT1"	0.16
"CDC25A"	"NUDC"	0.183
"CDC25A"	"PSME4"	0.158
"CDC25A"	"PPAN"	0.088
"CEBPA"	"DBP"	0.146
"CEBPA"	"GATA2"	0.16
"CEBPA"	"SPI1"	0.183
"CEBPA"	"PIAS1"	0.188
"CEBPA"	"MTA1"	0.152
"CEBPA"	"BATF"	0.16
"CHRNG"	"RAPSN"	0.102
"CKS1B"	"CSNK2B"	0.14
"CKS1B"	"DDOST"	0.172
"CKS1B"	"DDX11"	0.166
"CKS1B"	"EEF1G"	0.073
"CKS1B"	"EEF2"	0.109
"CKS1B"	"EIF4A2"	0.116
"CKS1B"	"EIF5A"	0.113
"CKS1B"	"FANCG"	0.165
"CKS1B"	"FOXM1"	0.244
"CKS1B"	"FRG1"	0.247
"CKS1B"	"GNB1"	0.14
"CKS1B"	"GNB2"	0.051
"CKS1B"	"GTF2H4"	0.359
"CKS1B"	"KIFC1"	0.136
"CKS1B"	"MARS"	0.128
"CKS1B"	"NONO"	0.183
"CKS1B"	"NPM1"	0.14
"CKS1B"	"P2RY11"	0.022
"CKS1B"	"PCBP1"	0.147
"CKS1B"	"PCBP2"	0.09
"CKS1B"	"PLK1"	0.143
"CKS1B"	"POLR2L"	0.325
"CKS1B"	"PPIB"	0.123
"CKS1B"	"PSMA4"	0.206
"CKS1B"	"PSMA7"	0.201
"CKS1B"	"PSMB4"	0.217
"CKS1B"	"PSMC4"	0.205
"CKS1B"	"RAB5B"	0.073
"CKS1B"	"RAB5C"	0.083
"CKS1B"	"RPL4"	0.122
"CKS1B"	"RPL7"	0.122
"CKS1B"	"RPL8"	0.1
"CKS1B"	"RPL10"	0.129
"CKS1B"	"RPL11"	0.15
"CKS1B"	"RPL15"	0.155
"CKS1B"	"RPL30"	0.112
"CKS1B"	"RPL27A"	0.118
"CKS1B"	"RPL32"	0.13
"CKS1B"	"RPL36AL"	0.128
"CKS1B"	"RPLP0"	0.106
"CKS1B"	"RPLP2"	0.101
"CKS1B"	"MRPS12"	0.177
"CKS1B"	"RPN1"	0.178
"CKS1B"	"RPS2"	0.132
"CKS1B"	"RPS9"	0.139
"CKS1B"	"RRM2"	0.046
"CKS1B"	"SET"	0.146
"CKS1B"	"SH3GL1"	0.042
"CKS1B"	"SMARCD3"	0.269
"CKS1B"	"SP1"	0.199
"CKS1B"	"SURF4"	0.086
"CKS1B"	"TBCA"	0.105
"CKS1B"	"UGP2"	0.08
"CKS1B"	"UNG"	0.138
"CKS1B"	"ZNF35"	0.075
"CKS1B"	"HIST1H2AC"	0.145
"CKS1B"	"HDAC3"	0.175
"CKS1B"	"BAZ1B"	0.172
"CKS1B"	"RPL14"	0.109
"CKS1B"	"PKMYT1"	0.118
"CKS1B"	"ZBED1"	0.158
"CKS1B"	"ARPC1B"	0.11
"CKS1B"	"PRMT5"	0.232
"CKS1B"	"TACC3"	0.078
"CKS1B"	"MYBBP1A"	0.155
"CKS1B"	"POLD3"	0.324
"CKS1B"	"NUDC"	0.112
"CKS1B"	"RPL35"	0.146
"CKS1B"	"DNAJC9"	0.093
"CKS1B"	"HARS2"	0.095
"CKS1B"	"RPL13A"	0.14
"CKS1B"	"KPNA6"	0.157
"CKS1B"	"TIMM13"	0.172
"CKS1B"	"PYCR2"	0.115
"CKS1B"	"SEC61A1"	0.118
"CKS1B"	"CTNNBL1"	0.173
"CKS1B"	"PPAN"	0.17
"CKS1B"	"EXOSC5"	0.219
"CKS1B"	"XAB2"	0.227
"CKS1B"	"PLSCR3"	0.063
"CKS1B"	"LSM2"	0.214
"CKS1B"	"MRPL17"	0.163
"CKS1B"	"CHTF18"	0.156
"CKS1B"	"CENPH"	0.181
"CKS1B"	"PDCL3"	0.079
"CKS1B"	"MUS81"	0.199
"CKS1B"	"ANP32E"	0.231
"CKS1B"	"SHKBP1"	NA
"CKS1B"	"FTSJ3"	0.187
"CKS1B"	"TRAPPC5"	0.161
"CKS1B"	"TUBB"	0.125
"CKS1B"	"POLR2J2"	0.468
"CKS1B"	"TSEN54"	0.287
"CLCN7"	"LAMP1"	0.247
"CNGA2"	"KCNK9"	0.186
"CNTFR"	"CRK"	0.101
"CNTFR"	"CTF1"	0.214
"COMT"	"CSNK2B"	0.158
"COMT"	"DBH"	0.136
"COMT"	"HINT1"	0.155
"COMT"	"MDH2"	0.115
"COMT"	"PNMT"	0.074
"COMT"	"RGS2"	0.13
"KLF6"	"PGK1"	0.086
"KLF6"	"RPLP2"	0.133
"KLF6"	"SP1"	0.127
"KLF6"	"HDAC3"	0.151
"KLF6"	"ARPC5"	0.151
"KLF6"	"ARPC1B"	0.151
"COX7C"	"TIMM8A"	0.338
"COX7C"	"HINT1"	0.121
"COX7C"	"IDH2"	0.277
"COX7C"	"MDH2"	0.252
"COX7C"	"NDUFA3"	0.414
"COX7C"	"NDUFB7"	0.408
"COX7C"	"NDUFB10"	0.439
"COX7C"	"NDUFV1"	0.371
"COX7C"	"MRPS12"	0.412
"COX7C"	"SDHC"	0.4
"COX7C"	"UQCRC2"	0.454
"COX7C"	"COX7A2L"	0.362
"COX7C"	"COX5A"	0.514
"COX7C"	"TIMM13"	0.346
"COX7C"	"UQCRQ"	0.452
"COX7C"	"NDUFB11"	0.414
"COX7C"	"MRPL16"	0.384
"COX7C"	"MRPS24"	0.403
"COX7C"	"CHCHD4"	0.338
"CRK"	"CSK"	0.156
"CRK"	"DNM2"	0.096
"CRK"	"EPHB3"	0.13
"CRK"	"GP9"	0.016
"CRK"	"HSPB1"	0.177
"CRK"	"ITGA2B"	0.147
"CRK"	"KRT16"	0.164
"CRK"	"PRKCG"	0.084
"CRK"	"SOS1"	0.089
"CRK"	"STAT5A"	0.132
"CRK"	"TAL1"	0.137
"CRK"	"VAV1"	0.088
"CRK"	"VWF"	0.184
"CRK"	"NCK2"	0.118
"CRK"	"SOCS1"	0.158
"CRK"	"TNK2"	0.13
"CRK"	"EFS"	0.051
"CRK"	"TGOLN2"	0.142
"CRK"	"FRS3"	0.022
"CRK"	"FASTK"	NA
"CRK"	"SH3BP1"	0.101
"CRK"	"HSPBP1"	0.097
"CRK"	"OPTC"	0.1
"CRK"	"ARHGAP17"	0.119
"CRK"	"THOC2"	0.136
"CRK"	"MICAL1"	0.108
"CSF3R"	"HCK"	0.154
"CSF3R"	"STAT3"	0.112
"CSK"	"CSNK2B"	0.175
"CSK"	"DYNC1H1"	0.164
"CSK"	"DNM2"	0.132
"CSK"	"FAU"	NA
"CSK"	"FLII"	0.115
"CSK"	"GNAI2"	0.176
"CSK"	"HCK"	0.137
"CSK"	"HLA-DRB1"	0.175
"CSK"	"ITGA2B"	0.193
"CSK"	"SOS1"	0.146
"CSK"	"STAT3"	0.13
"CSK"	"STAT5A"	0.123
"CSK"	"VAV1"	0.154
"CSK"	"VWF"	0.193
"CSK"	"STK24"	0.153
"CSK"	"NCK2"	0.124
"CSK"	"PSTPIP1"	0.133
"CSK"	"ARHGAP17"	0.11
"CSK"	"ILKAP"	0.117
"CSK"	"TUBB"	0.132
"CSNK1E"	"CSNK2B"	0.143
"CSNK1E"	"DYNC1H1"	0.123
"CSNK1E"	"EEF2"	0.111
"CSNK1E"	"EIF4A2"	0.124
"CSNK1E"	"EIF5A"	0.134
"CSNK1E"	"GNB1"	0.103
"CSNK1E"	"GNB2"	0.092
"CSNK1E"	"GYS1"	0.107
"CSNK1E"	"NONO"	0.151
"CSNK1E"	"PCBP2"	0.137
"CSNK1E"	"PCNT"	0.122
"CSNK1E"	"PLK1"	0.147
"CSNK1E"	"PSMC4"	0.137
"CSNK1E"	"RPLP2"	0.118
"CSNK1E"	"RPS9"	0.137
"CSNK1E"	"USP11"	0.19
"CSNK1E"	"MTA2"	0.135
"CSNK1E"	"PRMT5"	0.172
"CSNK1E"	"TUBGCP2"	0.144
"CSNK1E"	"GSPT2"	0.126
"CSNK1E"	"SMAP1"	NA
"CSNK1E"	"KLHDC3"	0.186
"CSNK2B"	"DDOST"	0.185
"CSNK2B"	"DYNC1H1"	0.224
"CSNK2B"	"EEF2"	0.247
"CSNK2B"	"EIF4A2"	0.112
"CSNK2B"	"EIF5A"	0.153
"CSNK2B"	"FAU"	NA
"CSNK2B"	"GNB1"	0.198
"CSNK2B"	"GNB2"	0.173
"CSNK2B"	"GTF2H4"	0.161
"CSNK2B"	"HCFC1"	0.162
"CSNK2B"	"HINT1"	0.204
"CSNK2B"	"MARS"	0.195
"CSNK2B"	"MDH2"	0.168
"CSNK2B"	"MYL6"	0.183
"CSNK2B"	"NDUFB7"	0.138
"CSNK2B"	"NDUFB10"	0.119
"CSNK2B"	"NDUFV1"	0.133
"CSNK2B"	"NONO"	0.152
