"symbol1" "symbol2" "MF"
"THPO" "GP9" 0.811
"THPO" "IL6R" 0.421
"THPO" "CNTFR" 0.567
"THPO" "AKT1" 0.418
"THPO" "ITGA2B" 0.691
"THPO" "CXCR4" 0.316
"THPO" "ZFPM1" 0.48
"THPO" "PF4" 0.612
"SEMA4G" "OBSCN" 0.53
"PRRT1" "EPPK1" NA
"BCL7C" "SMARCD3" NA
"BCL7C" "VPS37C" NA
"NDUFB7" "NDUFB10" 1
"NDUFB7" "NDUFV1" 1
"NDUFB7" "UQCRC2" 0.261
"NDUFB7" "UQCRQ" 0.212
"NDUFB7" "COX5A" 0.438
"NDUFB7" "NDUFB11" 0.261
"NDUFB7" "ZNHIT1" 0.261
"NDUFB7" "ACAD9" 0.261
"NDUFB7" "NDUFS7" 1
"NDUFB7" "SDHC" 0.438
"NDUFB7" "COX7C" 0.323
"NDUFB7" "ATP5G1" NA
"NDUFB7" "NDUFA3" 1
"TIMM13" "CAB39" 0.289
"TIMM13" "CHCHD4" 0.379
"TIMM13" "TMPRSS9" NA
"TIMM13" "ATP5G1" NA
"TIMM13" "TIMM8A" 0.596
"PDXP" "ECE1" 0.606
"PDXP" "SH3GL1" 0.593
"PDXP" "MCL1" 0.525
"PDXP" "AMBP" 0.435
"PDXP" "COMP" 0.518
"PDXP" "TH" 0.53
"PDXP" "PPP2R4" NA
"PDXP" "NDP" 0.569
"PDXP" "TYRO3" 0.521
"PDXP" "TNFRSF10C" 0.607
"JOSD1" "TIMM8A" 1
"NIPSNAP1" "B3GAT3" 1
"NIPSNAP1" "CHCHD2" 1
"TXN2" "EEF2" 1
"TXN2" "GLRX" 0.512
"TXN2" "APEX2" 0.204
"TXN2" "CLPP" 1
"TXN2" "SEC61A1" 1
"TXN2" "RPL8" 0.712
"TXN2" "MDH2" 0.712
"TXN2" "TXNRD2" 1
"EFS" "CRK" 0.646
"GSS" "TXNRD2" 0.548
"GSS" "CNDP2" 0.279
"GSS" "GLRX" 0.18
"GSS" "GGT1" 0.503
"GSS" "ALOX5AP" 0.478
"GSS" "GSTM1" 0.688
"GSS" "GCLM" 0.331
"SRMS" "ILKAP" 1
"SRMS" "PPP3CC" 0.604
"SRMS" "CD79A" 0.706
"PQBP1" "SF3A2" 0.771
"PQBP1" "PCBP2" 0.757
"PQBP1" "GTF2F1" 0.723
"PQBP1" "POLR2L" 0.505
"PQBP1" "LSM2" 0.681
"PQBP1" "CPSF1" 0.684
"PQBP1" "XAB2" 1
"PQBP1" "CTNNBL1" 0.727
"PQBP1" "PCBP1" 0.742
"PQBP1" "LSM7" 0.723
"PQBP1" "DNM2" 0.663
"PCSK1N" "CPE" 0.292
"PCSK1N" "UTS2R" 0.208
"USP11" "MCM3AP" NA
"USP11" "RBM10" 0.616
"USP11" "USP5" 0.943
"ACP5" "CLCN7" 0.155
"ACP5" "NES" 0
"ACP5" "TNF" 0.107
"ACP5" "CD207" 0.155
"ACP5" "VANGL1" 0.302
"MT4" "MT1X" 1
"MMP15" "TNF" 0.624
"MMP15" "HLA-G" 0.627
"TSC2" "STK11" 0.669
"TSC2" "HRAS" 0.609
"TSC2" "EIF4EBP1" 0.593
"TSC2" "AKT1" 0.651
"TSC2" "CRTC2" 0.637
"TSC2" "PLK1" 0.65
"TSC2" "EEF2" 0.658
"TSC2" "PI3" 0.272
"TSC2" "CAMKK2" 0.336
"TSC2" "PPP2R4" NA
"TSC2" "FKBP1C" NA
"ZP2" "ZP3" 0.783
"ZP2" "FGF8" 0.353
"ZP2" "ALX4" 0.455
"MAZ" "HRAS" 0.663
"MAZ" "AKT1" 0.591
"CSK" "GNB1" 0.662
"CSK" "HRAS" 0.686
"CSK" "VWF" 0.626
"CSK" "STAT3" 0.659
"CSK" "HLA-DQA2" 0.118
"CSK" "ARRB2" 0.66
"CSK" "RHOG" 0.674
"CSK" "ILKAP" 1
"CSK" "PPP3CC" 0.607
"CSK" "ACTN4" 0.615
"CSK" "AKT1" 0.738
"CSK" "ITGA2B" 0.741
"CSK" "HLA-DRA" 0.538
"CSK" "HCK" 0.781
"CSK" "PPP2R4" NA
"CSK" "PLAUR" 0.652
"CSK" "DNM2" 0.656
"CSK" "CD79A" 0.723
"CSK" "PORCN" 0.206
"CSK" "ACTA1" 0.589
"CSK" "HLA-DRB1" 0.123
"CTSH" "BID" 0.444
"CTSH" "HLA-DRB1" 0.073
"CTSH" "HLA-DQA2" 0.118
"CTSH" "HLA-DRA" 0.403
"PYCRL" "PYCR2" NA
"PYCRL" "PRODH" NA
"EXOSC5" "RPL7" 0.674
"EXOSC5" "RPL27A" 0.678
"EXOSC5" "RPL11" 0.602
"EXOSC5" "RPLP2" 0.669
"EXOSC5" "RPS9" 0.579
"EXOSC5" "RPS2" 0.641
"EXOSC5" "RPL4" 0.678
"EXOSC5" "RPL36AL" 1
"EXOSC5" "RPL18" 0.477
"EXOSC5" "RPL15" 0.667
"EXOSC5" "RPL13A" 0.494
"EXOSC5" "MPHOSPH6" 1
"EXOSC5" "RPL41" 0.435
"EXOSC5" "ZFP36L1" 0.589
"EXOSC5" "RPLP0" 0.588
"EXOSC5" "RPL35" 0.494
"EXOSC5" "RPL30" 0.678
"EXOSC5" "RPL14" 0.667
"EXOSC5" "RPL32" 0.477
"EXOSC5" "KHSRP" 0.643
"EXOSC5" "KPNA6" 0.576
"EXOSC5" "RPL8" 0.477
"EXOSC5" "EXOSC7" 0.838
"EXOSC5" "EXOSC3" 0.942
"EXOSC5" "RPL10" 0.613
"EXOSC5" "RPL37" 0.477
"EXOSC5" "RPL37A" 0.678
"PAF1" "GTF2F1" 0.66
"PAF1" "POLR2L" 0.478
"PAF1" "CSNK2B" 0.733
"PAF1" "KLC2" 0.678
"PAF1" "KIAA0101" NA
"PAF1" "GTF2H4" 0.605
"PAF1" "IFIT2" 0.747
"RELB" "NFKB2" 0.885
"RELB" "PSMB4" 0.649
"RELB" "PSME4" 0.571
"RELB" "PSMA7" 0.66
"RELB" "STAT3" 0.834
"RELB" "TRAF5" 0.633
"RELB" "TNF" 0.74
"RELB" "NFKBIB" 0.729
"RELB" "AKT1" 0.584
"RELB" "ANXA5" 0.559
"RELB" "DAXX" 0.688
"RELB" "IRF3" 0.857
"RELB" "CORT" 0.323
"SF3A2" "RANGAP1" 0.783
"SF3A2" "AGPAT1" 0.731
"SF3A2" "LSM2" 0.81
"SF3A2" "PCBP2" 0.903
"SF3A2" "GTF2F1" 0.689
"SF3A2" "POLR2L" 0.499
"SF3A2" "RBM10" 0.857
"SF3A2" "EEF2" 0.837
"SF3A2" "CPSF1" 0.809
"SF3A2" "EIF4G3" 0.829
"SF3A2" "XAB2" 1
"SF3A2" "CTNNBL1" 0.882
"SF3A2" "LSM7" 0.904
"SF3A2" "PCBP1" 0.861
"FSD1" "SRF" 0.366
"FSD1" "MYOG" 0.388
"FSD1" "RPS2" 0.411
"CD79A" "SELL" 0.584
"CD79A" "SLC3A2" 0.604
"CD79A" "IL13" 1
"CD79A" "VWF" 0.674
"CD79A" "IL7R" 0.592
"CD79A" "CD7" 0.624
"CD79A" "AKT1" 0.633
"CD79A" "CXCR4" 0.482
"CD79A" "UNG" 0.578
"CD79A" "GGT1" 0.584
"CD79A" "COX5A" 0.654
"CD79A" "CD68" NA
"CD79A" "TNF" 0.741
"CD79A" "VAV1" 0.655
"CD79A" "SPN" 0.439
"CD79A" "CD72" 0.823
"CD79A" "HLA-DRB1" 0.224
"CD79A" "TNFRSF13B" 0.831
"CD79A" "CFP" 0.779
"CD79A" "MGAM" 0.504
"CD79A" "S100A8" 0.574
"CD79A" "AMBP" 0.556
"CD79A" "SOS1" 0.699
"LIM2" "GJA8" NA
"LIM2" "FTL" NA
"RABAC1" "RAB5C" 0.715
"DBP" "CEBPA" 0.74
"DBP" "BATF" 0.907
"MLL4" "HCFC1" NA
"MLL4" "HDAC3" NA
"COMP" "TNFRSF10C" 0.607
"COMP" "UNG" 0.506
"COMP" "HINT1" 0.356
"COMP" "TYRO3" 0.537
"COMP" "MICAL1" 0.529
"COMP" "FOXM1" 0.592
"COMP" "ITGA2B" 0.606
"COMP" "NES" 0.361
"COMP" "TH" 0.569
"COMP" "ECE1" 0.57
"COMP" "SH3GL1" 0.607
"COMP" "MCL1" 0.542
"COMP" "COL9A3" 0.37
"COMP" "NDP" 0.583
"COMP" "ZBTB32" 0.607
"COMP" "RAB5C" 0.555
"COMP" "TNIP1" 0.585
"COMP" "AMBP" 0.464
"HAMP" "GDF15" NA
"HAMP" "STAT3" NA
"HAMP" "TNF" NA
"HAMP" "FTL" NA
"DLX5" "FGF8" 0.191
"DLX5" "MSX1" 0.599
"DLX5" "WNT10B" 0.242
"MOSPD3" "OSBPL1A" NA
"MOSPD3" "ISYNA1" NA
"FIS1" "RHOT2" 0.756
"FIS1" "DNM2" 0.716
"FIS1" "ZNHIT1" 0.746
"C8G" "LCN1" NA
"C8G" "VTN" NA
"ACTA2" "MYL2" 0.681
"ACTA2" "RASL10B" NA
"ACTA2" "EGR1" 0.681
"ACTA2" "MYL6" 0.681
"ACTA2" "TMSB4X" 0.866
"ACTA2" "PRKCG" 0.253
"ACTA2" "ANXA5" 0.788
"ACTA2" "GSPT2" 0.681
"ACTA2" "RHOG" 1
"ACTA2" "DYNC1H1" 0.681
"ACTA2" "EEF2" 1
"ACTA2" "MYO18B" NA
"ACTA2" "ACTN4" 0.681
"ACTA2" "TNNT2" 0.681
"ACTA2" "HK3" 0
"ACTA2" "RPL14" 0.681
"ACTA2" "RPS23" 0.681
"ACTA2" "CALML5" 0.268
"ACTA2" "ARPC4" 0.866
"ACTA2" "VWF" 0.681
"ACTA2" "OBSCN" 0.7
"ACTA2" "TUBB" 0.681
"ACTA2" "SRF" 0.681
"ACTA2" "DIRAS3" 0.681
"ACTA2" "ARPC5" 0.681
"ACTA2" "RPL18" 0.393
"ACTA2" "AKT1" 0.866
"ACTA2" "CDC25A" 1
"ACTA2" "MYL3" 0.079
"ACTA2" "PGK1" 0.681
"ACTA2" "PLK1" 1
"ACTA2" "CALB2" 0.268
"ACTA2" "SMARCD3" 0.492
"ACTA2" "TUBB2B" 0.681
"ACTA2" "TNF" 0.681
"ACTA2" "DIRAS2" 0.213
"ACTA2" "DNAH11" 0.082
"ACTA2" "HDAC3" 0.866
"ACTA2" "DNM2" 0.866
"ACTA2" "SP1" 0.681
"ACTA2" "FAU" 0.393
"ACTA2" "ARPC1B" 0.681
"ACTA2" "MYO1A" NA
"ACTA2" "RHOBTB1" 1
"ACTA2" "HRAS" 0.681
"ACTA2" "GABARAP" 0.681
"ACTA2" "CABP2" 0
"ACTA2" "TPM2" 0.452
"ACTA2" "ZNHIT1" 0.681
"WNT3" "GBX2" 0.486
"WNT3" "DHH" 0.72
"WNT3" "MSX1" 0.439
"WNT3" "AKT1" 0.589
"WNT3" "TCF7" 0.683
"WNT3" "EVX1" 0.486
"WNT3" "PORCN" 0
"WNT3" "WNT10B" 0.937
"WNT3" "WNT11" 0.825
"WNT3" "FGF8" 0.433
"PIGL" "MSX1" 0
"PIGL" "GYS1" 0
"VTN" "TNF" 0.652
"VTN" "PLAUR" 0.674
"VTN" "SPARC" 0.636
"VTN" "PF4" 0.588
"VTN" "AMBP" 0.481
"VTN" "VWF" 0.772
"VTN" "AKT1" 0.561
"VTN" "ITGA2B" 0.742
"FRG1" "TNNT3" 0.619
"SPI1" "QRSL1" 0.543
"SPI1" "TAL1" 0.853
"SPI1" "GATA2" 0.86
"SPI1" "CSF3R" 0.505
"SPI1" "STAT3" 0.82
"SPI1" "STAT5A" 0.741
"SPI1" "IL7R" 0.522
"SPI1" "SRF" 0.81
"SPI1" "MCM3AP" NA
"SPI1" "IRF2" 0.844
"SPI1" "NDRG2" 1
"SPI1" "CEBPA" 0.857
"SPI1" "IL32" 1
"SPI1" "SDHC" 0.206
"SPI1" "CD53" 1
"SPI1" "PRAM1" 0.609
"SPI1" "NONO" 0.824
"SPI1" "CLPP" 0.553
"SPI1" "HCK" 0.568
"SPI1" "CD68" NA
"SPI1" "TNF" 0.691
"SPI1" "VAV1" 0.664
"SPI1" "HDAC3" 0.594
"SPI1" "NPM1" 0.597
"SPI1" "ZFPM1" 0.885
"MYL2" "MYL6" 0.648
"MYL2" "TCAP" 0.579
"MYL2" "MYO18B" NA
"MYL2" "PPP3CC" 0.533
"MYL2" "TNNT2" 0.597
"MYL2" "ACTA1" 0.675
"MYL2" "TPM2" 0.72
"MYL2" "OBSCN" 0.654
"MYL2" "MIB2" 0.582
"MYL2" "AKT1" 0.536
"MYL2" "PLK1" 0.601
"MYL2" "MYL3" 0.769
"MYL2" "CAMK2A" 0.543
"MYL2" "TNNI1" 1
"MYL2" "TBX5" 0.631
"MYL2" "TNNI2" 0.632
"MYL2" "TNNT3" 0.587
"UNC93A" "KCNK9" NA
"UNC93A" "KCNK3" NA
"HARS2" "MARS" 0.495
"HARS2" "PEPD" 0.642
"SPARC" "VWF" 0.666
"SPARC" "VEGFB" 0.506
"SPARC" "ACTN4" 0.598
"SPARC" "TMSB4X" 0.657
"SPARC" "STAB1" 0.481
"SPARC" "PF4" 0.564
"HAND1" "SLC25A23" 0.601
"HAND1" "IRX4" 1
"IRX4" "TBX5" 1
"NCK2" "TNK2" 0.497
"NCK2" "CRK" 0.739
"NCK2" "EPHB3" 0.253
"NCK2" "GIT1" 1
"NCK2" "ARPC1B" 0.605
"NCK2" "SOS1" 0.582
"NCK2" "FYB" NA
"NCK2" "ARPC5" 0.605
"NDUFS7" "UQCRC2" 0.531
"NDUFS7" "RPL11" 0.531
"NDUFS7" "ACAD9" 0.406
"NDUFS7" "NDUFB11" 1
"NDUFS7" "SDHC" 0.387
"NDUFS7" "ATP5G1" NA
"NDUFS7" "NDUFA3" 1
"NDUFS7" "NDUFB10" 0.992
"NDUFS7" "NDUFV1" 1
"NDUFS7" "RHOT2" 0.543
"COX7A2L" "HINT1" NA
"COX7A2L" "COX5A" NA
"COX7A2L" "COX7C" NA
"GRIN3B" "GRIK5" 0.545
"TPSG1" "IL13" 0.437
"RGS2" "PRKCG" 0.275
"RGS2" "TRIM47" 0.502
"RGS2" "GNAI2" 0.584
"SELL" "CD7" 0.624
"SELL" "AKT1" 0.57
"SELL" "ANXA5" 0.567
"SELL" "ITGA2B" 0.592
"SELL" "CXCR4" 0.453
"SELL" "LAMP1" 0.617
"SELL" "IL6R" 0.438
"SELL" "TNF" 0.648
"SELL" "MSN" 0.602
"SELL" "SPN" 0.196
"SELL" "NTAN1" 0
"SELL" "STAT3" 0.586
"SELL" "ELF4" 0.563
"SELL" "IL13" 1
"SELL" "VWF" 0.595
"SELL" "STAT5A" 0.573
"SELL" "IL7R" 0.492
"GLRX" "AKT1" 0.167
"GLRX" "TXNRD2" 0.569
"GLRX" "MARS" 0
"GLRX" "EEF1G" 0.253
"GLRX" "RRM2" 0.231
"EGR1" "IRF2" 0.833
"EGR1" "IRF7" 0.807
"EGR1" "CDKN1C" 0.565
"EGR1" "SDHC" 0.249
"EGR1" "DAXX" 0.559
"EGR1" "ALOX5AP" 0.484
"EGR1" "BST2" 0.636
"EGR1" "LHX2" 1
"EGR1" "HRAS" 0.567
"EGR1" "PITX1" 0.803
"EGR1" "GDF15" 0.583
"EGR1" "SOCS1" 0.521
"EGR1" "ADAR" 0.583
"EGR1" "IER2" 0.719
"EGR1" "HSPB1" 0.605
"EGR1" "CAMK2A" 0.55
"EGR1" "NR5A1" 0.824
"EGR1" "TNF" 0.72
"EGR1" "SP1" 0.778
"EGR1" "HLA-G" 0.596
"EGR1" "IRF3" 0.793
"EGR1" "IFIT2" 0.655
"EGR1" "GATA2" 0.789
"EGR1" "IFITM1" 1
"EGR1" "STAT3" 0.786
"EGR1" "SRF" 0.774
"EGR1" "AKT1" 0.558
"PPP3CC" "CALB2" 0.587
"PPP3CC" "PLCB2" 0.255
"PPP3CC" "CALML5" 0.377
"PPP3CC" "PPP2R5A" 0.636
"PPP3CC" "AKT1" 0.55
"PPP3CC" "MYL3" 0.21
"PPP3CC" "LIMK2" 0.643
"PPP3CC" "PLCB3" 0.703
"PPP3CC" "CAMK2A" 0.63
"PPP3CC" "PIP5K1C" 0.406
"PPP3CC" "HCK" 0.584
"PPP3CC" "BAD" 0.589
"PPP3CC" "KCNIP2" 0.458
"PPP3CC" "PPP2R4" NA
"PPP3CC" "MEF2D" 0.57
"PPP3CC" "NFATC4" 0.61
"PPP3CC" "ANAPC2" 1
"PPP3CC" "PPP1R1B" 0.459
"PPP3CC" "EPHB3" 0.329
"PPP3CC" "BIN2" 0.656
"PPP3CC" "RIPK1" 0.554
"PPP3CC" "CABP2" 0.249
"PPP3CC" "FKBP1C" NA
"PPP3CC" "STK11" 0.568
"PPP3CC" "PIM2" 0.643
"PPP3CC" "TYRO3" 0.555
"PPP3CC" "AP2A1" 0.581
"PPP3CC" "MYL6" 0.496
"PPP3CC" "PRKCG" 0.306
"PPP3CC" "CRTC2" 0.597
"GJA8" "CACNA1H" 0.902
"MYOG" "SRF" 0.861
"MYOG" "AKT1" 0.577
"MYOG" "PRMT5" 0.612
"MYOG" "NES" 0.249
"MYOG" "DYRK1B" 0.6
"MYOG" "TNF" 0.738
"MYOG" "MEF2D" 0.884
"MYOG" "SP1" 0.836
"MYOG" "CTF1" 0.614
"NPY" "GNB1" 0.478
"NPY" "FFAR2" 0.628
"NPY" "ACHE" 0.339
"NPY" "STAT3" 0.435
"NPY" "NPW" 0.811
"NPY" "GNB2" 0.478
"NPY" "PNMT" 0
"NPY" "ADCY1" 0.003
"NPY" "GNAI2" 0.544
"NPY" "DBH" 0.263
"NPY" "CXCR4" 0.499
"NPY" "CALB2" 0.397
"NPY" "CORT" 0.714
"NPY" "GRM4" 0.396
"NPY" "ASIP" 1
"NPY" "HTR3A" 0.412
"NPY" "TH" 0.466
"NPY" "TNF" 0.552
"NPY" "CD63" 0.811
"NPY" "PF4" 0.583
"CNTFR" "IL13" 1
"CNTFR" "STAT3" 0.589
"CNTFR" "CTF1" 0.609
"CNTFR" "IL6R" 0.755
"UNG" "APEX2" 0.073
"UNG" "GGT1" 0.426
"UNG" "SH3GL1" 0.593
"UNG" "CDA" 0.533
"UNG" "MCL1" 0.51
"UNG" "RRM2" 0.472
"SEC61A1" "EEF2" 0.578
"SEC61A1" "RPL7" 0.604
"SEC61A1" "PCSK4" 1
"SEC61A1" "RPS21" 0.385
"SEC61A1" "UQCRC2" 0.546
"SEC61A1" "RPL27A" 0.577
"SEC61A1" "RPL11" 0.541
"SEC61A1" "MRPL16" 0.199
"SEC61A1" "RPLP2" 0.555
"SEC61A1" "RPS9" 0.523
"SEC61A1" "RPS2" 0.584
"SEC61A1" "RPL10" 0.541
"SEC61A1" "RPL37" 0.364
"SEC61A1" "RPL37A" 0.577
"SEC61A1" "MRPS12" 0.577
"SEC61A1" "RPL41" 0.361
"SEC61A1" "DYRK1B" 0.562
"SEC61A1" "UFD1L" NA
"SEC61A1" "RPLP0" 0.523
"SEC61A1" "RPL30" 0.577
"SEC61A1" "RPL14" 0.582
"SEC61A1" "SURF4" 1
"SEC61A1" "RPL35" 0.392
"SEC61A1" "RPS23" 0.577
"SEC61A1" "RPL32" 0.364
"SEC61A1" "TNF" 0.591
"SEC61A1" "ASNA1" 0.553
"SEC61A1" "RPL8" 0.364
"SEC61A1" "RPL4" 0.577
"SEC61A1" "DDOST" 0.465
"SEC61A1" "OS9" 1
"SEC61A1" "MRPL17" 0.314
"SEC61A1" "RPL36AL" 1
"SEC61A1" "RPL18" 0.364
"SEC61A1" "RPL15" 0.582
"SEC61A1" "RPL13A" 0.392
"SEC61A1" "RPN1" 0.542
"CHPF" "B3GAT3" 0.457
"CHPF" "EXT2" 0.465
"PI3" "TYRO3" 0.147
"PI3" "STAT5A" 0.244
"PI3" "EIF4EBP1" 0.191
"PI3" "ANXA5" 0.17
"PI3" "SH3GL1" 0.226
"PI3" "CTNNBL1" 0.291
"PI3" "SERPINB5" 0.607
"PI3" "ZFYVE1" 0.149
"PI3" "MCL1" 0.157
"PI3" "ALOX5AP" 0.119
"PI3" "HRAS" 0.143
"PI3" "STAT3" 0.133
"PI3" "WDTC1" 0.396
"PI3" "AKT1" 0.164
"PI3" "TNF" 0.235
"PEPD" "EIF5A" 0.566
"PEPD" "CNDP2" 0.952
"PEPD" "SARDH" 0.364
"TREM1" "TNF" 0.456
"TREM1" "KIR2DL1" 0.456
"CLPP" "MDH2" 0.352
"THOC2" "MCM3AP" NA
"THOC2" "CPSF1" 0.831
"THOC2" "NR5A1" 0.63
"THOC2" "THOC6" NA
"THOC2" "POM121" 0.617
"THOC2" "NUP210" NA
"RTN2" "CSAD" NA
"SLURP1" "LY6H" 0.736
"FFAR2" "PROK2" 0.648
"FFAR2" "GNAI2" 0.631
"FFAR2" "ADRBK1" NA
"FFAR2" "P2RY11" 0.726
"FFAR2" "PLCB2" 0.193
"FFAR2" "GNB1" 0.719
"FFAR2" "PLCB3" 0.605
"FFAR2" "UTS2R" 0.765
"FFAR2" "GNB2" 0.719
"CFP" "THSD1" NA
"CFP" "ADAMTS13" 0.739
"CFP" "ADAMTS4" 0.82
"CFP" "FCN1" 0.723
"CFP" "ADAMTSL2" 1
"COX7C" "HCFC1" 0.229
"COX7C" "RPL37A" 0.229
"COX7C" "HINT1" 0.383
"COX7C" "RPS21" 0.039
"COX7C" "UQCRC2" 0.229
"COX7C" "RPL11" 0.229
"COX7C" "UQCRQ" 0.659
"COX7C" "COX5A" 1
"COX7C" "RPL30" 0.229
"COX7C" "RPL35" 0.039
"COX7C" "UBL5" 0.229
"COX7C" "FAU" 0.039
"COX7C" "TBCA" 0.229
"HSPB1" "STAT3" 0.715
"HSPB1" "AKT1" 0.628
"HSPB1" "ANXA5" 0.562
"HSPB1" "DAXX" 0.694
"HSPB1" "PFDN2" 0.696
"HSPB1" "CRK" 0.579
"HSPB1" "NDUFV1" 0.261
"HSPB1" "MSN" 0.698
"HSPB1" "ACTA1" 0.58
"HSPB1" "HN1" NA
"HSPB1" "PPP2R4" NA
"HSPB1" "TNF" 0.688
"DGCR6L" "UFD1L" NA
"DGCR6L" "PRODH" 0.302
"DGCR6L" "TBX1" 0.7
"GGT1" "CSAD" NA
"GGT1" "TBX1" 0.452
"GGT1" "MGAM" 0.449
"GGT1" "GCAT" 0.014
"GGT1" "HRAS" 0.524
"GGT1" "FOXM1" 0.572
"GGT1" "AKT1" 0.535
"GGT1" "TXNRD2" 0.467
"GGT1" "ITGA2B" 0.598
"GGT1" "CNDP2" 0.651
"GGT1" "TNF" 0.58
"GGT1" "GLUD2" 0.204
"GGT1" "GSTM1" 0.4
"GGT1" "GCLM" 0.207
"GGT1" "RPL27A" 0.556
"GGT1" "S100A12" 0.515
"GGT1" "ANXA5" 0.443
"GGT1" "SDHC" 0.214
"PIAS1" "DAXX" 0.731
"PIAS1" "MTA1" 0.661
"PIAS1" "IL6R" 0.438
"PIAS1" "RANGAP1" 0.562
"PIAS1" "STAT3" 0.606
"PIAS1" "STAT5A" 0.571
"PIAS1" "STAT4" 0.586
"PIAS1" "GTF2H4" 0.555
"PIAS1" "AKT1" 0.562
"PIAS1" "MSX1" 0.321
"PIAS1" "UBE2R2" 0.651
"CD68" "IFI30" NA
"CD68" "CXCR4" NA
"CD68" "SIGLEC1" NA
"CD68" "TNF" NA
"CD68" "CD207" NA
