"symbol1"	"symbol2"	"BP"
"PSMC4"	"PSMA7"	0.812
"PSMC4"	"PPP2R5A"	0.378
"PSMC4"	"CDC25A"	0.347
"PSMC4"	"PLK1"	0.334
"PSMC4"	"UFD1L"	NA
"PSMC4"	"TNF"	0.292
"PSMC4"	"RELB"	0.272
"PSMC4"	"PSMB4"	0.812
"PSMC4"	"DHH"	NA
"PSMC4"	"ANAPC2"	0.489
"PSMC4"	"PSME4"	0.704
"PSMC4"	"OAZ2"	0.369
"PSMC4"	"NFKBIB"	0.397
"PSMC4"	"FTSJ3"	0.349
"PSMC4"	"LHX2"	0.604
"BCL3"	"NFKB2"	0.553
"BCL3"	"STAT3"	0.528
"BCL3"	"AKT1"	0.577
"BCL3"	"PLK1"	0.467
"BCL3"	"RFXANK"	NA
"BCL3"	"TNF"	0.593
"BCL3"	"HDAC3"	0.58
"BCL3"	"RELB"	0.569
"PDZD4"	"LAMA5"	0.11
"HBQ1"	"HBZ"	1
"HBQ1"	"ALAS2"	0.193
"HBQ1"	"HBE1"	0.8
"HBQ1"	"ECHS1"	0.463
"HBQ1"	"TH"	0.099
"HBQ1"	"HBD"	0.8
"HBQ1"	"PAH"	0.323
"ITGB4"	"KLC2"	0.154
"ITGB4"	"HRAS"	0.386
"ITGB4"	"VWF"	0.587
"ITGB4"	"CHAD"	NA
"ITGB4"	"PRKCG"	0.287
"ITGB4"	"AKT1"	0.364
"ITGB4"	"ITGA2B"	0.41
"ITGB4"	"LAMA5"	0.646
"ITGB4"	"CRK"	0.469
"ITGB4"	"EPPK1"	0.364
"ITGB4"	"ACTN4"	0.428
"ITGB4"	"COMP"	0.397
"ITGB4"	"COL9A3"	0.288
"PPP1R15A"	"PPP2R4"	NA
"PPP1R15A"	"PPP2R5A"	0.543
"PPP1R15A"	"TSC2"	0.476
"PPP1R15A"	"ZNF148"	0.411
"PPP1R15A"	"KLF6"	0.366
"TFAP4"	"SP1"	0.616
"TFAP4"	"TPST2"	0.193
"TFAP4"	"SALL2"	0.543
"THPO"	"SPI1"	0.551
"THPO"	"ACHE"	0.432
"THPO"	"VWF"	0.214
"THPO"	"GATA2"	0.515
"THPO"	"SOS1"	0.523
"THPO"	"STAT3"	0.488
"THPO"	"PSMA7"	0.287
"THPO"	"CSF3R"	0.374
"THPO"	"STAT5A"	0.434
"THPO"	"IL7R"	0.526
"THPO"	"GP9"	0.29
"THPO"	"IL6R"	0.559
"THPO"	"CNTFR"	0.515
"THPO"	"AKT1"	0.498
"THPO"	"ITGA2B"	0.388
"THPO"	"CXCR4"	0.45
"THPO"	"ZFPM1"	0.493
"THPO"	"PF4"	0.539
"SEMA4G"	"OBSCN"	0.397
"PRRT1"	"EPPK1"	NA
"BCL7C"	"SMARCD3"	NA
"BCL7C"	"VPS37C"	NA
"NDUFB7"	"NDUFB10"	1
"NDUFB7"	"NDUFV1"	0.992
"NDUFB7"	"UQCRC2"	0.78
"NDUFB7"	"UQCRQ"	0.854
"NDUFB7"	"COX5A"	0.851
"NDUFB7"	"NDUFB11"	1
"NDUFB7"	"ZNHIT1"	0.405
"NDUFB7"	"ACAD9"	0.666
"NDUFB7"	"NDUFS7"	0.807
"NDUFB7"	"SDHC"	0.585
"NDUFB7"	"COX7C"	0.643
"NDUFB7"	"ATP5G1"	NA
"NDUFB7"	"NDUFA3"	1
"TIMM13"	"CAB39"	0.205
"TIMM13"	"CHCHD4"	0.354
"TIMM13"	"TMPRSS9"	NA
"TIMM13"	"ATP5G1"	NA
"TIMM13"	"TIMM8A"	0.593
"PDXP"	"ECE1"	0.295
"PDXP"	"SH3GL1"	0.176
"PDXP"	"MCL1"	0.273
"PDXP"	"AMBP"	0.254
"PDXP"	"COMP"	0.139
"PDXP"	"TH"	0.199
"PDXP"	"PPP2R4"	NA
"PDXP"	"NDP"	0.274
"PDXP"	"TYRO3"	0.264
"PDXP"	"TNFRSF10C"	0.18
"JOSD1"	"TIMM8A"	0
"NIPSNAP1"	"B3GAT3"	0
"NIPSNAP1"	"CHCHD2"	0
"TXN2"	"EEF2"	0.258
"TXN2"	"GLRX"	0.379
"TXN2"	"APEX2"	0.175
"TXN2"	"CLPP"	0.602
"TXN2"	"SEC61A1"	0.048
"TXN2"	"RPL8"	0.457
"TXN2"	"MDH2"	0.482
"TXN2"	"TXNRD2"	0.054
"EFS"	"CRK"	0.457
"GSS"	"TXNRD2"	0.416
"GSS"	"CNDP2"	1
"GSS"	"GLRX"	0.181
"GSS"	"GGT1"	0.578
"GSS"	"ALOX5AP"	0.28
"GSS"	"GSTM1"	0.436
"GSS"	"GCLM"	0.655
"SRMS"	"ILKAP"	NA
"SRMS"	"PPP3CC"	0.371
"SRMS"	"CD79A"	0.304
"PQBP1"	"SF3A2"	0.547
"PQBP1"	"PCBP2"	0.73
"PQBP1"	"GTF2F1"	0.678
"PQBP1"	"POLR2L"	0.592
"PQBP1"	"LSM2"	0.454
"PQBP1"	"CPSF1"	0.474
"PQBP1"	"XAB2"	0.595
"PQBP1"	"CTNNBL1"	0.538
"PQBP1"	"PCBP1"	0.541
"PQBP1"	"LSM7"	0.454
"PQBP1"	"DNM2"	0.444
"PCSK1N"	"CPE"	NA
"PCSK1N"	"UTS2R"	NA
"USP11"	"MCM3AP"	NA
"USP11"	"RBM10"	NA
"USP11"	"USP5"	1
"ACP5"	"CLCN7"	0
"ACP5"	"NES"	0.168
"ACP5"	"TNF"	0.192
"ACP5"	"CD207"	0
"ACP5"	"VANGL1"	0.258
"MT4"	"MT1X"	0.867
"MMP15"	"TNF"	0.269
"MMP15"	"HLA-G"	0.091
"TSC2"	"STK11"	0.591
"TSC2"	"HRAS"	0.604
"TSC2"	"EIF4EBP1"	0.362
"TSC2"	"AKT1"	0.628
"TSC2"	"CRTC2"	0.186
"TSC2"	"PLK1"	0.609
"TSC2"	"EEF2"	0.324
"TSC2"	"PI3"	0.235
"TSC2"	"CAMKK2"	0.456
"TSC2"	"PPP2R4"	NA
"TSC2"	"FKBP1C"	NA
"ZP2"	"ZP3"	0.408
"ZP2"	"FGF8"	0.136
"ZP2"	"ALX4"	0
"MAZ"	"HRAS"	0.161
"MAZ"	"AKT1"	0.142
"CSK"	"GNB1"	0.319
"CSK"	"HRAS"	0.462
"CSK"	"VWF"	0.385
"CSK"	"STAT3"	0.351
"CSK"	"HLA-DQA2"	0.507
"CSK"	"ARRB2"	0.473
"CSK"	"RHOG"	0.424
"CSK"	"ILKAP"	NA
"CSK"	"PPP3CC"	0.304
"CSK"	"ACTN4"	0.399
"CSK"	"AKT1"	0.413
"CSK"	"ITGA2B"	0.401
"CSK"	"HLA-DRA"	0.45
"CSK"	"HCK"	0.507
"CSK"	"PPP2R4"	NA
"CSK"	"PLAUR"	0.456
"CSK"	"DNM2"	0.38
"CSK"	"CD79A"	0.537
"CSK"	"PORCN"	0.367
"CSK"	"ACTA1"	0.22
"CSK"	"HLA-DRB1"	0.49
"CTSH"	"BID"	0.398
"CTSH"	"HLA-DRB1"	0.34
"CTSH"	"HLA-DQA2"	0.361
"CTSH"	"HLA-DRA"	0.415
"PYCRL"	"PYCR2"	NA
"PYCRL"	"PRODH"	NA
"EXOSC5"	"RPL7"	0.637
"EXOSC5"	"RPL27A"	0.484
"EXOSC5"	"RPL11"	0.524
"EXOSC5"	"RPLP2"	0.484
"EXOSC5"	"RPS9"	0.581
"EXOSC5"	"RPS2"	0.594
"EXOSC5"	"RPL4"	0.484
"EXOSC5"	"RPL36AL"	NA
"EXOSC5"	"RPL18"	0.474
"EXOSC5"	"RPL15"	0.474
"EXOSC5"	"RPL13A"	0.549
"EXOSC5"	"MPHOSPH6"	0.557
"EXOSC5"	"RPL41"	0.474
"EXOSC5"	"ZFP36L1"	0.403
"EXOSC5"	"RPLP0"	0.509
"EXOSC5"	"RPL35"	0.564
"EXOSC5"	"RPL30"	0.538
"EXOSC5"	"RPL14"	0.627
"EXOSC5"	"RPL32"	0.474
"EXOSC5"	"KHSRP"	0.635
"EXOSC5"	"KPNA6"	0
"EXOSC5"	"RPL8"	0.474
"EXOSC5"	"EXOSC7"	0.866
"EXOSC5"	"EXOSC3"	0.928
"EXOSC5"	"RPL10"	0.511
"EXOSC5"	"RPL37"	0.484
"EXOSC5"	"RPL37A"	0.484
"PAF1"	"GTF2F1"	0.604
"PAF1"	"POLR2L"	0.571
"PAF1"	"CSNK2B"	0.421
"PAF1"	"KLC2"	0.123
"PAF1"	"KIAA0101"	NA
"PAF1"	"GTF2H4"	0.543
"PAF1"	"IFIT2"	0.33
"RELB"	"NFKB2"	0.653
"RELB"	"PSMB4"	0.19
"RELB"	"PSME4"	0.391
"RELB"	"PSMA7"	0.19
"RELB"	"STAT3"	0.572
"RELB"	"TRAF5"	0.508
"RELB"	"TNF"	0.546
"RELB"	"NFKBIB"	0.48
"RELB"	"AKT1"	0.494
"RELB"	"ANXA5"	0.431
"RELB"	"DAXX"	0.471
"RELB"	"IRF3"	0.679
"RELB"	"CORT"	0.291
"SF3A2"	"RANGAP1"	0.044
"SF3A2"	"AGPAT1"	0.237
"SF3A2"	"LSM2"	0.875
"SF3A2"	"PCBP2"	0.567
"SF3A2"	"GTF2F1"	0.585
"SF3A2"	"POLR2L"	0.583
"SF3A2"	"RBM10"	NA
"SF3A2"	"EEF2"	0.325
"SF3A2"	"CPSF1"	0.77
"SF3A2"	"EIF4G3"	0.379
"SF3A2"	"XAB2"	0.789
"SF3A2"	"CTNNBL1"	0.691
"SF3A2"	"LSM7"	0.875
"SF3A2"	"PCBP1"	0.766
"FSD1"	"SRF"	0.168
"FSD1"	"MYOG"	0.215
"FSD1"	"RPS2"	0.22
"CD79A"	"SELL"	0.474
"CD79A"	"SLC3A2"	0.238
"CD79A"	"IL13"	0.249
"CD79A"	"VWF"	0.383
"CD79A"	"IL7R"	0.504
"CD79A"	"CD7"	0.636
"CD79A"	"AKT1"	0.286
"CD79A"	"CXCR4"	0.355
"CD79A"	"UNG"	0.172
"CD79A"	"GGT1"	0.217
"CD79A"	"COX5A"	0.054
"CD79A"	"CD68"	0.73
"CD79A"	"TNF"	0.339
"CD79A"	"VAV1"	0.525
"CD79A"	"SPN"	0.433
"CD79A"	"CD72"	0
"CD79A"	"HLA-DRB1"	0.532
"CD79A"	"TNFRSF13B"	0.608
"CD79A"	"CFP"	0.581
"CD79A"	"MGAM"	0.451
"CD79A"	"S100A8"	0.379
"CD79A"	"AMBP"	0.287
"CD79A"	"SOS1"	0.458
"LIM2"	"GJA8"	0
"LIM2"	"FTL"	0.065
"RABAC1"	"RAB5C"	NA
"DBP"	"CEBPA"	0.44
"DBP"	"BATF"	0.154
"MLL4"	"HCFC1"	NA
"MLL4"	"HDAC3"	NA
"COMP"	"TNFRSF10C"	0.365
"COMP"	"UNG"	0.043
"COMP"	"HINT1"	0.199
"COMP"	"TYRO3"	0.375
"COMP"	"MICAL1"	0.287
"COMP"	"FOXM1"	0.289
"COMP"	"ITGA2B"	0.44
"COMP"	"NES"	0.31
"COMP"	"TH"	0.348
"COMP"	"ECE1"	0.314
"COMP"	"SH3GL1"	0.375
"COMP"	"MCL1"	0.442
"COMP"	"COL9A3"	0.508
"COMP"	"NDP"	0.336
"COMP"	"ZBTB32"	0.154
"COMP"	"RAB5C"	0.111
"COMP"	"TNIP1"	0.146
"COMP"	"AMBP"	0.223
"HAMP"	"GDF15"	0.351
"HAMP"	"STAT3"	0.435
"HAMP"	"TNF"	0.406
"HAMP"	"FTL"	0.611
"DLX5"	"FGF8"	0.584
"DLX5"	"MSX1"	0.32
"DLX5"	"WNT10B"	0.57
"MOSPD3"	"OSBPL1A"	NA
"MOSPD3"	"ISYNA1"	NA
"FIS1"	"RHOT2"	0.7
"FIS1"	"DNM2"	0.487
"FIS1"	"ZNHIT1"	0.323
"C8G"	"LCN1"	0.694
"C8G"	"VTN"	1
"ACTA2"	"MYL2"	0.488
"ACTA2"	"RASL10B"	0.294
"ACTA2"	"EGR1"	0.527
"ACTA2"	"MYL6"	0.456
"ACTA2"	"TMSB4X"	0.384
"ACTA2"	"PRKCG"	0.341
"ACTA2"	"ANXA5"	0.272
"ACTA2"	"GSPT2"	0.291
"ACTA2"	"RHOG"	0.381
"ACTA2"	"DYNC1H1"	0.131
"ACTA2"	"EEF2"	0.348
"ACTA2"	"MYO18B"	NA
"ACTA2"	"ACTN4"	0.354
"ACTA2"	"TNNT2"	0.51
"ACTA2"	"HK3"	0.233
"ACTA2"	"RPL14"	0.272
"ACTA2"	"RPS23"	0.28
"ACTA2"	"CALML5"	0.294
"ACTA2"	"ARPC4"	0.22
"ACTA2"	"VWF"	0.181
"ACTA2"	"OBSCN"	0.304
"ACTA2"	"TUBB"	0.124
"ACTA2"	"SRF"	0.502
"ACTA2"	"DIRAS3"	0.245
"ACTA2"	"ARPC5"	0.191
"ACTA2"	"RPL18"	0.295
"ACTA2"	"AKT1"	0.365
"ACTA2"	"CDC25A"	0.22
"ACTA2"	"MYL3"	0.502
"ACTA2"	"PGK1"	0.371
"ACTA2"	"PLK1"	0.237
"ACTA2"	"CALB2"	0.157
"ACTA2"	"SMARCD3"	0.488
"ACTA2"	"TUBB2B"	0.278
"ACTA2"	"TNF"	0.424
"ACTA2"	"DIRAS2"	NA
"ACTA2"	"DNAH11"	0.166
"ACTA2"	"HDAC3"	0.366
"ACTA2"	"DNM2"	0.346
"ACTA2"	"SP1"	0.645
"ACTA2"	"FAU"	NA
"ACTA2"	"ARPC1B"	0.214
"ACTA2"	"MYO1A"	0.194
"ACTA2"	"RHOBTB1"	0.231
"ACTA2"	"HRAS"	0.454
"ACTA2"	"GABARAP"	0.197
"ACTA2"	"CABP2"	0.395
"ACTA2"	"TPM2"	0.375
"ACTA2"	"ZNHIT1"	0.15
"WNT3"	"GBX2"	0.891
"WNT3"	"DHH"	NA
"WNT3"	"MSX1"	0.429
"WNT3"	"AKT1"	0.452
"WNT3"	"TCF7"	0.479
"WNT3"	"EVX1"	NA
"WNT3"	"PORCN"	0.373
"WNT3"	"WNT10B"	0.764
"WNT3"	"WNT11"	0.624
"WNT3"	"FGF8"	0.568
"PIGL"	"MSX1"	0.031
"PIGL"	"GYS1"	0.339
"VTN"	"TNF"	0.54
"VTN"	"PLAUR"	0.58
"VTN"	"SPARC"	0.49
"VTN"	"PF4"	0.497
"VTN"	"AMBP"	0.515
"VTN"	"VWF"	0.627
"VTN"	"AKT1"	0.538
"VTN"	"ITGA2B"	0.324
"FRG1"	"TNNT3"	0.062
"SPI1"	"QRSL1"	0.352
"SPI1"	"TAL1"	0.713
"SPI1"	"GATA2"	0.649
"SPI1"	"CSF3R"	0.229
"SPI1"	"STAT3"	0.475
"SPI1"	"STAT5A"	0.392
"SPI1"	"IL7R"	0.409
"SPI1"	"SRF"	0.58
"SPI1"	"MCM3AP"	NA
"SPI1"	"IRF2"	0.623
"SPI1"	"NDRG2"	0.272
"SPI1"	"CEBPA"	0.648
"SPI1"	"IL32"	0.154
"SPI1"	"SDHC"	0.22
"SPI1"	"CD53"	0.334
"SPI1"	"PRAM1"	0.213
"SPI1"	"NONO"	0.506
"SPI1"	"CLPP"	0.297
"SPI1"	"HCK"	0.461
"SPI1"	"CD68"	0.41
"SPI1"	"TNF"	0.457
"SPI1"	"VAV1"	0.322
"SPI1"	"HDAC3"	0.592
"SPI1"	"NPM1"	0.513
"SPI1"	"ZFPM1"	0.57
"MYL2"	"MYL6"	0.683
"MYL2"	"TCAP"	0.723
"MYL2"	"MYO18B"	NA
"MYL2"	"PPP3CC"	0.076
"MYL2"	"TNNT2"	0.74
"MYL2"	"ACTA1"	0.656
"MYL2"	"TPM2"	0.605
"MYL2"	"OBSCN"	0.326
"MYL2"	"MIB2"	0.082
"MYL2"	"AKT1"	0.256
"MYL2"	"PLK1"	0.22
"MYL2"	"MYL3"	0.832
"MYL2"	"CAMK2A"	0.238
"MYL2"	"TNNI1"	0.668
"MYL2"	"TBX5"	0.531
"MYL2"	"TNNI2"	0.679
"MYL2"	"TNNT3"	0.756
"UNC93A"	"KCNK9"	NA
"UNC93A"	"KCNK3"	NA
"HARS2"	"MARS"	0.536
"HARS2"	"PEPD"	0.841
"SPARC"	"VWF"	0.408
"SPARC"	"VEGFB"	0.631
"SPARC"	"ACTN4"	0.544
"SPARC"	"TMSB4X"	0.505
"SPARC"	"STAB1"	0.521
"SPARC"	"PF4"	0.433
"HAND1"	"SLC25A23"	0
"HAND1"	"IRX4"	NA
"IRX4"	"TBX5"	NA
"NCK2"	"TNK2"	0.597
"NCK2"	"CRK"	0.675
"NCK2"	"EPHB3"	0.478
"NCK2"	"GIT1"	0.426
"NCK2"	"ARPC1B"	0.588
"NCK2"	"SOS1"	0.629
"NCK2"	"FYB"	NA
"NCK2"	"ARPC5"	0.595
"NDUFS7"	"UQCRC2"	0.757
"NDUFS7"	"RPL11"	0.282
"NDUFS7"	"ACAD9"	0.503
"NDUFS7"	"NDUFB11"	1
"NDUFS7"	"SDHC"	0.604
"NDUFS7"	"ATP5G1"	NA
"NDUFS7"	"NDUFA3"	0.807
"NDUFS7"	"NDUFB10"	0.807
"NDUFS7"	"NDUFV1"	0.834
"NDUFS7"	"RHOT2"	0.354
"COX7A2L"	"HINT1"	0.359
"COX7A2L"	"COX5A"	0.767
"COX7A2L"	"COX7C"	0.587
"GRIN3B"	"GRIK5"	0.211
"TPSG1"	"IL13"	0.391
"RGS2"	"PRKCG"	0.399
"RGS2"	"TRIM47"	0.45
"RGS2"	"GNAI2"	0.441
"SELL"	"CD7"	0.53
"SELL"	"AKT1"	0.273
"SELL"	"ANXA5"	0.351
"SELL"	"ITGA2B"	0.395
"SELL"	"CXCR4"	0.374
"SELL"	"LAMP1"	0.479
"SELL"	"IL6R"	0.423
"SELL"	"TNF"	0.329
"SELL"	"MSN"	0.468
"SELL"	"SPN"	0.644
"SELL"	"NTAN1"	0.08
"SELL"	"STAT3"	0.251
"SELL"	"ELF4"	0.293
"SELL"	"IL13"	0.158
"SELL"	"VWF"	0.508
"SELL"	"STAT5A"	0.191
"SELL"	"IL7R"	0.401
"GLRX"	"AKT1"	0.26
"GLRX"	"TXNRD2"	0.135
"GLRX"	"MARS"	0.205
"GLRX"	"EEF1G"	0.131
"GLRX"	"RRM2"	0.258
"EGR1"	"IRF2"	0.614
"EGR1"	"IRF7"	0.594
"EGR1"	"CDKN1C"	0.533
"EGR1"	"SDHC"	0.267
"EGR1"	"DAXX"	0.577
"EGR1"	"ALOX5AP"	0.26
"EGR1"	"BST2"	0.42
"EGR1"	"LHX2"	1
"EGR1"	"HRAS"	0.535
"EGR1"	"PITX1"	0.077
"EGR1"	"GDF15"	0.483
"EGR1"	"SOCS1"	0.489
"EGR1"	"ADAR"	0.458
"EGR1"	"IER2"	0.497
"EGR1"	"HSPB1"	0.497
"EGR1"	"CAMK2A"	0.471
"EGR1"	"NR5A1"	0.579
"EGR1"	"TNF"	0.549
"EGR1"	"SP1"	0.62
"EGR1"	"HLA-G"	0.417
"EGR1"	"IRF3"	0.613
"EGR1"	"IFIT2"	0.413
"EGR1"	"GATA2"	0.544
"EGR1"	"IFITM1"	0.419
"EGR1"	"STAT3"	0.554
"EGR1"	"SRF"	0.584
"EGR1"	"AKT1"	0.513
"PPP3CC"	"CALB2"	0.158
"PPP3CC"	"PLCB2"	0.373
"PPP3CC"	"CALML5"	0.361
"PPP3CC"	"PPP2R5A"	0.556
"PPP3CC"	"AKT1"	0.272
"PPP3CC"	"MYL3"	0.074
"PPP3CC"	"LIMK2"	0.362
"PPP3CC"	"PLCB3"	0.33
"PPP3CC"	"CAMK2A"	0.29
"PPP3CC"	"PIP5K1C"	0.195
"PPP3CC"	"HCK"	0.248
"PPP3CC"	"BAD"	0.27
"PPP3CC"	"KCNIP2"	0.149
"PPP3CC"	"PPP2R4"	NA
"PPP3CC"	"MEF2D"	0.169
"PPP3CC"	"NFATC4"	0.445
"PPP3CC"	"ANAPC2"	0.286
"PPP3CC"	"PPP1R1B"	0.653
"PPP3CC"	"EPHB3"	0.164
"PPP3CC"	"BIN2"	0.14
"PPP3CC"	"RIPK1"	0.283
"PPP3CC"	"CABP2"	0.19
"PPP3CC"	"FKBP1C"	NA
"PPP3CC"	"STK11"	0.333
"PPP3CC"	"PIM2"	0.288
"PPP3CC"	"TYRO3"	0.226
"PPP3CC"	"AP2A1"	0.139
"PPP3CC"	"MYL6"	0.034
"PPP3CC"	"PRKCG"	0.368
"PPP3CC"	"CRTC2"	0.24
"GJA8"	"CACNA1H"	0.601
"MYOG"	"SRF"	0.618
"MYOG"	"AKT1"	0.444
"MYOG"	"PRMT5"	0.366
"MYOG"	"NES"	0.346
"MYOG"	"DYRK1B"	0.357
"MYOG"	"TNF"	0.455
"MYOG"	"MEF2D"	0.574
"MYOG"	"SP1"	0.526
"MYOG"	"CTF1"	0.561
"NPY"	"GNB1"	0.446
"NPY"	"FFAR2"	0.449
"NPY"	"ACHE"	0.427
"NPY"	"STAT3"	0.405
"NPY"	"NPW"	0.516
"NPY"	"GNB2"	0.318
"NPY"	"PNMT"	0.065
"NPY"	"ADCY1"	0.405
"NPY"	"GNAI2"	0.509
"NPY"	"DBH"	0.238
"NPY"	"CXCR4"	0.492
"NPY"	"CALB2"	0.232
"NPY"	"CORT"	0.458
"NPY"	"GRM4"	0.508
"NPY"	"ASIP"	0.326
"NPY"	"HTR3A"	0.481
"NPY"	"TH"	0.384
"NPY"	"TNF"	0.356
"NPY"	"CD63"	0.37
"NPY"	"PF4"	0.455
"CNTFR"	"IL13"	0.473
"CNTFR"	"STAT3"	0.494
"CNTFR"	"CTF1"	0.686
"CNTFR"	"IL6R"	0.464
"UNG"	"APEX2"	1
"UNG"	"GGT1"	0.345
"UNG"	"SH3GL1"	0.331
"UNG"	"CDA"	0.471
"UNG"	"MCL1"	0.387
"UNG"	"RRM2"	0.423
"SEC61A1"	"EEF2"	0.233
"SEC61A1"	"RPL7"	0.503
"SEC61A1"	"PCSK4"	0.04
"SEC61A1"	"RPS21"	0.475
"SEC61A1"	"UQCRC2"	0.43
"SEC61A1"	"RPL27A"	0.539
"SEC61A1"	"RPL11"	0.364
"SEC61A1"	"MRPL16"	0.07
"SEC61A1"	"RPLP2"	0.539
"SEC61A1"	"RPS9"	0.472
"SEC61A1"	"RPS2"	0.504
"SEC61A1"	"RPL10"	0.456
"SEC61A1"	"RPL37"	0.539
"SEC61A1"	"RPL37A"	0.539
"SEC61A1"	"MRPS12"	0.07
"SEC61A1"	"RPL41"	0.499
"SEC61A1"	"DYRK1B"	0.079
"SEC61A1"	"UFD1L"	NA
"SEC61A1"	"RPLP0"	0.477
"SEC61A1"	"RPL30"	0.428
"SEC61A1"	"RPL14"	0.522
"SEC61A1"	"SURF4"	0.408
"SEC61A1"	"RPL35"	0.532
"SEC61A1"	"RPS23"	0.475
"SEC61A1"	"RPL32"	0.499
"SEC61A1"	"TNF"	0.181
"SEC61A1"	"ASNA1"	0.705
"SEC61A1"	"RPL8"	0.499
"SEC61A1"	"RPL4"	0.539
"SEC61A1"	"DDOST"	0.189
"SEC61A1"	"OS9"	0.411
"SEC61A1"	"MRPL17"	0.071
"SEC61A1"	"RPL36AL"	NA
"SEC61A1"	"RPL18"	0.499
"SEC61A1"	"RPL15"	0.499
"SEC61A1"	"RPL13A"	0.459
"SEC61A1"	"RPN1"	0.023
"CHPF"	"B3GAT3"	0.98
"CHPF"	"EXT2"	0.899
"PI3"	"TYRO3"	0.34
"PI3"	"STAT5A"	0.21
"PI3"	"EIF4EBP1"	0.168
"PI3"	"ANXA5"	0.261
"PI3"	"SH3GL1"	0.296
"PI3"	"CTNNBL1"	0.404
"PI3"	"SERPINB5"	0.343
"PI3"	"ZFYVE1"	0.281
"PI3"	"MCL1"	0.358
"PI3"	"ALOX5AP"	0.138
"PI3"	"HRAS"	0.251
"PI3"	"STAT3"	0.253
"PI3"	"WDTC1"	0.398
"PI3"	"AKT1"	0.259
"PI3"	"TNF"	0.27
"PEPD"	"EIF5A"	0.262
"PEPD"	"CNDP2"	0.296
"PEPD"	"SARDH"	0.612
"TREM1"	"TNF"	0.356
"TREM1"	"KIR2DL1"	0.768
"CLPP"	"MDH2"	0.295
"THOC2"	"MCM3AP"	NA
"THOC2"	"CPSF1"	0.708
"THOC2"	"NR5A1"	0.34
"THOC2"	"THOC6"	0.867
"THOC2"	"POM121"	0.633
"THOC2"	"NUP210"	0.609
"RTN2"	"CSAD"	NA
"SLURP1"	"LY6H"	0
"FFAR2"	"PROK2"	0.477
"FFAR2"	"GNAI2"	0.431
"FFAR2"	"ADRBK1"	NA
"FFAR2"	"P2RY11"	0.434
"FFAR2"	"PLCB2"	0.304
"FFAR2"	"GNB1"	0.497
"FFAR2"	"PLCB3"	0.367
"FFAR2"	"UTS2R"	0.395
"FFAR2"	"GNB2"	0.303
"CFP"	"THSD1"	NA
"CFP"	"ADAMTS13"	0.486
"CFP"	"ADAMTS4"	0.016
"CFP"	"FCN1"	0.698
"CFP"	"ADAMTSL2"	0.396
"COX7C"	"HCFC1"	0.217
"COX7C"	"RPL37A"	0.235
"COX7C"	"HINT1"	0.344
"COX7C"	"RPS21"	0.234
"COX7C"	"UQCRC2"	0.746
"COX7C"	"RPL11"	0.162
"COX7C"	"UQCRQ"	0.792
"COX7C"	"COX5A"	1
"COX7C"	"RPL30"	0.185
"COX7C"	"RPL35"	0.235
"COX7C"	"UBL5"	0.278
"COX7C"	"FAU"	NA
