"symbol1" "symbol2" "CC"
"ACTA2" "CDC25A" 0.436
"ACTA2" "MYL3" 0.356
"ACTA2" "PGK1" 0.521
"ACTA2" "PLK1" 0.314
"ACTA2" "CALB2" 0.45
"ACTA2" "SMARCD3" 0.261
"ACTA2" "TUBB2B" 0.328
"ACTA2" "TNF" 0.329
"ACTA2" "DIRAS2" 0.155
"ACTA2" "DNAH11" 0.472
"ACTA2" "HDAC3" 0.437
"ACTA2" "DNM2" 0.461
"ACTA2" "SP1" 0.278
"ACTA2" "FAU" NA
"ACTA2" "ARPC1B" 0.511
"ACTA2" "MYO1A" 0.422
"ACTA2" "RHOBTB1" 0.403
"ACTA2" "HRAS" 0.425
"ACTA2" "GABARAP" 0.406
"ACTA2" "CABP2" 0.196
"ACTA2" "TPM2" 0.29
"ACTA2" "ZNHIT1" 0.238
"WNT3" "GBX2" NA
"WNT3" "DHH" NA
"WNT3" "MSX1" 0.262
"WNT3" "AKT1" 0.48
"WNT3" "TCF7" 0.305
"WNT3" "EVX1" 0.516
"WNT3" "PORCN" 0.373
"WNT3" "WNT10B" 0.489
"WNT3" "WNT11" 0.571
"WNT3" "FGF8" 1
"PIGL" "MSX1" 0.399
"PIGL" "GYS1" 0.487
"VTN" "TNF" 0.561
"VTN" "PLAUR" 0.353
"VTN" "SPARC" 0.581
"VTN" "PF4" 0.615
"VTN" "AMBP" 0.725
"VTN" "VWF" 0.721
"VTN" "AKT1" 0.444
"VTN" "ITGA2B" 0.636
"FRG1" "TNNT3" 0.392
"SPI1" "QRSL1" 0.337
"SPI1" "TAL1" 0.8
"SPI1" "GATA2" 0.83
"SPI1" "CSF3R" 0.086
"SPI1" "STAT3" 0.726
"SPI1" "STAT5A" 0.72
"SPI1" "IL7R" 0.237
"SPI1" "SRF" 0.83
"SPI1" "MCM3AP" 0.667
"SPI1" "IRF2" 0.6
"SPI1" "NDRG2" 0.354
"SPI1" "CEBPA" 0.846
"SPI1" "IL32" 0.166
"SPI1" "SDHC" 0.286
"SPI1" "CD53" 0.205
"SPI1" "PRAM1" 0.087
"SPI1" "NONO" 0.673
"SPI1" "CLPP" 0.432
"SPI1" "HCK" 0.425
"SPI1" "CD68" 0.191
"SPI1" "TNF" 0.108
"SPI1" "VAV1" 0.192
"SPI1" "HDAC3" 0.564
"SPI1" "NPM1" 0.448
"SPI1" "ZFPM1" 0.679
"MYL2" "MYL6" 0.561
"MYL2" "TCAP" 0.769
"MYL2" "MYO18B" 0.867
"MYL2" "PPP3CC" 0.443
"MYL2" "TNNT2" 0.876
"MYL2" "ACTA1" 0.642
"MYL2" "TPM2" 0.832
"MYL2" "OBSCN" 0.708
"MYL2" "MIB2" 0.448
"MYL2" "AKT1" 0.576
"MYL2" "PLK1" 0.633
"MYL2" "MYL3" 0.883
"MYL2" "CAMK2A" 0.368
"MYL2" "TNNI1" 0.768
"MYL2" "TBX5" 0.385
"MYL2" "TNNI2" 0.727
"MYL2" "TNNT3" 0.768
"UNC93A" "KCNK9" 0.914
"UNC93A" "KCNK3" 0.914
"HARS2" "MARS" 0.586
"HARS2" "PEPD" 0.424
"SPARC" "VWF" 0.749
"SPARC" "VEGFB" 0.763
"SPARC" "ACTN4" 0.608
"SPARC" "TMSB4X" 0.771
"SPARC" "STAB1" 0.346
"SPARC" "PF4" 0.756
"HAND1" "SLC25A23" 0.508
"HAND1" "IRX4" NA
"IRX4" "TBX5" NA
"NCK2" "TNK2" 0.472
"NCK2" "CRK" 0.652
"NCK2" "EPHB3" 0.486
"NCK2" "GIT1" 0.506
"NCK2" "ARPC1B" 0.456
"NCK2" "SOS1" 0.775
"NCK2" "FYB" NA
"NCK2" "ARPC5" 0.476
"NDUFS7" "UQCRC2" 0.782
"NDUFS7" "RPL11" 0.407
"NDUFS7" "ACAD9" 0.647
"NDUFS7" "NDUFB11" 0.886
"NDUFS7" "SDHC" 0.755
"NDUFS7" "ATP5G1" NA
"NDUFS7" "NDUFA3" 0.886
"NDUFS7" "NDUFB10" 0.908
"NDUFS7" "NDUFV1" 0.796
"NDUFS7" "RHOT2" 0.578
"COX7A2L" "HINT1" 0.452
"COX7A2L" "COX5A" 0.749
"COX7A2L" "COX7C" 0.812
"GRIN3B" "GRIK5" 0.67
"TPSG1" "IL13" 0.726
"RGS2" "PRKCG" 0.646
"RGS2" "TRIM47" 1
"RGS2" "GNAI2" 0.738
"SELL" "CD7" 0.804
"SELL" "AKT1" 0.501
"SELL" "ANXA5" 0.407
"SELL" "ITGA2B" 0.613
"SELL" "CXCR4" 0.517
"SELL" "LAMP1" 0.708
"SELL" "IL6R" 0.455
"SELL" "TNF" 0.583
"SELL" "MSN" 0.362
"SELL" "SPN" 0.553
"SELL" "NTAN1" NA
"SELL" "STAT3" 0.488
"SELL" "ELF4" 0.24
"SELL" "IL13" 0
"SELL" "VWF" 0.39
"SELL" "STAT5A" 0.239
"SELL" "IL7R" 0.841
"GLRX" "AKT1" 0.518
"GLRX" "TXNRD2" 0.609
"GLRX" "MARS" 0.617
"GLRX" "EEF1G" 0.673
"GLRX" "RRM2" 1
"EGR1" "IRF2" 0.658
"EGR1" "IRF7" 0.871
"EGR1" "CDKN1C" 0.95
"EGR1" "SDHC" 0.323
"EGR1" "DAXX" 0.827
"EGR1" "ALOX5AP" 0.451
"EGR1" "BST2" 0.37
"EGR1" "LHX2" NA
"EGR1" "HRAS" 0.575
"EGR1" "PITX1" 0.766
"EGR1" "GDF15" 0.619
"EGR1" "SOCS1" 0.709
"EGR1" "ADAR" 0.781
"EGR1" "IER2" 1
"EGR1" "HSPB1" 0.563
"EGR1" "CAMK2A" 0.602
"EGR1" "NR5A1" 0.814
"EGR1" "TNF" 0.13
"EGR1" "SP1" 0.623
"EGR1" "HLA-G" 0.278
"EGR1" "IRF3" 0.943
"EGR1" "IFIT2" 0.655
"EGR1" "GATA2" 1
"EGR1" "IFITM1" 0.091
"EGR1" "STAT3" 0.786
"EGR1" "SRF" 1
"EGR1" "AKT1" 0.684
"PPP3CC" "CALB2" 0.408
"PPP3CC" "PLCB2" 1
"PPP3CC" "CALML5" 0.481
"PPP3CC" "PPP2R5A" 0.615
"PPP3CC" "AKT1" 0.525
"PPP3CC" "MYL3" 0.496
"PPP3CC" "LIMK2" 0.616
"PPP3CC" "PLCB3" 0.604
"PPP3CC" "CAMK2A" 0.478
"PPP3CC" "PIP5K1C" 0.423
"PPP3CC" "HCK" 0.349
"PPP3CC" "BAD" 0.586
"PPP3CC" "KCNIP2" 0.51
"PPP3CC" "PPP2R4" NA
"PPP3CC" "MEF2D" 0.305
"PPP3CC" "NFATC4" 0.502
"PPP3CC" "ANAPC2" 0.617
"PPP3CC" "PPP1R1B" 0.82
"PPP3CC" "EPHB3" 0.496
"PPP3CC" "BIN2" 0.22
"PPP3CC" "RIPK1" 0.536
"PPP3CC" "CABP2" 0.319
"PPP3CC" "FKBP1C" NA
"PPP3CC" "STK11" 0.526
"PPP3CC" "PIM2" 1
"PPP3CC" "TYRO3" 0.437
"PPP3CC" "AP2A1" 0.378
"PPP3CC" "MYL6" 0.342
"PPP3CC" "PRKCG" 0.472
"PPP3CC" "CRTC2" 0.479
"GJA8" "CACNA1H" 1
"MYOG" "SRF" 0.65
"MYOG" "AKT1" 0.603
"MYOG" "PRMT5" 0.607
"MYOG" "NES" 0.254
"MYOG" "DYRK1B" 1
"MYOG" "TNF" 0.094
"MYOG" "MEF2D" 0.698
"MYOG" "SP1" 0.816
"MYOG" "CTF1" 0
"NPY" "GNB1" 0.433
"NPY" "FFAR2" 0.106
"NPY" "ACHE" 0.609
"NPY" "STAT3" 0.295
"NPY" "NPW" 1
"NPY" "GNB2" 0.458
"NPY" "PNMT" 0.288
"NPY" "ADCY1" 0.527
"NPY" "GNAI2" 0.434
"NPY" "DBH" 0.599
"NPY" "CXCR4" 0.405
"NPY" "CALB2" 0.198
"NPY" "CORT" 0.667
"NPY" "GRM4" 0.279
"NPY" "ASIP" 1
"NPY" "HTR3A" 0.087
"NPY" "TH" 0.252
"NPY" "TNF" 0.44
"NPY" "CD63" 0.453
"NPY" "PF4" 0.613
"CNTFR" "IL13" 0.147
"CNTFR" "STAT3" 0.389
"CNTFR" "CTF1" 0.399
"CNTFR" "IL6R" 0.778
"UNG" "APEX2" 0.768
"UNG" "GGT1" 0.231
"UNG" "SH3GL1" 0.364
"UNG" "CDA" 0.385
"UNG" "MCL1" 0.641
"UNG" "RRM2" 0.442
"SEC61A1" "EEF2" 0.538
"SEC61A1" "RPL7" 0.541
"SEC61A1" "PCSK4" 0.37
"SEC61A1" "RPS21" 0.445
"SEC61A1" "UQCRC2" 0.413
"SEC61A1" "RPL27A" 0.87
"SEC61A1" "RPL11" 0.565
"SEC61A1" "MRPL16" 0.384
"SEC61A1" "RPLP2" 0.58
"SEC61A1" "RPS9" 0.526
"SEC61A1" "RPS2" 0.557
"SEC61A1" "RPL10" 0.778
"SEC61A1" "RPL37" 0.493
"SEC61A1" "RPL37A" 0.428
"SEC61A1" "MRPS12" 0.341
"SEC61A1" "RPL41" 0.466
"SEC61A1" "DYRK1B" 0.459
"SEC61A1" "UFD1L" NA
"SEC61A1" "RPLP0" 0.605
"SEC61A1" "RPL30" 0.52
"SEC61A1" "RPL14" 0.595
"SEC61A1" "SURF4" 0.689
"SEC61A1" "RPL35" 0.645
"SEC61A1" "RPS23" 0.743
"SEC61A1" "RPL32" 0.636
"SEC61A1" "TNF" 0.395
"SEC61A1" "ASNA1" 0.63
"SEC61A1" "RPL8" 0.507
"SEC61A1" "RPL4" 0.625
"SEC61A1" "DDOST" 0.755
"SEC61A1" "OS9" 0.773
"SEC61A1" "MRPL17" 0.384
"SEC61A1" "RPL36AL" 0.79
"SEC61A1" "RPL18" 0.695
"SEC61A1" "RPL15" 0.481
"SEC61A1" "RPL13A" 0.518
"SEC61A1" "RPN1" 0.929
"CHPF" "B3GAT3" 1
"CHPF" "EXT2" 1
"PI3" "TYRO3" 0.259
"PI3" "STAT5A" 0.375
"PI3" "EIF4EBP1" 0.444
"PI3" "ANXA5" 0.642
"PI3" "SH3GL1" 0.39
"PI3" "CTNNBL1" 0.163
"PI3" "SERPINB5" 0.633
"PI3" "ZFYVE1" 0.227
"PI3" "MCL1" 0.386
"PI3" "ALOX5AP" 0.234
"PI3" "HRAS" 0.495
"PI3" "STAT3" 0.386
"PI3" "WDTC1" 0.196
"PI3" "AKT1" 0.347
"PI3" "TNF" 0.499
"PEPD" "EIF5A" 0.471
"PEPD" "CNDP2" 0.833
"PEPD" "SARDH" 0.453
"TREM1" "TNF" 1
"TREM1" "KIR2DL1" 1
"CLPP" "MDH2" 0.69
"THOC2" "MCM3AP" 0.452
"THOC2" "CPSF1" 0.616
"THOC2" "NR5A1" 0.617
"THOC2" "THOC6" 0.937
"THOC2" "POM121" 0.582
"THOC2" "NUP210" 0.371
"RTN2" "CSAD" NA
"SLURP1" "LY6H" 0.739
"FFAR2" "PROK2" 0
"FFAR2" "GNAI2" 0.375
"FFAR2" "ADRBK1" NA
"FFAR2" "P2RY11" 1
"FFAR2" "PLCB2" 0.107
"FFAR2" "GNB1" 0.496
"FFAR2" "PLCB3" 0.079
"FFAR2" "UTS2R" 0.954
"FFAR2" "GNB2" 0.367
"CFP" "THSD1" 0.314
"CFP" "ADAMTS13" 0.608
"CFP" "ADAMTS4" 0.688
"CFP" "FCN1" 0.704
"CFP" "ADAMTSL2" NA
"COX7C" "HCFC1" 0.354
"COX7C" "RPL37A" 0.323
"COX7C" "HINT1" 0.361
"COX7C" "RPS21" 0.345
"COX7C" "UQCRC2" 0.909
"COX7C" "RPL11" 0.389
"COX7C" "UQCRQ" 0.962
"COX7C" "COX5A" 0.963
"COX7C" "RPL30" 0.321
"COX7C" "RPL35" 0.379
"COX7C" "UBL5" 0.42
"COX7C" "FAU" NA
"COX7C" "TBCA" 0.366
"HSPB1" "STAT3" 0.611
"HSPB1" "AKT1" 0.713
"HSPB1" "ANXA5" 0.757
"HSPB1" "DAXX" 0.615
"HSPB1" "PFDN2" 0.597
"HSPB1" "CRK" 0.79
"HSPB1" "NDUFV1" 0.469
"HSPB1" "MSN" 0.62
"HSPB1" "ACTA1" 0.591
"HSPB1" "HN1" NA
"HSPB1" "PPP2R4" NA
"HSPB1" "TNF" 0.349
"DGCR6L" "UFD1L" NA
"DGCR6L" "PRODH" NA
"DGCR6L" "TBX1" NA
"GGT1" "CSAD" NA
"GGT1" "TBX1" 0.348
"GGT1" "MGAM" 0.832
"GGT1" "GCAT" 0.261
"GGT1" "HRAS" 0.396
"GGT1" "FOXM1" 0.288
"GGT1" "AKT1" 0.43
"GGT1" "TXNRD2" 0.167
"GGT1" "ITGA2B" 0.751
"GGT1" "CNDP2" 0.565
"GGT1" "TNF" 0.704
"GGT1" "GLUD2" 0.269
"GGT1" "GSTM1" 0.333
"GGT1" "GCLM" 0.05
"GGT1" "RPL27A" 0.331
"GGT1" "S100A12" 0.598
"GGT1" "ANXA5" 0.58
"GGT1" "SDHC" 0.315
"PIAS1" "DAXX" 0.777
"PIAS1" "MTA1" 0.68
"PIAS1" "IL6R" 0.054
"PIAS1" "RANGAP1" 0.448
"PIAS1" "STAT3" 0.645
"PIAS1" "STAT5A" 0.716
"PIAS1" "STAT4" 0.716
"PIAS1" "GTF2H4" 0.746
"PIAS1" "AKT1" 0.555
"PIAS1" "MSX1" 0.917
"PIAS1" "UBE2R2" 0.248
"CD68" "IFI30" 0.362
"CD68" "CXCR4" 0.517
"CD68" "SIGLEC1" 0.674
