"symbol1"	"symbol2"	"CC"
"ACTN4"	"MDH2"	0.51
"ACTN4"	"MSN"	0.689
"ACTN4"	"MYL6"	0.56
"ACTN4"	"PF4"	0.571
"ACTN4"	"PGK1"	0.472
"ACTN4"	"RAB5C"	0.437
"ACTN4"	"RPL4"	0.745
"ACTN4"	"RPL7"	0.63
"ACTN4"	"RPL8"	0.431
"ACTN4"	"RPL27A"	0.398
"ACTN4"	"RPLP2"	0.619
"ACTN4"	"RPN1"	0.352
"ACTN4"	"SET"	0.618
"ACTN4"	"SPARC"	0.608
"ACTN4"	"TMSB4X"	0.71
"ACTN4"	"TNNI2"	0.491
"ACTN4"	"TNNT3"	0.376
"ACTN4"	"TPM2"	0.408
"ACTN4"	"TSC2"	0.516
"ACTN4"	"VEGFB"	0.473
"ACTN4"	"VWF"	0.554
"ACTN4"	"SLC9A3R2"	0.425
"ACTN4"	"ARPC1B"	0.677
"ACTN4"	"TRIM3"	1
"ACTN4"	"RPL13A"	0.647
"ACTN4"	"TUBB"	0.693
"ADAR"	"EGR1"	0.781
"ADAR"	"IFIT2"	0.49
"ADAR"	"IRF2"	0.554
"ADAR"	"IRF3"	0.763
"ADAR"	"IRF7"	0.772
"ADAR"	"NONO"	0.739
"ADAR"	"NPM1"	0.729
"ADAR"	"PCBP1"	0.769
"ADAR"	"PSMB4"	0.622
"ADAR"	"RPL11"	0.753
"ADAR"	"RPS2"	0.7
"ADAR"	"RPL35"	0.735
"ADCY1"	"FSHR"	0.623
"ADCY1"	"GNAI2"	0.724
"ADCY1"	"GNB2"	0.702
"ADCY1"	"GRM4"	0.82
"ADCY1"	"HRAS"	0.757
"ADCY1"	"HTR4"	0.762
"ADCY1"	"NPY"	0.527
"ADCY1"	"SCTR"	0.568
"ADCY1"	"CXCR4"	0.653
"ADCY1"	"ADM2"	0.793
"ADCY1"	"NPW"	0.793
"AP2A1"	"ARRB2"	0.748
"AP2A1"	"CAMK2A"	0.651
"AP2A1"	"CD22"	0.568
"AP2A1"	"CRK"	0.472
"AP2A1"	"CSNK2B"	0.564
"AP2A1"	"DNM2"	0.591
"AP2A1"	"EEF2"	0.608
"AP2A1"	"EIF5A"	0.57
"AP2A1"	"HLA-DRB1"	0.756
"AP2A1"	"PPP3CC"	0.378
"AP2A1"	"RAB5B"	0.726
"AP2A1"	"RAB5C"	0.709
"AP2A1"	"RPN1"	0.577
"AP2A1"	"RPS9"	0.532
"AP2A1"	"RAB11B"	0.69
"AP2A1"	"PIP5K1C"	0.527
"AP2A1"	"RPL13A"	0.478
"AP2A1"	"BIN2"	0.539
"AP2A1"	"EPN3"	0.542
"AKT1"	"ARF1"	0.684
"AKT1"	"ARRB2"	0.827
"AKT1"	"BAD"	0.472
"AKT1"	"ZFP36L1"	0.751
"AKT1"	"CAMK2A"	0.713
"AKT1"	"CRK"	0.835
"AKT1"	"CSK"	0.71
"AKT1"	"DDOST"	0.665
"AKT1"	"EEF2"	0.751
"AKT1"	"EGR1"	0.684
"AKT1"	"EIF4EBP1"	0.503
"AKT1"	"FOXM1"	1
"AKT1"	"FLII"	0.692
"AKT1"	"GATA2"	0.684
"AKT1"	"GNAI2"	0.81
"AKT1"	"GNB2"	0.585
"AKT1"	"GYS1"	0.475
"AKT1"	"HRAS"	0.651
"AKT1"	"HSPB1"	0.713
"AKT1"	"IRF3"	0.743
"AKT1"	"ITGA2B"	0.422
"AKT1"	"ITGB4"	0.385
"AKT1"	"MCL1"	0.708
"AKT1"	"MEF2D"	0.613
"AKT1"	"MSN"	0.583
"AKT1"	"NONO"	0.64
"AKT1"	"NPM1"	0.813
"AKT1"	"PCBP1"	0.811
"AKT1"	"SERPINB5"	0.363
"AKT1"	"PLK1"	0.719
"AKT1"	"PPP2R5A"	0.758
"AKT1"	"PSMA7"	0.711
"AKT1"	"PSMB4"	0.748
"AKT1"	"PSMC4"	0.676
"AKT1"	"RPL7"	0.724
"AKT1"	"RPS2"	0.75
"AKT1"	"RPS9"	0.795
"AKT1"	"SDHC"	0.425
"AKT1"	"SOS1"	0.625
"AKT1"	"ST14"	0.331
"AKT1"	"STAT3"	0.843
"AKT1"	"STAT5A"	0.607
"AKT1"	"STK11"	0.8
"AKT1"	"TNF"	0.387
"AKT1"	"TPM2"	0.499
"AKT1"	"TSC2"	0.662
"AKT1"	"NCK2"	0.549
"AKT1"	"PIAS1"	0.555
"AKT1"	"KHSRP"	0.701
"AKT1"	"HDAC3"	0.815
"AKT1"	"SPHK1"	0.625
"AKT1"	"NUDC"	0.684
"AKT1"	"PLEKHO1"	NA
"AKT1"	"SYTL1"	0.514
"AKT1"	"RASL10B"	NA
"AKT1"	"TUBB"	0.659
"ALAS2"	"SARDH"	0.887
"ALAS2"	"HBD"	0.258
"ALAS2"	"LSS"	0.341
"ALAS2"	"MDH2"	0.794
"ALAS2"	"NDUFV1"	0.868
"ALAS2"	"FIS1"	0.629
"ALOX5AP"	"CD53"	0.435
"ALOX5AP"	"CD68"	0.632
"ALOX5AP"	"HLA-DRB1"	0.526
"ALOX5AP"	"PLP2"	0.819
"ALOX5AP"	"S100A6"	0.529
"ALOX5AP"	"TBXAS1"	0.898
"ALOX5AP"	"LST1"	0.588
"ALOX5AP"	"VAMP8"	0.496
"AMBP"	"CD79A"	0.492
"ANXA5"	"EEF2"	0.725
"ANXA5"	"MSN"	0.597
"ANXA5"	"PGK1"	0.761
"ANXA5"	"PPIB"	0.608
"ANXA5"	"CRTAP"	0.429
"ANXA11"	"HLA-DRA"	0.56
"ANXA11"	"S100A6"	0.689
"APLP1"	"CPE"	0.526
"APLP1"	"VGF"	0.338
"ARF1"	"ASNA1"	0.578
"ARF1"	"CKS1B"	0.284
"ARF1"	"CSNK2B"	0.646
"ARF1"	"CTSL"	0.434
"ARF1"	"DDOST"	0.629
"ARF1"	"DYNC1H1"	0.571
"ARF1"	"EEF1G"	0.659
"ARF1"	"EEF2"	0.684
"ARF1"	"EIF4A2"	0.391
"ARF1"	"EIF5A"	0.576
"ARF1"	"FAU"	NA
"ARF1"	"GNB1"	0.676
"ARF1"	"GNB2"	0.734
"ARF1"	"HLA-DRB1"	0.618
"ARF1"	"HRAS"	0.709
"ARF1"	"MSN"	0.58
"ARF1"	"NPM1"	0.657
"ARF1"	"PCBP1"	0.641
"ARF1"	"PGK1"	0.593
"ARF1"	"PLK1"	0.369
"ARF1"	"PPIB"	0.654
"ARF1"	"PPP3CC"	0.487
"ARF1"	"PSMA4"	0.567
"ARF1"	"PSMA7"	0.549
"ARF1"	"PSMB4"	0.575
"ARF1"	"PSMC4"	0.48
"ARF1"	"RAB5B"	0.591
"ARF1"	"RAB5C"	0.544
"ARF1"	"RPL4"	0.725
"ARF1"	"RPL8"	0.56
"ARF1"	"RPL11"	0.678
"ARF1"	"RPL15"	0.473
"ARF1"	"RPL18"	0.625
"ARF1"	"RPL30"	0.658
"ARF1"	"RPL27A"	0.565
"ARF1"	"RPL32"	0.515
"ARF1"	"RPL36AL"	0.596
"ARF1"	"RPL37"	0.432
"ARF1"	"RPLP0"	0.702
"ARF1"	"RPLP2"	0.723
"ARF1"	"RPN1"	0.582
"ARF1"	"RPS2"	0.684
"ARF1"	"RPS9"	0.715
"ARF1"	"RPS23"	0.553
"ARF1"	"SURF4"	0.57
"ARF1"	"UQCRC2"	0.389
"ARF1"	"RPL14"	0.592
"ARF1"	"RAB11B"	0.554
"ARF1"	"ARFRP1"	0.641
"ARF1"	"RPL35"	0.514
"ARF1"	"EXOSC7"	0.424
"ARF1"	"PIP5K1C"	0.565
"ARF1"	"RPL13A"	0.658
"ARF1"	"GSPT2"	0.385
"ARF1"	"PYCR2"	0.268
"ARF1"	"SEC61A1"	0.591
"ARF1"	"VPS28"	0.712
"ARF1"	"BET1L"	0.624
"ARF1"	"CAB39"	0.582
"ARF1"	"PPAN"	0.295
"ARF1"	"SMAP1"	NA
"ARF1"	"TRAPPC5"	0.456
"ARF1"	"TUBB"	0.497
"RHOG"	"CSK"	0.743
"RHOG"	"CYBA"	0.675
"RHOG"	"GNAI2"	0.668
"RHOG"	"HCK"	0.623
"RHOG"	"SOS1"	0.621
"RHOG"	"SPI1"	0.266
"RHOG"	"STAT3"	0.573
"RHOG"	"VAV1"	0.548
"RHOG"	"STK24"	0.591
"RHOG"	"RHOBTB1"	0.609
"RHOG"	"ARHGEF16"	1
"RHOG"	"ARHGAP17"	0.524
"RHOG"	"ARHGAP9"	0.633
"RHOG"	"FGD3"	0.601
"RHOG"	"RHOT2"	0.593
"ARR3"	"ARRB2"	0.504
"ARR3"	"FSHR"	0.078
"ARR3"	"CXCR4"	0.313
"ARRB2"	"CSK"	0.812
"ARRB2"	"DYNC1H1"	0.531
"ARRB2"	"EEF2"	0.729
"ARRB2"	"HCK"	0.602
"ARRB2"	"MYL6"	0.626
"ARRB2"	"NONO"	0.58
"ARRB2"	"RAB5C"	0.657
"ARRB2"	"RANGAP1"	0.635
"ARRB2"	"RPL4"	0.699
"ARRB2"	"RPL7"	0.663
"ARRB2"	"RPL11"	0.694
"ARRB2"	"RPL18"	0.643
"ARRB2"	"RPLP0"	0.64
"ARRB2"	"RPLP2"	0.627
"ARRB2"	"CXCR4"	0.638
"ARRB2"	"RBM10"	0.524
"ARRB2"	"RPL14"	0.645
"ARRB2"	"NUDC"	0.712
"ARRB2"	"RPL35"	0.646
"ARRB2"	"ARHGAP17"	0.775
"ASIP"	"F11R"	0.886
"ASL"	"DDOST"	0.33
"ASL"	"GLUD2"	0.508
"ASL"	"GNB2"	0.598
"ASL"	"PPIB"	0.383
"ASL"	"RPL4"	0.574
"ASL"	"RPLP2"	0.646
"ASNA1"	"CSNK2B"	0.684
"ASNA1"	"ECHS1"	0.407
"ASNA1"	"EEF1G"	0.827
"ASNA1"	"EEF2"	0.654
"ASNA1"	"EIF5A"	0.655
"ASNA1"	"GNAI2"	0.646
"ASNA1"	"GNB1"	0.534
"ASNA1"	"GNB2"	0.529
"ASNA1"	"GTF2H4"	0.522
"ASNA1"	"HINT1"	0.668
"ASNA1"	"MARS"	0.715
"ASNA1"	"NDUFV1"	0.415
"ASNA1"	"NONO"	0.553
"ASNA1"	"P2RY11"	0.234
"ASNA1"	"PCBP1"	0.692
"ASNA1"	"PFDN1"	NA
"ASNA1"	"POLR2L"	0.582
"ASNA1"	"PPIB"	0.653
"ASNA1"	"PSMA4"	0.666
"ASNA1"	"PSMA7"	0.633
"ASNA1"	"PSMB4"	0.671
"ASNA1"	"PSMC4"	0.493
"ASNA1"	"RPL4"	0.712
"ASNA1"	"RPLP2"	0.512
"ASNA1"	"MRPS12"	0.355
"ASNA1"	"RPS9"	0.696
"ASNA1"	"USP5"	0.379
"ASNA1"	"CLPP"	0.386
"ASNA1"	"ZBED1"	0.488
"ASNA1"	"ATP6V1F"	0.518
"ASNA1"	"MPHOSPH6"	0.611
"ASNA1"	"NUDC"	0.634
"ASNA1"	"RPL35"	0.568
"ASNA1"	"GABARAP"	0.367
"ASNA1"	"HSPBP1"	1
"ASNA1"	"GSPT2"	0.298
"ASNA1"	"TXN2"	0.543
"ASNA1"	"TIMM13"	0.454
"ASNA1"	"SEC61A1"	0.63
"ASNA1"	"FIS1"	0.383
"ASNA1"	"ISYNA1"	0.474
"ASNA1"	"PPAN"	0.518
"ASNA1"	"EXOSC5"	0.638
"ASNA1"	"XAB2"	0.516
"ASNA1"	"LSM2"	0.517
"ASNA1"	"MUS81"	0.553
"ASNA1"	"YIF1B"	0.556
"ASNA1"	"KLHDC3"	0.622
"ASNA1"	"TRAPPC5"	0.331
"ASNA1"	"TUBB"	0.664
"ATP5G1"	"ATP5G2"	NA
"ATP5G1"	"COX7C"	NA
"ATP5G1"	"TIMM8A"	NA
"ATP5G1"	"ECHS1"	NA
"ATP5G1"	"EIF5A"	NA
"ATP5G1"	"IDH2"	NA
"ATP5G1"	"MDH2"	NA
"ATP5G1"	"NDUFA3"	NA
"ATP5G1"	"NDUFB7"	NA
"ATP5G1"	"NDUFB10"	NA
"ATP5G1"	"NDUFV1"	NA
"ATP5G1"	"MRPS12"	NA
"ATP5G1"	"SDHC"	NA
"ATP5G1"	"UQCRC2"	NA
"ATP5G1"	"COX7A2L"	NA
"ATP5G1"	"COX5A"	NA
"ATP5G1"	"TXN2"	NA
"ATP5G1"	"TIMM13"	NA
"ATP5G1"	"UQCRQ"	NA
"ATP5G1"	"NDUFB11"	NA
"ATP5G1"	"MRPL16"	NA
"ATP5G1"	"MRPL17"	NA
"ATP5G1"	"MRPS24"	NA
"ATP5G1"	"CHCHD4"	NA
"ATP5G2"	"COX7C"	NA
"ATP5G2"	"EIF5A"	NA
"ATP5G2"	"MDH2"	NA
"ATP5G2"	"NDUFB7"	NA
"ATP5G2"	"NDUFB10"	NA
"ATP5G2"	"NDUFV1"	NA
"ATP5G2"	"MRPS12"	NA
"ATP5G2"	"SDHC"	NA
"ATP5G2"	"UQCRC2"	NA
"ATP5G2"	"RBM10"	NA
"ATP5G2"	"COX7A2L"	NA
"ATP5G2"	"COX5A"	NA
"ATP5G2"	"TIMM13"	NA
"ATP5G2"	"UQCRQ"	NA
"ATP5G2"	"NDUFB11"	NA
"ATP5G2"	"MRPL16"	NA
"ATP6AP1"	"IGF2R"	0.546
"ATP6AP1"	"LAMP1"	0.606
"ATP6AP1"	"ATP6V1F"	0.783
"ATP6AP1"	"NDFIP1"	0.302
"KIF1A"	"GIT1"	0.074
"BAD"	"BID"	0.91
"BAD"	"MCL1"	0.744
"BAD"	"PPP3CC"	0.586
"BAD"	"HRK"	1
"BAD"	"PIM2"	0.6
"BAD"	"BBC3"	0.703
"BCL3"	"NFKB2"	0.771
"BCL3"	"RELB"	0.693
"BCL3"	"STAT3"	0.768
"BCL3"	"HDAC3"	0.719
"BID"	"CSNK1E"	0.535
"BID"	"CSNK2B"	0.467
"BID"	"MCL1"	0.825
"BID"	"MSN"	0.325
"BID"	"RIPK1"	0.646
"BID"	"SQSTM1"	0.379
"BID"	"BBC3"	0.586
"ZFP36L1"	"EXOSC7"	0.59
"ZFP36L1"	"EXOSC3"	0.683
"ZFP36L1"	"EXOSC5"	0.683
"BST2"	"IRF7"	0.579
"BST2"	"HARS2"	0.437
"C8G"	"LCN1"	0.884
"PTTG1IP"	"LAMP1"	0.663
"PTTG1IP"	"RNF149"	1
"CACNA1A"	"GNB1"	0.576
"CACNA1A"	"GNB2"	0.452
"CACNA1A"	"GRN"	0.261
"CACNA1A"	"PRKCG"	0.688
"CACNA1A"	"CACNA2D4"	0.443
"CACNA1A"	"TUBB2B"	0.492
"CAMK2A"	"HRAS"	0.597
"CAMK2A"	"ITGA2B"	0.358
"CAMK2A"	"MEF2D"	0.529
"CAMK2A"	"SRF"	0.602
"CAMK2A"	"SYNGAP1"	1
"CAMK2A"	"SQSTM1"	0.527
"CAMK2A"	"CLSTN3"	0.241
"CAMK2A"	"GIT1"	0.431
"CAMK2A"	"CACNA2D4"	0.312
"CD7"	"CTSL"	0.044
"CD7"	"SPN"	0.53
"CD22"	"CD68"	0.55
"CD22"	"CD72"	0.451
"CD22"	"CD79A"	0.631
"CD22"	"SPN"	0.698
"CD22"	"TNFRSF13B"	1
"ENTPD2"	"POLR2L"	0.211
"CD53"	"GGT1"	0.7
"CD53"	"HLA-DRB1"	0.618
"CD53"	"SPN"	0.62
"CD63"	"HLA-DRA"	0.825
"CD63"	"IGF2R"	0.741
"CD63"	"LAMP1"	0.837
"CD63"	"MSN"	0.553
"CD63"	"SPARC"	0.598
"CD63"	"SRF"	0.252
"CD68"	"CYBA"	0.767
"CD68"	"HLA-DMA"	0.65
"CD68"	"SPI1"	0.191
"CD68"	"VWF"	0.326
"CD72"	"CD79A"	0.612
"CD72"	"HLA-DRB1"	0.443
"CD72"	"SELL"	0.872
"CD79A"	"CSK"	0.522
"CD79A"	"SELL"	0.691
"CD79A"	"SLAMF1"	0.457
"CD79A"	"SOS1"	0.505
"CD79A"	"TNFRSF13B"	1
"CD79A"	"LAT"	0.633
"CD79A"	"FATE1"	0.355
"CDA"	"CES2"	0.561
"CDA"	"NT5M"	0.35
"CDC25A"	"CKS1B"	0.496
"CDC25A"	"CSNK1E"	1
"CDC25A"	"FOXM1"	1
"CDC25A"	"HCFC1"	0.623
"CDC25A"	"HRAS"	0.678
"CDC25A"	"NPM1"	0.581
"CDC25A"	"PLK1"	0.575
"CDC25A"	"PSMA4"	0.702
"CDC25A"	"PSMA7"	0.678
"CDC25A"	"PSMB4"	0.727
"CDC25A"	"PSMC4"	0.609
"CDC25A"	"RRM2"	1
"CDC25A"	"MCM3AP"	0.838
"CDC25A"	"PKMYT1"	0.752
"CDC25A"	"NUDC"	0.964
"CDC25A"	"PSME4"	0.758
"CDC25A"	"PPAN"	0.563
"CEBPA"	"DBP"	1
"CEBPA"	"GATA2"	0.827
"CEBPA"	"SPI1"	0.846
"CEBPA"	"PIAS1"	0.844
"CEBPA"	"MTA1"	0.722
"CEBPA"	"BATF"	0.827
"CHRNG"	"RAPSN"	0.426
"CKS1B"	"CSNK2B"	0.42
"CKS1B"	"DDOST"	0.403
"CKS1B"	"DDX11"	0.488
"CKS1B"	"EEF1G"	0.321
"CKS1B"	"EEF2"	0.331
"CKS1B"	"EIF4A2"	0.221
"CKS1B"	"EIF5A"	0.344
"CKS1B"	"FANCG"	0.492
"CKS1B"	"FOXM1"	1
"CKS1B"	"FRG1"	0.53
"CKS1B"	"GNB1"	0.294
"CKS1B"	"GNB2"	0.165
"CKS1B"	"GTF2H4"	0.753
"CKS1B"	"KIFC1"	0.377
"CKS1B"	"MARS"	0.33
"CKS1B"	"NONO"	0.541
"CKS1B"	"NPM1"	0.441
"CKS1B"	"P2RY11"	0.078
"CKS1B"	"PCBP1"	0.442
"CKS1B"	"PCBP2"	0.376
"CKS1B"	"PLK1"	0.41
"CKS1B"	"POLR2L"	0.697
"CKS1B"	"PPIB"	0.36
"CKS1B"	"PSMA4"	0.538
"CKS1B"	"PSMA7"	0.514
"CKS1B"	"PSMB4"	0.553
"CKS1B"	"PSMC4"	0.501
"CKS1B"	"RAB5B"	0.271
"CKS1B"	"RAB5C"	0.227
"CKS1B"	"RPL4"	0.361
"CKS1B"	"RPL7"	0.363
"CKS1B"	"RPL8"	0.195
"CKS1B"	"RPL10"	0.398
"CKS1B"	"RPL11"	0.452
"CKS1B"	"RPL15"	0.436
"CKS1B"	"RPL30"	0.307
"CKS1B"	"RPL27A"	0.269
"CKS1B"	"RPL32"	0.244
"CKS1B"	"RPL36AL"	0.388
"CKS1B"	"RPLP0"	0.314
"CKS1B"	"RPLP2"	0.214
"CKS1B"	"MRPS12"	0.399
"CKS1B"	"RPN1"	0.362
"CKS1B"	"RPS2"	0.416
"CKS1B"	"RPS9"	0.432
"CKS1B"	"RRM2"	0.196
"CKS1B"	"SET"	0.509
"CKS1B"	"SH3GL1"	0.177
"CKS1B"	"SMARCD3"	0.629
"CKS1B"	"SP1"	0.581
"CKS1B"	"SURF4"	0.246
"CKS1B"	"TBCA"	0.365
"CKS1B"	"UGP2"	0.358
"CKS1B"	"UNG"	0.562
"CKS1B"	"ZNF35"	0.34
"CKS1B"	"HIST1H2AC"	0.554
"CKS1B"	"HDAC3"	0.49
"CKS1B"	"BAZ1B"	0.572
"CKS1B"	"RPL14"	0.237
"CKS1B"	"PKMYT1"	0.462
"CKS1B"	"ZBED1"	0.573
"CKS1B"	"ARPC1B"	0.227
"CKS1B"	"PRMT5"	0.597
"CKS1B"	"TACC3"	0.254
"CKS1B"	"MYBBP1A"	0.5
"CKS1B"	"POLD3"	0.748
"CKS1B"	"NUDC"	0.454
"CKS1B"	"RPL35"	0.362
"CKS1B"	"DNAJC9"	0.397
"CKS1B"	"HARS2"	0.319
"CKS1B"	"RPL13A"	0.364
"CKS1B"	"KPNA6"	0.47
"CKS1B"	"TIMM13"	0.379
"CKS1B"	"PYCR2"	0.343
"CKS1B"	"SEC61A1"	0.27
"CKS1B"	"CTNNBL1"	0.527
"CKS1B"	"PPAN"	0.466
"CKS1B"	"EXOSC5"	0.55
"CKS1B"	"XAB2"	0.546
"CKS1B"	"PLSCR3"	0.214
"CKS1B"	"LSM2"	0.524
"CKS1B"	"MRPL17"	0.376
"CKS1B"	"CHTF18"	0.425
"CKS1B"	"CENPH"	0.578
"CKS1B"	"PDCL3"	0.37
"CKS1B"	"MUS81"	0.584
"CKS1B"	"ANP32E"	0.529
"CKS1B"	"SHKBP1"	NA
"CKS1B"	"FTSJ3"	0.505
"CKS1B"	"TRAPPC5"	0.241
"CKS1B"	"TUBB"	0.35
"CKS1B"	"POLR2J2"	0.702
"CKS1B"	"TSEN54"	0.652
"CLCN7"	"LAMP1"	0.74
"CNGA2"	"KCNK9"	0.458
"CNTFR"	"CRK"	0.261
"CNTFR"	"CTF1"	0.399
"COMT"	"CSNK2B"	0.666
"COMT"	"DBH"	0.665
"COMT"	"HINT1"	0.711
"COMT"	"MDH2"	0.48
"COMT"	"PNMT"	0.377
"COMT"	"RGS2"	0.669
"KLF6"	"PGK1"	0.354
"KLF6"	"RPLP2"	0.447
"KLF6"	"SP1"	0.555
"KLF6"	"HDAC3"	0.635
"KLF6"	"ARPC5"	0.56
"KLF6"	"ARPC1B"	0.493
"COX7C"	"TIMM8A"	0.823
"COX7C"	"HINT1"	0.361
"COX7C"	"IDH2"	0.744
"COX7C"	"MDH2"	0.705
"COX7C"	"NDUFA3"	0.944
"COX7C"	"NDUFB7"	0.915
"COX7C"	"NDUFB10"	0.897
"COX7C"	"NDUFV1"	0.873
"COX7C"	"MRPS12"	0.818
"COX7C"	"SDHC"	0.814
"COX7C"	"UQCRC2"	0.909
"COX7C"	"COX7A2L"	0.812
"COX7C"	"COX5A"	0.963
"COX7C"	"TIMM13"	0.796
"COX7C"	"UQCRQ"	0.962
"COX7C"	"NDUFB11"	0.944
"COX7C"	"MRPL16"	0.9
"COX7C"	"MRPS24"	0.839
"COX7C"	"CHCHD4"	0.823
"CRK"	"CSK"	0.726
"CRK"	"DNM2"	0.386
"CRK"	"EPHB3"	0.627
"CRK"	"GP9"	0.093
"CRK"	"HSPB1"	0.79
"CRK"	"ITGA2B"	0.406
"CRK"	"KRT16"	0.717
"CRK"	"PRKCG"	0.385
"CRK"	"SOS1"	0.567
"CRK"	"STAT5A"	0.627
"CRK"	"TAL1"	0.561
"CRK"	"VAV1"	0.429
"CRK"	"VWF"	0.556
"CRK"	"NCK2"	0.652
"CRK"	"SOCS1"	0.73
"CRK"	"TNK2"	0.564
"CRK"	"EFS"	0.448
"CRK"	"TGOLN2"	0.465
"CRK"	"FRS3"	0.155
"CRK"	"FASTK"	NA
"CRK"	"SH3BP1"	0.474
"CRK"	"HSPBP1"	1
"CRK"	"OPTC"	0.321
"CRK"	"ARHGAP17"	0.776
"CRK"	"THOC2"	0.429
"CRK"	"MICAL1"	0.594
"CSF3R"	"HCK"	0.437
"CSF3R"	"STAT3"	0.422
"CSK"	"CSNK2B"	0.719
"CSK"	"DYNC1H1"	0.617
"CSK"	"DNM2"	0.53
"CSK"	"FAU"	NA
"CSK"	"FLII"	0.497
"CSK"	"GNAI2"	0.766
"CSK"	"HCK"	0.555
"CSK"	"HLA-DRB1"	0.545
"CSK"	"ITGA2B"	0.617
"CSK"	"SOS1"	0.857
"CSK"	"STAT3"	0.675
"CSK"	"STAT5A"	0.547
"CSK"	"VAV1"	0.767
"CSK"	"VWF"	0.573
"CSK"	"STK24"	0.685
"CSK"	"NCK2"	0.702
"CSK"	"PSTPIP1"	0.738
"CSK"	"ARHGAP17"	0.694
"CSK"	"ILKAP"	0.536
"CSK"	"TUBB"	0.527
"CSNK1E"	"CSNK2B"	0.668
"CSNK1E"	"DYNC1H1"	0.418
"CSNK1E"	"EEF2"	0.557
"CSNK1E"	"EIF4A2"	0.52
"CSNK1E"	"EIF5A"	0.726
"CSNK1E"	"GNB1"	0.404
"CSNK1E"	"GNB2"	0.389
"CSNK1E"	"GYS1"	0.507
"CSNK1E"	"NONO"	0.609
"CSNK1E"	"PCBP2"	0.759
"CSNK1E"	"PCNT"	0.455
"CSNK1E"	"PLK1"	0.575
"CSNK1E"	"PSMC4"	0.609
"CSNK1E"	"RPLP2"	0.462
"CSNK1E"	"RPS9"	0.664
"CSNK1E"	"USP11"	0.943
"CSNK1E"	"MTA2"	0.539
"CSNK1E"	"PRMT5"	0.845
"CSNK1E"	"TUBGCP2"	0.52
"CSNK1E"	"GSPT2"	0.541
"CSNK1E"	"SMAP1"	NA
"CSNK1E"	"KLHDC3"	0.919
"CSNK2B"	"DDOST"	0.572
"CSNK2B"	"DYNC1H1"	0.66
"CSNK2B"	"EEF2"	0.852
"CSNK2B"	"EIF4A2"	0.349
"CSNK2B"	"EIF5A"	0.632
"CSNK2B"	"FAU"	NA
"CSNK2B"	"GNB1"	0.664
"CSNK2B"	"GNB2"	0.651
"CSNK2B"	"GTF2H4"	0.517
"CSNK2B"	"HCFC1"	0.613
"CSNK2B"	"HINT1"	0.75
"CSNK2B"	"MARS"	0.721
"CSNK2B"	"MDH2"	0.614
"CSNK2B"	"MYL6"	0.606
"CSNK2B"	"NDUFB7"	0.362
"CSNK2B"	"NDUFB10"	0.296
"CSNK2B"	"NDUFV1"	0.432
"CSNK2B"	"NONO"	0.569
"CSNK2B"	"NPM1"	0.616
