"symbol1","symbol2"
"THPO","CSF3R"
"THPO","STAT5A"
"THPO","IL7R"
"THPO","GP9"
"THPO","IL6R"
"THPO","CNTFR"
"THPO","AKT1"
"THPO","ITGA2B"
"THPO","CXCR4"
"THPO","ZFPM1"
"THPO","PF4"
"SEMA4G","OBSCN"
"PRRT1","EPPK1"
"BCL7C","SMARCD3"
"BCL7C","VPS37C"
"NDUFB7","NDUFB10"
"NDUFB7","NDUFV1"
"NDUFB7","UQCRC2"
"NDUFB7","UQCRQ"
"NDUFB7","COX5A"
"NDUFB7","NDUFB11"
"NDUFB7","ZNHIT1"
"NDUFB7","ACAD9"
"NDUFB7","NDUFS7"
"NDUFB7","SDHC"
"NDUFB7","COX7C"
"NDUFB7","ATP5G1"
"NDUFB7","NDUFA3"
"TIMM13","CAB39"
"TIMM13","CHCHD4"
"TIMM13","TMPRSS9"
"TIMM13","ATP5G1"
"TIMM13","TIMM8A"
"PDXP","ECE1"
"PDXP","SH3GL1"
"PDXP","MCL1"
"PDXP","AMBP"
"PDXP","COMP"
"PDXP","TH"
"PDXP","PPP2R4"
"PDXP","NDP"
"PDXP","TYRO3"
"PDXP","TNFRSF10C"
"JOSD1","TIMM8A"
"NIPSNAP1","B3GAT3"
"NIPSNAP1","CHCHD2"
"TXN2","EEF2"
"TXN2","GLRX"
"TXN2","APEX2"
"TXN2","CLPP"
"TXN2","SEC61A1"
"TXN2","RPL8"
"TXN2","MDH2"
"TXN2","TXNRD2"
"EFS","CRK"
"GSS","TXNRD2"
"GSS","CNDP2"
"GSS","GLRX"
"GSS","GGT1"
"GSS","ALOX5AP"
"GSS","GSTM1"
"GSS","GCLM"
"SRMS","ILKAP"
"SRMS","PPP3CC"
"SRMS","CD79A"
"PQBP1","SF3A2"
"PQBP1","PCBP2"
"PQBP1","GTF2F1"
"PQBP1","POLR2L"
"PQBP1","LSM2"
"PQBP1","CPSF1"
"PQBP1","XAB2"
"PQBP1","CTNNBL1"
"PQBP1","PCBP1"
"PQBP1","LSM7"
"PQBP1","DNM2"
"PCSK1N","CPE"
"PCSK1N","UTS2R"
"USP11","MCM3AP"
"USP11","RBM10"
"USP11","USP5"
"ACP5","CLCN7"
"ACP5","NES"
"ACP5","TNF"
"ACP5","CD207"
"ACP5","VANGL1"
"MT4","MT1X"
"MMP15","TNF"
"MMP15","HLA-G"
"TSC2","STK11"
"TSC2","HRAS"
"TSC2","EIF4EBP1"
"TSC2","AKT1"
"TSC2","CRTC2"
"TSC2","PLK1"
"TSC2","EEF2"
"TSC2","PI3"
"TSC2","CAMKK2"
"TSC2","PPP2R4"
"TSC2","FKBP1C"
"ZP2","ZP3"
"ZP2","FGF8"
"ZP2","ALX4"
"MAZ","HRAS"
"MAZ","AKT1"
"CSK","GNB1"
"CSK","HRAS"
"CSK","VWF"
"CSK","STAT3"
"CSK","HLA-DQA2"
"CSK","ARRB2"
"CSK","RHOG"
"CSK","ILKAP"
"CSK","PPP3CC"
"CSK","ACTN4"
"CSK","AKT1"
"CSK","ITGA2B"
"CSK","HLA-DRA"
"CSK","HCK"
"CSK","PPP2R4"
"CSK","PLAUR"
"CSK","DNM2"
"CSK","CD79A"
"CSK","PORCN"
"CSK","ACTA1"
"CSK","HLA-DRB1"
"CTSH","BID"
"CTSH","HLA-DRB1"
"CTSH","HLA-DQA2"
"CTSH","HLA-DRA"
"PYCRL","PYCR2"
"PYCRL","PRODH"
"EXOSC5","RPL7"
"EXOSC5","RPL27A"
"EXOSC5","RPL11"
"EXOSC5","RPLP2"
"EXOSC5","RPS9"
"EXOSC5","RPS2"
"EXOSC5","RPL4"
"EXOSC5","RPL36AL"
"EXOSC5","RPL18"
"EXOSC5","RPL15"
"EXOSC5","RPL13A"
"EXOSC5","MPHOSPH6"
"EXOSC5","RPL41"
"EXOSC5","ZFP36L1"
"EXOSC5","RPLP0"
"EXOSC5","RPL35"
"EXOSC5","RPL30"
"EXOSC5","RPL14"
"EXOSC5","RPL32"
"EXOSC5","KHSRP"
"EXOSC5","KPNA6"
"EXOSC5","RPL8"
"EXOSC5","EXOSC7"
"EXOSC5","EXOSC3"
"EXOSC5","RPL10"
"EXOSC5","RPL37"
"EXOSC5","RPL37A"
"PAF1","GTF2F1"
"PAF1","POLR2L"
"PAF1","CSNK2B"
"PAF1","KLC2"
"PAF1","KIAA0101"
"PAF1","GTF2H4"
"PAF1","IFIT2"
"RELB","NFKB2"
"RELB","PSMB4"
"RELB","PSME4"
"RELB","PSMA7"
"RELB","STAT3"
"RELB","TRAF5"
"RELB","TNF"
"RELB","NFKBIB"
"RELB","AKT1"
"RELB","ANXA5"
"RELB","DAXX"
"RELB","IRF3"
"RELB","CORT"
"SF3A2","RANGAP1"
"SF3A2","AGPAT1"
"SF3A2","LSM2"
"SF3A2","PCBP2"
"SF3A2","GTF2F1"
"SF3A2","POLR2L"
"SF3A2","RBM10"
"SF3A2","EEF2"
"SF3A2","CPSF1"
"SF3A2","EIF4G3"
"SF3A2","XAB2"
"SF3A2","CTNNBL1"
"SF3A2","LSM7"
"SF3A2","PCBP1"
"FSD1","SRF"
"FSD1","MYOG"
"FSD1","RPS2"
"CD79A","SELL"
"CD79A","SLC3A2"
"CD79A","IL13"
"CD79A","VWF"
"CD79A","IL7R"
"CD79A","CD7"
"CD79A","AKT1"
"CD79A","CXCR4"
"CD79A","UNG"
"CD79A","GGT1"
"CD79A","COX5A"
"CD79A","CD68"
"CD79A","TNF"
"CD79A","VAV1"
"CD79A","SPN"
"CD79A","CD72"
"CD79A","HLA-DRB1"
"CD79A","TNFRSF13B"
"CD79A","CFP"
"CD79A","MGAM"
"CD79A","S100A8"
"CD79A","AMBP"
"CD79A","SOS1"
"LIM2","GJA8"
"LIM2","FTL"
"RABAC1","RAB5C"
"DBP","CEBPA"
"DBP","BATF"
"MLL4","HCFC1"
"MLL4","HDAC3"
"COMP","TNFRSF10C"
"COMP","UNG"
"COMP","HINT1"
"COMP","TYRO3"
"COMP","MICAL1"
"COMP","FOXM1"
"COMP","ITGA2B"
"COMP","NES"
"COMP","TH"
"COMP","ECE1"
"COMP","SH3GL1"
"COMP","MCL1"
"COMP","COL9A3"
"COMP","NDP"
"COMP","ZBTB32"
"COMP","RAB5C"
"COMP","TNIP1"
"COMP","AMBP"
"HAMP","GDF15"
"HAMP","STAT3"
"HAMP","TNF"
"HAMP","FTL"
"DLX5","FGF8"
"DLX5","MSX1"
"DLX5","WNT10B"
"MOSPD3","OSBPL1A"
"MOSPD3","ISYNA1"
"FIS1","RHOT2"
"FIS1","DNM2"
"FIS1","ZNHIT1"
"C8G","LCN1"
"C8G","VTN"
"ACTA2","MYL2"
"ACTA2","RASL10B"
"ACTA2","EGR1"
"ACTA2","MYL6"
"ACTA2","TMSB4X"
"ACTA2","PRKCG"
"ACTA2","ANXA5"
"ACTA2","GSPT2"
"ACTA2","RHOG"
"ACTA2","DYNC1H1"
"ACTA2","EEF2"
"ACTA2","MYO18B"
"ACTA2","ACTN4"
"ACTA2","TNNT2"
"ACTA2","HK3"
"ACTA2","RPL14"
"ACTA2","RPS23"
"ACTA2","CALML5"
"ACTA2","ARPC4"
"ACTA2","VWF"
"ACTA2","OBSCN"
"ACTA2","TUBB"
"ACTA2","SRF"
"ACTA2","DIRAS3"
"ACTA2","ARPC5"
"ACTA2","RPL18"
"ACTA2","AKT1"
"ACTA2","CDC25A"
"ACTA2","MYL3"
"ACTA2","PGK1"
"ACTA2","PLK1"
"ACTA2","CALB2"
"ACTA2","SMARCD3"
"ACTA2","TUBB2B"
"ACTA2","TNF"
"ACTA2","DIRAS2"
"ACTA2","DNAH11"
"ACTA2","HDAC3"
"ACTA2","DNM2"
"ACTA2","SP1"
"ACTA2","FAU"
"ACTA2","ARPC1B"
"ACTA2","MYO1A"
"ACTA2","RHOBTB1"
"ACTA2","HRAS"
"ACTA2","GABARAP"
"ACTA2","CABP2"
"ACTA2","TPM2"
"ACTA2","ZNHIT1"
"WNT3","GBX2"
"WNT3","DHH"
"WNT3","MSX1"
"WNT3","AKT1"
"WNT3","TCF7"
"WNT3","EVX1"
"WNT3","PORCN"
"WNT3","WNT10B"
"WNT3","WNT11"
"WNT3","FGF8"
"PIGL","MSX1"
"PIGL","GYS1"
"VTN","TNF"
"VTN","PLAUR"
"VTN","SPARC"
"VTN","PF4"
"VTN","AMBP"
"VTN","VWF"
"VTN","AKT1"
"VTN","ITGA2B"
"FRG1","TNNT3"
"SPI1","QRSL1"
"SPI1","TAL1"
"SPI1","GATA2"
"SPI1","CSF3R"
"SPI1","STAT3"
"SPI1","STAT5A"
"SPI1","IL7R"
"SPI1","SRF"
"SPI1","MCM3AP"
"SPI1","IRF2"
"SPI1","NDRG2"
"SPI1","CEBPA"
"SPI1","IL32"
"SPI1","SDHC"
"SPI1","CD53"
"SPI1","PRAM1"
"SPI1","NONO"
"SPI1","CLPP"
"SPI1","HCK"
"SPI1","CD68"
"SPI1","TNF"
"SPI1","VAV1"
"SPI1","HDAC3"
"SPI1","NPM1"
"SPI1","ZFPM1"
"MYL2","MYL6"
"MYL2","TCAP"
"MYL2","MYO18B"
"MYL2","PPP3CC"
"MYL2","TNNT2"
"MYL2","ACTA1"
"MYL2","TPM2"
"MYL2","OBSCN"
"MYL2","MIB2"
"MYL2","AKT1"
"MYL2","PLK1"
"MYL2","MYL3"
"MYL2","CAMK2A"
"MYL2","TNNI1"
"MYL2","TBX5"
"MYL2","TNNI2"
"MYL2","TNNT3"
"UNC93A","KCNK9"
"UNC93A","KCNK3"
"HARS2","MARS"
"HARS2","PEPD"
"SPARC","VWF"
"SPARC","VEGFB"
"SPARC","ACTN4"
"SPARC","TMSB4X"
"SPARC","STAB1"
"SPARC","PF4"
"HAND1","SLC25A23"
"HAND1","IRX4"
"IRX4","TBX5"
"NCK2","TNK2"
"NCK2","CRK"
"NCK2","EPHB3"
"NCK2","GIT1"
"NCK2","ARPC1B"
"NCK2","SOS1"
"NCK2","FYB"
"NCK2","ARPC5"
"NDUFS7","UQCRC2"
"NDUFS7","RPL11"
"NDUFS7","ACAD9"
"NDUFS7","NDUFB11"
"NDUFS7","SDHC"
"NDUFS7","ATP5G1"
"NDUFS7","NDUFA3"
"NDUFS7","NDUFB10"
"NDUFS7","NDUFV1"
"NDUFS7","RHOT2"
"COX7A2L","HINT1"
"COX7A2L","COX5A"
"COX7A2L","COX7C"
"GRIN3B","GRIK5"
"TPSG1","IL13"
"RGS2","PRKCG"
"RGS2","TRIM47"
"RGS2","GNAI2"
"SELL","CD7"
"SELL","AKT1"
"SELL","ANXA5"
"SELL","ITGA2B"
"SELL","CXCR4"
"SELL","LAMP1"
"SELL","IL6R"
"SELL","TNF"
"SELL","MSN"
"SELL","SPN"
"SELL","NTAN1"
"SELL","STAT3"
"SELL","ELF4"
"SELL","IL13"
"SELL","VWF"
"SELL","STAT5A"
"SELL","IL7R"
"GLRX","AKT1"
"GLRX","TXNRD2"
"GLRX","MARS"
"GLRX","EEF1G"
"GLRX","RRM2"
"EGR1","IRF2"
"EGR1","IRF7"
"EGR1","CDKN1C"
"EGR1","SDHC"
"EGR1","DAXX"
"EGR1","ALOX5AP"
"EGR1","BST2"
"EGR1","LHX2"
"EGR1","HRAS"
"EGR1","PITX1"
"EGR1","GDF15"
"EGR1","SOCS1"
"EGR1","ADAR"
"EGR1","IER2"
"EGR1","HSPB1"
"EGR1","CAMK2A"
"EGR1","NR5A1"
"EGR1","TNF"
"EGR1","SP1"
"EGR1","HLA-G"
"EGR1","IRF3"
"EGR1","IFIT2"
"EGR1","GATA2"
"EGR1","IFITM1"
"EGR1","STAT3"
"EGR1","SRF"
"EGR1","AKT1"
"PPP3CC","CALB2"
"PPP3CC","PLCB2"
"PPP3CC","CALML5"
"PPP3CC","PPP2R5A"
"PPP3CC","AKT1"
"PPP3CC","MYL3"
"PPP3CC","LIMK2"
"PPP3CC","PLCB3"
"PPP3CC","CAMK2A"
"PPP3CC","PIP5K1C"
"PPP3CC","HCK"
"PPP3CC","BAD"
"PPP3CC","KCNIP2"
"PPP3CC","PPP2R4"
"PPP3CC","MEF2D"
"PPP3CC","NFATC4"
"PPP3CC","ANAPC2"
"PPP3CC","PPP1R1B"
"PPP3CC","EPHB3"
"PPP3CC","BIN2"
"PPP3CC","RIPK1"
"PPP3CC","CABP2"
"PPP3CC","FKBP1C"
"PPP3CC","STK11"
"PPP3CC","PIM2"
"PPP3CC","TYRO3"
"PPP3CC","AP2A1"
"PPP3CC","MYL6"
"PPP3CC","PRKCG"
"PPP3CC","CRTC2"
"GJA8","CACNA1H"
"MYOG","SRF"
"MYOG","AKT1"
"MYOG","PRMT5"
"MYOG","NES"
"MYOG","DYRK1B"
"MYOG","TNF"
"MYOG","MEF2D"
"MYOG","SP1"
"MYOG","CTF1"
"NPY","GNB1"
"NPY","FFAR2"
"NPY","ACHE"
"NPY","STAT3"
"NPY","NPW"
"NPY","GNB2"
"NPY","PNMT"
"NPY","ADCY1"
"NPY","GNAI2"
"NPY","DBH"
"NPY","CXCR4"
"NPY","CALB2"
"NPY","CORT"
"NPY","GRM4"
"NPY","ASIP"
"NPY","HTR3A"
"NPY","TH"
"NPY","TNF"
"NPY","CD63"
"NPY","PF4"
"CNTFR","IL13"
"CNTFR","STAT3"
"CNTFR","CTF1"
"CNTFR","IL6R"
"UNG","APEX2"
"UNG","GGT1"
"UNG","SH3GL1"
"UNG","CDA"
"UNG","MCL1"
"UNG","RRM2"
"SEC61A1","EEF2"
"SEC61A1","RPL7"
"SEC61A1","PCSK4"
"SEC61A1","RPS21"
"SEC61A1","UQCRC2"
"SEC61A1","RPL27A"
"SEC61A1","RPL11"
"SEC61A1","MRPL16"
"SEC61A1","RPLP2"
"SEC61A1","RPS9"
"SEC61A1","RPS2"
"SEC61A1","RPL10"
"SEC61A1","RPL37"
"SEC61A1","RPL37A"
"SEC61A1","MRPS12"
"SEC61A1","RPL41"
"SEC61A1","DYRK1B"
"SEC61A1","UFD1L"
"SEC61A1","RPLP0"
"SEC61A1","RPL30"
"SEC61A1","RPL14"
"SEC61A1","SURF4"
"SEC61A1","RPL35"
"SEC61A1","RPS23"
"SEC61A1","RPL32"
"SEC61A1","TNF"
"SEC61A1","ASNA1"
"SEC61A1","RPL8"
"SEC61A1","RPL4"
"SEC61A1","DDOST"
"SEC61A1","OS9"
"SEC61A1","MRPL17"
"SEC61A1","RPL36AL"
"SEC61A1","RPL18"
"SEC61A1","RPL15"
"SEC61A1","RPL13A"
"SEC61A1","RPN1"
"CHPF","B3GAT3"
"CHPF","EXT2"
"PI3","TYRO3"
"PI3","STAT5A"
"PI3","EIF4EBP1"
"PI3","ANXA5"
"PI3","SH3GL1"
"PI3","CTNNBL1"
"PI3","SERPINB5"
"PI3","ZFYVE1"
"PI3","MCL1"
"PI3","ALOX5AP"
"PI3","HRAS"
"PI3","STAT3"
"PI3","WDTC1"
"PI3","AKT1"
"PI3","TNF"
"PEPD","EIF5A"
"PEPD","CNDP2"
"PEPD","SARDH"
"TREM1","TNF"
"TREM1","KIR2DL1"
"CLPP","MDH2"
"THOC2","MCM3AP"
"THOC2","CPSF1"
"THOC2","NR5A1"
"THOC2","THOC6"
"THOC2","POM121"
"THOC2","NUP210"
"RTN2","CSAD"
"SLURP1","LY6H"
"FFAR2","PROK2"
"FFAR2","GNAI2"
"FFAR2","ADRBK1"
"FFAR2","P2RY11"
"FFAR2","PLCB2"
"FFAR2","GNB1"
"FFAR2","PLCB3"
"FFAR2","UTS2R"
"FFAR2","GNB2"
"CFP","THSD1"
"CFP","ADAMTS13"
"CFP","ADAMTS4"
"CFP","FCN1"
"CFP","ADAMTSL2"
"COX7C","HCFC1"
"COX7C","RPL37A"
"COX7C","HINT1"
"COX7C","RPS21"
"COX7C","UQCRC2"
"COX7C","RPL11"
"COX7C","UQCRQ"
"COX7C","COX5A"
"COX7C","RPL30"
"COX7C","RPL35"
"COX7C","UBL5"
"COX7C","FAU"
"COX7C","TBCA"
"HSPB1","STAT3"
"HSPB1","AKT1"
"HSPB1","ANXA5"
"HSPB1","DAXX"
"HSPB1","PFDN2"
"HSPB1","CRK"
"HSPB1","NDUFV1"
"HSPB1","MSN"
"HSPB1","ACTA1"
"HSPB1","HN1"
"HSPB1","PPP2R4"
"HSPB1","TNF"
"DGCR6L","UFD1L"
"DGCR6L","PRODH"
"DGCR6L","TBX1"
"GGT1","CSAD"
"GGT1","TBX1"
"GGT1","MGAM"
"GGT1","GCAT"
"GGT1","HRAS"
"GGT1","FOXM1"
"GGT1","AKT1"
"GGT1","TXNRD2"
"GGT1","ITGA2B"
"GGT1","CNDP2"
"GGT1","TNF"
"GGT1","GLUD2"
"GGT1","GSTM1"
"GGT1","GCLM"
"GGT1","RPL27A"
"GGT1","S100A12"
"GGT1","ANXA5"
"GGT1","SDHC"
"PIAS1","DAXX"
"PIAS1","MTA1"
"PIAS1","IL6R"
"PIAS1","RANGAP1"
"PIAS1","STAT3"
"PIAS1","STAT5A"
"PIAS1","STAT4"
"PIAS1","GTF2H4"
"PIAS1","AKT1"
"PIAS1","MSX1"
"PIAS1","UBE2R2"
"CD68","IFI30"
"CD68","CXCR4"
"CD68","SIGLEC1"
"CD68","TNF"
"CD68","CD207"
"CD68","SPN"
"CD68","CD7"
"CD68","IL13"
"CD68","VWF"
"CD68","TNFSF13"
"CD68","AKT1"
"CHRNA10","CHRNG"
"KLF16","FOXK1"
"KLF16","SIN3B"
"CNGB1","CNGA2"
"SEC14L5","B3GAT3"
"PHC1","ANAPC2"
"PHC1","HIST1H2AC"
"PHC1","TFCP2"
"PHC1","PRMT5"
"PHC1","PCGF6"
"BST2","LILRA4"
"BST2","IFIT2"
"BST2","RIPK1"
"BST2","IRF3"
"BST2","TREX1"
"BST2","TRIM22"
"BST2","ADAR"
"BST2","IRF7"
"BST2","IRF2"
"BST2","IFITM1"
"BST2","HLA-G"
"LSM7","PCBP2"
"LSM7","KLC2"
"LSM7","GTF2F1"
"LSM7","POLR2L"
"LSM7","LSM2"
"LSM7","CPSF1"
"LSM7","EEF2"
"LSM7","LSMD1"
"LSM7","XAB2"
"LSM7","CTNNBL1"
"LSM7","RPL35"
"LSM7","PCBP1"
"LSM7","FAU"
"ACTN4","MYL6"
"ACTN4","GNB2"
"ACTN4","TMSB4X"
"ACTN4","NDUFB10"
"ACTN4","LIMS2"
"ACTN4","TRIM3"
"ACTN4","APOL1"
"ACTN4","CALML5"
"ACTN4","ACTA1"
"ACTN4","SQSTM1"
"ACTN4","LIMD1"
"ACTN4","TPM2"
"ACTN4","CABP2"
"ACTN4","SOS1"
"ACTN4","VWF"
"ACTN4","VEGFB"
"ACTN4","MIB2"
"ACTN4","AKT1"
"ACTN4","ITGA2B"
"ACTN4","CALB2"
"ACTN4","SLC9A3R2"
"ACTN4","CAMK2A"
"ACTN4","PIP5K1C"
"ACTN4","DNM2"
"ACTN4","PF4"
"ACTN4","TNNT3"
"ARPC1B","PSMA7"
"ARPC1B","ARPC5"
"ARPC1B","EPHB3"
"ARPC1B","ARPC4"
"ARPC1B","ACTA1"
"GDF15","TSPAN4"
"GDF15","PITX1"
"GDF15","AKT1"
"GDF15","TNF"
"TNNI2","CHRNG"
"TNNI2","MYL6"
"TNNI2","TCAP"
"TNNI2","MYL3"
"TNNI2","CALB2"
"TNNI2","TNNI1"
"TNNI2","KCNIP2"
"TNNI2","TNNT2"
"TNNI2","ACTA1"
"TNNI2","CALML5"
"TNNI2","CABP2"
"TNNI2","TNNT3"
"TNNI2","TPM2"
"TUBGCP2","CSNK1E"
"TUBGCP2","TUBB2B"
"TUBGCP2","KIFC1"
"TUBGCP2","AZI1"
"TUBGCP2","PCNT"
"TUBGCP2","TUBB"
"TUBGCP2","KIF25"
"TUBGCP2","DYNC1H1"
"TUBGCP2","PLK1"
"TUBGCP2","NUMA1"
"HBZ","HBD"
"HBZ","PAH"
"HBZ","SP1"
"HBZ","AMBP"
"HBZ","TH"
"HBZ","HBE1"
"HBZ","ECHS1"
"LAMA5","RAPSN"
"LAMA5","ITGA2B"
"LAMA5","ACTA1"
"PPP1R1B","CXCR4"
"PPP1R1B","CALB2"
"PPP1R1B","CSNK2B"
"PPP1R1B","TH"
"PPP1R1B","PPP2R4"
"NUP210","INCENP"
"NUP210","RANGAP1"
"NUP210","GEMIN4"
"NUP210","GEMIN7"
"NUP210","OS9"
"NUP210","CPSF1"
"NUP210","NES"
"NUP210","THOC6"
"NUP210","NONO"
"NUP210","POM121"
"NUP210","NPM1"
"ILKAP","EPHB3"
"ILKAP","RIPK1"
"ILKAP","LIMK2"
"ILKAP","TYRO3"
"ILKAP","STK11"
"ILKAP","PIM2"
"ILKAP","HCK"
"SCLY","HYI"
"SCLY","TXNRD2"
"HSPBP1","BRSK1"
"TMEM66","RPN1"
"TMEM66","OS9"
"ITIH5","SLC3A2"
"HRK","BBC3"
"HRK","BAD"
"HRK","MCL1"
"POM121","RANGAP1"
"POM121","INCENP"
"POM121","GEMIN4"
"POM121","NPM1"
"POM121","GEMIN7"
"POM121","THOC6"
"POM121","CPSF1"
"CD63","VWF"
"CD63","ANXA5"
"CD63","ITGA2B"
"CD63","CXCR4"
"CD63","LAMP1"
"CD63","TGOLN2"
"CD63","SLC29A2"
"MPHOSPH6","RPL37"
"MPHOSPH6","RPL37A"
"MPHOSPH6","RPL7"
"MPHOSPH6","RPL27A"
"MPHOSPH6","RPL41"
"MPHOSPH6","RPL11"
"MPHOSPH6","RPLP0"
"MPHOSPH6","RPS9"
"MPHOSPH6","RPLP2"
"MPHOSPH6","RPL14"
"MPHOSPH6","RPL30"
"MPHOSPH6","RPL35"
"MPHOSPH6","RPS2"
"MPHOSPH6","RPL18"
"MPHOSPH6","RPL32"
"MPHOSPH6","RPL4"
"MPHOSPH6","RPL36AL"
"MPHOSPH6","RPL15"
"MPHOSPH6","RPL13A"
"MPHOSPH6","RPL8"
"MPHOSPH6","EXOSC3"
"MPHOSPH6","EXOSC7"
"MPHOSPH6","RPL10"
"CAB39","RTN4RL2"
"CAB39","CAMKK2"
"CAB39","UBL5"
"CAB39","STK11"
"CAB39","OPTC"
"CAB39","STK24"
"CAB39","CHAD"
"CAB39","BRSK1"
"CAB39","DCXR"
"CAB39","LRG1"
"CAB39","IGFALS"
"CAB39","GP9"
"THSD1","ADAMTS4"
"THSD1","ADAMTS13"
"THSD1","ADAMTSL2"
"CHAD","EEF1G"
"CHAD","RASL10B"
"CHAD","GNB2"
"CHAD","LRRC20"
"CHAD","GNB1"
"CHAD","HRAS"
"CHAD","DIRAS3"
"CHAD","DIRAS2"
"CHAD","GNAI2"
"CHAD","ITGA2B"
"RPL35","RPS23"
"RPL35","EEF1G"
"RPL35","SLC3A2"
"RPL35","RPL32"
"RPL35","RPL7"
"RPL35","HINT1"
"RPL35","EIF4A2"
"RPL35","SDSL"
"RPL35","EIF5A"
"RPL35","FAU"
"RPL35","RPL8"
"RPL35","EXOSC7"
"RPL35","RPL37"
"RPL35","RPL11"
"RPL35","RPL27A"
"RPL35","RPS21"
"RPL35","RPLP2"
"RPL35","MRPL16"
"RPL35","RPS9"
"RPL35","RPS2"
"RPL35","DDOST"
"RPL35","RPL4"
"RPL35","RPL36AL"
"RPL35","RPL18"
"RPL35","EEF2"
"RPL35","RPL15"
"RPL35","RPN1"
"RPL35","RPL13A"
"RPL35","GSPT2"
"RPL35","MRPL17"
"RPL35","EXOSC3"
"RPL35","RPL10"
"RPL35","RPL37A"
"RPL35","MRPS12"
"RPL35","SMG6"
"RPL35","RPL41"
"RPL35","RPLP0"
"RPL35","RPL14"
"RPL35","RPL30"
"FRS3","HRAS"
"FRS3","CRK"
"FRS3","HCK"
"FRS3","SOS1"
"RIPK1","TRAF5"
"RIPK1","BID"
"RIPK1","DAXX"
"RIPK1","NFKBIB"
"RIPK1","SQSTM1"
"RIPK1","USP2"
"RIPK1","NTAN1"
"RIPK1","TNF"
"RIPK1","UBE2V1"
"RIPK1","NFKB2"
"RIPK1","IRF3"
"TUBB2B","KIF25"
"TUBB2B","ARF1"
"TUBB2B","KIFC1"
"TUBB2B","KIF1A"
"TUBB2B","DYNC1LI1"
"TUBB2B","PFDN2"
"TUBB2B","CALML5"
"TUBB2B","ACTA1"
"TUBB2B","CABP2"
"TUBB2B","TBCA"
"TUBB2B","OBSCN"
"TUBB2B","DYNC1H1"
"TUBB2B","PLK1"
"TUBB2B","PFDN1"
"TUBB2B","CALB2"
"TUBB2B","DNAH11"
"TUBB2B","EEF1G"
"TUBB2B","FAU"
"GTF2H4","XAB2"
"GTF2H4","PIAS3"
"GTF2H4","GTF2F1"
