"symbol1","symbol2"
"APOL3","CNGA2"
"APOL3","ECE1"
"APOL3","EIF4A2"
"APOL3","EIF4EBP1"
"APOL3","FASTK"
"APOL3","FGF8"
"APOL3","FHIT"
"APOL3","FTL"
"APOL3","GATA2"
"APOL3","GCLM"
"APOL3","GEMIN4"
"APOL3","GTF2H4"
"APOL3","HBD"
"APOL3","HBE1"
"APOL3","HBQ1"
"APOL3","HBZ"
"APOL3","HYI"
"APOL3","KLHDC3"
"APOL3","LAMA5"
"APOL3","LCE2C"
"APOL3","LCN1"
"APOL3","LST1"
"APOL3","MYBBP1A"
"APOL3","NFATC4"
"APOL3","NKX6-2"
"ARHGAP17","OGFR"
"ARR3","GSTM1"
"ASB2","CACNA2D4"
"ASB2","CENPH"
"ASB2","EPN3"
"ASB2","FRS3"
"ASB2","GSTM1"
"ASIP","ECE1"
"ASIP","EIF4A2"
"ASIP","HLA-DMA"
"ASIP","MYBBP1A"
"ASIP","NUBP2"
"ASIP","NUDC"
"ASL","CYP4A11"
"ATP5G1","CNTFR"
"ATP5G1","FIS1"
"ATP5G1","GLUD2"
"ATP5G2","BATF"
"ATP5G2","CPT1B"
"ATP6AP1","ATP8"
"ATP6AP1","DDX11"
"ATXN7L3","B3GAT3"
"ATXN7L3","ECHS1"
"ATXN7L3","EPHB3"
"ATXN7L3","FGF8"
"ATXN7L3","GDF15"
"ATXN7L3","HYI"
"AZGP1","CACNA2D4"
"AZGP1","FOXM1"
"B3GAT3","BET1L"
"B3GAT3","CAMK2A"
"B3GAT3","CNDP2"
"B3GAT3","DCXR"
"B3GAT3","EIF4A2"
"B3GAT3","EMD"
"B3GAT3","EPHB3"
"B3GAT3","FATE1"
"B3GAT3","FGF8"
"B3GAT3","HYI"
"B3GAT3","KLF6"
"B3GAT3","KRTAP6-2"
"B3GAT3","LIM2"
"B3GAT3","NCK2"
"B3GAT3","NDUFB10"
"B3GAT3","NDUFB11"
"B3GAT3","NT5M"
"BAD","BCL9L"
"BAD","CNGA2"
"BATF","CPT1B"
"BATF","CRABP2"
"BAZ1B","CHPF"
"BAZ1B","CHTF18"
"BAZ1B","CTSH"
"BAZ1B","CYP4A11"
"BAZ1B","FANCG"
"BAZ1B","FSD1"
"BAZ1B","GEMIN7"
"BAZ1B","GSTM1"
"BAZ1B","KCNK9"
"BAZ1B","MFRP"
"BAZ1B","NPW"
"BBC3","NUBP2"
"BCL7C","DCXR"
"BCL9L","CHCHD2"
"BCL9L","CLDN6"
"BCL9L","CNDP2"
"BCL9L","CORT"
"BCL9L","CTSH"
"BCL9L","DHH"
"BCL9L","DIRAS2"
"BCL9L","DUSP23"
"BCL9L","DYNC1LI1"
"BCL9L","ECE1"
"BCL9L","EIF4A2"
"BCL9L","FANCG"
"BCL9L","FCN1"
"BCL9L","GSTM1"
"BCL9L","HLA-DMA"
"BCL9L","HYI"
"BCL9L","LCE2C"
"BCL9L","MOSPD3"
"BCL9L","MTA1"
"BCL9L","MYO1A"
"BCL9L","NDUFB10"
"BCL9L","NDUFB11"
"BCL9L","NES"
"BCL9L","NUBP2"
"BET1L","BID"
"BET1L","BLOC1S3"
"BET1L","C1QL4"
"BET1L","CAMK2A"
"BET1L","CES2"
"BET1L","CNGA2"
"BET1L","DEF6"
"BET1L","FATE1"
"BET1L","FGF8"
"BET1L","GCLM"
"BET1L","GRIK5"
"BET1L","HYI"
"BET1L","KLC2"
"BET1L","KRTAP6-2"
"BET1L","LAMA5"
"BET1L","NACAP1"
"BET1L","NFATC4"
"BET1L","NKX6-2"
"BET1L","OGFR"
"BET1L","OR4C46"
"BID","BIN2"
"BID","BLOC1S3"
"BIN2","BLOC1S3"
"BLOC1S3","CMTM2"
"C1QL4","CALML5"
"C1QL4","CD72"
"C1QL4","CES2"
"C1QL4","CLDN6"
"C1QL4","CNDP2"
"C1QL4","CNGA2"
"C1QL4","DEF6"
"C1QL4","DLX5"
"C1QL4","ECE1"
"C1QL4","EIF4A2"
"C1QL4","EPHB3"
"C1QL4","FAU"
"C1QL4","FGF8"
"C1QL4","FHIT"
"C1QL4","FTHL17"
"C1QL4","GATA2"
"C1QL4","GCLM"
"C1QL4","GDF15"
"C1QL4","GEMIN4"
"C1QL4","GEMIN7"
"C1QL4","GTF2H4"
"C1QL4","HELT"
"C1QL4","HRAS"
"C1QL4","HYI"
"C1QL4","IGHM"
"C1QL4","KIR2DL1"
"C1QL4","KLC2"
"C1QL4","KLHDC4"
"C1QL4","LAMA5"
"C1QL4","LCE2C"
"C1QL4","LCE3C"
"C1QL4","LSS"
"C1QL4","LST1"
"C1QL4","MYBBP1A"
"C1QL4","NDUFA3"
"C1QL4","NFATC4"
"C1QL4","NKX6-2"
"C1QL4","NT5M"
"C1QL4","NUBP2"
"C1QL4","NUDC"
"C1QL4","NUP210"
"C1QL4","OGFR"
"C8G","DNAJC9"
"C8G","FHIT"
"C8G","GATA2"
"C8G","HBD"
"C8G","HBE1"
"C8G","HBQ1"
"C8G","HBZ"
"C8G","KIF25"
"C8G","LSS"
"C8G","OR4C46"
"CACNA2D4","CLCN7"
"CACNA2D4","EPN3"
"CACNA2D4","FCN1"
"CACNA2D4","GSTM1"
"CALML5","CAMK2A"
"CALML5","CES2"
"CALML5","CNGA2"
"CALML5","FGF8"
"CALML5","GCLM"
"CALML5","GEMIN7"
"CALML5","KLHDC4"
"CALML5","LCE2C"
"CALML5","LST1"
"CALML5","NFATC4"
"CALML5","NKX6-2"
"CAMK2A","CHAD"
"CAMK2A","FTL"
"CAMK2A","GRIK5"
"CAMK2A","LIM2"
"CD300A","CLCN7"
"CD300A","DDOST"
"CD300A","EFS"
"CD53","NUBP2"
"CD72","CES2"
"CD72","CNGA2"
"CD72","FAU"
"CD72","FGF8"
"CD72","LCN1"
"CD72","LMBRD1"
"CD72","NES"
"CD72","NR5A1"
"CD72","NT5M"
"CDON","HBZ"
"CEACAM19","CEBPA"
"CENPH","EPN3"
"CES2","CKS1B"
"CES2","CNDP2"
"CES2","CNGA2"
"CES2","EPHB3"
"CES2","FASTK"
"CES2","FATE1"
"CES2","FAU"
"CES2","FGF8"
"CES2","FHIT"
"CES2","GATA2"
"CES2","GCLM"
"CES2","GEMIN7"
"CES2","HBD"
"CES2","HBE1"
"CES2","HBQ1"
"CES2","HYI"
"CES2","ITGA2B"
"CES2","KIF25"
"CES2","KLC2"
"CES2","KLHDC4"
"CES2","LAMA5"
"CES2","LCE2C"
"CES2","LCN1"
"CES2","LPIN2"
"CES2","LSS"
"CES2","LST1"
"CES2","MICAL1"
"CES2","MYBBP1A"
"CES2","NCK2"
"CES2","NFATC4"
"CES2","NKX6-2"
"CES2","NT5M"
"CES2","NUBP2"
"CES2","NUP210"
"CES2","OGFR"
"CHAD","LIM2"
"CHAD","OR4C46"
"CHCHD2","CHCHD4"
"CHCHD2","ECE1"
"CHCHD2","EIF4A2"
"CHCHD2","HDAC3"
"CHCHD2","HRAS"
"CHCHD2","KLC2"
"CHCHD2","NKX6-2"
"CHCHD4","DIRAS3"
"CHCHD4","FGF8"
"CHCHD4","GATA2"
"CHCHD4","KLC2"
"CHPF","CYP4A11"
"CHPF","GSTM1"
"CHRNA10","DCXR"
"CHRNA10","EMD"
"CHRNA10","LRG1"
"CHRNA10","LST1"
"CHRNA10","OR4C46"
"CHRNG","CLCN7"
"CHTF18","CRB2"
"CHTF18","CYP4A11"
"CHTF18","GSTM1"
"CHTF18","LAT"
"CHTF18","NPW"
"CKS1B","CLDN6"
"CKS1B","ECE1"
"CKS1B","EIF4A2"
"CKS1B","FGF8"
"CKS1B","GATA2"
"CKS1B","KLC2"
"CKS1B","MICAL1"
"CKS1B","NUBP2"
"CKS1B","NUP210"
"CKS1B","OGFR"
"CLDN6","DLX5"
"CLDN6","ECE1"
"CLDN6","EIF4A2"
"CLDN6","GATA2"
"CLDN6","GCLM"
"CLDN6","GEMIN4"
"CLDN6","GEMIN7"
"CLDN6","HBD"
"CLDN6","KIF25"
"CLDN6","KIR2DL1"
"CLDN6","LSS"
"CLDN6","LST1"
"CLDN6","MARVELD1"
"CLDN6","MYBBP1A"
"CLDN6","NUBP2"
"CLDN6","NUDC"
"CLDN6","OGFR"
"CNDP2","CNGA2"
"CNDP2","DYNC1LI1"
"CNDP2","EIF4A2"
"CNDP2","FATE1"
"CNDP2","FGF8"
"CNDP2","FHIT"
"CNDP2","GEMIN4"
"CNDP2","HRAS"
"CNDP2","KIR2DL1"
"CNDP2","KLC2"
"CNDP2","LSS"
"CNDP2","MICAL1"
"CNDP2","MYBBP1A"
"CNDP2","NDP"
"CNDP2","NFATC4"
"CNDP2","NT5M"
"CNDP2","NUBP2"
"CNDP2","OR4C46"
"CNGA2","ECE1"
"CNGA2","EFHD2"
"CNGA2","EIF4A2"
"CNGA2","FATE1"
"CNGA2","FAU"
"CNGA2","FGF8"
"CNGA2","FHIT"
"CNGA2","FTL"
"CNGA2","GATA2"
"CNGA2","GEMIN4"
"CNGA2","GTF2H4"
"CNGA2","HELT"
"CNGA2","HSPBP1"
"CNGA2","HYI"
"CNGA2","ITGA2B"
"CNGA2","KIR2DL1"
"CNGA2","LCE2C"
"CNGA2","LSS"
"CNGA2","LST1"
"CNGA2","MYBBP1A"
"CNGA2","NACAP1"
"CNGA2","NFATC4"
"CNGA2","NKX6-2"
"CNGA2","NT5M"
"CNGA2","NUBP2"
"CNGA2","OGFR"
"CNTFR","FIS1"
"CNTFR","GLUD2"
"COMMD7","COMP"
"COMMD7","CRABP2"
"COMP","CRABP2"
"CPSF1","CRABP2"
"CPT1B","CRABP2"
"CPT1B","CTSH"
"CPT1B","CYB561"
"CPT1B","EPN3"
"CPT1B","GSTM1"
"CREB3L1","CYP4A11"
"CRLF3","CSNK2B"
"CRLF3","MPHOSPH6"
"CRTAP","CYP4A11"
"CSF3R","GSTM1"
"CTSH","EPN3"
"CTSH","FANCG"
"CTSH","FSD1"
"CTSH","GSTM1"
"CTSH","HCFC1"
"CXCR4","CYB561"
"CYBA","CYGB"
"CYBA","CYHR1"
"CYP4A11","ECE1"
"CYP4A11","EEF1G"
"CYP4A11","FANCG"
"CYP4A11","FSD1"
"CYP4A11","GSTM1"
"CYP4A11","KRT16"
"CYP4A11","MEF2D"
"DCXR","LRG1"
"DDOST","DDR2"
"DDR2","FANCG"
"DDR2","FHIT"
"DDR2","HDAC3"
"DDR2","IRF7"
"DDR2","LCE3C"
"DDR2","MFNG"
"DDR2","NUP210"
"DEF6","GCLM"
"DEFA1","GSTM1"
"DIRAS2","DIRAS3"
"DIRAS2","HBD"
"DIRAS2","HBQ1"
"DIRAS2","ND2"
"DIRAS3","HBD"
"DLG5","DLGAP1"
"DLX5","DYNC1H1"
"DLX5","GATA2"
"DLX5","GEMIN4"
"DLX5","GEMIN7"
"DNAJC9","EIF4A2"
"DNAJC9","GATA2"
"DNAJC9","LSS"
"DPEP1","DPEP2"
"DPEP2","DPH5"
"DYNC1H1","NUP210"
"DYNC1LI1","MFRP"
"DYNC1LI1","MSI1"
"ECE1","EFS"
"ECE1","EIF4A2"
"ECE1","FSHR"
"ECE1","GATA2"
"ECE1","GCLM"
"ECE1","GEMIN4"
"ECE1","GEMIN7"
"ECE1","GTF2H4"
"ECE1","HBQ1"
"ECE1","HLA-DMA"
"ECE1","HYI"
"ECE1","ITGA2B"
"ECE1","KIR2DL1"
"ECE1","LAMA5"
"ECE1","LCE2C"
"ECE1","LCE3C"
"ECE1","LGALS12"
"ECE1","LSS"
"ECE1","LST1"
"ECE1","MARVELD1"
"ECE1","MICAL1"
"ECE1","MRPS12"
"ECE1","MYBBP1A"
"ECE1","NDUFA3"
"ECE1","NKX6-2"
"ECE1","NT5M"
"ECE1","NUBP2"
"ECE1","NUDC"
"ECE1","OGFR"
"ECHS1","HYI"
"EEF1G","GSTM1"
"EEF1G","HIPK4"
"EEF1G","MEF2D"
"EFHD2","GNAI2"
"EFS","LCE2C"
"EIF4A2","EPHB3"
"EIF4A2","EXOSC7"
"EIF4A2","FATE1"
"EIF4A2","FGF8"
"EIF4A2","FHIT"
"EIF4A2","FTL"
"EIF4A2","GATA2"
"EIF4A2","GCLM"
"EIF4A2","GEMIN4"
"EIF4A2","GEMIN7"
"EIF4A2","GTF2H4"
"EIF4A2","HBD"
"EIF4A2","HBE1"
"EIF4A2","HBQ1"
"EIF4A2","HYI"
"EIF4A2","ITGA2B"
"EIF4A2","KIF25"
"EIF4A2","KLC2"
"EIF4A2","KLHDC3"
"EIF4A2","KLHDC4"
"EIF4A2","LAMA5"
"EIF4A2","LCE2C"
"EIF4A2","LCN1"
"EIF4A2","LGALS12"
"EIF4A2","LSS"
"EIF4A2","LST1"
"EIF4A2","MARVELD1"
"EIF4A2","MICAL1"
"EIF4A2","MRPS12"
"EIF4A2","MYBBP1A"
"EIF4A2","NACAP1"
"EIF4A2","NDP"
"EIF4A2","NDUFB10"
"EIF4A2","NKX6-2"
"EIF4A2","NT5M"
"EIF4A2","NUDC"
"EIF4A2","OGFR"
"EIF4EBP1","GEMIN4"
"EIF4G3","GNAI2"
"ELAVL3","GSTM1"
"EMD","FTCD"
"EPHB3","HELT"
"EPHB3","HYI"
"EPHB3","LAMA5"
"EPHB3","LST1"
"EPN3","GSTM1"
"EXT2","LIMS3"
"FADS3","GSTM1"
"FADS3","KRT16"
"FADS3","MRPL52"
"FADS3","NBR2"
"FADS3","NDUFB11"
"FADS3","NUBP2"
"FANCG","GSTM1"
"FANCG","HINT1"
"FASTK","FGF8"
"FASTK","FHIT"
"FASTK","GYS1"
"FATE1","FAU"
"FATE1","FGF8"
"FATE1","GEMIN4"
"FATE1","GEMIN7"
"FATE1","HDAC3"
"FATE1","HELT"
"FATE1","HYI"
"FATE1","ITGA2B"
"FATE1","LCE2C"
"FATE1","LST1"
"FATE1","MARVELD1"
"FATE1","MYBBP1A"
"FATE1","NCK2"
"FATE1","NFATC4"
"FATE1","NKX6-2"
"FATE1","NR5A1"
"FATE1","NT5M"
"FATE1","NUP210"
"FAU","FGF8"
"FAU","FHIT"
"FAU","ITGA2B"
"FAU","LCE2C"
"FAU","LST1"
"FAU","MYBBP1A"
"FAU","NFATC4"
"FAU","NKX6-2"
"FCN2","LCE2A"
"FGF8","FHIT"
"FGF8","GATA2"
"FGF8","GCLM"
"FGF8","GDF15"
"FGF8","GEMIN4"
"FGF8","GTF2H4"
"FGF8","HBD"
"FGF8","HBE1"
"FGF8","HBQ1"
"FGF8","HELT"
"FGF8","HMX3"
"FGF8","HRAS"
"FGF8","HYI"
"FGF8","ITGA2B"
"FGF8","KIF25"
"FGF8","KIR2DL1"
"FGF8","KLC2"
"FGF8","KLHDC3"
"FGF8","LAMA5"
"FGF8","LCE2C"
"FGF8","LCE3C"
"FGF8","LCN1"
"FGF8","LMBRD1"
"FGF8","LPIN2"
"FGF8","LSS"
"FGF8","LST1"
"FGF8","MARVELD1"
"FGF8","MICAL1"
"FGF8","MYBBP1A"
"FGF8","NACAP1"
"FGF8","NDP"
"FGF8","NFATC4"
"FGF8","NKX6-2"
"FGF8","NR5A1"
"FGF8","NT5M"
"FGF8","NUBP2"
"FGF8","NUDC"
"FGF8","NUP210"
"FGF8","OGFR"
"FGF8","OR4C46"
"FHIT","GATA2"
"FHIT","GCLM"
"FHIT","GEMIN4"
"FHIT","GEMIN7"
"FHIT","GTF2H4"
"FHIT","HBZ"
"FHIT","HELT"
"FHIT","HMX3"
"FHIT","HYI"
"FHIT","KLC2"
"FHIT","LAMA5"
"FHIT","LCE2C"
"FHIT","LCE3C"
"FHIT","LSS"
"FHIT","LST1"
"FHIT","MARVELD1"
"FHIT","MYBBP1A"
"FHIT","NDP"
"FHIT","NDRG2"
"FHIT","NFATC4"
"FHIT","NKX6-2"
"FHIT","NT5M"
"FHIT","NUBP2"
"FHIT","NUDC"
"FIS1","GLUD2"
"FLJ20712","NUP210"
"FRS3","GSTM1"
"FSD1","GNAI2"
"FSD1","GSTM1"
"FSD1","MYO18B"
"FSD1","MYO1A"
"FSHR","FTCD"
"FSHR","GSTM1"
"FSHR","HBD"
"FSHR","HCFC1"
"FSHR","HLA-DMA"
"FSHR","ITGA2B"
"FSHR","MIA"
"FSHR","MRPS12"
"FTCD","HBD"
"FTCD","HBE1"
"FTCD","HIVEP3"
"FTCD","KIF25"
"FTCD","KLHDC4"
"FTL","HIPK4"
"FTL","LIM2"
"FTL","NFATC4"
"FTL","NUP210"
"GATA2","GEMIN4"
"GATA2","GEMIN7"
"GATA2","GTF2H4"
"GATA2","HBD"
"GATA2","HBQ1"
"GATA2","HELT"
"GATA2","HLA-DMA"
"GATA2","HRAS"
"GATA2","HSPBP1"
"GATA2","ITGA2B"
"GATA2","KIF25"
"GATA2","KLC2"
"GATA2","KLHDC3"
"GATA2","KLHDC4"
"GATA2","LAMA5"
"GATA2","LCE2C"
"GATA2","LGALS12"
"GATA2","LSS"
"GATA2","LST1"
"GATA2","MARVELD1"
"GATA2","MICAL1"
"GATA2","MPZ"
"GATA2","MRPS12"
"GATA2","MYBBP1A"
"GATA2","NDP"
"GATA2","NFATC4"
"GATA2","NKX6-2"
"GATA2","NR5A1"
"GATA2","NT5M"
"GATA2","NUBP2"
"GATA2","NUDC"
"GATA2","OGFR"
"GCLM","GDF15"
"GCLM","GEMIN4"
"GCLM","GEMIN7"
"GCLM","GTF2H4"
"GCLM","HELT"
"GCLM","HYI"
"GCLM","KIR2DL1"
"GCLM","KLC2"
"GCLM","KLHDC4"
"GCLM","LAMA5"
"GCLM","LCE2C"
"GCLM","LCE3C"
"GCLM","LST1"
"GCLM","MARVELD1"
"GCLM","MFRP"
"GCLM","MYBBP1A"
"GCLM","NDP"
"GCLM","NKX6-2"
"GCLM","NUBP2"
"GCLM","NUP210"
"GCLM","OR4C46"
"GDF15","GEMIN4"
"GDF15","GEMIN7"
"GDF15","OGFR"
"GEMIN4","GEMIN7"
"GEMIN4","GTF2H4"
"GEMIN4","HYI"
"GEMIN4","KIR2DL1"
"GEMIN4","KLC2"
"GEMIN4","KLHDC4"
"GEMIN4","LAMA5"
"GEMIN4","LCE2C"
"GEMIN4","LCE3C"
"GEMIN4","LSS"
"GEMIN4","LST1"
"GEMIN4","MARVELD1"
"GEMIN4","MT4"
"GEMIN4","MYBBP1A"
"GEMIN4","NACAP1"
"GEMIN4","NDP"
"GEMIN4","NDUFA3"
"GEMIN4","NKX6-2"
"GEMIN4","NT5M"
"GEMIN4","NUBP2"
"GEMIN4","NUDC"
"GEMIN4","NUP210"
"GEMIN4","OR4C46"
"GEMIN7","GTF2H4"
"GEMIN7","KIR2DL1"
"GEMIN7","KLC2"
"GEMIN7","KLHDC4"
"GEMIN7","LAMA5"
"GEMIN7","LCE2C"
"GEMIN7","LCE3C"
"GEMIN7","LST1"
"GEMIN7","MARVELD1"
"GEMIN7","MFRP"
"GEMIN7","MYBBP1A"
"GEMIN7","NDP"
"GEMIN7","NKX6-2"
"GEMIN7","NUBP2"
"GEMIN7","OGFR"
"GNAI2","GSTM1"
"GNAI2","MTA1"
"GNAI2","MYO1A"
"GSTM1","KRT16"
"GSTM1","MEF2D"
"GSTM1","MYO1A"
"GSTM1","NDUFB10"
"GSTM1","NDUFB11"
"GTF2H4","HYI"
"GTF2H4","KCNK9"
"GTF2H4","LAMA5"
"GTF2H4","LCE2C"
"GTF2H4","LCE3C"
"GTF2H4","LSS"
"GTF2H4","MICAL1"
"GTF2H4","MYBBP1A"
"GTF2H4","NKX6-2"
"GTF2H4","NT5M"
"GTF2H4","NUBP2"
"GTF2H4","OGFR"
"GYS1","KLHDC3"
"GYS1","MEIS3"
"GYS1","MPHOSPH6"
"H2AFY","KIR2DL1"
"H2AFY","LCN1"
"H2AFY","NELL1"
"H2AFY","NR5A1"
"HAMP","IGHM"
"HBD","HBE1"
"HBD","HBQ1"
"HBD","HBZ"
"HBD","HELT"
"HBD","KIF25"
"HBD","KLC2"
"HBD","KLHDC3"
"HBD","LCE2C"
"HBD","LCN1"
"HBD","LST1"
"HBD","MICAL1"
"HBD","MRPS12"
"HBD","NFATC4"
"HBD","NKX6-2"
"HBD","NUDC"
"HBD","OGFR"
"HBE1","HBQ1"
"HBE1","HBZ"
"HBE1","HELT"
"HBE1","KIF25"
"HBE1","KLHDC3"
"HBE1","LCE2C"
"HBE1","LST1"
"HBE1","MICAL1"
"HBE1","MRPS12"
"HBE1","NKX6-2"
"HBE1","NUDC"
"HBE1","OGFR"
"HBQ1","HBZ"
"HBQ1","HELT"
"HBQ1","ITGA2B"
"HBQ1","KLHDC3"
"HBQ1","LSS"
"HBQ1","LST1"
"HBQ1","MRPS12"
"HBQ1","NFATC4"
"HBQ1","NKX6-2"
"HBQ1","NUBP2"
"HBQ1","NUDC"
"HBQ1","OGFR"
"HDAC3","HRAS"
"HDAC3","KCNK9"
"HDAC3","MICAL1"
"HDAC3","MSI1"
"HELT","HYI"
"HELT","ITGA2B"
"HELT","KIF25"
"HELT","LAMA5"
"HELT","LCE2C"
"HELT","LCN1"
"HELT","LSS"
"HELT","LST1"
"HELT","MICAL1"
"HELT","MYBBP1A"
"HELT","NDRG2"
"HELT","NT5M"
"HELT","OGFR"
"HINT1","MYO18B"
"HINT1","MYO1A"
"HIPK4","LCE2C"
"HIPK4","OR4C46"
"HLA-DMA","ILKAP"
"HLA-DMA","ITGA2B"
"HLA-DMA","MICAL1"
"HRAS","HYI"
"HRAS","KLC2"
"HRAS","NKX6-2"
"HRAS","NUP210"
"HRAS","OR4C46"
"HSPBP1","NUBP2"
"HYI","KIF25"
"HYI","LAMA5"
"HYI","LCE2C"
"HYI","LST1"
"HYI","MFRP"
"HYI","MICAL1"
"HYI","MYBBP1A"
"HYI","NDP"
"HYI","NDUFA3"
"HYI","NFATC4"
"HYI","NKX6-2"
"HYI","NR5A1"
"HYI","NT5M"
"HYI","NUBP2"
"IDH2","KRTAP19-6"
"IFIT2","IFITM1"
"ILKAP","ITGA2B"
"ITGA2B","KLHDC3"
"ITGA2B","LPIN2"
"ITGA2B","LST1"
"ITGA2B","MYBBP1A"
"ITGA2B","NFATC4"
"ITGA2B","NT5M"
"ITGA2B","NUBP2"
"ITGA2B","NUDC"
"KCNK9","KLHDC4"
"KCNK9","LAMA5"
"KCNK9","LCE2C"
"KCNK9","LST1"
"KCNK9","MICAL1"
"KCNK9","NKX6-2"
"KIF25","KLC2"
"KIF25","KLHDC3"
"KIF25","KLHDC4"
"KIF25","LPIN2"
"KIF25","LSS"
"KIF25","LST1"
"KIF25","MARVELD1"
"KIF25","MICAL1"
"KIF25","MRPS12"
"KIF25","MYBBP1A"
"KIF25","NKX6-2"
"KIF25","NUDC"
"KIR2DL1","LPIN2"
"KIR2DL1","NR5A1"
"KLC2","KLHDC3"
"KLC2","KLHDC4"
"KLC2","LST1"
"KLC2","MIA"
"KLC2","MYBBP1A"
"KLC2","NDUFB10"
"KLC2","NKX6-2"
"KLC2","OPTC"
"KLHDC3","KLHDC4"
"KLHDC3","LAMA5"
"KLHDC3","LCE2C"
"KLHDC3","LCN1"
"KLHDC3","LSS"
"KLHDC3","LST1"
"KLHDC3","MARVELD1"
"KLHDC3","MICAL1"
"KLHDC3","MYBBP1A"
"KLHDC3","NFATC4"
"KLHDC3","OGFR"
"KLHDC4","LSS"
"KLHDC4","LST1"
"KLHDC4","MARVELD1"
"KLHDC4","NDFIP1"
"KLHDC4","NDP"
"KLHDC4","NFATC4"
"KLHDC4","NKX6-2"
"KRT16","MRPL52"
"KRTAP23-1","NUBP2"
"KRTAP6-2","LMBRD1"
"KRTAP6-2","LRG1"
"LAMA5","LCE2C"
"LAMA5","LCE3C"
"LAMA5","LSS"
"LAMA5","LST1"
"LAMA5","MARVELD1"
"LAMA5","MICAL1"
"LAMA5","MRPS12"
"LAMA5","MYBBP1A"
"LAMA5","NDP"
"LAMA5","NFATC4"
"LAMA5","NKX6-2"
"LAMA5","NUBP2"
"LAMA5","NUDC"
"LAMA5","OGFR"
"LCE2C","LCE3C"
"LCE2C","LGALS12"
"LCE2C","LSS"
"LCE2C","LST1"
"LCE2C","MARVELD1"
"LCE2C","MFRP"
"LCE2C","MIA"
"LCE2C","MICAL1"
"LCE2C","MRPS12"
"LCE2C","MYBBP1A"
"LCE2C","NDP"
"LCE2C","NDUFA3"
"LCE2C","NDUFB10"
"LCE2C","NFATC4"
"LCE2C","NKX6-2"
"LCE2C","NUBP2"
"LCE2C","NUDC"
"LCE2C","NUP210"
"LCE2C","OGFR"
"LCE3C","LSS"
"LCE3C","MYBBP1A"
"LCE3C","NDUFA3"
"LCE3C","NKX6-2"
"LCE3C","NUBP2"
"LCN1","LST1"
"LCN1","MCL1"
"LCN1","NES"
"LCN1","NFATC4"
"LCN1","NR5A1"
"LCN1","NUDC"
"LENG1","LENG8"
"LGALS12","LSS"
"LGALS12","LST1"
"LGALS12","NKX6-2"
"LGALS12","NUDC"
"LGALS12","OGFR"
"LIMS3","LST1"
"LPIN2","MRPS12"
"LPIN2","NFATC4"
"LRG1","OR4C46"
"LSS","LST1"
"LSS","MARVELD1"
"LSS","MRPS12"
"LSS","MYBBP1A"
"LSS","NACAP1"
"LSS","ND2"
"LSS","NDP"
"LSS","NT5M"
"LSS","NUDC"
