"symbol1" "symbol2" "MF"
"ITGB4" "CRK" 0.3445
"ITGB4" "EPPK1" 0.2545
"ITGB4" "ACTN4" 0.417
"ITGB4" "COMP" 0.3435
"ITGB4" "COL9A3" 0.039
"PPP1R15A" "PPP2R4" NA
"PPP1R15A" "PPP2R5A" 0.7255
"PPP1R15A" "TSC2" 0.58375
"PPP1R15A" "ZNF148" 0.2655
"PPP1R15A" "KLF6" 0.2775
"TFAP4" "SP1" 0.6705
"TFAP4" "TPST2" 0.244
"TFAP4" "SALL2" 0.66175
"THPO" "SPI1" 0.19925
"THPO" "ACHE" 0.1605
"THPO" "VWF" 0.28875
"THPO" "GATA2" 0.221
"THPO" "SOS1" 0.47325
"THPO" "STAT3" 0.208
"THPO" "PSMA7" 0.3065
"THPO" "CSF3R" 0.2015
"THPO" "STAT5A" 0.24225
"THPO" "IL7R" 0.221
"THPO" "GP9" 0.434
"THPO" "IL6R" 0.3285
"THPO" "CNTFR" 0.41625
"THPO" "AKT1" 0.22125
"THPO" "ITGA2B" 0.36375
"THPO" "CXCR4" 0.17125
"THPO" "ZFPM1" 0.223
"THPO" "PF4" 0.46975
"SEMA4G" "OBSCN" 0.361
"PRRT1" "EPPK1" NA
"BCL7C" "SMARCD3" NA
"BCL7C" "VPS37C" NA
"NDUFB7" "NDUFB10" 0.91075
"NDUFB7" "NDUFV1" 0.91075
"NDUFB7" "UQCRC2" 0.20775
"NDUFB7" "UQCRQ" 0.35475
"NDUFB7" "COX5A" 0.453
"NDUFB7" "NDUFB11" 0.06525
"NDUFB7" "ZNHIT1" 0.06525
"NDUFB7" "ACAD9" 0.3645
"NDUFB7" "NDUFS7" 0.91075
"NDUFB7" "SDHC" 0.453
"NDUFB7" "COX7C" 0.40125
"NDUFB7" "ATP5G1" NA
"NDUFB7" "NDUFA3" 0.91075
"TIMM13" "CAB39" 0.1015
"TIMM13" "CHCHD4" 0.133
"TIMM13" "TMPRSS9" NA
"TIMM13" "ATP5G1" NA
"TIMM13" "TIMM8A" 0.2255
"PDXP" "ECE1" 0.43225
"PDXP" "SH3GL1" 0.31
"PDXP" "MCL1" 0.272
"PDXP" "AMBP" 0.2175
"PDXP" "COMP" 0.306
"PDXP" "TH" 0.33475
"PDXP" "PPP2R4" NA
"PDXP" "NDP" 0.29725
"PDXP" "TYRO3" 0.312
"PDXP" "TNFRSF10C" 0.15175
"JOSD1" "TIMM8A" 0.688
"NIPSNAP1" "B3GAT3" 0.688
"NIPSNAP1" "CHCHD2" 0.688
"TXN2" "EEF2" 0.688
"TXN2" "GLRX" 0.26775
"TXN2" "APEX2" 0.051
"TXN2" "CLPP" 0.688
"TXN2" "SEC61A1" 0.688
"TXN2" "RPL8" 0.2745
"TXN2" "MDH2" 0.2745
"TXN2" "TXNRD2" 0.688
"EFS" "CRK" 0.449
"GSS" "TXNRD2" 0.3245
"GSS" "CNDP2" 0.187
"GSS" "GLRX" 0.1385
"GSS" "GGT1" 0.3055
"GSS" "ALOX5AP" 0.34125
"GSS" "GSTM1" 0.563
"GSS" "GCLM" 0.237
"SRMS" "ILKAP" 0.688
"SRMS" "PPP3CC" 0.388
"SRMS" "CD79A" 0.3915
"PQBP1" "SF3A2" 0.49475
"PQBP1" "PCBP2" 0.46775
"PQBP1" "GTF2F1" 0.48175
"PQBP1" "POLR2L" 0.23525
"PQBP1" "LSM2" 0.445
"PQBP1" "CPSF1" 0.40575
"PQBP1" "XAB2" 0.688
"PQBP1" "CTNNBL1" 0.3755
"PQBP1" "PCBP1" 0.48575
"PQBP1" "LSM7" 0.47525
"PQBP1" "DNM2" 0.3715
"PCSK1N" "CPE" 0.21025
"PCSK1N" "UTS2R" 0.052
"USP11" "MCM3AP" NA
"USP11" "RBM10" 0.3005
"USP11" "USP5" 0.76925
"ACP5" "CLCN7" 0.06425
"ACP5" "NES" 0.034
"ACP5" "TNF" 0.06575
"ACP5" "CD207" 0.07625
"ACP5" "VANGL1" 0.12775
"MT4" "MT1X" 0.79825
"MMP15" "TNF" 0.3635
"MMP15" "HLA-G" 0.32975
"TSC2" "STK11" 0.3995
"TSC2" "HRAS" 0.315
"TSC2" "EIF4EBP1" 0.3295
"TSC2" "AKT1" 0.4315
"TSC2" "CRTC2" 0.3625
"TSC2" "PLK1" 0.3855
"TSC2" "EEF2" 0.40625
"TSC2" "PI3" 0.179
"TSC2" "CAMKK2" 0.171
"TSC2" "PPP2R4" NA
"TSC2" "FKBP1C" NA
"ZP2" "ZP3" 0.56475
"ZP2" "FGF8" 0.1925
"ZP2" "ALX4" 0.1665
"MAZ" "HRAS" 0.38825
"MAZ" "AKT1" 0.3005
"CSK" "GNB1" 0.41575
"CSK" "HRAS" 0.4595
"CSK" "VWF" 0.393
"CSK" "STAT3" 0.36975
"CSK" "HLA-DQA2" 0.0295
"CSK" "ARRB2" 0.38325
"CSK" "RHOG" 0.44675
"CSK" "ILKAP" 0.688
"CSK" "PPP3CC" 0.368
"CSK" "ACTN4" 0.33225
"CSK" "AKT1" 0.54125
"CSK" "ITGA2B" 0.47125
"CSK" "HLA-DRA" 0.28
"CSK" "HCK" 0.55425
"CSK" "PPP2R4" NA
"CSK" "PLAUR" 0.3555
"CSK" "DNM2" 0.401
"CSK" "CD79A" 0.4545
"CSK" "PORCN" 0.28075
"CSK" "ACTA1" 0.295
"CSK" "HLA-DRB1" 0.0645
"CTSH" "BID" 0.19775
"CTSH" "HLA-DRB1" 0.034
"CTSH" "HLA-DQA2" 0.26775
"CTSH" "HLA-DRA" 0.208
"PYCRL" "PYCR2" NA
"PYCRL" "PRODH" NA
"EXOSC5" "RPL7" 0.335
"EXOSC5" "RPL27A" 0.36375
"EXOSC5" "RPL11" 0.319
"EXOSC5" "RPLP2" 0.38625
"EXOSC5" "RPS9" 0.29175
"EXOSC5" "RPS2" 0.33375
"EXOSC5" "RPL4" 0.36375
"EXOSC5" "RPL36AL" 0.688
"EXOSC5" "RPL18" 0.1675
"EXOSC5" "RPL15" 0.35525
"EXOSC5" "RPL13A" 0.1765
"EXOSC5" "MPHOSPH6" 0.688
"EXOSC5" "RPL41" 0.15925
"EXOSC5" "ZFP36L1" 0.2745
"EXOSC5" "RPLP0" 0.31675
"EXOSC5" "RPL35" 0.1765
"EXOSC5" "RPL30" 0.36375
"EXOSC5" "RPL14" 0.35525
"EXOSC5" "RPL32" 0.1675
"EXOSC5" "KHSRP" 0.365
"EXOSC5" "KPNA6" 0.3295
"EXOSC5" "RPL8" 0.1675
"EXOSC5" "EXOSC7" 0.6
"EXOSC5" "EXOSC3" 0.6935
"EXOSC5" "RPL10" 0.31525
"EXOSC5" "RPL37" 0.1675
"EXOSC5" "RPL37A" 0.36375
"PAF1" "GTF2F1" 0.43275
"PAF1" "POLR2L" 0.248
"PAF1" "CSNK2B" 0.441
"PAF1" "KLC2" 0.39725
"PAF1" "KIAA0101" NA
"PAF1" "GTF2H4" 0.2805
"PAF1" "IFIT2" 0.42175
"RELB" "NFKB2" 0.676
"RELB" "PSMB4" 0.28875
"RELB" "PSME4" 0.26225
"RELB" "PSMA7" 0.29925
"RELB" "STAT3" 0.6245
"RELB" "TRAF5" 0.3485
"RELB" "TNF" 0.47675
"RELB" "NFKBIB" 0.4135
"RELB" "AKT1" 0.30125
"RELB" "ANXA5" 0.28075
"RELB" "DAXX" 0.4395
"RELB" "IRF3" 0.62775
"RELB" "CORT" 0.15275
"SF3A2" "RANGAP1" 0.5225
"SF3A2" "AGPAT1" 0.42575
"SF3A2" "LSM2" 0.611
"SF3A2" "PCBP2" 0.624
"SF3A2" "GTF2F1" 0.42925
"SF3A2" "POLR2L" 0.25575
"SF3A2" "RBM10" 0.5925
"SF3A2" "EEF2" 0.59275
"SF3A2" "CPSF1" 0.55875
"SF3A2" "EIF4G3" 0.6185
"SF3A2" "XAB2" 0.688
"SF3A2" "CTNNBL1" 0.522
"SF3A2" "LSM7" 0.69325
"SF3A2" "PCBP1" 0.6295
"FSD1" "SRF" 0.21025
"FSD1" "MYOG" 0.21825
"FSD1" "RPS2" 0.21225
"CD79A" "SELL" 0.3135
"CD79A" "SLC3A2" 0.32275
"CD79A" "IL13" 0.688
"CD79A" "VWF" 0.441
"CD79A" "IL7R" 0.33525
"CD79A" "CD7" 0.156
"CD79A" "AKT1" 0.3675
"CD79A" "CXCR4" 0.256
"CD79A" "UNG" 0.33925
"CD79A" "GGT1" 0.35825
"CD79A" "COX5A" 0.37575
"CD79A" "CD68" NA
"CD79A" "TNF" 0.46475
"CD79A" "VAV1" 0.35075
"CD79A" "SPN" 0.24075
"CD79A" "CD72" 0.464
"CD79A" "HLA-DRB1" 0.10525
"CD79A" "TNFRSF13B" 0.47275
"CD79A" "CFP" 0.45975
"CD79A" "MGAM" 0.126
"CD79A" "S100A8" 0.32525
"CD79A" "AMBP" 0.385
"CD79A" "SOS1" 0.393
"LIM2" "GJA8" NA
"LIM2" "FTL" NA
"RABAC1" "RAB5C" 0.40725
"DBP" "CEBPA" 0.54025
"DBP" "BATF" 0.6995
"MLL4" "HCFC1" NA
"MLL4" "HDAC3" NA
"COMP" "TNFRSF10C" 0.15175
"COMP" "UNG" 0.3115
"COMP" "HINT1" 0.19175
"COMP" "TYRO3" 0.2565
"COMP" "MICAL1" 0.3185
"COMP" "FOXM1" 0.312
"COMP" "ITGA2B" 0.32275
"COMP" "NES" 0.44325
"COMP" "TH" 0.34
"COMP" "ECE1" 0.33525
"COMP" "SH3GL1" 0.322
"COMP" "MCL1" 0.28475
"COMP" "COL9A3" 0.29475
"COMP" "NDP" 0.30825
"COMP" "ZBTB32" 0.34875
"COMP" "RAB5C" 0.3635
"COMP" "TNIP1" 0.3435
"COMP" "AMBP" 0.274
"HAMP" "GDF15" NA
"HAMP" "STAT3" NA
"HAMP" "TNF" NA
"HAMP" "FTL" NA
"DLX5" "FGF8" 0.066
"DLX5" "MSX1" 0.42225
"DLX5" "WNT10B" 0.09425
"MOSPD3" "OSBPL1A" NA
"MOSPD3" "ISYNA1" NA
"FIS1" "RHOT2" 0.42425
"FIS1" "DNM2" 0.39275
"FIS1" "ZNHIT1" 0.44775
"C8G" "LCN1" NA
"C8G" "VTN" NA
"ACTA2" "MYL2" 0.34875
"ACTA2" "RASL10B" NA
"ACTA2" "EGR1" 0.487
"ACTA2" "MYL6" 0.34875
"ACTA2" "TMSB4X" 0.68175
"ACTA2" "PRKCG" 0.06325
"ACTA2" "ANXA5" 0.6965
"ACTA2" "GSPT2" 0.34875
"ACTA2" "RHOG" 0.851
"ACTA2" "DYNC1H1" 0.34875
"ACTA2" "EEF2" 0.851
"ACTA2" "MYO18B" NA
"ACTA2" "ACTN4" 0.34875
"ACTA2" "TNNT2" 0.34875
"ACTA2" "HK3" 0
"ACTA2" "RPL14" 0.34875
"ACTA2" "RPS23" 0.34875
"ACTA2" "CALML5" 0.11775
"ACTA2" "ARPC4" 0.68175
"ACTA2" "VWF" 0.52125
"ACTA2" "OBSCN" 0.5635
"ACTA2" "TUBB" 0.54325
"ACTA2" "SRF" 0.34875
"ACTA2" "DIRAS3" 0.34875
"ACTA2" "ARPC5" 0.34875
"ACTA2" "RPL18" 0.156
"ACTA2" "AKT1" 0.68175
"ACTA2" "CDC25A" 0.851
"ACTA2" "MYL3" 0.11425
"ACTA2" "PGK1" 0.34875
"ACTA2" "PLK1" 0.851
"ACTA2" "CALB2" 0.11775
"ACTA2" "SMARCD3" 0.2595
"ACTA2" "TUBB2B" 0.34875
"ACTA2" "TNF" 0.52125
"ACTA2" "DIRAS2" 0.1015
"ACTA2" "DNAH11" 0.1155
"ACTA2" "HDAC3" 0.68175
"ACTA2" "DNM2" 0.68175
"ACTA2" "SP1" 0.51825
"ACTA2" "FAU" 0.156
"ACTA2" "ARPC1B" 0.34875
"ACTA2" "MYO1A" NA
"ACTA2" "RHOBTB1" 0.851
"ACTA2" "HRAS" 0.34875
"ACTA2" "GABARAP" 0.54325
"ACTA2" "CABP2" 0
"ACTA2" "TPM2" 0.2435
"ACTA2" "ZNHIT1" 0.51825
"WNT3" "GBX2" 0.1215
"WNT3" "DHH" 0.403
"WNT3" "MSX1" 0.2
"WNT3" "AKT1" 0.30775
"WNT3" "TCF7" 0.3275
"WNT3" "EVX1" 0.1215
"WNT3" "PORCN" 0
"WNT3" "WNT10B" 0.77425
"WNT3" "WNT11" 0.6335
"WNT3" "FGF8" 0.25575
"PIGL" "MSX1" 0
"PIGL" "GYS1" 0.108
"VTN" "TNF" 0.3995
"VTN" "PLAUR" 0.4015
"VTN" "SPARC" 0.416
"VTN" "PF4" 0.40825
"VTN" "AMBP" 0.3035
"VTN" "VWF" 0.577
"VTN" "AKT1" 0.26275
"VTN" "ITGA2B" 0.432
"FRG1" "TNNT3" 0.462
"SPI1" "QRSL1" 0.262
"SPI1" "TAL1" 0.66775
"SPI1" "GATA2" 0.6845
"SPI1" "CSF3R" 0.234
"SPI1" "STAT3" 0.62725
"SPI1" "STAT5A" 0.50325
"SPI1" "IL7R" 0.241
"SPI1" "SRF" 0.65525
"SPI1" "MCM3AP" NA
"SPI1" "IRF2" 0.65025
"SPI1" "NDRG2" 0.688
"SPI1" "CEBPA" 0.66175
"SPI1" "IL32" 0.688
"SPI1" "SDHC" 0.118
"SPI1" "CD53" 0.688
"SPI1" "PRAM1" 0.29625
"SPI1" "NONO" 0.62175
"SPI1" "CLPP" 0.253
"SPI1" "HCK" 0.26675
"SPI1" "CD68" NA
"SPI1" "TNF" 0.43375
"SPI1" "VAV1" 0.428
"SPI1" "HDAC3" 0.33725
"SPI1" "NPM1" 0.3895
"SPI1" "ZFPM1" 0.722
"MYL2" "MYL6" 0.44175
"MYL2" "TCAP" 0.4585
"MYL2" "MYO18B" NA
"MYL2" "PPP3CC" 0.301
"MYL2" "TNNT2" 0.51725
"MYL2" "ACTA1" 0.573
"MYL2" "TPM2" 0.54425
"MYL2" "OBSCN" 0.519
"MYL2" "MIB2" 0.31575
"MYL2" "AKT1" 0.295
"MYL2" "PLK1" 0.3765
"MYL2" "MYL3" 0.70975
"MYL2" "CAMK2A" 0.271
"MYL2" "TNNI1" 0.688
"MYL2" "TBX5" 0.29475
"MYL2" "TNNI2" 0.48725
"MYL2" "TNNT3" 0.4965
"UNC93A" "KCNK9" NA
"UNC93A" "KCNK3" NA
"HARS2" "MARS" 0.62075
"HARS2" "PEPD" 0.39075
"SPARC" "VWF" 0.44425
"SPARC" "VEGFB" 0.2925
"SPARC" "ACTN4" 0.3435
"SPARC" "TMSB4X" 0.354
"SPARC" "STAB1" 0.311
"SPARC" "PF4" 0.3565
"HAND1" "SLC25A23" 0.28425
"HAND1" "IRX4" 0.80075
"IRX4" "TBX5" 0.80075
"NCK2" "TNK2" 0.26675
"NCK2" "CRK" 0.57575
"NCK2" "EPHB3" 0.06325
"NCK2" "GIT1" 0.688
"NCK2" "ARPC1B" 0.47925
"NCK2" "SOS1" 0.32975
"NCK2" "FYB" NA
"NCK2" "ARPC5" 0.47925
"NDUFS7" "UQCRC2" 0.375
"NDUFS7" "RPL11" 0.26375
"NDUFS7" "ACAD9" 0.404
"NDUFS7" "NDUFB11" 0.688
"NDUFS7" "SDHC" 0.329
"NDUFS7" "ATP5G1" NA
"NDUFS7" "NDUFA3" 0.91075
"NDUFS7" "NDUFB10" 0.8295
"NDUFS7" "NDUFV1" 0.91075
"NDUFS7" "RHOT2" 0.358
"COX7A2L" "HINT1" NA
"COX7A2L" "COX5A" NA
"COX7A2L" "COX7C" NA
"GRIN3B" "GRIK5" 0.492
"TPSG1" "IL13" 0.10925
"RGS2" "PRKCG" 0.06875
"RGS2" "TRIM47" 0.1255
"RGS2" "GNAI2" 0.3055
"SELL" "CD7" 0.156
"SELL" "AKT1" 0.365
"SELL" "ANXA5" 0.41775
"SELL" "ITGA2B" 0.31825
"SELL" "CXCR4" 0.24575
"SELL" "LAMP1" 0.37325
"SELL" "IL6R" 0.2565
"SELL" "TNF" 0.3845
"SELL" "MSN" 0.34925
"SELL" "SPN" 0.12825
"SELL" "NTAN1" 0
"SELL" "STAT3" 0.2895
"SELL" "ELF4" 0.2675
"SELL" "IL13" 0.688
"SELL" "VWF" 0.348
"SELL" "STAT5A" 0.2635
"SELL" "IL7R" 0.249
"GLRX" "AKT1" 0.14625
"GLRX" "TXNRD2" 0.52125
"GLRX" "MARS" 0.11325
"GLRX" "EEF1G" 0.13875
"GLRX" "RRM2" 0.27425
"EGR1" "IRF2" 0.64625
"EGR1" "IRF7" 0.62475
"EGR1" "CDKN1C" 0.2515
"EGR1" "SDHC" 0.16975
"EGR1" "DAXX" 0.284
"EGR1" "ALOX5AP" 0.234
"EGR1" "BST2" 0.38525
"EGR1" "LHX2" 0.80075
"EGR1" "HRAS" 0.33725
"EGR1" "PITX1" 0.61725
"EGR1" "GDF15" 0.274
"EGR1" "SOCS1" 0.25225
"EGR1" "ADAR" 0.365
"EGR1" "IER2" 0.55675
"EGR1" "HSPB1" 0.38375
"EGR1" "CAMK2A" 0.2615
"EGR1" "NR5A1" 0.65925
"EGR1" "TNF" 0.50425
"EGR1" "SP1" 0.5895
"EGR1" "HLA-G" 0.2815
"EGR1" "IRF3" 0.58175
"EGR1" "IFIT2" 0.41
"EGR1" "GATA2" 0.6165
"EGR1" "IFITM1" 0.688
"EGR1" "STAT3" 0.599
"EGR1" "SRF" 0.59775
"EGR1" "AKT1" 0.32825
"PPP3CC" "CALB2" 0.222
"PPP3CC" "PLCB2" 0.28225
"PPP3CC" "CALML5" 0.1335
"PPP3CC" "PPP2R5A" 0.43275
"PPP3CC" "AKT1" 0.306
"PPP3CC" "MYL3" 0.12575
"PPP3CC" "LIMK2" 0.42425
"PPP3CC" "PLCB3" 0.59925
"PPP3CC" "CAMK2A" 0.4275
"PPP3CC" "PIP5K1C" 0.3135
"PPP3CC" "HCK" 0.36975
"PPP3CC" "BAD" 0.31475
"PPP3CC" "KCNIP2" 0.24475
"PPP3CC" "PPP2R4" NA
"PPP3CC" "MEF2D" 0.26375
"PPP3CC" "NFATC4" 0.27625
"PPP3CC" "ANAPC2" 0.688
"PPP3CC" "PPP1R1B" 0.24325
"PPP3CC" "EPHB3" 0.1635
"PPP3CC" "BIN2" 0.3845
"PPP3CC" "RIPK1" 0.328
"PPP3CC" "CABP2" 0.06225
"PPP3CC" "FKBP1C" NA
"PPP3CC" "STK11" 0.3195
"PPP3CC" "PIM2" 0.42425
"PPP3CC" "TYRO3" 0.327
"PPP3CC" "AP2A1" 0.351
"PPP3CC" "MYL6" 0.36175
"PPP3CC" "PRKCG" 0.177
"PPP3CC" "CRTC2" 0.377
"GJA8" "CACNA1H" 0.752
"MYOG" "SRF" 0.701
"MYOG" "AKT1" 0.314
"MYOG" "PRMT5" 0.403
"MYOG" "NES" 0.112
"MYOG" "DYRK1B" 0.25025
"MYOG" "TNF" 0.48075
"MYOG" "MEF2D" 0.70375
"MYOG" "SP1" 0.64875
"MYOG" "CTF1" 0.27325
"NPY" "GNB1" 0.22475
"NPY" "FFAR2" 0.41
"NPY" "ACHE" 0.1575
"NPY" "STAT3" 0.1975
"NPY" "NPW" 0.434
"NPY" "GNB2" 0.22475
"NPY" "PNMT" 0
"NPY" "ADCY1" 0.00075
"NPY" "GNAI2" 0.385
"NPY" "DBH" 0.08625
"NPY" "CXCR4" 0.36025
"NPY" "CALB2" 0.157
"NPY" "CORT" 0.64325
"NPY" "GRM4" 0.29275
"NPY" "ASIP" 0.811
"NPY" "HTR3A" 0.2515
"NPY" "TH" 0.22925
"NPY" "TNF" 0.389
"NPY" "CD63" 0.434
"NPY" "PF4" 0.47475
"CNTFR" "IL13" 0.688
"CNTFR" "STAT3" 0.27425
"CNTFR" "CTF1" 0.42175
"CNTFR" "IL6R" 0.66375
"UNG" "APEX2" 0.11675
"UNG" "GGT1" 0.31925
"UNG" "SH3GL1" 0.34175
"UNG" "CDA" 0.35425
"UNG" "MCL1" 0.28825
"UNG" "RRM2" 0.32
"SEC61A1" "EEF2" 0.308
"SEC61A1" "RPL7" 0.295
"SEC61A1" "PCSK4" 0.688
"SEC61A1" "RPS21" 0.16325
"SEC61A1" "UQCRC2" 0.301
"SEC61A1" "RPL27A" 0.299
"SEC61A1" "RPL11" 0.2785
"SEC61A1" "MRPL16" 0.081
"SEC61A1" "RPLP2" 0.30325
"SEC61A1" "RPS9" 0.2575
"SEC61A1" "RPS2" 0.298
"SEC61A1" "RPL10" 0.2705
"SEC61A1" "RPL37" 0.13875
"SEC61A1" "RPL37A" 0.299
"SEC61A1" "MRPS12" 0.299
"SEC61A1" "RPL41" 0.13975
"SEC61A1" "DYRK1B" 0.28125
"SEC61A1" "UFD1L" NA
"SEC61A1" "RPLP0" 0.272
"SEC61A1" "RPL30" 0.299
"SEC61A1" "RPL14" 0.301
"SEC61A1" "SURF4" 0.688
"SEC61A1" "RPL35" 0.149
"SEC61A1" "RPS23" 0.299
"SEC61A1" "RPL32" 0.13875
"SEC61A1" "TNF" 0.31025
"SEC61A1" "ASNA1" 0.37875
"SEC61A1" "RPL8" 0.13875
"SEC61A1" "RPL4" 0.299
"SEC61A1" "DDOST" 0.257
"SEC61A1" "OS9" 0.688
"SEC61A1" "MRPL17" 0.153
"SEC61A1" "RPL36AL" 0.688
"SEC61A1" "RPL18" 0.13875
"SEC61A1" "RPL15" 0.301
"SEC61A1" "RPL13A" 0.149
"SEC61A1" "RPN1" 0.29025
"CHPF" "B3GAT3" 0.47725
"CHPF" "EXT2" 0.5025
"PI3" "TYRO3" 0.03675
"PI3" "STAT5A" 0.061
"PI3" "EIF4EBP1" 0.04775
"PI3" "ANXA5" 0.126
"PI3" "SH3GL1" 0.0565
"PI3" "CTNNBL1" 0.07275
"PI3" "SERPINB5" 0.45025
"PI3" "ZFYVE1" 0.03725
"PI3" "MCL1" 0.03925
"PI3" "ALOX5AP" 0.02975
"PI3" "HRAS" 0.03575
"PI3" "STAT3" 0.03325
"PI3" "WDTC1" 0.099
"PI3" "AKT1" 0.089
"PI3" "TNF" 0.1375
"PEPD" "EIF5A" 0.3145
"PEPD" "CNDP2" 0.87575
"PEPD" "SARDH" 0.20175
"TREM1" "TNF" 0.245
"TREM1" "KIR2DL1" 0.245
"CLPP" "MDH2" 0.19325
"THOC2" "MCM3AP" NA
"THOC2" "CPSF1" 0.6175
"THOC2" "NR5A1" 0.36075
"THOC2" "THOC6" NA
"THOC2" "POM121" 0.35425
"THOC2" "NUP210" NA
"RTN2" "CSAD" NA
"SLURP1" "LY6H" 0.652
"FFAR2" "PROK2" 0.331
"FFAR2" "GNAI2" 0.324
"FFAR2" "ADRBK1" NA
"FFAR2" "P2RY11" 0.53825
"FFAR2" "PLCB2" 0.04825
"FFAR2" "GNB1" 0.37025
"FFAR2" "PLCB3" 0.32075
"FFAR2" "UTS2R" 0.60075
"FFAR2" "GNB2" 0.37025
"CFP" "THSD1" NA
"CFP" "ADAMTS13" 0.47875
"CFP" "ADAMTS4" 0.6275
"CFP" "FCN1" 0.5145
"CFP" "ADAMTSL2" 0.688
"COX7C" "HCFC1" 0.18225
"COX7C" "RPL37A" 0.05725
"COX7C" "HINT1" 0.273
"COX7C" "RPS21" 0.00975
"COX7C" "UQCRC2" 0.197
"COX7C" "RPL11" 0.05725
"COX7C" "UQCRQ" 0.68825
"COX7C" "COX5A" 0.919
"COX7C" "RPL30" 0.05725
"COX7C" "RPL35" 0.00975
"COX7C" "UBL5" 0.05725
"COX7C" "FAU" 0.00975
"COX7C" "TBCA" 0.05725
"HSPB1" "STAT3" 0.49275
"HSPB1" "AKT1" 0.439
"HSPB1" "ANXA5" 0.36925
"HSPB1" "DAXX" 0.505
"HSPB1" "PFDN2" 0.45025
"HSPB1" "CRK" 0.36625
"HSPB1" "NDUFV1" 0.06525
"HSPB1" "MSN" 0.47875
"HSPB1" "ACTA1" 0.345
"HSPB1" "HN1" NA
"HSPB1" "PPP2R4" NA
"HSPB1" "TNF" 0.5185
"DGCR6L" "UFD1L" NA
"DGCR6L" "PRODH" 0.12775
"DGCR6L" "TBX1" 0.3595
