"symbol1" "symbol2" "BP"
"ARF1" "HRAS" 0.34
"ARF1" "MSN" 0.33725
"ARF1" "NPM1" 0.37025
"ARF1" "PCBP1" 0.18875
"ARF1" "PGK1" 0.2675
"ARF1" "PLK1" 0.292
"ARF1" "PPIB" 0.18225
"ARF1" "PPP3CC" 0.125
"ARF1" "PSMA4" 0.08975
"ARF1" "PSMA7" 0.08975
"ARF1" "PSMB4" 0.08975
"ARF1" "PSMC4" 0.1775
"ARF1" "RAB5B" 0.45175
"ARF1" "RAB5C" 0.4045
"ARF1" "RPL4" 0.2325
"ARF1" "RPL8" 0.235
"ARF1" "RPL11" 0.31875
"ARF1" "RPL15" 0.235
"ARF1" "RPL18" 0.235
"ARF1" "RPL30" 0.31525
"ARF1" "RPL27A" 0.2325
"ARF1" "RPL32" 0.235
"ARF1" "RPL36AL" NA
"ARF1" "RPL37" 0.2325
"ARF1" "RPLP0" 0.35025
"ARF1" "RPLP2" 0.2325
"ARF1" "RPN1" 0.11875
"ARF1" "RPS2" 0.262
"ARF1" "RPS9" 0.27325
"ARF1" "RPS23" 0.26375
"ARF1" "SURF4" 0.3635
"ARF1" "UQCRC2" 0.21575
"ARF1" "RPL14" 0.267
"ARF1" "RAB11B" 0.44475
"ARF1" "ARFRP1" 0.43225
"ARF1" "RPL35" 0.25075
"ARF1" "EXOSC7" 0.156
"ARF1" "PIP5K1C" 0.47575
"ARF1" "RPL13A" 0.33375
"ARF1" "GSPT2" 0.14725
"ARF1" "PYCR2" 0.11925
"ARF1" "SEC61A1" 0.2795
"ARF1" "VPS28" 0.36
"ARF1" "BET1L" 0.285
"ARF1" "CAB39" 0.34075
"ARF1" "PPAN" 0.414
"ARF1" "SMAP1" 0.76875
"ARF1" "TRAPPC5" 0.29575
"ARF1" "TUBB" 0.309
"RHOG" "CSK" 0.36675
"RHOG" "CYBA" 0.34475
"RHOG" "GNAI2" 0.4535
"RHOG" "HCK" 0.4815
"RHOG" "SOS1" 0.53625
"RHOG" "SPI1" 0.4075
"RHOG" "STAT3" 0.41325
"RHOG" "VAV1" 0.5345
"RHOG" "STK24" 0.459
"RHOG" "RHOBTB1" 0.6205
"RHOG" "ARHGEF16" 0.613
"RHOG" "ARHGAP17" 0.54625
"RHOG" "ARHGAP9" 0.474
"RHOG" "FGD3" 0.6305
"RHOG" "RHOT2" 0.46725
"ARR3" "ARRB2" NA
"ARR3" "FSHR" NA
"ARR3" "CXCR4" NA
"ARRB2" "CSK" 0.40275
"ARRB2" "DYNC1H1" 0.28175
"ARRB2" "EEF2" 0.34125
"ARRB2" "HCK" 0.4805
"ARRB2" "MYL6" 0.1415
"ARRB2" "NONO" 0.36125
"ARRB2" "RAB5C" 0.327
"ARRB2" "RANGAP1" 0.14875
"ARRB2" "RPL4" 0.29
"ARRB2" "RPL7" 0.30575
"ARRB2" "RPL11" 0.4605
"ARRB2" "RPL18" 0.2955
"ARRB2" "RPLP0" 0.34925
"ARRB2" "RPLP2" 0.29
"ARRB2" "CXCR4" 0.49075
"ARRB2" "RBM10" NA
"ARRB2" "RPL14" 0.30475
"ARRB2" "NUDC" 0.14625
"ARRB2" "RPL35" 0.29725
"ARRB2" "ARHGAP17" 0.2945
"ASIP" "F11R" 0.20375
"ASL" "DDOST" 0.24125
"ASL" "GLUD2" 0.536
"ASL" "GNB2" 0.028
"ASL" "PPIB" 0.05375
"ASL" "RPL4" 0.37125
"ASL" "RPLP2" 0.37125
"ASNA1" "CSNK2B" 0.193
"ASNA1" "ECHS1" 0.027
"ASNA1" "EEF1G" 0.067
"ASNA1" "EEF2" 0.161
"ASNA1" "EIF5A" 0.3055
"ASNA1" "GNAI2" 0.17575
"ASNA1" "GNB1" 0.23
"ASNA1" "GNB2" 0.1335
"ASNA1" "GTF2H4" 0.221
"ASNA1" "HINT1" 0.176
"ASNA1" "MARS" 0.18675
"ASNA1" "NDUFV1" 0.092
"ASNA1" "NONO" 0.153
"ASNA1" "P2RY11" 0.214
"ASNA1" "PCBP1" 0.04175
"ASNA1" "PFDN1" NA
"ASNA1" "POLR2L" 0.1045
"ASNA1" "PPIB" 0.03975
"ASNA1" "PSMA4" 0.02475
"ASNA1" "PSMA7" 0.02475
"ASNA1" "PSMB4" 0.02475
"ASNA1" "PSMC4" 0.06675
"ASNA1" "RPL4" 0.33775
"ASNA1" "RPLP2" 0.33775
"ASNA1" "MRPS12" 0.06725
"ASNA1" "RPS9" 0.2825
"ASNA1" "USP5" 0.0425
"ASNA1" "CLPP" 0.02475
"ASNA1" "ZBED1" 0.1435
"ASNA1" "ATP6V1F" 0.33725
"ASNA1" "MPHOSPH6" 0.112
"ASNA1" "NUDC" 0.0365
"ASNA1" "RPL35" 0.3155
"ASNA1" "GABARAP" 0.32475
"ASNA1" "HSPBP1" 0.053
"ASNA1" "GSPT2" 0.08125
"ASNA1" "TXN2" 0.02475
"ASNA1" "TIMM13" 0.376
"ASNA1" "SEC61A1" 0.645
"ASNA1" "FIS1" 0.25175
"ASNA1" "ISYNA1" 0.02075
"ASNA1" "PPAN" 0.21175
"ASNA1" "EXOSC5" 0.1065
"ASNA1" "XAB2" 0.16575
"ASNA1" "LSM2" 0.038
"ASNA1" "MUS81" 0.2515
"ASNA1" "YIF1B" 0.41875
"ASNA1" "KLHDC3" 0.454
"ASNA1" "TRAPPC5" 0.35825
"ASNA1" "TUBB" 0.20675
"ATP5G1" "ATP5G2" NA
"ATP5G1" "COX7C" NA
"ATP5G1" "TIMM8A" NA
"ATP5G1" "ECHS1" NA
"ATP5G1" "EIF5A" NA
"ATP5G1" "IDH2" NA
"ATP5G1" "MDH2" NA
"ATP5G1" "NDUFA3" NA
"ATP5G1" "NDUFB7" NA
"ATP5G1" "NDUFB10" NA
"ATP5G1" "NDUFV1" NA
"ATP5G1" "MRPS12" NA
"ATP5G1" "SDHC" NA
"ATP5G1" "UQCRC2" NA
"ATP5G1" "COX7A2L" NA
"ATP5G1" "COX5A" NA
"ATP5G1" "TXN2" NA
"ATP5G1" "TIMM13" NA
"ATP5G1" "UQCRQ" NA
"ATP5G1" "NDUFB11" NA
"ATP5G1" "MRPL16" NA
"ATP5G1" "MRPL17" NA
"ATP5G1" "MRPS24" NA
"ATP5G1" "CHCHD4" NA
"ATP5G2" "COX7C" NA
"ATP5G2" "EIF5A" NA
"ATP5G2" "MDH2" NA
"ATP5G2" "NDUFB7" NA
"ATP5G2" "NDUFB10" NA
"ATP5G2" "NDUFV1" NA
"ATP5G2" "MRPS12" NA
"ATP5G2" "SDHC" NA
"ATP5G2" "UQCRC2" NA
"ATP5G2" "RBM10" NA
"ATP5G2" "COX7A2L" NA
"ATP5G2" "COX5A" NA
"ATP5G2" "TIMM13" NA
"ATP5G2" "UQCRQ" NA
"ATP5G2" "NDUFB11" NA
"ATP5G2" "MRPL16" NA
"ATP6AP1" "IGF2R" 0.368
"ATP6AP1" "LAMP1" 0.40775
"ATP6AP1" "ATP6V1F" 0.51725
"ATP6AP1" "NDFIP1" 0.46475
"KIF1A" "GIT1" 0.0345
"BAD" "BID" 0.5965
"BAD" "MCL1" 0.5015
"BAD" "PPP3CC" 0.207
"BAD" "HRK" 0.45425
"BAD" "PIM2" 0.4905
"BAD" "BBC3" 0.6255
"BCL3" "NFKB2" 0.47125
"BCL3" "RELB" 0.491
"BCL3" "STAT3" 0.453
"BCL3" "HDAC3" 0.50025
"BID" "CSNK1E" 0.345
"BID" "CSNK2B" 0.34875
"BID" "MCL1" 0.5685
"BID" "MSN" 0.289
"BID" "RIPK1" 0.52525
"BID" "SQSTM1" 0.5465
"BID" "BBC3" 0.73075
"ZFP36L1" "EXOSC7" 0.31275
"ZFP36L1" "EXOSC3" 0.3875
"ZFP36L1" "EXOSC5" 0.3375
"BST2" "IRF7" 0.535
"BST2" "HARS2" 0.053
"C8G" "LCN1" 0.60225
"PTTG1IP" "LAMP1" 0.3855
"PTTG1IP" "RNF149" 0.699
"CACNA1A" "GNB1" 0.35475
"CACNA1A" "GNB2" 0.181
"CACNA1A" "GRN" 0.36425
"CACNA1A" "PRKCG" 0.2685
"CACNA1A" "CACNA2D4" 0.3325
"CACNA1A" "TUBB2B" 0.1965
"CAMK2A" "HRAS" 0.491
"CAMK2A" "ITGA2B" 0.24375
"CAMK2A" "MEF2D" 0.22175
"CAMK2A" "SRF" 0.38675
"CAMK2A" "SYNGAP1" 0.4065
"CAMK2A" "SQSTM1" 0.46175
"CAMK2A" "CLSTN3" 0.2735
"CAMK2A" "GIT1" 0.21325
"CAMK2A" "CACNA2D4" 0.19575
"CD7" "CTSL" 0.28025
"CD7" "SPN" 0.42325
"CD22" "CD68" 0.612
"CD22" "CD72" 0.0775
"CD22" "CD79A" 0.5855
"CD22" "SPN" 0.416
"CD22" "TNFRSF13B" 0.47825
"ENTPD2" "POLR2L" 0.36925
"CD53" "GGT1" 0.19975
"CD53" "HLA-DRB1" 0.41125
"CD53" "SPN" 0.41525
"CD63" "HLA-DRA" 0.2865
"CD63" "IGF2R" 0.47875
"CD63" "LAMP1" 0.457
"CD63" "MSN" 0.4365
"CD63" "SPARC" 0.447
"CD63" "SRF" 0.308
"CD68" "CYBA" 0.869
"CD68" "HLA-DMA" 0.3605
"CD68" "SPI1" 0.34625
"CD68" "VWF" 0.69225
"CD72" "CD79A" 0.0415
"CD72" "HLA-DRB1" 0.02425
"CD72" "SELL" 0.83125
"CD79A" "CSK" 0.464
"CD79A" "SELL" 0.4125
"CD79A" "SLAMF1" 0.33
"CD79A" "SOS1" 0.3895
"CD79A" "TNFRSF13B" 0.5365
"CD79A" "LAT" 0.495
"CD79A" "FATE1" 0.085
"CDA" "CES2" 0.26725
"CDA" "NT5M" 0.4655
"CDC25A" "CKS1B" 0.53725
"CDC25A" "CSNK1E" 0.4505
"CDC25A" "FOXM1" 0.50225
"CDC25A" "HCFC1" 0.4115
"CDC25A" "HRAS" 0.4755
"CDC25A" "NPM1" 0.40375
"CDC25A" "PLK1" 0.54925
"CDC25A" "PSMA4" 0.30175
"CDC25A" "PSMA7" 0.30175
"CDC25A" "PSMB4" 0.30175
"CDC25A" "PSMC4" 0.30475
"CDC25A" "RRM2" 0.413
"CDC25A" "MCM3AP" NA
"CDC25A" "PKMYT1" 0.59625
"CDC25A" "NUDC" 0.20725
"CDC25A" "PSME4" 0.284
"CDC25A" "PPAN" 0.03
"CEBPA" "DBP" 0.38025
"CEBPA" "GATA2" 0.56525
"CEBPA" "SPI1" 0.557
"CEBPA" "PIAS1" 0.4705
"CEBPA" "MTA1" 0.409
"CEBPA" "BATF" 0.4195
"CHRNG" "RAPSN" 0.44425
"CKS1B" "CSNK2B" 0.19025
"CKS1B" "DDOST" 0.16575
"CKS1B" "DDX11" 0.24075
"CKS1B" "EEF1G" 0.126
"CKS1B" "EEF2" 0.25175
"CKS1B" "EIF4A2" 0.2815
"CKS1B" "EIF5A" 0.17575
"CKS1B" "FANCG" 0.14525
"CKS1B" "FOXM1" 0.39975
"CKS1B" "FRG1" 0.173
"CKS1B" "GNB1" 0.1385
"CKS1B" "GNB2" 0.15775
"CKS1B" "GTF2H4" 0.172
"CKS1B" "KIFC1" 0.50475
"CKS1B" "MARS" 0.12675
"CKS1B" "NONO" 0.1775
"CKS1B" "NPM1" 0.24425
"CKS1B" "P2RY11" 0.178
"CKS1B" "PCBP1" 0.15875
"CKS1B" "PCBP2" 0.14975
"CKS1B" "PLK1" 0.4585
"CKS1B" "POLR2L" 0.186
"CKS1B" "PPIB" 0.12475
"CKS1B" "PSMA4" 0.23725
"CKS1B" "PSMA7" 0.23725
"CKS1B" "PSMB4" 0.23725
"CKS1B" "PSMC4" 0.26475
"CKS1B" "RAB5B" 0.08375
"CKS1B" "RAB5C" 0.09475
"CKS1B" "RPL4" 0.1945
"CKS1B" "RPL7" 0.1575
"CKS1B" "RPL8" 0.19675
"CKS1B" "RPL10" 0.20475
"CKS1B" "RPL11" 0.20775
"CKS1B" "RPL15" 0.19675
"CKS1B" "RPL30" 0.15325
"CKS1B" "RPL27A" 0.1945
"CKS1B" "RPL32" 0.19675
"CKS1B" "RPL36AL" NA
"CKS1B" "RPLP0" 0.1705
"CKS1B" "RPLP2" 0.1945
"CKS1B" "MRPS12" 0.21725
"CKS1B" "RPN1" 0.291
"CKS1B" "RPS2" 0.2555
"CKS1B" "RPS9" 0.2235
"CKS1B" "RRM2" 0.47425
"CKS1B" "SET" 0.22375
"CKS1B" "SH3GL1" 0.20325
"CKS1B" "SMARCD3" 0.21925
"CKS1B" "SP1" 0.256
"CKS1B" "SURF4" 0.14025
"CKS1B" "TBCA" 0.05975
"CKS1B" "UGP2" 0.15825
"CKS1B" "UNG" 0.1715
"CKS1B" "ZNF35" 0.201
"CKS1B" "HIST1H2AC" 0.14925
"CKS1B" "HDAC3" 0.28025
"CKS1B" "BAZ1B" 0.24275
"CKS1B" "RPL14" 0.1645
"CKS1B" "PKMYT1" 0.7055
"CKS1B" "ZBED1" 0.39875
"CKS1B" "ARPC1B" 0.16725
"CKS1B" "PRMT5" 0.247
"CKS1B" "TACC3" 0.4195
"CKS1B" "MYBBP1A" 0.30675
"CKS1B" "POLD3" 0.20025
"CKS1B" "NUDC" 0.0835
"CKS1B" "RPL35" 0.18175
"CKS1B" "DNAJC9" 0.23125
"CKS1B" "HARS2" 0.2085
"CKS1B" "RPL13A" 0.21075
"CKS1B" "KPNA6" 0
"CKS1B" "TIMM13" 0.0225
"CKS1B" "PYCR2" 0.1265
"CKS1B" "SEC61A1" 0.0095
"CKS1B" "CTNNBL1" 0.181
"CKS1B" "PPAN" 0.0285
"CKS1B" "EXOSC5" 0.1485
"CKS1B" "XAB2" 0.1765
"CKS1B" "PLSCR3" 0.064
"CKS1B" "LSM2" 0.164
"CKS1B" "MRPL17" 0.15875
"CKS1B" "CHTF18" 0.4375
"CKS1B" "CENPH" 0.02775
"CKS1B" "PDCL3" 0.2985
"CKS1B" "MUS81" 0.30425
"CKS1B" "ANP32E" 0.02975
"CKS1B" "SHKBP1" 0.18375
"CKS1B" "FTSJ3" 0.13025
"CKS1B" "TRAPPC5" 0.028
"CKS1B" "TUBB" 0.34025
"CKS1B" "POLR2J2" NA
"CKS1B" "TSEN54" 0.084
"CLCN7" "LAMP1" 0.18175
"CNGA2" "KCNK9" NA
"CNTFR" "CRK" 0.41975
"CNTFR" "CTF1" 0.58925
"COMT" "CSNK2B" 0.167
"COMT" "DBH" 0.59175
"COMT" "HINT1" 0.2945
"COMT" "MDH2" 0.23925
"COMT" "PNMT" 0.828
"COMT" "RGS2" 0.0935
"KLF6" "PGK1" 0.3615
"KLF6" "RPLP2" 0.36075
"KLF6" "SP1" 0.57
"KLF6" "HDAC3" 0.39025
"KLF6" "ARPC5" 0.3405
"KLF6" "ARPC1B" 0.35025
"COX7C" "TIMM8A" 0.03475
"COX7C" "HINT1" 0.31125
"COX7C" "IDH2" 0.4905
"COX7C" "MDH2" 0.55975
"COX7C" "NDUFA3" 0.57325
"COX7C" "NDUFB7" 0.57325
"COX7C" "NDUFB10" 0.57325
"COX7C" "NDUFV1" 0.63125
"COX7C" "MRPS12" 0.2305
"COX7C" "SDHC" 0.62825
"COX7C" "UQCRC2" 0.66225
"COX7C" "COX7A2L" 0.52325
"COX7C" "COX5A" 0.943
"COX7C" "TIMM13" 0.02175
"COX7C" "UQCRQ" 0.718
"COX7C" "NDUFB11" 0.03525
"COX7C" "MRPL16" 0.19975
"COX7C" "MRPS24" 0.19975
"COX7C" "CHCHD4" 0.17725
"CRK" "CSK" 0.4225
"CRK" "DNM2" 0.496
"CRK" "EPHB3" 0.55675
"CRK" "GP9" 0.27875
"CRK" "HSPB1" 0.493
"CRK" "ITGA2B" 0.30775
"CRK" "KRT16" 0.3615
"CRK" "PRKCG" 0.394
"CRK" "SOS1" 0.561
"CRK" "STAT5A" 0.4005
"CRK" "TAL1" 0.3925
"CRK" "VAV1" 0.6035
"CRK" "VWF" 0.412
"CRK" "NCK2" 0.5885
"CRK" "SOCS1" 0.4755
"CRK" "TNK2" 0.44575
"CRK" "EFS" 0.4
"CRK" "TGOLN2" 0.2405
"CRK" "FRS3" 0.419
"CRK" "FASTK" 0.30075
"CRK" "SH3BP1" 0.554
"CRK" "HSPBP1" 0.19375
"CRK" "OPTC" NA
"CRK" "ARHGAP17" 0.426
"CRK" "THOC2" 0.24025
"CRK" "MICAL1" 0.44625
"CSF3R" "HCK" 0.35375
"CSF3R" "STAT3" 0.38725
"CSK" "CSNK2B" 0.342
"CSK" "DYNC1H1" 0.31
"CSK" "DNM2" 0.3215
"CSK" "FAU" NA
"CSK" "FLII" NA
"CSK" "GNAI2" 0.24
"CSK" "HCK" 0.43275
"CSK" "HLA-DRB1" 0.4135
"CSK" "ITGA2B" 0.332
"CSK" "SOS1" 0.43
"CSK" "STAT3" 0.2975
"CSK" "STAT5A" 0.27225
"CSK" "VAV1" 0.48025
"CSK" "VWF" 0.3215
"CSK" "STK24" 0.41725
"CSK" "NCK2" 0.43875
"CSK" "PSTPIP1" 0.284
"CSK" "ARHGAP17" 0.2845
"CSK" "ILKAP" NA
"CSK" "TUBB" 0.30225
"CSNK1E" "CSNK2B" 0.4635
"CSNK1E" "DYNC1H1" 0.37
"CSNK1E" "EEF2" 0.30125
"CSNK1E" "EIF4A2" 0.239
"CSNK1E" "EIF5A" 0.314
"CSNK1E" "GNB1" 0.36225
"CSNK1E" "GNB2" 0.21975
"CSNK1E" "GYS1" 0.2695
"CSNK1E" "NONO" 0.4065
"CSNK1E" "PCBP2" 0.306
"CSNK1E" "PCNT" 0.36075
"CSNK1E" "PLK1" 0.596
"CSNK1E" "PSMC4" 0.28875
"CSNK1E" "RPLP2" 0.312
"CSNK1E" "RPS9" 0.3505
"CSNK1E" "USP11" 0.54275
"CSNK1E" "MTA2" 0.23425
"CSNK1E" "PRMT5" 0.4075
"CSNK1E" "TUBGCP2" 0.17025
"CSNK1E" "GSPT2" 0.252
"CSNK1E" "SMAP1" 0.608
"CSNK1E" "KLHDC3" 0.26125
"CSNK2B" "DDOST" 0.35175
"CSNK2B" "DYNC1H1" 0.31925
"CSNK2B" "EEF2" 0.276
"CSNK2B" "EIF4A2" 0.17025
"CSNK2B" "EIF5A" 0.265
"CSNK2B" "FAU" NA
"CSNK2B" "GNB1" 0.41275
"CSNK2B" "GNB2" 0.2205
"CSNK2B" "GTF2H4" 0.2805
"CSNK2B" "HCFC1" 0.33
"CSNK2B" "HINT1" 0.371
"CSNK2B" "MARS" 0.2595
"CSNK2B" "MDH2" 0.11
"CSNK2B" "MYL6" 0.14375
"CSNK2B" "NDUFB7" 0.16825
"CSNK2B" "NDUFB10" 0.16825
"CSNK2B" "NDUFV1" 0.1835
"CSNK2B" "NONO" 0.28575
"CSNK2B" "NPM1" 0.44325
"CSNK2B" "P2RY11" 0.3115
"CSNK2B" "PCBP1" 0.1325
"CSNK2B" "PCBP2" 0.26225
"CSNK2B" "PGK1" 0.34125
"CSNK2B" "POLR2L" 0.2805
"CSNK2B" "PPIB" 0.1905
"CSNK2B" "PPP2R5A" 0.24
"CSNK2B" "PPP3CC" 0.20125
"CSNK2B" "PSMA4" 0.15175
"CSNK2B" "PSMA7" 0.15175
"CSNK2B" "PSMB4" 0.15175
"CSNK2B" "PSMC4" 0.21875
"CSNK2B" "RAB5C" 0.314
