"symbol1"	"symbol2"	"MF"
"ADCY1"	"GRM4"	0
"ADCY1"	"HRAS"	0.079
"ADCY1"	"HTR4"	0
"ADCY1"	"NPY"	0
"ADCY1"	"SCTR"	0
"ADCY1"	"CXCR4"	0
"ADCY1"	"ADM2"	0
"ADCY1"	"NPW"	0
"AP2A1"	"ARRB2"	0.519
"AP2A1"	"CAMK2A"	0.301
"AP2A1"	"CD22"	0.41
"AP2A1"	"CRK"	0.466
"AP2A1"	"CSNK2B"	0.287
"AP2A1"	"DNM2"	0.362
"AP2A1"	"EEF2"	0.439
"AP2A1"	"EIF5A"	0.247
"AP2A1"	"HLA-DRB1"	0.038
"AP2A1"	"PPP3CC"	0.294
"AP2A1"	"RAB5B"	0.257
"AP2A1"	"RAB5C"	0.272
"AP2A1"	"RPN1"	0.279
"AP2A1"	"RPS9"	0.223
"AP2A1"	"RAB11B"	0.234
"AP2A1"	"PIP5K1C"	0.232
"AP2A1"	"RPL13A"	0.056
"AP2A1"	"BIN2"	0.321
"AP2A1"	"EPN3"	0.657
"AKT1"	"ARF1"	0.434
"AKT1"	"ARRB2"	0.285
"AKT1"	"BAD"	0.46
"AKT1"	"ZFP36L1"	0.298
"AKT1"	"CAMK2A"	0.635
"AKT1"	"CRK"	0.209
"AKT1"	"CSK"	0.571
"AKT1"	"DDOST"	0.299
"AKT1"	"EEF2"	0.285
"AKT1"	"EGR1"	0.284
"AKT1"	"EIF4EBP1"	0.167
"AKT1"	"FOXM1"	0.25
"AKT1"	"FLII"	0.184
"AKT1"	"GATA2"	0.193
"AKT1"	"GNAI2"	0.357
"AKT1"	"GNB2"	0.307
"AKT1"	"GYS1"	0.367
"AKT1"	"HRAS"	0.388
"AKT1"	"HSPB1"	0.443
"AKT1"	"IRF3"	0.33
"AKT1"	"ITGA2B"	0.32
"AKT1"	"ITGB4"	0.18
"AKT1"	"MCL1"	0.321
"AKT1"	"MEF2D"	0.217
"AKT1"	"MSN"	0.301
"AKT1"	"NONO"	0.325
"AKT1"	"NPM1"	0.345
"AKT1"	"PCBP1"	0.242
"AKT1"	"SERPINB5"	0.237
"AKT1"	"PLK1"	0.695
"AKT1"	"PPP2R5A"	0.366
"AKT1"	"PSMA7"	0.391
"AKT1"	"PSMB4"	0.266
"AKT1"	"PSMC4"	0.266
"AKT1"	"RPL7"	0.349
"AKT1"	"RPS2"	0.288
"AKT1"	"RPS9"	0.207
"AKT1"	"SDHC"	0.141
"AKT1"	"SOS1"	0.339
"AKT1"	"ST14"	0.116
"AKT1"	"STAT3"	0.373
"AKT1"	"STAT5A"	0.37
"AKT1"	"STK11"	0.593
"AKT1"	"TNF"	0.399
"AKT1"	"TPM2"	0.312
"AKT1"	"TSC2"	0.42
"AKT1"	"NCK2"	0.176
"AKT1"	"PIAS1"	0.329
"AKT1"	"KHSRP"	0.231
"AKT1"	"HDAC3"	0.297
"AKT1"	"SPHK1"	0.458
"AKT1"	"NUDC"	0.184
"AKT1"	"PLEKHO1"	0.657
"AKT1"	"SYTL1"	0.179
"AKT1"	"RASL10B"	NA
"AKT1"	"TUBB"	0.317
"ALAS2"	"SARDH"	0.082
"ALAS2"	"HBD"	0.466
"ALAS2"	"LSS"	0.128
"ALAS2"	"MDH2"	0.091
"ALAS2"	"NDUFV1"	0.147
"ALAS2"	"FIS1"	0.292
"ALOX5AP"	"CD53"	0.657
"ALOX5AP"	"CD68"	NA
"ALOX5AP"	"HLA-DRB1"	0.024
"ALOX5AP"	"PLP2"	0.19
"ALOX5AP"	"S100A6"	0.232
"ALOX5AP"	"TBXAS1"	0.142
"ALOX5AP"	"LST1"	NA
"ALOX5AP"	"VAMP8"	0.192
"AMBP"	"CD79A"	0.38
"ANXA5"	"EEF2"	0.253
"ANXA5"	"MSN"	0.291
"ANXA5"	"PGK1"	0.361
"ANXA5"	"PPIB"	0.271
"ANXA5"	"CRTAP"	0.081
"ANXA11"	"HLA-DRA"	0.329
"ANXA11"	"S100A6"	0.606
"APLP1"	"CPE"	0.218
"APLP1"	"VGF"	NA
"ARF1"	"ASNA1"	0.353
"ARF1"	"CKS1B"	0.236
"ARF1"	"CSNK2B"	0.349
"ARF1"	"CTSL"	0.346
"ARF1"	"DDOST"	0.281
"ARF1"	"DYNC1H1"	0.478
"ARF1"	"EEF1G"	0.272
"ARF1"	"EEF2"	0.466
"ARF1"	"EIF4A2"	0.639
"ARF1"	"EIF5A"	0.488
"ARF1"	"FAU"	0.959
"ARF1"	"GNB1"	0.429
"ARF1"	"GNB2"	0.429
"ARF1"	"HLA-DRB1"	0.035
"ARF1"	"HRAS"	0.655
"ARF1"	"MSN"	0.343
"ARF1"	"NPM1"	0.375
"ARF1"	"PCBP1"	0.503
"ARF1"	"PGK1"	0.446
"ARF1"	"PLK1"	0.384
"ARF1"	"PPIB"	0.363
"ARF1"	"PPP3CC"	0.314
"ARF1"	"PSMA4"	0.364
"ARF1"	"PSMA7"	0.356
"ARF1"	"PSMB4"	0.364
"ARF1"	"PSMC4"	0.441
"ARF1"	"RAB5B"	0.591
"ARF1"	"RAB5C"	0.64
"ARF1"	"RPL4"	0.458
"ARF1"	"RPL8"	0.316
"ARF1"	"RPL11"	0.441
"ARF1"	"RPL15"	0.434
"ARF1"	"RPL18"	0.316
"ARF1"	"RPL30"	0.458
"ARF1"	"RPL27A"	0.458
"ARF1"	"RPL32"	0.316
"ARF1"	"RPL36AL"	0.657
"ARF1"	"RPL37"	0.316
"ARF1"	"RPLP0"	0.46
"ARF1"	"RPLP2"	0.245
"ARF1"	"RPN1"	0.499
"ARF1"	"RPS2"	0.43
"ARF1"	"RPS9"	0.43
"ARF1"	"RPS23"	0.458
"ARF1"	"SURF4"	0.657
"ARF1"	"UQCRC2"	0.347
"ARF1"	"RPL14"	0.434
"ARF1"	"RAB11B"	0.614
"ARF1"	"ARFRP1"	0.494
"ARF1"	"RPL35"	0.365
"ARF1"	"EXOSC7"	0.544
"ARF1"	"PIP5K1C"	0.265
"ARF1"	"RPL13A"	0.365
"ARF1"	"GSPT2"	0.661
"ARF1"	"PYCR2"	0.288
"ARF1"	"SEC61A1"	0.206
"ARF1"	"VPS28"	0.247
"ARF1"	"BET1L"	0.16
"ARF1"	"CAB39"	0.249
"ARF1"	"PPAN"	0.392
"ARF1"	"SMAP1"	NA
"ARF1"	"TRAPPC5"	0.267
"ARF1"	"TUBB"	0.38
"RHOG"	"CSK"	0.409
"RHOG"	"CYBA"	0.297
"RHOG"	"GNAI2"	0.646
"RHOG"	"HCK"	0.313
"RHOG"	"SOS1"	0.418
"RHOG"	"SPI1"	0.238
"RHOG"	"STAT3"	0.332
"RHOG"	"VAV1"	0.374
"RHOG"	"STK24"	0.334
"RHOG"	"RHOBTB1"	0.886
"RHOG"	"ARHGEF16"	0.462
"RHOG"	"ARHGAP17"	0.347
"RHOG"	"ARHGAP9"	0.352
"RHOG"	"FGD3"	0.392
"RHOG"	"RHOT2"	0.791
"ARR3"	"ARRB2"	0.657
"ARR3"	"FSHR"	0.657
"ARR3"	"CXCR4"	0.657
"ARRB2"	"CSK"	0.318
"ARRB2"	"DYNC1H1"	0.255
"ARRB2"	"EEF2"	0.391
"ARRB2"	"HCK"	0.448
"ARRB2"	"MYL6"	0.341
"ARRB2"	"NONO"	0.226
"ARRB2"	"RAB5C"	0.279
"ARRB2"	"RANGAP1"	0.344
"ARRB2"	"RPL4"	0.402
"ARRB2"	"RPL7"	0.342
"ARRB2"	"RPL11"	0.517
"ARRB2"	"RPL18"	0.203
"ARRB2"	"RPLP0"	0.369
"ARRB2"	"RPLP2"	0.436
"ARRB2"	"CXCR4"	0.304
"ARRB2"	"RBM10"	0.272
"ARRB2"	"RPL14"	0.385
"ARRB2"	"NUDC"	0.315
"ARRB2"	"RPL35"	0.19
"ARRB2"	"ARHGAP17"	0.389
"ASIP"	"F11R"	0.329
"ASL"	"DDOST"	0.336
"ASL"	"GLUD2"	0.08
"ASL"	"GNB2"	0.324
"ASL"	"PPIB"	0.232
"ASL"	"RPL4"	0.285
"ASL"	"RPLP2"	0.322
"ASNA1"	"CSNK2B"	0.243
"ASNA1"	"ECHS1"	0.282
"ASNA1"	"EEF1G"	0.255
"ASNA1"	"EEF2"	0.213
"ASNA1"	"EIF5A"	0.187
"ASNA1"	"GNAI2"	0.358
"ASNA1"	"GNB1"	0.402
"ASNA1"	"GNB2"	0.402
"ASNA1"	"GTF2H4"	0.357
"ASNA1"	"HINT1"	0.276
"ASNA1"	"MARS"	0.18
"ASNA1"	"NDUFV1"	0.217
"ASNA1"	"NONO"	0.164
"ASNA1"	"P2RY11"	0
"ASNA1"	"PCBP1"	0.195
"ASNA1"	"PFDN1"	0.052
"ASNA1"	"POLR2L"	0.241
"ASNA1"	"PPIB"	0.2
"ASNA1"	"PSMA4"	0.39
"ASNA1"	"PSMA7"	0.377
"ASNA1"	"PSMB4"	0.39
"ASNA1"	"PSMC4"	0.549
"ASNA1"	"RPL4"	0.202
"ASNA1"	"RPLP2"	0.219
"ASNA1"	"MRPS12"	0.202
"ASNA1"	"RPS9"	0.163
"ASNA1"	"USP5"	0.364
"ASNA1"	"CLPP"	0.413
"ASNA1"	"ZBED1"	0.182
"ASNA1"	"ATP6V1F"	0.656
"ASNA1"	"MPHOSPH6"	0.657
"ASNA1"	"NUDC"	0.246
"ASNA1"	"RPL35"	0.038
"ASNA1"	"GABARAP"	0.23
"ASNA1"	"HSPBP1"	0.196
"ASNA1"	"GSPT2"	0.377
"ASNA1"	"TXN2"	0.657
"ASNA1"	"TIMM13"	0.286
"ASNA1"	"SEC61A1"	0.354
"ASNA1"	"FIS1"	0.274
"ASNA1"	"ISYNA1"	0.277
"ASNA1"	"PPAN"	0.041
"ASNA1"	"EXOSC5"	0.352
"ASNA1"	"XAB2"	0.657
"ASNA1"	"LSM2"	0.2
"ASNA1"	"MUS81"	0.351
"ASNA1"	"YIF1B"	NA
"ASNA1"	"KLHDC3"	0.231
"ASNA1"	"TRAPPC5"	0.249
"ASNA1"	"TUBB"	0.174
"ATP5G1"	"ATP5G2"	NA
"ATP5G1"	"COX7C"	NA
"ATP5G1"	"TIMM8A"	NA
"ATP5G1"	"ECHS1"	NA
"ATP5G1"	"EIF5A"	NA
"ATP5G1"	"IDH2"	NA
"ATP5G1"	"MDH2"	NA
"ATP5G1"	"NDUFA3"	NA
"ATP5G1"	"NDUFB7"	NA
"ATP5G1"	"NDUFB10"	NA
"ATP5G1"	"NDUFV1"	NA
"ATP5G1"	"MRPS12"	NA
"ATP5G1"	"SDHC"	NA
"ATP5G1"	"UQCRC2"	NA
"ATP5G1"	"COX7A2L"	NA
"ATP5G1"	"COX5A"	NA
"ATP5G1"	"TXN2"	NA
"ATP5G1"	"TIMM13"	NA
"ATP5G1"	"UQCRQ"	NA
"ATP5G1"	"NDUFB11"	NA
"ATP5G1"	"MRPL16"	NA
"ATP5G1"	"MRPL17"	NA
"ATP5G1"	"MRPS24"	NA
"ATP5G1"	"CHCHD4"	NA
"ATP5G2"	"COX7C"	NA
"ATP5G2"	"EIF5A"	NA
"ATP5G2"	"MDH2"	NA
"ATP5G2"	"NDUFB7"	NA
"ATP5G2"	"NDUFB10"	NA
"ATP5G2"	"NDUFV1"	NA
"ATP5G2"	"MRPS12"	NA
"ATP5G2"	"SDHC"	NA
"ATP5G2"	"UQCRC2"	NA
"ATP5G2"	"RBM10"	NA
"ATP5G2"	"COX7A2L"	NA
"ATP5G2"	"COX5A"	NA
"ATP5G2"	"TIMM13"	NA
"ATP5G2"	"UQCRQ"	NA
"ATP5G2"	"NDUFB11"	NA
"ATP5G2"	"MRPL16"	NA
"ATP6AP1"	"IGF2R"	0.087
"ATP6AP1"	"LAMP1"	0.394
"ATP6AP1"	"ATP6V1F"	0.394
"ATP6AP1"	"NDFIP1"	0.13
"KIF1A"	"GIT1"	0.298
"BAD"	"BID"	0.257
"BAD"	"MCL1"	0.23
"BAD"	"PPP3CC"	0.234
"BAD"	"HRK"	0.657
"BAD"	"PIM2"	0.238
"BAD"	"BBC3"	0.373
"BCL3"	"NFKB2"	0.205
"BCL3"	"RELB"	0.202
"BCL3"	"STAT3"	0.29
"BCL3"	"HDAC3"	0.38
"BID"	"CSNK1E"	0.26
"BID"	"CSNK2B"	0.302
"BID"	"MCL1"	0.298
"BID"	"MSN"	0.361
"BID"	"RIPK1"	0.368
"BID"	"SQSTM1"	0.304
"BID"	"BBC3"	0.41
"ZFP36L1"	"EXOSC7"	0.555
"ZFP36L1"	"EXOSC3"	0.481
"ZFP36L1"	"EXOSC5"	0.173
"BST2"	"IRF7"	0.374
"BST2"	"HARS2"	0.716
"C8G"	"LCN1"	NA
"PTTG1IP"	"LAMP1"	0.455
"PTTG1IP"	"RNF149"	0
"CACNA1A"	"GNB1"	0.203
"CACNA1A"	"GNB2"	0.203
"CACNA1A"	"GRN"	0.224
"CACNA1A"	"PRKCG"	0
"CACNA1A"	"CACNA2D4"	0.999
"CACNA1A"	"TUBB2B"	0.199
"CAMK2A"	"HRAS"	0.267
"CAMK2A"	"ITGA2B"	0.394
"CAMK2A"	"MEF2D"	0.188
"CAMK2A"	"SRF"	0.222
"CAMK2A"	"SYNGAP1"	NA
"CAMK2A"	"SQSTM1"	0.658
"CAMK2A"	"CLSTN3"	NA
"CAMK2A"	"GIT1"	0.657
"CAMK2A"	"CACNA2D4"	0
"CD7"	"CTSL"	0
"CD7"	"SPN"	0
"CD22"	"CD68"	NA
"CD22"	"CD72"	0.444
"CD22"	"CD79A"	0.288
"CD22"	"SPN"	0.119
"CD22"	"TNFRSF13B"	0.256
"ENTPD2"	"POLR2L"	0.236
"CD53"	"GGT1"	0.657
"CD53"	"HLA-DRB1"	0.048
"CD53"	"SPN"	0.193
"CD63"	"HLA-DRA"	0.657
"CD63"	"IGF2R"	0.657
"CD63"	"LAMP1"	0.657
"CD63"	"MSN"	0.657
"CD63"	"SPARC"	0.657
"CD63"	"SRF"	0.657
"CD68"	"CYBA"	NA
"CD68"	"HLA-DMA"	NA
"CD68"	"SPI1"	NA
"CD68"	"VWF"	NA
"CD72"	"CD79A"	0.379
"CD72"	"HLA-DRB1"	0.036
"CD72"	"SELL"	0.211
"CD79A"	"CSK"	0.426
"CD79A"	"SELL"	0.227
"CD79A"	"SLAMF1"	0.521
"CD79A"	"SOS1"	0.314
"CD79A"	"TNFRSF13B"	0.392
"CD79A"	"LAT"	0.366
"CD79A"	"FATE1"	0.445
"CDA"	"CES2"	0.345
"CDA"	"NT5M"	0.124
"CDC25A"	"CKS1B"	0.386
"CDC25A"	"CSNK1E"	0.325
"CDC25A"	"FOXM1"	0.356
"CDC25A"	"HCFC1"	0.226
"CDC25A"	"HRAS"	0.335
"CDC25A"	"NPM1"	0.246
"CDC25A"	"PLK1"	0.372
"CDC25A"	"PSMA4"	0.446
"CDC25A"	"PSMA7"	0.428
"CDC25A"	"PSMB4"	0.446
"CDC25A"	"PSMC4"	0.447
"CDC25A"	"RRM2"	0.322
"CDC25A"	"MCM3AP"	NA
"CDC25A"	"PKMYT1"	0.36
"CDC25A"	"NUDC"	0.269
"CDC25A"	"PSME4"	0.215
"CDC25A"	"PPAN"	0.049
"CEBPA"	"DBP"	0.58
"CEBPA"	"GATA2"	0.645
"CEBPA"	"SPI1"	0.721
"CEBPA"	"PIAS1"	0.422
"CEBPA"	"MTA1"	0.71
"CEBPA"	"BATF"	0.658
"CHRNG"	"RAPSN"	0.143
"CKS1B"	"CSNK2B"	0.339
"CKS1B"	"DDOST"	0.243
"CKS1B"	"DDX11"	0.128
"CKS1B"	"EEF1G"	0.309
"CKS1B"	"EEF2"	0.404
"CKS1B"	"EIF4A2"	0.227
"CKS1B"	"EIF5A"	0.231
"CKS1B"	"FANCG"	0.285
"CKS1B"	"FOXM1"	0.376
"CKS1B"	"FRG1"	0.281
"CKS1B"	"GNB1"	0.346
"CKS1B"	"GNB2"	0.346
"CKS1B"	"GTF2H4"	0.184
"CKS1B"	"KIFC1"	0.098
"CKS1B"	"MARS"	0
"CKS1B"	"NONO"	0.2
"CKS1B"	"NPM1"	0.392
"CKS1B"	"P2RY11"	0
"CKS1B"	"PCBP1"	0.238
"CKS1B"	"PCBP2"	0.437
"CKS1B"	"PLK1"	0.292
"CKS1B"	"POLR2L"	0.183
"CKS1B"	"PPIB"	0.248
"CKS1B"	"PSMA4"	0.278
"CKS1B"	"PSMA7"	0.28
"CKS1B"	"PSMB4"	0.278
"CKS1B"	"PSMC4"	0.278
"CKS1B"	"RAB5B"	0.239
"CKS1B"	"RAB5C"	0.249
"CKS1B"	"RPL4"	0.255
"CKS1B"	"RPL7"	0.225
"CKS1B"	"RPL8"	0.048
"CKS1B"	"RPL10"	0.227
"CKS1B"	"RPL11"	0.302
"CKS1B"	"RPL15"	0.251
"CKS1B"	"RPL30"	0.255
"CKS1B"	"RPL27A"	0.255
"CKS1B"	"RPL32"	0.048
"CKS1B"	"RPL36AL"	0.657
"CKS1B"	"RPLP0"	0.231
"CKS1B"	"RPLP2"	0.278
"CKS1B"	"MRPS12"	0.255
"CKS1B"	"RPN1"	0.255
"CKS1B"	"RPS2"	0.315
"CKS1B"	"RPS9"	0.209
"CKS1B"	"RRM2"	0.278
"CKS1B"	"SET"	0.576
"CKS1B"	"SH3GL1"	0.307
"CKS1B"	"SMARCD3"	0.178
"CKS1B"	"SP1"	0.189
"CKS1B"	"SURF4"	0.657
"CKS1B"	"TBCA"	0.278
"CKS1B"	"UGP2"	0.28
"CKS1B"	"UNG"	0.227
"CKS1B"	"ZNF35"	0.049
"CKS1B"	"HIST1H2AC"	0.106
"CKS1B"	"HDAC3"	0.296
"CKS1B"	"BAZ1B"	0.224
"CKS1B"	"RPL14"	0.251
"CKS1B"	"PKMYT1"	0.243
"CKS1B"	"ZBED1"	0.171
"CKS1B"	"ARPC1B"	0.268
"CKS1B"	"PRMT5"	0.155
"CKS1B"	"TACC3"	0.657
"CKS1B"	"MYBBP1A"	0.053
"CKS1B"	"POLD3"	0.278
"CKS1B"	"NUDC"	0.294
"CKS1B"	"RPL35"	0.051
"CKS1B"	"DNAJC9"	0.305
"CKS1B"	"HARS2"	0.259
"CKS1B"	"RPL13A"	0.051
"CKS1B"	"KPNA6"	0.249
"CKS1B"	"TIMM13"	0.039
"CKS1B"	"PYCR2"	0.278
"CKS1B"	"SEC61A1"	0.227
"CKS1B"	"CTNNBL1"	0.463
"CKS1B"	"PPAN"	0.056
"CKS1B"	"EXOSC5"	0.278
"CKS1B"	"XAB2"	0.657
"CKS1B"	"PLSCR3"	0.243
"CKS1B"	"LSM2"	0.306
"CKS1B"	"MRPL17"	0.13
"CKS1B"	"CHTF18"	0.248
"CKS1B"	"CENPH"	0.283
"CKS1B"	"PDCL3"	0.3
"CKS1B"	"MUS81"	0.216
"CKS1B"	"ANP32E"	0.485
"CKS1B"	"SHKBP1"	0.657
"CKS1B"	"FTSJ3"	0.227
"CKS1B"	"TRAPPC5"	0.449
"CKS1B"	"TUBB"	0.282
"CKS1B"	"POLR2J2"	0
"CKS1B"	"TSEN54"	0.278
"CLCN7"	"LAMP1"	0.329
"CNGA2"	"KCNK9"	0.479
"CNTFR"	"CRK"	0.279
"CNTFR"	"CTF1"	0.414
"COMT"	"CSNK2B"	0.332
"COMT"	"DBH"	0.22
"COMT"	"HINT1"	0.248
"COMT"	"MDH2"	0.14
"COMT"	"PNMT"	0.634
"COMT"	"RGS2"	0.209
"KLF6"	"PGK1"	0.287
"KLF6"	"RPLP2"	0.209
"KLF6"	"SP1"	0.68
"KLF6"	"HDAC3"	0.176
"KLF6"	"ARPC5"	0.209
"KLF6"	"ARPC1B"	0.209
"COX7C"	"TIMM8A"	0
"COX7C"	"HINT1"	0.252
"COX7C"	"IDH2"	0.416
"COX7C"	"MDH2"	0.416
"COX7C"	"NDUFA3"	0.474
"COX7C"	"NDUFB7"	0.474
"COX7C"	"NDUFB10"	0.474
"COX7C"	"NDUFV1"	0.474
"COX7C"	"MRPS12"	0
"COX7C"	"SDHC"	0.905
"COX7C"	"UQCRC2"	0.185
"COX7C"	"COX7A2L"	NA
"COX7C"	"COX5A"	1
"COX7C"	"TIMM13"	0.42
"COX7C"	"UQCRQ"	0.766
"COX7C"	"NDUFB11"	0
"COX7C"	"MRPL16"	0
"COX7C"	"MRPS24"	0
"COX7C"	"CHCHD4"	0.451
"CRK"	"CSK"	0.279
"CRK"	"DNM2"	0.419
"CRK"	"EPHB3"	0
"CRK"	"GP9"	0.657
"CRK"	"HSPB1"	0.319
"CRK"	"ITGA2B"	0.27
"CRK"	"KRT16"	0.243
"CRK"	"PRKCG"	0
"CRK"	"SOS1"	0.319
"CRK"	"STAT5A"	0.206
"CRK"	"TAL1"	0.244
"CRK"	"VAV1"	0.441
"CRK"	"VWF"	0.271
"CRK"	"NCK2"	0.576
"CRK"	"SOCS1"	0.314
"CRK"	"TNK2"	0.33
"CRK"	"EFS"	0.429
"CRK"	"TGOLN2"	0.657
"CRK"	"FRS3"	0.339
"CRK"	"FASTK"	0.243
"CRK"	"SH3BP1"	0.308
"CRK"	"HSPBP1"	0.271
"CRK"	"OPTC"	0
"CRK"	"ARHGAP17"	0.282
"CRK"	"THOC2"	0.25
"CRK"	"MICAL1"	0.35
"CSF3R"	"HCK"	0.193
"CSF3R"	"STAT3"	0.159
"CSK"	"CSNK2B"	0.47
"CSK"	"DYNC1H1"	0.263
"CSK"	"DNM2"	0.344
"CSK"	"FAU"	0.098
"CSK"	"FLII"	0.273
"CSK"	"GNAI2"	0.284
"CSK"	"HCK"	0.551
"CSK"	"HLA-DRB1"	0.029
"CSK"	"ITGA2B"	0.45
"CSK"	"SOS1"	0.319
"CSK"	"STAT3"	0.311
"CSK"	"STAT5A"	0.471
"CSK"	"VAV1"	0.424
"CSK"	"VWF"	0.363
"CSK"	"STK24"	0.569
"CSK"	"NCK2"	0.236
"CSK"	"PSTPIP1"	0.409
"CSK"	"ARHGAP17"	0.287
"CSK"	"ILKAP"	0.657
"CSK"	"TUBB"	0.24
"CSNK1E"	"CSNK2B"	0.428
"CSNK1E"	"DYNC1H1"	0.433
"CSNK1E"	"EEF2"	0.471
"CSNK1E"	"EIF4A2"	0.551
"CSNK1E"	"EIF5A"	0.498
"CSNK1E"	"GNB1"	0.323
"CSNK1E"	"GNB2"	0.323
"CSNK1E"	"GYS1"	0.415
"CSNK1E"	"NONO"	0.415
"CSNK1E"	"PCBP2"	0.472
"CSNK1E"	"PCNT"	0.657
"CSNK1E"	"PLK1"	0.57
"CSNK1E"	"PSMC4"	0.386
"CSNK1E"	"RPLP2"	0.235
"CSNK1E"	"RPS9"	0.426
"CSNK1E"	"USP11"	0.341
"CSNK1E"	"MTA2"	0.292
"CSNK1E"	"PRMT5"	0.385
"CSNK1E"	"TUBGCP2"	0.214
"CSNK1E"	"GSPT2"	0.571
"CSNK1E"	"SMAP1"	NA
"CSNK1E"	"KLHDC3"	0.247
"CSNK2B"	"DDOST"	0.307
"CSNK2B"	"DYNC1H1"	0.237
"CSNK2B"	"EEF2"	0.227
"CSNK2B"	"EIF4A2"	0.27
"CSNK2B"	"EIF5A"	0.211
"CSNK2B"	"FAU"	0.098
"CSNK2B"	"GNB1"	0.374
"CSNK2B"	"GNB2"	0.374
"CSNK2B"	"GTF2H4"	0.361
"CSNK2B"	"HCFC1"	0.463
"CSNK2B"	"HINT1"	0.15
"CSNK2B"	"MARS"	0.183
"CSNK2B"	"MDH2"	0.082
"CSNK2B"	"MYL6"	0.252
"CSNK2B"	"NDUFB7"	0.221
"CSNK2B"	"NDUFB10"	0.275
"CSNK2B"	"NDUFV1"	0.221
"CSNK2B"	"NONO"	0.378
"CSNK2B"	"NPM1"	0.58
"CSNK2B"	"P2RY11"	0
"CSNK2B"	"PCBP1"	0.216
