"symbol1"	"symbol2"	"BP"
"CD22"	"TNFRSF13B"	0.519
"PSMC4"	"NFKB2"	0.461
"PSMC4"	"PSMA7"	0.803
"PSMC4"	"PPP2R5A"	0.343
"PSMC4"	"CDC25A"	0.371
"PSMC4"	"PLK1"	0.312
"PSMC4"	"UFD1L"	NA
"PSMC4"	"TNF"	0.213
"PSMC4"	"RELB"	0.319
"PSMC4"	"PSMB4"	0.803
"PSMC4"	"DHH"	NA
"PSMC4"	"ANAPC2"	0.36
"PSMC4"	"PSME4"	0.7
"PSMC4"	"OAZ2"	0.341
"PSMC4"	"NFKBIB"	0.574
"PSMC4"	"FTSJ3"	0.201
"PSMC4"	"LHX2"	0.587
"BCL3"	"NFKB2"	0.55
"BCL3"	"STAT3"	0.521
"BCL3"	"AKT1"	0.581
"BCL3"	"PLK1"	0.49
"BCL3"	"RFXANK"	NA
"BCL3"	"TNF"	0.545
"BCL3"	"HDAC3"	0.571
"BCL3"	"RELB"	0.576
"PDZD4"	"LAMA5"	0.443
"HBQ1"	"HBZ"	1
"HBQ1"	"ALAS2"	0.117
"HBQ1"	"HBE1"	0.8
"HBQ1"	"ECHS1"	0.308
"HBQ1"	"TH"	0.055
"HBQ1"	"HBD"	0.8
"HBQ1"	"PAH"	0.194
"ITGB4"	"KLC2"	0.183
"ITGB4"	"HRAS"	0.412
"ITGB4"	"VWF"	0.57
"ITGB4"	"CHAD"	NA
"ITGB4"	"PRKCG"	0.315
"ITGB4"	"AKT1"	0.345
"ITGB4"	"ITGA2B"	0.373
"ITGB4"	"LAMA5"	0.681
"ITGB4"	"CRK"	0.429
"ITGB4"	"EPPK1"	0.296
"ITGB4"	"ACTN4"	0.384
"ITGB4"	"COMP"	0.45
"ITGB4"	"COL9A3"	0.267
"PPP1R15A"	"PPP2R4"	NA
"PPP1R15A"	"PPP2R5A"	0.459
"PPP1R15A"	"TSC2"	0.402
"PPP1R15A"	"ZNF148"	0.389
"PPP1R15A"	"KLF6"	0.376
"TFAP4"	"SP1"	0.631
"TFAP4"	"TPST2"	0.105
"TFAP4"	"SALL2"	0.598
"THPO"	"SPI1"	0.548
"THPO"	"ACHE"	0.445
"THPO"	"VWF"	0.316
"THPO"	"GATA2"	0.498
"THPO"	"SOS1"	0.499
"THPO"	"STAT3"	0.46
"THPO"	"PSMA7"	0.339
"THPO"	"CSF3R"	0.524
"THPO"	"STAT5A"	0.347
"THPO"	"IL7R"	0.583
"THPO"	"GP9"	0.285
"THPO"	"IL6R"	0.493
"THPO"	"CNTFR"	0.559
"THPO"	"AKT1"	0.48
"THPO"	"ITGA2B"	0.359
"THPO"	"CXCR4"	0.482
"THPO"	"ZFPM1"	0.463
"THPO"	"PF4"	0.514
"SEMA4G"	"OBSCN"	0.324
"PRRT1"	"EPPK1"	NA
"BCL7C"	"SMARCD3"	NA
"BCL7C"	"VPS37C"	NA
"NDUFB7"	"NDUFB10"	1
"NDUFB7"	"NDUFV1"	0.99
"NDUFB7"	"UQCRC2"	0.699
"NDUFB7"	"UQCRQ"	0.792
"NDUFB7"	"COX5A"	0.787
"NDUFB7"	"NDUFB11"	1
"NDUFB7"	"ZNHIT1"	0.228
"NDUFB7"	"ACAD9"	0.567
"NDUFB7"	"NDUFS7"	0.8
"NDUFB7"	"SDHC"	0.538
"NDUFB7"	"COX7C"	0.594
"NDUFB7"	"ATP5G1"	NA
"NDUFB7"	"NDUFA3"	1
"TIMM13"	"CAB39"	0.132
"TIMM13"	"CHCHD4"	0.234
"TIMM13"	"TMPRSS9"	NA
"TIMM13"	"ATP5G1"	NA
"TIMM13"	"TIMM8A"	0.536
"PDXP"	"ECE1"	0.15
"PDXP"	"SH3GL1"	0.299
"PDXP"	"MCL1"	0.155
"PDXP"	"AMBP"	0.173
"PDXP"	"COMP"	0.142
"PDXP"	"TH"	0.112
"PDXP"	"PPP2R4"	NA
"PDXP"	"NDP"	0.293
"PDXP"	"TYRO3"	0.214
"PDXP"	"TNFRSF10C"	0.161
"JOSD1"	"TIMM8A"	0.247
"NIPSNAP1"	"B3GAT3"	0.045
"NIPSNAP1"	"CHCHD2"	0.028
"TXN2"	"EEF2"	0.003
"TXN2"	"GLRX"	0.07
"TXN2"	"APEX2"	0
"TXN2"	"CLPP"	0.532
"TXN2"	"SEC61A1"	0
"TXN2"	"RPL8"	0.269
"TXN2"	"MDH2"	0.249
"TXN2"	"TXNRD2"	0
"EFS"	"CRK"	0.521
"GSS"	"TXNRD2"	0.445
"GSS"	"CNDP2"	1
"GSS"	"GLRX"	0.1
"GSS"	"GGT1"	0.586
"GSS"	"ALOX5AP"	0.211
"GSS"	"GSTM1"	0.325
"GSS"	"GCLM"	0.683
"SRMS"	"ILKAP"	NA
"SRMS"	"PPP3CC"	0.39
"SRMS"	"CD79A"	0.373
"PQBP1"	"SF3A2"	0.557
"PQBP1"	"PCBP2"	0.722
"PQBP1"	"GTF2F1"	0.709
"PQBP1"	"POLR2L"	0.6
"PQBP1"	"LSM2"	0.448
"PQBP1"	"CPSF1"	0.496
"PQBP1"	"XAB2"	0.576
"PQBP1"	"CTNNBL1"	0.525
"PQBP1"	"PCBP1"	0.578
"PQBP1"	"LSM7"	0.448
"PQBP1"	"DNM2"	0.518
"PCSK1N"	"CPE"	NA
"PCSK1N"	"UTS2R"	NA
"USP11"	"MCM3AP"	NA
"USP11"	"RBM10"	NA
"USP11"	"USP5"	1
"ACP5"	"CLCN7"	0
"ACP5"	"NES"	0.146
"ACP5"	"TNF"	0.073
"ACP5"	"CD207"	0.015
"ACP5"	"VANGL1"	0.196
"MT4"	"MT1X"	0.831
"MMP15"	"TNF"	0.309
"MMP15"	"HLA-G"	0.145
"TSC2"	"STK11"	0.587
"TSC2"	"HRAS"	0.592
"TSC2"	"EIF4EBP1"	0.305
"TSC2"	"AKT1"	0.585
"TSC2"	"CRTC2"	0.228
"TSC2"	"PLK1"	0.59
"TSC2"	"EEF2"	0.281
"TSC2"	"PI3"	0.156
"TSC2"	"CAMKK2"	0.501
"TSC2"	"PPP2R4"	NA
"TSC2"	"FKBP1C"	NA
"ZP2"	"ZP3"	0.284
"ZP2"	"FGF8"	0.068
"ZP2"	"ALX4"	0
"MAZ"	"HRAS"	0.161
"MAZ"	"AKT1"	0.108
"CSK"	"GNB1"	0.305
"CSK"	"HRAS"	0.436
"CSK"	"VWF"	0.334
"CSK"	"STAT3"	0.329
"CSK"	"HLA-DQA2"	0.509
"CSK"	"ARRB2"	0.426
"CSK"	"RHOG"	0.412
"CSK"	"ILKAP"	NA
"CSK"	"PPP3CC"	0.216
"CSK"	"ACTN4"	0.292
"CSK"	"AKT1"	0.373
"CSK"	"ITGA2B"	0.3
"CSK"	"HLA-DRA"	0.4
"CSK"	"HCK"	0.467
"CSK"	"PPP2R4"	NA
"CSK"	"PLAUR"	0.43
"CSK"	"DNM2"	0.352
"CSK"	"CD79A"	0.478
"CSK"	"PORCN"	0.327
"CSK"	"ACTA1"	0.237
"CSK"	"HLA-DRB1"	0.394
"CTSH"	"BID"	0.4
"CTSH"	"HLA-DRB1"	0.317
"CTSH"	"HLA-DQA2"	0.4
"CTSH"	"HLA-DRA"	0.428
"PYCRL"	"PYCR2"	NA
"PYCRL"	"PRODH"	NA
"EXOSC5"	"RPL7"	0.6
"EXOSC5"	"RPL27A"	0.439
"EXOSC5"	"RPL11"	0.462
"EXOSC5"	"RPLP2"	0.439
"EXOSC5"	"RPS9"	0.535
"EXOSC5"	"RPS2"	0.547
"EXOSC5"	"RPL4"	0.439
"EXOSC5"	"RPL36AL"	NA
"EXOSC5"	"RPL18"	0.429
"EXOSC5"	"RPL15"	0.429
"EXOSC5"	"RPL13A"	0.48
"EXOSC5"	"MPHOSPH6"	0.466
"EXOSC5"	"RPL41"	0.429
"EXOSC5"	"ZFP36L1"	0.318
"EXOSC5"	"RPLP0"	0.439
"EXOSC5"	"RPL35"	0.498
"EXOSC5"	"RPL30"	0.484
"EXOSC5"	"RPL14"	0.591
"EXOSC5"	"RPL32"	0.429
"EXOSC5"	"KHSRP"	0.578
"EXOSC5"	"KPNA6"	0
"EXOSC5"	"RPL8"	0.429
"EXOSC5"	"EXOSC7"	0.827
"EXOSC5"	"EXOSC3"	0.902
"EXOSC5"	"RPL10"	0.469
"EXOSC5"	"RPL37"	0.439
"EXOSC5"	"RPL37A"	0.439
"PAF1"	"GTF2F1"	0.619
"PAF1"	"POLR2L"	0.582
"PAF1"	"CSNK2B"	0.379
"PAF1"	"KLC2"	0.108
"PAF1"	"KIAA0101"	NA
"PAF1"	"GTF2H4"	0.528
"PAF1"	"IFIT2"	0.303
"RELB"	"NFKB2"	0.675
"RELB"	"PSMB4"	0.242
"RELB"	"PSME4"	0.416
"RELB"	"PSMA7"	0.242
"RELB"	"STAT3"	0.57
"RELB"	"TRAF5"	0.602
"RELB"	"TNF"	0.494
"RELB"	"NFKBIB"	0.623
"RELB"	"AKT1"	0.485
"RELB"	"ANXA5"	0.459
"RELB"	"DAXX"	0.477
"RELB"	"IRF3"	0.67
"RELB"	"CORT"	0.37
"SF3A2"	"RANGAP1"	0
"SF3A2"	"AGPAT1"	0.34
"SF3A2"	"LSM2"	0.858
"SF3A2"	"PCBP2"	0.576
"SF3A2"	"GTF2F1"	0.608
"SF3A2"	"POLR2L"	0.577
"SF3A2"	"RBM10"	NA
"SF3A2"	"EEF2"	0.294
"SF3A2"	"CPSF1"	0.75
"SF3A2"	"EIF4G3"	0.373
"SF3A2"	"XAB2"	0.774
"SF3A2"	"CTNNBL1"	0.699
"SF3A2"	"LSM7"	0.858
"SF3A2"	"PCBP1"	0.77
"FSD1"	"SRF"	0.154
"FSD1"	"MYOG"	0.119
"FSD1"	"RPS2"	0.166
"CD79A"	"SELL"	0.478
"CD79A"	"SLC3A2"	0.225
"CD79A"	"IL13"	0.174
"CD79A"	"VWF"	0.352
"CD79A"	"IL7R"	0.501
"CD79A"	"CD7"	0.651
"CD79A"	"AKT1"	0.196
"CD79A"	"CXCR4"	0.312
"CD79A"	"UNG"	0.126
"CD79A"	"GGT1"	0.201
"CD79A"	"COX5A"	0
"CD79A"	"CD68"	0.737
"CD79A"	"TNF"	0.216
"CD79A"	"VAV1"	0.473
"CD79A"	"SPN"	0.383
"CD79A"	"CD72"	0.166
"CD79A"	"HLA-DRB1"	0.413
"CD79A"	"TNFRSF13B"	0.578
"CD79A"	"CFP"	0.556
"CD79A"	"MGAM"	0.405
"CD79A"	"S100A8"	0.318
"CD79A"	"AMBP"	0.241
"CD79A"	"SOS1"	0.426
"LIM2"	"GJA8"	0
"LIM2"	"FTL"	0.006
"RABAC1"	"RAB5C"	NA
"DBP"	"CEBPA"	0.514
"DBP"	"BATF"	0.214
"MLL4"	"HCFC1"	NA
"MLL4"	"HDAC3"	NA
"COMP"	"TNFRSF10C"	0.455
"COMP"	"UNG"	0.132
"COMP"	"HINT1"	0.403
"COMP"	"TYRO3"	0.449
"COMP"	"MICAL1"	0.378
"COMP"	"FOXM1"	0.32
"COMP"	"ITGA2B"	0.411
"COMP"	"NES"	0.338
"COMP"	"TH"	0.389
"COMP"	"ECE1"	0.296
"COMP"	"SH3GL1"	0.53
"COMP"	"MCL1"	0.443
"COMP"	"COL9A3"	0.502
"COMP"	"NDP"	0.484
"COMP"	"ZBTB32"	0.343
"COMP"	"RAB5C"	0.196
"COMP"	"TNIP1"	0.229
"COMP"	"AMBP"	0.258
"HAMP"	"GDF15"	0.384
"HAMP"	"STAT3"	0.413
"HAMP"	"TNF"	0.337
"HAMP"	"FTL"	0.559
"DLX5"	"FGF8"	0.632
"DLX5"	"MSX1"	0.328
"DLX5"	"WNT10B"	0.575
"MOSPD3"	"OSBPL1A"	NA
"MOSPD3"	"ISYNA1"	NA
"FIS1"	"RHOT2"	0.645
"FIS1"	"DNM2"	0.442
"FIS1"	"ZNHIT1"	0.175
"C8G"	"LCN1"	0.719
"C8G"	"VTN"	1
"ACTA2"	"MYL2"	0.428
"ACTA2"	"RASL10B"	0.217
"ACTA2"	"EGR1"	0.464
"ACTA2"	"MYL6"	0.425
"ACTA2"	"TMSB4X"	0.331
"ACTA2"	"PRKCG"	0.361
"ACTA2"	"ANXA5"	0.293
"ACTA2"	"GSPT2"	0.341
"ACTA2"	"RHOG"	0.415
"ACTA2"	"DYNC1H1"	0.158
"ACTA2"	"EEF2"	0.368
"ACTA2"	"MYO18B"	NA
"ACTA2"	"ACTN4"	0.342
"ACTA2"	"TNNT2"	0.447
"ACTA2"	"HK3"	0.255
"ACTA2"	"RPL14"	0.347
"ACTA2"	"RPS23"	0.322
"ACTA2"	"CALML5"	0.39
"ACTA2"	"ARPC4"	0.256
"ACTA2"	"VWF"	0.242
"ACTA2"	"OBSCN"	0.305
"ACTA2"	"TUBB"	0.346
"ACTA2"	"SRF"	0.462
"ACTA2"	"DIRAS3"	0.276
"ACTA2"	"ARPC5"	0.274
"ACTA2"	"RPL18"	0.367
"ACTA2"	"AKT1"	0.376
"ACTA2"	"CDC25A"	0.298
"ACTA2"	"MYL3"	0.438
"ACTA2"	"PGK1"	0.354
"ACTA2"	"PLK1"	0.302
"ACTA2"	"CALB2"	0.172
"ACTA2"	"SMARCD3"	0.467
"ACTA2"	"TUBB2B"	0.247
"ACTA2"	"TNF"	0.397
"ACTA2"	"DIRAS2"	NA
"ACTA2"	"DNAH11"	0.137
"ACTA2"	"HDAC3"	0.407
"ACTA2"	"DNM2"	0.397
"ACTA2"	"SP1"	0.58
"ACTA2"	"FAU"	NA
"ACTA2"	"ARPC1B"	0.219
"ACTA2"	"MYO1A"	0.211
"ACTA2"	"RHOBTB1"	0.285
"ACTA2"	"HRAS"	0.495
"ACTA2"	"GABARAP"	0.249
"ACTA2"	"CABP2"	0.48
"ACTA2"	"TPM2"	0.379
"ACTA2"	"ZNHIT1"	0.13
"WNT3"	"GBX2"	0.932
"WNT3"	"DHH"	NA
"WNT3"	"MSX1"	0.376
"WNT3"	"AKT1"	0.453
"WNT3"	"TCF7"	0.527
"WNT3"	"EVX1"	NA
"WNT3"	"PORCN"	0.388
"WNT3"	"WNT10B"	0.761
"WNT3"	"WNT11"	0.618
"WNT3"	"FGF8"	0.567
"PIGL"	"MSX1"	0.007
"PIGL"	"GYS1"	0.148
"VTN"	"TNF"	0.439
"VTN"	"PLAUR"	0.609
"VTN"	"SPARC"	0.454
"VTN"	"PF4"	0.45
"VTN"	"AMBP"	0.466
"VTN"	"VWF"	0.588
"VTN"	"AKT1"	0.461
"VTN"	"ITGA2B"	0.254
"FRG1"	"TNNT3"	0.104
"SPI1"	"QRSL1"	0.308
"SPI1"	"TAL1"	0.67
"SPI1"	"GATA2"	0.62
"SPI1"	"CSF3R"	0.443
"SPI1"	"STAT3"	0.509
"SPI1"	"STAT5A"	0.378
"SPI1"	"IL7R"	0.485
"SPI1"	"SRF"	0.612
"SPI1"	"MCM3AP"	NA
"SPI1"	"IRF2"	0.616
"SPI1"	"NDRG2"	0.436
"SPI1"	"CEBPA"	0.654
"SPI1"	"IL32"	0.266
"SPI1"	"SDHC"	0.259
"SPI1"	"CD53"	0.448
"SPI1"	"PRAM1"	0.207
"SPI1"	"NONO"	0.522
"SPI1"	"CLPP"	0.331
"SPI1"	"HCK"	0.462
"SPI1"	"CD68"	0.356
"SPI1"	"TNF"	0.442
"SPI1"	"VAV1"	0.359
"SPI1"	"HDAC3"	0.591
"SPI1"	"NPM1"	0.487
"SPI1"	"ZFPM1"	0.531
"MYL2"	"MYL6"	0.646
"MYL2"	"TCAP"	0.688
"MYL2"	"MYO18B"	NA
"MYL2"	"PPP3CC"	0.031
"MYL2"	"TNNT2"	0.706
"MYL2"	"ACTA1"	0.604
"MYL2"	"TPM2"	0.57
"MYL2"	"OBSCN"	0.302
"MYL2"	"MIB2"	0.077
"MYL2"	"AKT1"	0.195
"MYL2"	"PLK1"	0.172
"MYL2"	"MYL3"	0.804
"MYL2"	"CAMK2A"	0.152
"MYL2"	"TNNI1"	0.622
"MYL2"	"TBX5"	0.484
"MYL2"	"TNNI2"	0.66
"MYL2"	"TNNT3"	0.715
"UNC93A"	"KCNK9"	NA
"UNC93A"	"KCNK3"	NA
"HARS2"	"MARS"	0.493
"HARS2"	"PEPD"	0.833
"SPARC"	"VWF"	0.407
"SPARC"	"VEGFB"	0.608
"SPARC"	"ACTN4"	0.498
"SPARC"	"TMSB4X"	0.418
"SPARC"	"STAB1"	0.557
"SPARC"	"PF4"	0.408
"HAND1"	"SLC25A23"	0.004
"HAND1"	"IRX4"	NA
"IRX4"	"TBX5"	NA
"NCK2"	"TNK2"	0.638
"NCK2"	"CRK"	0.653
"NCK2"	"EPHB3"	0.526
"NCK2"	"GIT1"	0.381
"NCK2"	"ARPC1B"	0.53
"NCK2"	"SOS1"	0.672
"NCK2"	"FYB"	NA
"NCK2"	"ARPC5"	0.587
"NDUFS7"	"UQCRC2"	0.671
"NDUFS7"	"RPL11"	0.15
"NDUFS7"	"ACAD9"	0.412
"NDUFS7"	"NDUFB11"	1
"NDUFS7"	"SDHC"	0.579
"NDUFS7"	"ATP5G1"	NA
"NDUFS7"	"NDUFA3"	0.8
"NDUFS7"	"NDUFB10"	0.8
"NDUFS7"	"NDUFV1"	0.829
"NDUFS7"	"RHOT2"	0.28
"COX7A2L"	"HINT1"	0.293
"COX7A2L"	"COX5A"	0.651
"COX7A2L"	"COX7C"	0.522
"GRIN3B"	"GRIK5"	0.115
"TPSG1"	"IL13"	0.61
"RGS2"	"PRKCG"	0.314
"RGS2"	"TRIM47"	0.44
"RGS2"	"GNAI2"	0.397
"SELL"	"CD7"	0.62
"SELL"	"AKT1"	0.31
"SELL"	"ANXA5"	0.395
"SELL"	"ITGA2B"	0.402
"SELL"	"CXCR4"	0.448
"SELL"	"LAMP1"	0.456
"SELL"	"IL6R"	0.422
"SELL"	"TNF"	0.336
"SELL"	"MSN"	0.456
"SELL"	"SPN"	0.66
"SELL"	"NTAN1"	0.231
"SELL"	"STAT3"	0.304
"SELL"	"ELF4"	0.384
"SELL"	"IL13"	0.226
"SELL"	"VWF"	0.548
"SELL"	"STAT5A"	0.191
"SELL"	"IL7R"	0.529
"GLRX"	"AKT1"	0.109
"GLRX"	"TXNRD2"	0.017
"GLRX"	"MARS"	0.039
"GLRX"	"EEF1G"	0.015
"GLRX"	"RRM2"	0.093
"EGR1"	"IRF2"	0.537
"EGR1"	"IRF7"	0.487
"EGR1"	"CDKN1C"	0.435
"EGR1"	"SDHC"	0.215
"EGR1"	"DAXX"	0.508
"EGR1"	"ALOX5AP"	0.124
"EGR1"	"BST2"	0.38
"EGR1"	"LHX2"	1
"EGR1"	"HRAS"	0.511
"EGR1"	"PITX1"	0.161
"EGR1"	"GDF15"	0.44
"EGR1"	"SOCS1"	0.398
"EGR1"	"ADAR"	0.382
"EGR1"	"IER2"	0.421
"EGR1"	"HSPB1"	0.451
"EGR1"	"CAMK2A"	0.391
"EGR1"	"NR5A1"	0.47
"EGR1"	"TNF"	0.477
"EGR1"	"SP1"	0.527
"EGR1"	"HLA-G"	0.293
"EGR1"	"IRF3"	0.504
"EGR1"	"IFIT2"	0.341
"EGR1"	"GATA2"	0.435
"EGR1"	"IFITM1"	0.381
"EGR1"	"STAT3"	0.492
"EGR1"	"SRF"	0.524
"EGR1"	"AKT1"	0.468
"PPP3CC"	"CALB2"	0.048
"PPP3CC"	"PLCB2"	0.324
"PPP3CC"	"CALML5"	0.401
"PPP3CC"	"PPP2R5A"	0.477
"PPP3CC"	"AKT1"	0.187
"PPP3CC"	"MYL3"	0
"PPP3CC"	"LIMK2"	0.443
"PPP3CC"	"PLCB3"	0.248
"PPP3CC"	"CAMK2A"	0.198
"PPP3CC"	"PIP5K1C"	0.165
"PPP3CC"	"HCK"	0.196
"PPP3CC"	"BAD"	0.162
"PPP3CC"	"KCNIP2"	0.129
"PPP3CC"	"PPP2R4"	NA
"PPP3CC"	"MEF2D"	0.178
"PPP3CC"	"NFATC4"	0.478
"PPP3CC"	"ANAPC2"	0.137
"PPP3CC"	"PPP1R1B"	0.673
"PPP3CC"	"EPHB3"	0.145
"PPP3CC"	"BIN2"	0.081
"PPP3CC"	"RIPK1"	0.187
"PPP3CC"	"CABP2"	0.287
"PPP3CC"	"FKBP1C"	NA
"PPP3CC"	"STK11"	0.252
"PPP3CC"	"PIM2"	0.281
"PPP3CC"	"TYRO3"	0.194
"PPP3CC"	"AP2A1"	0.075
"PPP3CC"	"MYL6"	0.025
"PPP3CC"	"PRKCG"	0.306
"PPP3CC"	"CRTC2"	0.206
"GJA8"	"CACNA1H"	0.599
"MYOG"	"SRF"	0.535
"MYOG"	"AKT1"	0.404
"MYOG"	"PRMT5"	0.231
"MYOG"	"NES"	0.271
"MYOG"	"DYRK1B"	0.288
"MYOG"	"TNF"	0.377
"MYOG"	"MEF2D"	0.495
"MYOG"	"SP1"	0.434
"MYOG"	"CTF1"	0.529
"NPY"	"GNB1"	0.501
"NPY"	"FFAR2"	0.388
"NPY"	"ACHE"	0.43
"NPY"	"STAT3"	0.444
"NPY"	"NPW"	0.572
"NPY"	"GNB2"	0.391
"NPY"	"PNMT"	0.011
"NPY"	"ADCY1"	0.399
"NPY"	"GNAI2"	0.581
"NPY"	"DBH"	0.246
"NPY"	"CXCR4"	0.519
"NPY"	"CALB2"	0.198
"NPY"	"CORT"	0.506
"NPY"	"GRM4"	0.544
"NPY"	"ASIP"	0.504
"NPY"	"HTR3A"	0.565
"NPY"	"TH"	0.395
"NPY"	"TNF"	0.336
"NPY"	"CD63"	0.399
"NPY"	"PF4"	0.442
"CNTFR"	"IL13"	0.51
"CNTFR"	"STAT3"	0.578
"CNTFR"	"CTF1"	0.795
"CNTFR"	"IL6R"	0.532
"UNG"	"APEX2"	1
"UNG"	"GGT1"	0.291
"UNG"	"SH3GL1"	0.443
"UNG"	"CDA"	0.42
"UNG"	"MCL1"	0.369
"UNG"	"RRM2"	0.302
"SEC61A1"	"EEF2"	0.161
"SEC61A1"	"RPL7"	0.436
"SEC61A1"	"PCSK4"	0.022
"SEC61A1"	"RPS21"	0.402
"SEC61A1"	"UQCRC2"	0.286
"SEC61A1"	"RPL27A"	0.511
"SEC61A1"	"RPL11"	0.317
"SEC61A1"	"MRPL16"	0.021
"SEC61A1"	"RPLP2"	0.511
"SEC61A1"	"RPS9"	0.431
"SEC61A1"	"RPS2"	0.462
"SEC61A1"	"RPL10"	0.367
"SEC61A1"	"RPL37"	0.511
"SEC61A1"	"RPL37A"	0.511
"SEC61A1"	"MRPS12"	0.026
"SEC61A1"	"RPL41"	0.469
"SEC61A1"	"DYRK1B"	0.067
"SEC61A1"	"UFD1L"	NA
"SEC61A1"	"RPLP0"	0.418
"SEC61A1"	"RPL30"	0.402
"SEC61A1"	"RPL14"	0.47
"SEC61A1"	"SURF4"	0.334
"SEC61A1"	"RPL35"	0.469
"SEC61A1"	"RPS23"	0.412
"SEC61A1"	"RPL32"	0.469
"SEC61A1"	"TNF"	0.087
"SEC61A1"	"ASNA1"	0.654
"SEC61A1"	"RPL8"	0.469
"SEC61A1"	"RPL4"	0.511
"SEC61A1"	"DDOST"	0.128
"SEC61A1"	"OS9"	0.328
"SEC61A1"	"MRPL17"	0.023
"SEC61A1"	"RPL36AL"	NA
"SEC61A1"	"RPL18"	0.469
"SEC61A1"	"RPL15"	0.469
"SEC61A1"	"RPL13A"	0.402
"SEC61A1"	"RPN1"	0.102
"CHPF"	"B3GAT3"	0.973
"CHPF"	"EXT2"	0.871
"PI3"	"TYRO3"	0.294
"PI3"	"STAT5A"	0.072
"PI3"	"EIF4EBP1"	0.036
"PI3"	"ANXA5"	0.231
"PI3"	"SH3GL1"	0.406
"PI3"	"CTNNBL1"	0.342
"PI3"	"SERPINB5"	0.226
"PI3"	"ZFYVE1"	0.187
"PI3"	"MCL1"	0.268
"PI3"	"ALOX5AP"	0.017
"PI3"	"HRAS"	0.214
"PI3"	"STAT3"	0.167
"PI3"	"WDTC1"	0.305
"PI3"	"AKT1"	0.167
"PI3"	"TNF"	0.162
"PEPD"	"EIF5A"	0.322
"PEPD"	"CNDP2"	0.176
"PEPD"	"SARDH"	0.441
"TREM1"	"TNF"	0.392
"TREM1"	"KIR2DL1"	0.817
"CLPP"	"MDH2"	0.251
"THOC2"	"MCM3AP"	NA
"THOC2"	"CPSF1"	0.692
"THOC2"	"NR5A1"	0.364
"THOC2"	"THOC6"	0.897
"THOC2"	"POM121"	0.645
"THOC2"	"NUP210"	0.624
"RTN2"	"CSAD"	NA
"SLURP1"	"LY6H"	0.283
"FFAR2"	"PROK2"	0.455
"FFAR2"	"GNAI2"	0.463
"FFAR2"	"ADRBK1"	NA
"FFAR2"	"P2RY11"	0.407
"FFAR2"	"PLCB2"	0.278
"FFAR2"	"GNB1"	0.499
"FFAR2"	"PLCB3"	0.303
"FFAR2"	"UTS2R"	0.463
"FFAR2"	"GNB2"	0.286
"CFP"	"THSD1"	NA
"CFP"	"ADAMTS13"	0.509
"CFP"	"ADAMTS4"	0.109
"CFP"	"FCN1"	0.657
"CFP"	"ADAMTSL2"	0.33
"COX7C"	"HCFC1"	0.253
"COX7C"	"RPL37A"	0.24
"COX7C"	"HINT1"	0.39
"COX7C"	"RPS21"	0.181
"COX7C"	"UQCRC2"	0.683
"COX7C"	"RPL11"	0.137
"COX7C"	"UQCRQ"	0.68
"COX7C"	"COX5A"	1
"COX7C"	"RPL30"	0.181
"COX7C"	"RPL35"	0.208
"COX7C"	"UBL5"	0.359
"COX7C"	"FAU"	NA
