"symbol1"	"symbol2"	"BP"
"ACTN4"	"CAMK2A"	0.474
"ACTN4"	"CSK"	0.399
"ACTN4"	"CSNK2B"	0.452
"ACTN4"	"DNM2"	0.553
"ACTN4"	"EEF2"	0.405
"ACTN4"	"FAU"	NA
"ACTN4"	"GNB1"	0.291
"ACTN4"	"GNB2"	0.23
"ACTN4"	"MDH2"	0.158
"ACTN4"	"MSN"	0.437
"ACTN4"	"MYL6"	0.241
"ACTN4"	"PF4"	0.481
"ACTN4"	"PGK1"	0.313
"ACTN4"	"RAB5C"	0.472
"ACTN4"	"RPL4"	0.36
"ACTN4"	"RPL7"	0.368
"ACTN4"	"RPL8"	0.37
"ACTN4"	"RPL27A"	0.36
"ACTN4"	"RPLP2"	0.36
"ACTN4"	"RPN1"	0.173
"ACTN4"	"SET"	0.406
"ACTN4"	"SPARC"	0.544
"ACTN4"	"TMSB4X"	0.627
"ACTN4"	"TNNI2"	0.36
"ACTN4"	"TNNT3"	0.293
"ACTN4"	"TPM2"	0.323
"ACTN4"	"TSC2"	0.472
"ACTN4"	"VEGFB"	0.504
"ACTN4"	"VWF"	0.383
"ACTN4"	"SLC9A3R2"	0.333
"ACTN4"	"ARPC1B"	0.367
"ACTN4"	"TRIM3"	0.156
"ACTN4"	"RPL13A"	0.408
"ACTN4"	"TUBB"	0.327
"ADAR"	"EGR1"	0.458
"ADAR"	"IFIT2"	0.532
"ADAR"	"IRF2"	0.663
"ADAR"	"IRF3"	0.528
"ADAR"	"IRF7"	0.585
"ADAR"	"NONO"	0.454
"ADAR"	"NPM1"	0.439
"ADAR"	"PCBP1"	0.464
"ADAR"	"PSMB4"	0.211
"ADAR"	"RPL11"	0.418
"ADAR"	"RPS2"	0.38
"ADAR"	"RPL35"	0.318
"ADCY1"	"FSHR"	0.535
"ADCY1"	"GNAI2"	0.511
"ADCY1"	"GNB2"	0.433
"ADCY1"	"GRM4"	0.526
"ADCY1"	"HRAS"	0.36
"ADCY1"	"HTR4"	0.526
"ADCY1"	"NPY"	0.405
"ADCY1"	"SCTR"	0.458
"ADCY1"	"CXCR4"	0.445
"ADCY1"	"ADM2"	0.455
"ADCY1"	"NPW"	0.426
"AP2A1"	"ARRB2"	0.508
"AP2A1"	"CAMK2A"	0.415
"AP2A1"	"CD22"	0.418
"AP2A1"	"CRK"	0.465
"AP2A1"	"CSNK2B"	0.417
"AP2A1"	"DNM2"	0.596
"AP2A1"	"EEF2"	0.369
"AP2A1"	"EIF5A"	0.36
"AP2A1"	"HLA-DRB1"	0.321
"AP2A1"	"PPP3CC"	0.139
"AP2A1"	"RAB5B"	0.536
"AP2A1"	"RAB5C"	0.483
"AP2A1"	"RPN1"	0.15
"AP2A1"	"RPS9"	0.377
"AP2A1"	"RAB11B"	0.509
"AP2A1"	"PIP5K1C"	0.524
"AP2A1"	"RPL13A"	0.415
"AP2A1"	"BIN2"	0.426
"AP2A1"	"EPN3"	NA
"AKT1"	"ARF1"	0.393
"AKT1"	"ARRB2"	0.577
"AKT1"	"BAD"	0.629
"AKT1"	"ZFP36L1"	0.611
"AKT1"	"CAMK2A"	0.569
"AKT1"	"CRK"	0.55
"AKT1"	"CSK"	0.413
"AKT1"	"DDOST"	0.334
"AKT1"	"EEF2"	0.326
"AKT1"	"EGR1"	0.513
"AKT1"	"EIF4EBP1"	0.332
"AKT1"	"FOXM1"	0.499
"AKT1"	"FLII"	NA
"AKT1"	"GATA2"	0.532
"AKT1"	"GNAI2"	0.401
"AKT1"	"GNB2"	0.24
"AKT1"	"GYS1"	0.958
"AKT1"	"HRAS"	0.64
"AKT1"	"HSPB1"	0.624
"AKT1"	"IRF3"	0.471
"AKT1"	"ITGA2B"	0.254
"AKT1"	"ITGB4"	0.364
"AKT1"	"MCL1"	0.495
"AKT1"	"MEF2D"	0.338
"AKT1"	"MSN"	0.512
"AKT1"	"NONO"	0.407
"AKT1"	"NPM1"	0.598
"AKT1"	"PCBP1"	0.185
"AKT1"	"SERPINB5"	1
"AKT1"	"PLK1"	0.548
"AKT1"	"PPP2R5A"	0.349
"AKT1"	"PSMA7"	0.204
"AKT1"	"PSMB4"	0.204
"AKT1"	"PSMC4"	0.265
"AKT1"	"RPL7"	0.31
"AKT1"	"RPS2"	0.35
"AKT1"	"RPS9"	0.373
"AKT1"	"SDHC"	0.266
"AKT1"	"SOS1"	0.562
"AKT1"	"ST14"	0.249
"AKT1"	"STAT3"	0.648
"AKT1"	"STAT5A"	0.521
"AKT1"	"STK11"	0.598
"AKT1"	"TNF"	0.722
"AKT1"	"TPM2"	0.19
"AKT1"	"TSC2"	0.628
"AKT1"	"NCK2"	0.531
"AKT1"	"PIAS1"	0.481
"AKT1"	"KHSRP"	0.423
"AKT1"	"HDAC3"	0.551
"AKT1"	"SPHK1"	0.593
"AKT1"	"NUDC"	0.138
"AKT1"	"PLEKHO1"	NA
"AKT1"	"SYTL1"	0.439
"AKT1"	"RASL10B"	0.256
"AKT1"	"TUBB"	0.234
"ALAS2"	"SARDH"	0.241
"ALAS2"	"HBD"	0.4
"ALAS2"	"LSS"	0.339
"ALAS2"	"MDH2"	0.165
"ALAS2"	"NDUFV1"	0.139
"ALAS2"	"FIS1"	0.276
"ALOX5AP"	"CD53"	0.268
"ALOX5AP"	"CD68"	0.208
"ALOX5AP"	"HLA-DRB1"	0.277
"ALOX5AP"	"PLP2"	0.254
"ALOX5AP"	"S100A6"	0.252
"ALOX5AP"	"TBXAS1"	0.541
"ALOX5AP"	"LST1"	0.174
"ALOX5AP"	"VAMP8"	0.188
"AMBP"	"CD79A"	0.287
"ANXA5"	"EEF2"	0.319
"ANXA5"	"MSN"	0.367
"ANXA5"	"PGK1"	0.304
"ANXA5"	"PPIB"	0.182
"ANXA5"	"CRTAP"	0.172
"ANXA11"	"HLA-DRA"	0.121
"ANXA11"	"S100A6"	0.134
"APLP1"	"CPE"	0.217
"APLP1"	"VGF"	0.188
"ARF1"	"ASNA1"	0.3
"ARF1"	"CKS1B"	0.131
"ARF1"	"CSNK2B"	0.4
"ARF1"	"CTSL"	0.301
"ARF1"	"DDOST"	0.382
"ARF1"	"DYNC1H1"	0.472
"ARF1"	"EEF1G"	0.236
"ARF1"	"EEF2"	0.348
"ARF1"	"EIF4A2"	0.145
"ARF1"	"EIF5A"	0.333
"ARF1"	"FAU"	NA
"ARF1"	"GNB1"	0.262
"ARF1"	"GNB2"	0.129
"ARF1"	"HLA-DRB1"	0.352
"ARF1"	"HRAS"	0.402
"ARF1"	"MSN"	0.392
"ARF1"	"NPM1"	0.44
"ARF1"	"PCBP1"	0.195
"ARF1"	"PGK1"	0.309
"ARF1"	"PLK1"	0.354
"ARF1"	"PPIB"	0.233
"ARF1"	"PPP3CC"	0.164
"ARF1"	"PSMA4"	0.114
"ARF1"	"PSMA7"	0.114
"ARF1"	"PSMB4"	0.114
"ARF1"	"PSMC4"	0.2
"ARF1"	"RAB5B"	0.537
"ARF1"	"RAB5C"	0.487
"ARF1"	"RPL4"	0.286
"ARF1"	"RPL8"	0.289
"ARF1"	"RPL11"	0.393
"ARF1"	"RPL15"	0.289
"ARF1"	"RPL18"	0.289
"ARF1"	"RPL30"	0.382
"ARF1"	"RPL27A"	0.286
"ARF1"	"RPL32"	0.289
"ARF1"	"RPL36AL"	NA
"ARF1"	"RPL37"	0.286
"ARF1"	"RPLP0"	0.418
"ARF1"	"RPLP2"	0.286
"ARF1"	"RPN1"	0.11
"ARF1"	"RPS2"	0.323
"ARF1"	"RPS9"	0.334
"ARF1"	"RPS23"	0.327
"ARF1"	"SURF4"	0.431
"ARF1"	"UQCRC2"	0.273
"ARF1"	"RPL14"	0.328
"ARF1"	"RAB11B"	0.526
"ARF1"	"ARFRP1"	0.487
"ARF1"	"RPL35"	0.314
"ARF1"	"EXOSC7"	0.21
"ARF1"	"PIP5K1C"	0.548
"ARF1"	"RPL13A"	0.404
"ARF1"	"GSPT2"	0.184
"ARF1"	"PYCR2"	0.154
"ARF1"	"SEC61A1"	0.338
"ARF1"	"VPS28"	0.437
"ARF1"	"BET1L"	0.335
"ARF1"	"CAB39"	0.402
"ARF1"	"PPAN"	0.507
"ARF1"	"SMAP1"	0.847
"ARF1"	"TRAPPC5"	0.349
"ARF1"	"TUBB"	0.335
"RHOG"	"CSK"	0.424
"RHOG"	"CYBA"	0.408
"RHOG"	"GNAI2"	0.517
"RHOG"	"HCK"	0.553
"RHOG"	"SOS1"	0.616
"RHOG"	"SPI1"	0.475
"RHOG"	"STAT3"	0.483
"RHOG"	"VAV1"	0.617
"RHOG"	"STK24"	0.525
"RHOG"	"RHOBTB1"	0.715
"RHOG"	"ARHGEF16"	0.694
"RHOG"	"ARHGAP17"	0.633
"RHOG"	"ARHGAP9"	0.545
"RHOG"	"FGD3"	0.728
"RHOG"	"RHOT2"	0.538
"ARR3"	"ARRB2"	NA
"ARR3"	"FSHR"	NA
"ARR3"	"CXCR4"	NA
"ARRB2"	"CSK"	0.473
"ARRB2"	"DYNC1H1"	0.34
"ARRB2"	"EEF2"	0.405
"ARRB2"	"HCK"	0.554
"ARRB2"	"MYL6"	0.173
"ARRB2"	"NONO"	0.416
"ARRB2"	"RAB5C"	0.388
"ARRB2"	"RANGAP1"	0.214
"ARRB2"	"RPL4"	0.348
"ARRB2"	"RPL7"	0.367
"ARRB2"	"RPL11"	0.531
"ARRB2"	"RPL18"	0.354
"ARRB2"	"RPLP0"	0.421
"ARRB2"	"RPLP2"	0.348
"ARRB2"	"CXCR4"	0.569
"ARRB2"	"RBM10"	NA
"ARRB2"	"RPL14"	0.366
"ARRB2"	"NUDC"	0.124
"ARRB2"	"RPL35"	0.358
"ARRB2"	"ARHGAP17"	0.351
"ASIP"	"F11R"	0.204
"ASL"	"DDOST"	0.304
"ASL"	"GLUD2"	0.606
"ASL"	"GNB2"	0.058
"ASL"	"PPIB"	0.083
"ASL"	"RPL4"	0.443
"ASL"	"RPLP2"	0.443
"ASNA1"	"CSNK2B"	0.254
"ASNA1"	"ECHS1"	0.055
"ASNA1"	"EEF1G"	0.102
"ASNA1"	"EEF2"	0.228
"ASNA1"	"EIF5A"	0.369
"ASNA1"	"GNAI2"	0.227
"ASNA1"	"GNB1"	0.291
"ASNA1"	"GNB2"	0.168
"ASNA1"	"GTF2H4"	0.278
"ASNA1"	"HINT1"	0.212
"ASNA1"	"MARS"	0.238
"ASNA1"	"NDUFV1"	0.139
"ASNA1"	"NONO"	0.197
"ASNA1"	"P2RY11"	0.271
"ASNA1"	"PCBP1"	0.049
"ASNA1"	"PFDN1"	NA
"ASNA1"	"POLR2L"	0.141
"ASNA1"	"PPIB"	0.072
"ASNA1"	"PSMA4"	0.052
"ASNA1"	"PSMA7"	0.052
"ASNA1"	"PSMB4"	0.052
"ASNA1"	"PSMC4"	0.102
"ASNA1"	"RPL4"	0.396
"ASNA1"	"RPLP2"	0.396
"ASNA1"	"MRPS12"	0.109
"ASNA1"	"RPS9"	0.341
"ASNA1"	"USP5"	0.078
"ASNA1"	"CLPP"	0.048
"ASNA1"	"ZBED1"	0.186
"ASNA1"	"ATP6V1F"	0.418
"ASNA1"	"MPHOSPH6"	0.17
"ASNA1"	"NUDC"	0.024
"ASNA1"	"RPL35"	0.376
"ASNA1"	"GABARAP"	0.403
"ASNA1"	"HSPBP1"	0.095
"ASNA1"	"GSPT2"	0.126
"ASNA1"	"TXN2"	0.049
"ASNA1"	"TIMM13"	0.443
"ASNA1"	"SEC61A1"	0.705
"ASNA1"	"FIS1"	0.331
"ASNA1"	"ISYNA1"	0.041
"ASNA1"	"PPAN"	0.314
"ASNA1"	"EXOSC5"	0.155
"ASNA1"	"XAB2"	0.212
"ASNA1"	"LSM2"	0.071
"ASNA1"	"MUS81"	0.324
"ASNA1"	"YIF1B"	0.502
"ASNA1"	"KLHDC3"	0.531
"ASNA1"	"TRAPPC5"	0.433
"ASNA1"	"TUBB"	0.258
"ATP5G1"	"ATP5G2"	NA
"ATP5G1"	"COX7C"	NA
"ATP5G1"	"TIMM8A"	NA
"ATP5G1"	"ECHS1"	NA
"ATP5G1"	"EIF5A"	NA
"ATP5G1"	"IDH2"	NA
"ATP5G1"	"MDH2"	NA
"ATP5G1"	"NDUFA3"	NA
"ATP5G1"	"NDUFB7"	NA
"ATP5G1"	"NDUFB10"	NA
"ATP5G1"	"NDUFV1"	NA
"ATP5G1"	"MRPS12"	NA
"ATP5G1"	"SDHC"	NA
"ATP5G1"	"UQCRC2"	NA
"ATP5G1"	"COX7A2L"	NA
"ATP5G1"	"COX5A"	NA
"ATP5G1"	"TXN2"	NA
"ATP5G1"	"TIMM13"	NA
"ATP5G1"	"UQCRQ"	NA
"ATP5G1"	"NDUFB11"	NA
"ATP5G1"	"MRPL16"	NA
"ATP5G1"	"MRPL17"	NA
"ATP5G1"	"MRPS24"	NA
"ATP5G1"	"CHCHD4"	NA
"ATP5G2"	"COX7C"	NA
"ATP5G2"	"EIF5A"	NA
"ATP5G2"	"MDH2"	NA
"ATP5G2"	"NDUFB7"	NA
"ATP5G2"	"NDUFB10"	NA
"ATP5G2"	"NDUFV1"	NA
"ATP5G2"	"MRPS12"	NA
"ATP5G2"	"SDHC"	NA
"ATP5G2"	"UQCRC2"	NA
"ATP5G2"	"RBM10"	NA
"ATP5G2"	"COX7A2L"	NA
"ATP5G2"	"COX5A"	NA
"ATP5G2"	"TIMM13"	NA
"ATP5G2"	"UQCRQ"	NA
"ATP5G2"	"NDUFB11"	NA
"ATP5G2"	"MRPL16"	NA
"ATP6AP1"	"IGF2R"	0.422
"ATP6AP1"	"LAMP1"	0.483
"ATP6AP1"	"ATP6V1F"	0.604
"ATP6AP1"	"NDFIP1"	0.545
"KIF1A"	"GIT1"	0.046
"BAD"	"BID"	0.682
"BAD"	"MCL1"	0.578
"BAD"	"PPP3CC"	0.27
"BAD"	"HRK"	0.53
"BAD"	"PIM2"	0.573
"BAD"	"BBC3"	0.715
"BCL3"	"NFKB2"	0.553
"BCL3"	"RELB"	0.569
"BCL3"	"STAT3"	0.528
"BCL3"	"HDAC3"	0.58
"BID"	"CSNK1E"	0.384
"BID"	"CSNK2B"	0.395
"BID"	"MCL1"	0.645
"BID"	"MSN"	0.339
"BID"	"RIPK1"	0.607
"BID"	"SQSTM1"	0.631
"BID"	"BBC3"	0.825
"ZFP36L1"	"EXOSC7"	0.368
"ZFP36L1"	"EXOSC3"	0.461
"ZFP36L1"	"EXOSC5"	0.403
"BST2"	"IRF7"	0.603
"BST2"	"HARS2"	0.035
"C8G"	"LCN1"	0.694
"PTTG1IP"	"LAMP1"	0.475
"PTTG1IP"	"RNF149"	0.801
"CACNA1A"	"GNB1"	0.391
"CACNA1A"	"GNB2"	0.191
"CACNA1A"	"GRN"	0.408
"CACNA1A"	"PRKCG"	0.305
"CACNA1A"	"CACNA2D4"	0.385
"CACNA1A"	"TUBB2B"	0.227
"CAMK2A"	"HRAS"	0.571
"CAMK2A"	"ITGA2B"	0.303
"CAMK2A"	"MEF2D"	0.268
"CAMK2A"	"SRF"	0.459
"CAMK2A"	"SYNGAP1"	0.477
"CAMK2A"	"SQSTM1"	0.533
"CAMK2A"	"CLSTN3"	0.331
"CAMK2A"	"GIT1"	0.269
"CAMK2A"	"CACNA2D4"	0.24
"CD7"	"CTSL"	0.317
"CD7"	"SPN"	0.493
"CD22"	"CD68"	0.687
"CD22"	"CD72"	0
"CD22"	"CD79A"	0.671
"CD22"	"SPN"	0.479
"CD22"	"TNFRSF13B"	0.535
"ENTPD2"	"POLR2L"	0.422
"CD53"	"GGT1"	0.201
"CD53"	"HLA-DRB1"	0.489
"CD53"	"SPN"	0.484
"CD63"	"HLA-DRA"	0.333
"CD63"	"IGF2R"	0.546
"CD63"	"LAMP1"	0.53
"CD63"	"MSN"	0.514
"CD63"	"SPARC"	0.517
"CD63"	"SRF"	0.352
"CD68"	"CYBA"	1
"CD68"	"HLA-DMA"	0.429
"CD68"	"SPI1"	0.41
"CD68"	"VWF"	0.789
"CD72"	"CD79A"	0
"CD72"	"HLA-DRB1"	0
"CD72"	"SELL"	1
"CD79A"	"CSK"	0.537
"CD79A"	"SELL"	0.474
"CD79A"	"SLAMF1"	0.409
"CD79A"	"SOS1"	0.458
"CD79A"	"TNFRSF13B"	0.608
"CD79A"	"LAT"	0.571
"CD79A"	"FATE1"	0.109
"CDA"	"CES2"	0.325
"CDA"	"NT5M"	0.516
"CDC25A"	"CKS1B"	0.606
"CDC25A"	"CSNK1E"	0.506
"CDC25A"	"FOXM1"	0.588
"CDC25A"	"HCFC1"	0.464
"CDC25A"	"HRAS"	0.551
"CDC25A"	"NPM1"	0.453
"CDC25A"	"PLK1"	0.629
"CDC25A"	"PSMA4"	0.346
"CDC25A"	"PSMA7"	0.346
"CDC25A"	"PSMB4"	0.346
"CDC25A"	"PSMC4"	0.347
"CDC25A"	"RRM2"	0.48
"CDC25A"	"MCM3AP"	NA
"CDC25A"	"PKMYT1"	0.67
"CDC25A"	"NUDC"	0.185
"CDC25A"	"PSME4"	0.319
"CDC25A"	"PPAN"	0.064
"CEBPA"	"DBP"	0.44
"CEBPA"	"GATA2"	0.658
"CEBPA"	"SPI1"	0.648
"CEBPA"	"PIAS1"	0.543
"CEBPA"	"MTA1"	0.465
"CEBPA"	"BATF"	0.485
"CHRNG"	"RAPSN"	0.483
"CKS1B"	"CSNK2B"	0.229
"CKS1B"	"DDOST"	0.203
"CKS1B"	"DDX11"	0.302
"CKS1B"	"EEF1G"	0.17
"CKS1B"	"EEF2"	0.313
"CKS1B"	"EIF4A2"	0.363
"CKS1B"	"EIF5A"	0.207
"CKS1B"	"FANCG"	0.178
"CKS1B"	"FOXM1"	0.477
"CKS1B"	"FRG1"	0.211
"CKS1B"	"GNB1"	0.174
"CKS1B"	"GNB2"	0.182
"CKS1B"	"GTF2H4"	0.236
"CKS1B"	"KIFC1"	0.582
"CKS1B"	"MARS"	0.185
"CKS1B"	"NONO"	0.215
"CKS1B"	"NPM1"	0.287
"CKS1B"	"P2RY11"	0.215
"CKS1B"	"PCBP1"	0.168
"CKS1B"	"PCBP2"	0.178
"CKS1B"	"PLK1"	0.532
"CKS1B"	"POLR2L"	0.242
"CKS1B"	"PPIB"	0.182
"CKS1B"	"PSMA4"	0.305
"CKS1B"	"PSMA7"	0.305
"CKS1B"	"PSMB4"	0.305
"CKS1B"	"PSMC4"	0.328
"CKS1B"	"RAB5B"	0.1
"CKS1B"	"RAB5C"	0.115
"CKS1B"	"RPL4"	0.244
"CKS1B"	"RPL7"	0.203
"CKS1B"	"RPL8"	0.252
"CKS1B"	"RPL10"	0.249
"CKS1B"	"RPL11"	0.259
"CKS1B"	"RPL15"	0.252
"CKS1B"	"RPL30"	0.196
"CKS1B"	"RPL27A"	0.244
"CKS1B"	"RPL32"	0.252
"CKS1B"	"RPL36AL"	NA
"CKS1B"	"RPLP0"	0.224
"CKS1B"	"RPLP2"	0.244
"CKS1B"	"MRPS12"	0.284
"CKS1B"	"RPN1"	0.339
"CKS1B"	"RPS2"	0.312
"CKS1B"	"RPS9"	0.278
"CKS1B"	"RRM2"	0.564
"CKS1B"	"SET"	0.275
"CKS1B"	"SH3GL1"	0.205
"CKS1B"	"SMARCD3"	0.26
"CKS1B"	"SP1"	0.314
"CKS1B"	"SURF4"	0.167
"CKS1B"	"TBCA"	0.072
"CKS1B"	"UGP2"	0.236
"CKS1B"	"UNG"	0.226
"CKS1B"	"ZNF35"	0.223
"CKS1B"	"HIST1H2AC"	0.173
"CKS1B"	"HDAC3"	0.339
"CKS1B"	"BAZ1B"	0.283
"CKS1B"	"RPL14"	0.208
"CKS1B"	"PKMYT1"	0.807
"CKS1B"	"ZBED1"	0.472
"CKS1B"	"ARPC1B"	0.228
"CKS1B"	"PRMT5"	0.316
"CKS1B"	"TACC3"	0.47
"CKS1B"	"MYBBP1A"	0.366
"CKS1B"	"POLD3"	0.272
"CKS1B"	"NUDC"	0.033
"CKS1B"	"RPL35"	0.233
"CKS1B"	"DNAJC9"	0.288
"CKS1B"	"HARS2"	0.267
"CKS1B"	"RPL13A"	0.269
"CKS1B"	"KPNA6"	0
"CKS1B"	"TIMM13"	0.04
"CKS1B"	"PYCR2"	0.179
"CKS1B"	"SEC61A1"	0.02
"CKS1B"	"CTNNBL1"	0.216
"CKS1B"	"PPAN"	0.06
"CKS1B"	"EXOSC5"	0.211
"CKS1B"	"XAB2"	0.211
"CKS1B"	"PLSCR3"	0.12
"CKS1B"	"LSM2"	0.216
"CKS1B"	"MRPL17"	0.238
"CKS1B"	"CHTF18"	0.535
"CKS1B"	"CENPH"	0.058
"CKS1B"	"PDCL3"	0.366
"CKS1B"	"MUS81"	0.375
"CKS1B"	"ANP32E"	0.064
"CKS1B"	"SHKBP1"	0.262
"CKS1B"	"FTSJ3"	0.203
"CKS1B"	"TRAPPC5"	0.044
"CKS1B"	"TUBB"	0.377
"CKS1B"	"POLR2J2"	NA
"CKS1B"	"TSEN54"	0.135
"CLCN7"	"LAMP1"	0.248
"CNGA2"	"KCNK9"	NA
"CNTFR"	"CRK"	0.481
"CNTFR"	"CTF1"	0.686
"COMT"	"CSNK2B"	0.156
"COMT"	"DBH"	0.62
"COMT"	"HINT1"	0.289
"COMT"	"MDH2"	0.277
"COMT"	"PNMT"	0.908
"COMT"	"RGS2"	0.098
"KLF6"	"PGK1"	0.419
"KLF6"	"RPLP2"	0.411
"KLF6"	"SP1"	0.68
"KLF6"	"HDAC3"	0.453
"KLF6"	"ARPC5"	0.375
"KLF6"	"ARPC1B"	0.409
"COX7C"	"TIMM8A"	0
"COX7C"	"HINT1"	0.344
"COX7C"	"IDH2"	0.572
"COX7C"	"MDH2"	0.642
"COX7C"	"NDUFA3"	0.643
"COX7C"	"NDUFB7"	0.643
"COX7C"	"NDUFB10"	0.643
"COX7C"	"NDUFV1"	0.705
"COX7C"	"MRPS12"	0.272
"COX7C"	"SDHC"	0.696
"COX7C"	"UQCRC2"	0.746
"COX7C"	"COX7A2L"	0.587
"COX7C"	"COX5A"	1
"COX7C"	"TIMM13"	0.04
"COX7C"	"UQCRQ"	0.792
"COX7C"	"NDUFB11"	0.066
"COX7C"	"MRPL16"	0.252
"COX7C"	"MRPS24"	0.252
"COX7C"	"CHCHD4"	0.245
"CRK"	"CSK"	0.49
"CRK"	"DNM2"	0.578
"CRK"	"EPHB3"	0.643
"CRK"	"GP9"	0.33
"CRK"	"HSPB1"	0.559
"CRK"	"ITGA2B"	0.375
"CRK"	"KRT16"	0.418
"CRK"	"PRKCG"	0.446
"CRK"	"SOS1"	0.641
"CRK"	"STAT5A"	0.47
"CRK"	"TAL1"	0.46
"CRK"	"VAV1"	0.689
"CRK"	"VWF"	0.477
"CRK"	"NCK2"	0.675
"CRK"	"SOCS1"	0.547
"CRK"	"TNK2"	0.506
"CRK"	"EFS"	0.457
"CRK"	"TGOLN2"	0.249
"CRK"	"FRS3"	0.473
"CRK"	"FASTK"	0.35
"CRK"	"SH3BP1"	0.641
"CRK"	"HSPBP1"	0.246
"CRK"	"OPTC"	NA
"CRK"	"ARHGAP17"	0.5
"CRK"	"THOC2"	0.272
"CRK"	"MICAL1"	0.516
"CSF3R"	"HCK"	0.384
"CSF3R"	"STAT3"	0.434
"CSK"	"CSNK2B"	0.404
"CSK"	"DYNC1H1"	0.374
"CSK"	"DNM2"	0.38
"CSK"	"FAU"	NA
"CSK"	"FLII"	NA
"CSK"	"GNAI2"	0.275
"CSK"	"HCK"	0.507
"CSK"	"HLA-DRB1"	0.49
"CSK"	"ITGA2B"	0.401
"CSK"	"SOS1"	0.506
"CSK"	"STAT3"	0.351
"CSK"	"STAT5A"	0.336
"CSK"	"VAV1"	0.545
"CSK"	"VWF"	0.385
"CSK"	"STK24"	0.5
"CSK"	"NCK2"	0.508
"CSK"	"PSTPIP1"	0.32
"CSK"	"ARHGAP17"	0.343
"CSK"	"ILKAP"	NA
"CSK"	"TUBB"	0.331
"CSNK1E"	"CSNK2B"	0.529
"CSNK1E"	"DYNC1H1"	0.428
"CSNK1E"	"EEF2"	0.364
"CSNK1E"	"EIF4A2"	0.295
"CSNK1E"	"EIF5A"	0.354
"CSNK1E"	"GNB1"	0.401
"CSNK1E"	"GNB2"	0.244
"CSNK1E"	"GYS1"	0.314
"CSNK1E"	"NONO"	0.454
"CSNK1E"	"PCBP2"	0.331
"CSNK1E"	"PCNT"	0.413
"CSNK1E"	"PLK1"	0.675
"CSNK1E"	"PSMC4"	0.324
"CSNK1E"	"RPLP2"	0.365
"CSNK1E"	"RPS9"	0.404
"CSNK1E"	"USP11"	0.596
"CSNK1E"	"MTA2"	0.268
"CSNK1E"	"PRMT5"	0.463
"CSNK1E"	"TUBGCP2"	0.171
"CSNK1E"	"GSPT2"	0.296
"CSNK1E"	"SMAP1"	0.695
"CSNK1E"	"KLHDC3"	0.327
"CSNK2B"	"DDOST"	0.407
"CSNK2B"	"DYNC1H1"	0.381
"CSNK2B"	"EEF2"	0.335
"CSNK2B"	"EIF4A2"	0.218
"CSNK2B"	"EIF5A"	0.308
"CSNK2B"	"FAU"	NA
"CSNK2B"	"GNB1"	0.469
"CSNK2B"	"GNB2"	0.255
"CSNK2B"	"GTF2H4"	0.321
"CSNK2B"	"HCFC1"	0.37
"CSNK2B"	"HINT1"	0.42
"CSNK2B"	"MARS"	0.313
"CSNK2B"	"MDH2"	0.131
"CSNK2B"	"MYL6"	0.175
"CSNK2B"	"NDUFB7"	0.205
"CSNK2B"	"NDUFB10"	0.205
"CSNK2B"	"NDUFV1"	0.222
"CSNK2B"	"NONO"	0.325
"CSNK2B"	"NPM1"	0.519
