"symbol1"	"symbol2"	"CC"
"ALOX5AP"	"LST1"	0.4985
"ALOX5AP"	"VAMP8"	0.42825
"AMBP"	"CD79A"	0.43925
"ANXA5"	"EEF2"	0.57875
"ANXA5"	"MSN"	0.505
"ANXA5"	"PGK1"	0.6175
"ANXA5"	"PPIB"	0.52125
"ANXA5"	"CRTAP"	0.411
"ANXA11"	"HLA-DRA"	0.494
"ANXA11"	"S100A6"	0.56675
"APLP1"	"CPE"	0.45025
"APLP1"	"VGF"	0.3335
"ARF1"	"ASNA1"	0.497
"ARF1"	"CKS1B"	0.2885
"ARF1"	"CSNK2B"	0.5405
"ARF1"	"CTSL"	0.41175
"ARF1"	"DDOST"	0.5355
"ARF1"	"DYNC1H1"	0.493
"ARF1"	"EEF1G"	0.55
"ARF1"	"EEF2"	0.5635
"ARF1"	"EIF4A2"	0.3615
"ARF1"	"EIF5A"	0.48075
"ARF1"	"FAU"	NA
"ARF1"	"GNB1"	0.56675
"ARF1"	"GNB2"	0.61875
"ARF1"	"HLA-DRB1"	0.53575
"ARF1"	"HRAS"	0.58375
"ARF1"	"MSN"	0.497
"ARF1"	"NPM1"	0.54375
"ARF1"	"PCBP1"	0.531
"ARF1"	"PGK1"	0.511
"ARF1"	"PLK1"	0.34775
"ARF1"	"PPIB"	0.55425
"ARF1"	"PPP3CC"	0.42625
"ARF1"	"PSMA4"	0.48725
"ARF1"	"PSMA7"	0.47475
"ARF1"	"PSMB4"	0.4915
"ARF1"	"PSMC4"	0.42725
"ARF1"	"RAB5B"	0.514
"ARF1"	"RAB5C"	0.4775
"ARF1"	"RPL4"	0.6005
"ARF1"	"RPL8"	0.48725
"ARF1"	"RPL11"	0.55475
"ARF1"	"RPL15"	0.42675
"ARF1"	"RPL18"	0.5355
"ARF1"	"RPL30"	0.5595
"ARF1"	"RPL27A"	0.4835
"ARF1"	"RPL32"	0.44625
"ARF1"	"RPL36AL"	0.50775
"ARF1"	"RPL37"	0.389
"ARF1"	"RPLP0"	0.58325
"ARF1"	"RPLP2"	0.607
"ARF1"	"RPN1"	0.499
"ARF1"	"RPS2"	0.582
"ARF1"	"RPS9"	0.59325
"ARF1"	"RPS23"	0.47575
"ARF1"	"SURF4"	0.50175
"ARF1"	"UQCRC2"	0.3605
"ARF1"	"RPL14"	0.505
"ARF1"	"RAB11B"	0.486
"ARF1"	"ARFRP1"	0.5545
"ARF1"	"RPL35"	0.44675
"ARF1"	"EXOSC7"	0.38175
"ARF1"	"PIP5K1C"	0.49925
"ARF1"	"RPL13A"	0.546
"ARF1"	"GSPT2"	0.356
"ARF1"	"PYCR2"	0.27475
"ARF1"	"SEC61A1"	0.50725
"ARF1"	"VPS28"	0.58675
"ARF1"	"BET1L"	0.539
"ARF1"	"CAB39"	0.508
"ARF1"	"PPAN"	0.30475
"ARF1"	"SMAP1"	NA
"ARF1"	"TRAPPC5"	0.4065
"ARF1"	"TUBB"	0.44
"RHOG"	"CSK"	0.60275
"RHOG"	"CYBA"	0.5825
"RHOG"	"GNAI2"	0.5525
"RHOG"	"HCK"	0.5345
"RHOG"	"SOS1"	0.51475
"RHOG"	"SPI1"	0.2875
"RHOG"	"STAT3"	0.48325
"RHOG"	"VAV1"	0.4715
"RHOG"	"STK24"	0.509
"RHOG"	"RHOBTB1"	0.5055
"RHOG"	"ARHGEF16"	0.788
"RHOG"	"ARHGAP17"	0.44875
"RHOG"	"ARHGAP9"	0.5365
"RHOG"	"FGD3"	0.508
"RHOG"	"RHOT2"	0.50375
"ARR3"	"ARRB2"	0.41675
"ARR3"	"FSHR"	0.1725
"ARR3"	"CXCR4"	0.306
"ARRB2"	"CSK"	0.6415
"ARRB2"	"DYNC1H1"	0.46275
"ARRB2"	"EEF2"	0.58625
"ARRB2"	"HCK"	0.50225
"ARRB2"	"MYL6"	0.516
"ARRB2"	"NONO"	0.47325
"ARRB2"	"RAB5C"	0.56325
"ARRB2"	"RANGAP1"	0.50575
"ARRB2"	"RPL4"	0.56025
"ARRB2"	"RPL7"	0.53225
"ARRB2"	"RPL11"	0.5635
"ARRB2"	"RPL18"	0.52325
"ARRB2"	"RPLP0"	0.522
"ARRB2"	"RPLP2"	0.52825
"ARRB2"	"CXCR4"	0.53725
"ARRB2"	"RBM10"	0.44425
"ARRB2"	"RPL14"	0.53875
"ARRB2"	"NUDC"	0.569
"ARRB2"	"RPL35"	0.5335
"ARRB2"	"ARHGAP17"	0.5975
"ASIP"	"F11R"	0.73
"ASL"	"DDOST"	0.34625
"ASL"	"GLUD2"	0.4435
"ASL"	"GNB2"	0.52975
"ASL"	"PPIB"	0.37725
"ASL"	"RPL4"	0.499
"ASL"	"RPLP2"	0.565
"ASNA1"	"CSNK2B"	0.5515
"ASNA1"	"ECHS1"	0.3585
"ASNA1"	"EEF1G"	0.65125
"ASNA1"	"EEF2"	0.53275
"ASNA1"	"EIF5A"	0.525
"ASNA1"	"GNAI2"	0.5305
"ASNA1"	"GNB1"	0.4595
"ASNA1"	"GNB2"	0.4615
"ASNA1"	"GTF2H4"	0.437
"ASNA1"	"HINT1"	0.54875
"ASNA1"	"MARS"	0.57975
"ASNA1"	"NDUFV1"	0.368
"ASNA1"	"NONO"	0.4625
"ASNA1"	"P2RY11"	0.25975
"ASNA1"	"PCBP1"	0.5605
"ASNA1"	"PFDN1"	NA
"ASNA1"	"POLR2L"	0.484
"ASNA1"	"PPIB"	0.558
"ASNA1"	"PSMA4"	0.533
"ASNA1"	"PSMA7"	0.5135
"ASNA1"	"PSMB4"	0.53725
"ASNA1"	"PSMC4"	0.42425
"ASNA1"	"RPL4"	0.582
"ASNA1"	"RPLP2"	0.4455
"ASNA1"	"MRPS12"	0.31725
"ASNA1"	"RPS9"	0.5675
"ASNA1"	"USP5"	0.33375
"ASNA1"	"CLPP"	0.34125
"ASNA1"	"ZBED1"	0.4225
"ASNA1"	"ATP6V1F"	0.44575
"ASNA1"	"MPHOSPH6"	0.5085
"ASNA1"	"NUDC"	0.50175
"ASNA1"	"RPL35"	0.483
"ASNA1"	"GABARAP"	0.3295
"ASNA1"	"HSPBP1"	0.69175
"ASNA1"	"GSPT2"	0.28225
"ASNA1"	"TXN2"	0.46625
"ASNA1"	"TIMM13"	0.40025
"ASNA1"	"SEC61A1"	0.539
"ASNA1"	"FIS1"	0.35225
"ASNA1"	"ISYNA1"	0.39325
"ASNA1"	"PPAN"	0.424
"ASNA1"	"EXOSC5"	0.51275
"ASNA1"	"XAB2"	0.432
"ASNA1"	"LSM2"	0.43075
"ASNA1"	"MUS81"	0.45475
"ASNA1"	"YIF1B"	0.48275
"ASNA1"	"KLHDC3"	0.49875
"ASNA1"	"TRAPPC5"	0.29675
"ASNA1"	"TUBB"	0.5385
"ATP5G1"	"ATP5G2"	NA
"ATP5G1"	"COX7C"	NA
"ATP5G1"	"TIMM8A"	NA
"ATP5G1"	"ECHS1"	NA
"ATP5G1"	"EIF5A"	NA
"ATP5G1"	"IDH2"	NA
"ATP5G1"	"MDH2"	NA
"ATP5G1"	"NDUFA3"	NA
"ATP5G1"	"NDUFB7"	NA
"ATP5G1"	"NDUFB10"	NA
"ATP5G1"	"NDUFV1"	NA
"ATP5G1"	"MRPS12"	NA
"ATP5G1"	"SDHC"	NA
"ATP5G1"	"UQCRC2"	NA
"ATP5G1"	"COX7A2L"	NA
"ATP5G1"	"COX5A"	NA
"ATP5G1"	"TXN2"	NA
"ATP5G1"	"TIMM13"	NA
"ATP5G1"	"UQCRQ"	NA
"ATP5G1"	"NDUFB11"	NA
"ATP5G1"	"MRPL16"	NA
"ATP5G1"	"MRPL17"	NA
"ATP5G1"	"MRPS24"	NA
"ATP5G1"	"CHCHD4"	NA
"ATP5G2"	"COX7C"	NA
"ATP5G2"	"EIF5A"	NA
"ATP5G2"	"MDH2"	NA
"ATP5G2"	"NDUFB7"	NA
"ATP5G2"	"NDUFB10"	NA
"ATP5G2"	"NDUFV1"	NA
"ATP5G2"	"MRPS12"	NA
"ATP5G2"	"SDHC"	NA
"ATP5G2"	"UQCRC2"	NA
"ATP5G2"	"RBM10"	NA
"ATP5G2"	"COX7A2L"	NA
"ATP5G2"	"COX5A"	NA
"ATP5G2"	"TIMM13"	NA
"ATP5G2"	"UQCRQ"	NA
"ATP5G2"	"NDUFB11"	NA
"ATP5G2"	"MRPL16"	NA
"ATP6AP1"	"IGF2R"	0.47525
"ATP6AP1"	"LAMP1"	0.526
"ATP6AP1"	"ATP6V1F"	0.68775
"ATP6AP1"	"NDFIP1"	0.27275
"KIF1A"	"GIT1"	0.138
"BAD"	"BID"	0.7585
"BAD"	"MCL1"	0.62175
"BAD"	"PPP3CC"	0.4795
"BAD"	"HRK"	0.812
"BAD"	"PIM2"	0.49275
"BAD"	"BBC3"	0.594
"BCL3"	"NFKB2"	0.63325
"BCL3"	"RELB"	0.555
"BCL3"	"STAT3"	0.59475
"BCL3"	"HDAC3"	0.5635
"BID"	"CSNK1E"	0.475
"BID"	"CSNK2B"	0.40175
"BID"	"MCL1"	0.664
"BID"	"MSN"	0.3085
"BID"	"RIPK1"	0.54575
"BID"	"SQSTM1"	0.3355
"BID"	"BBC3"	0.52
"ZFP36L1"	"EXOSC7"	0.4865
"ZFP36L1"	"EXOSC3"	0.53825
"ZFP36L1"	"EXOSC5"	0.53825
"BST2"	"IRF7"	0.49725
"BST2"	"HARS2"	0.39325
"C8G"	"LCN1"	0.71575
"PTTG1IP"	"LAMP1"	0.53825
"PTTG1IP"	"RNF149"	0.71325
"CACNA1A"	"GNB1"	0.4855
"CACNA1A"	"GNB2"	0.405
"CACNA1A"	"GRN"	0.28225
"CACNA1A"	"PRKCG"	0.576
"CACNA1A"	"CACNA2D4"	0.412
"CACNA1A"	"TUBB2B"	0.4205
"CAMK2A"	"HRAS"	0.48775
"CAMK2A"	"ITGA2B"	0.34175
"CAMK2A"	"MEF2D"	0.447
"CAMK2A"	"SRF"	0.485
"CAMK2A"	"SYNGAP1"	0.788
"CAMK2A"	"SQSTM1"	0.43875
"CAMK2A"	"CLSTN3"	0.25175
"CAMK2A"	"GIT1"	0.37975
"CAMK2A"	"CACNA2D4"	0.30675
"CD7"	"CTSL"	0.15275
"CD7"	"SPN"	0.44625
"CD22"	"CD68"	0.46575
"CD22"	"CD72"	0.407
"CD22"	"CD79A"	0.54175
"CD22"	"SPN"	0.5855
"CD22"	"TNFRSF13B"	0.76725
"ENTPD2"	"POLR2L"	0.2155
"CD53"	"GGT1"	0.5815
"CD53"	"HLA-DRB1"	0.531
"CD53"	"SPN"	0.5205
"CD63"	"HLA-DRA"	0.70325
"CD63"	"IGF2R"	0.63075
"CD63"	"LAMP1"	0.717
"CD63"	"MSN"	0.4745
"CD63"	"SPARC"	0.52375
"CD63"	"SRF"	0.26975
"CD68"	"CYBA"	0.62575
"CD68"	"HLA-DMA"	0.5445
"CD68"	"SPI1"	0.253
"CD68"	"VWF"	0.33875
"CD72"	"CD79A"	0.50325
"CD72"	"HLA-DRB1"	0.38575
"CD72"	"SELL"	0.70325
"CD79A"	"CSK"	0.44975
"CD79A"	"SELL"	0.569
"CD79A"	"SLAMF1"	0.39725
"CD79A"	"SOS1"	0.4385
"CD79A"	"TNFRSF13B"	0.76725
"CD79A"	"LAT"	0.53825
"CD79A"	"FATE1"	0.3055
"CDA"	"CES2"	0.47975
"CDA"	"NT5M"	0.325
"CDC25A"	"CKS1B"	0.43175
"CDC25A"	"CSNK1E"	0.7535
"CDC25A"	"FOXM1"	0.7955
"CDC25A"	"HCFC1"	0.5185
"CDC25A"	"HRAS"	0.55125
"CDC25A"	"NPM1"	0.49225
"CDC25A"	"PLK1"	0.47225
"CDC25A"	"PSMA4"	0.549
"CDC25A"	"PSMA7"	0.53575
"CDC25A"	"PSMB4"	0.5655
"CDC25A"	"PSMC4"	0.51425
"CDC25A"	"RRM2"	0.788
"CDC25A"	"MCM3AP"	0.6595
"CDC25A"	"PKMYT1"	0.61675
"CDC25A"	"NUDC"	0.736
"CDC25A"	"PSME4"	0.5965
"CDC25A"	"PPAN"	0.46
"CEBPA"	"DBP"	0.73925
"CEBPA"	"GATA2"	0.646
"CEBPA"	"SPI1"	0.66325
"CEBPA"	"PIAS1"	0.6615
"CEBPA"	"MTA1"	0.572
"CEBPA"	"BATF"	0.646
"CHRNG"	"RAPSN"	0.39
"CKS1B"	"CSNK2B"	0.379
"CKS1B"	"DDOST"	0.3785
"CKS1B"	"DDX11"	0.41825
"CKS1B"	"EEF1G"	0.314
"CKS1B"	"EEF2"	0.3215
"CKS1B"	"EIF4A2"	0.21475
"CKS1B"	"EIF5A"	0.323
"CKS1B"	"FANCG"	0.42925
"CKS1B"	"FOXM1"	0.7955
"CKS1B"	"FRG1"	0.44675
"CKS1B"	"GNB1"	0.2905
"CKS1B"	"GNB2"	0.20525
"CKS1B"	"GTF2H4"	0.6405
"CKS1B"	"KIFC1"	0.34325
"CKS1B"	"MARS"	0.321
"CKS1B"	"NONO"	0.4645
"CKS1B"	"NPM1"	0.3925
"CKS1B"	"P2RY11"	0.1375
"CKS1B"	"PCBP1"	0.404
"CKS1B"	"PCBP2"	0.354
"CKS1B"	"PLK1"	0.3565
"CKS1B"	"POLR2L"	0.593
"CKS1B"	"PPIB"	0.33225
"CKS1B"	"PSMA4"	0.45775
"CKS1B"	"PSMA7"	0.4435
"CKS1B"	"PSMB4"	0.4705
"CKS1B"	"PSMC4"	0.44075
"CKS1B"	"RAB5B"	0.27425
"CKS1B"	"RAB5C"	0.22575
"CKS1B"	"RPL4"	0.339
"CKS1B"	"RPL7"	0.34125
"CKS1B"	"RPL8"	0.2145
"CKS1B"	"RPL10"	0.36425
"CKS1B"	"RPL11"	0.40825
"CKS1B"	"RPL15"	0.37775
"CKS1B"	"RPL30"	0.29275
"CKS1B"	"RPL27A"	0.2735
"CKS1B"	"RPL32"	0.25125
"CKS1B"	"RPL36AL"	0.353
"CKS1B"	"RPLP0"	0.303
"CKS1B"	"RPLP2"	0.23575
"CKS1B"	"MRPS12"	0.3405
"CKS1B"	"RPN1"	0.34325
"CKS1B"	"RPS2"	0.37825
"CKS1B"	"RPS9"	0.39125
"CKS1B"	"RRM2"	0.236
"CKS1B"	"SET"	0.4375
"CKS1B"	"SH3GL1"	0.20725
"CKS1B"	"SMARCD3"	0.52525
"CKS1B"	"SP1"	0.47175
"CKS1B"	"SURF4"	0.24
"CKS1B"	"TBCA"	0.34075
"CKS1B"	"UGP2"	0.331
"CKS1B"	"UNG"	0.46925
"CKS1B"	"ZNF35"	0.32075
"CKS1B"	"HIST1H2AC"	0.4665
"CKS1B"	"HDAC3"	0.427
"CKS1B"	"BAZ1B"	0.474
"CKS1B"	"RPL14"	0.25
"CKS1B"	"PKMYT1"	0.4135
"CKS1B"	"ZBED1"	0.472
"CKS1B"	"ARPC1B"	0.229
"CKS1B"	"PRMT5"	0.515
"CKS1B"	"TACC3"	0.261
"CKS1B"	"MYBBP1A"	0.4375
"CKS1B"	"POLD3"	0.61375
"CKS1B"	"NUDC"	0.4035
"CKS1B"	"RPL35"	0.342
"CKS1B"	"DNAJC9"	0.3705
"CKS1B"	"HARS2"	0.31075
"CKS1B"	"RPL13A"	0.337
"CKS1B"	"KPNA6"	0.4165
"CKS1B"	"TIMM13"	0.3325
"CKS1B"	"PYCR2"	0.3045
"CKS1B"	"SEC61A1"	0.26875
"CKS1B"	"CTNNBL1"	0.44425
"CKS1B"	"PPAN"	0.38025
"CKS1B"	"EXOSC5"	0.4645
"CKS1B"	"XAB2"	0.46425
"CKS1B"	"PLSCR3"	0.222
"CKS1B"	"LSM2"	0.43925
"CKS1B"	"MRPL17"	0.33025
"CKS1B"	"CHTF18"	0.38075
"CKS1B"	"CENPH"	0.4875
"CKS1B"	"PDCL3"	0.3385
"CKS1B"	"MUS81"	0.47475
"CKS1B"	"ANP32E"	0.44975
"CKS1B"	"SHKBP1"	NA
"CKS1B"	"FTSJ3"	0.4195
"CKS1B"	"TRAPPC5"	0.21075
"CKS1B"	"TUBB"	0.32525
"CKS1B"	"POLR2J2"	0.618
"CKS1B"	"TSEN54"	0.52525
"CLCN7"	"LAMP1"	0.62075
"CNGA2"	"KCNK9"	0.4075
"CNTFR"	"CRK"	0.2825
"CNTFR"	"CTF1"	0.394
"COMT"	"CSNK2B"	0.544
"COMT"	"DBH"	0.53625
"COMT"	"HINT1"	0.57775
"COMT"	"MDH2"	0.43525
"COMT"	"PNMT"	0.37625
"COMT"	"RGS2"	0.54375
"KLF6"	"PGK1"	0.353
"KLF6"	"RPLP2"	0.4135
"KLF6"	"SP1"	0.46775
"KLF6"	"HDAC3"	0.5245
"KLF6"	"ARPC5"	0.4735
"KLF6"	"ARPC1B"	0.431
"COX7C"	"TIMM8A"	0.69775
"COX7C"	"HINT1"	0.3335
"COX7C"	"IDH2"	0.6325
"COX7C"	"MDH2"	0.60175
"COX7C"	"NDUFA3"	0.80525
"COX7C"	"NDUFB7"	0.782
"COX7C"	"NDUFB10"	0.77975
"COX7C"	"NDUFV1"	0.74725
"COX7C"	"MRPS12"	0.71475
"COX7C"	"SDHC"	0.70375
"COX7C"	"UQCRC2"	0.796
"COX7C"	"COX7A2L"	0.696
"COX7C"	"COX5A"	0.851
"COX7C"	"TIMM13"	0.6765
"COX7C"	"UQCRQ"	0.82575
"COX7C"	"NDUFB11"	0.80525
"COX7C"	"MRPL16"	0.76525
"COX7C"	"MRPS24"	0.727
"COX7C"	"CHCHD4"	0.69775
"CRK"	"CSK"	0.6015
"CRK"	"DNM2"	0.361
"CRK"	"EPHB3"	0.5235
"CRK"	"GP9"	0.19675
"CRK"	"HSPB1"	0.62975
"CRK"	"ITGA2B"	0.4015
"CRK"	"KRT16"	0.5925
"CRK"	"PRKCG"	0.3765
"CRK"	"SOS1"	0.4855
"CRK"	"STAT5A"	0.529
"CRK"	"TAL1"	0.468
"CRK"	"VAV1"	0.40975
"CRK"	"VWF"	0.48525
"CRK"	"NCK2"	0.5345
"CRK"	"SOCS1"	0.578
"CRK"	"TNK2"	0.47275
"CRK"	"EFS"	0.4
"CRK"	"TGOLN2"	0.42125
"CRK"	"FRS3"	0.243
"CRK"	"FASTK"	NA
"CRK"	"SH3BP1"	0.40925
"CRK"	"HSPBP1"	0.69175
"CRK"	"OPTC"	0.358
"CRK"	"ARHGAP17"	0.604
"CRK"	"THOC2"	0.381
"CRK"	"MICAL1"	0.49325
"CSF3R"	"HCK"	0.40525
"CSF3R"	"STAT3"	0.39025
"CSK"	"CSNK2B"	0.5785
"CSK"	"DYNC1H1"	0.5175
"CSK"	"DNM2"	0.45
"CSK"	"FAU"	NA
"CSK"	"FLII"	0.44525
"CSK"	"GNAI2"	0.615
"CSK"	"HCK"	0.4745
"CSK"	"HLA-DRB1"	0.4685
"CSK"	"ITGA2B"	0.5345
"CSK"	"SOS1"	0.66275
"CSK"	"STAT3"	0.54475
"CSK"	"STAT5A"	0.479
"CSK"	"VAV1"	0.62075
"CSK"	"VWF"	0.495
"CSK"	"STK24"	0.569
"CSK"	"NCK2"	0.5585
"CSK"	"PSTPIP1"	0.57925
"CSK"	"ARHGAP17"	0.5515
"CSK"	"ILKAP"	0.476
"CSK"	"TUBB"	0.45175
"CSNK1E"	"CSNK2B"	0.54
"CSNK1E"	"DYNC1H1"	0.3885
"CSNK1E"	"EEF2"	0.476
"CSNK1E"	"EIF4A2"	0.4485
"CSNK1E"	"EIF5A"	0.57
"CSNK1E"	"GNB1"	0.3785
"CSNK1E"	"GNB2"	0.38125
"CSNK1E"	"GYS1"	0.46475
"CSNK1E"	"NONO"	0.51675
"CSNK1E"	"PCBP2"	0.60625
"CSNK1E"	"PCNT"	0.41475
"CSNK1E"	"PLK1"	0.47225
"CSNK1E"	"PSMC4"	0.51425
"CSNK1E"	"RPLP2"	0.4295
"CSNK1E"	"RPS9"	0.54875
"CSNK1E"	"USP11"	0.73425
