"symbol1" "symbol2" "CC"
"ITGB4" "PRKCG" 0.173
"ITGB4" "AKT1" 0.312
"ITGB4" "ITGA2B" 0.503
"ITGB4" "LAMA5" 0.361
"ITGB4" "CRK" 0.267
"ITGB4" "EPPK1" 0.414
"ITGB4" "ACTN4" 0.419
"ITGB4" "COMP" 0.318
"ITGB4" "COL9A3" 0.28
"PPP1R15A" "PPP2R4" NA
"PPP1R15A" "PPP2R5A" 0.541
"PPP1R15A" "TSC2" 0.561
"PPP1R15A" "ZNF148" 0.43
"PPP1R15A" "KLF6" 0.375
"TFAP4" "SP1" 0.656
"TFAP4" "TPST2" 0.244
"TFAP4" "SALL2" 0.811
"THPO" "SPI1" 0
"THPO" "ACHE" 0.913
"THPO" "VWF" 0.913
"THPO" "GATA2" 0
"THPO" "SOS1" 0
"THPO" "STAT3" 0
"THPO" "PSMA7" 0.724
"THPO" "CSF3R" 0
"THPO" "STAT5A" 0
"THPO" "IL7R" 0
"THPO" "GP9" 0
"THPO" "IL6R" 0.913
"THPO" "CNTFR" 0.364
"THPO" "AKT1" 0
"THPO" "ITGA2B" 0.724
"THPO" "CXCR4" 0.724
"THPO" "ZFPM1" 0
"THPO" "PF4" 0.913
"SEMA4G" "OBSCN" 0.169
"PRRT1" "EPPK1" 0.736
"BCL7C" "SMARCD3" NA
"BCL7C" "VPS37C" NA
"NDUFB7" "NDUFB10" 0.915
"NDUFB7" "NDUFV1" 0.869
"NDUFB7" "UQCRC2" 0.834
"NDUFB7" "UQCRQ" 0.896
"NDUFB7" "COX5A" 0.859
"NDUFB7" "NDUFB11" 0.947
"NDUFB7" "ZNHIT1" 0.375
"NDUFB7" "ACAD9" 0.752
"NDUFB7" "NDUFS7" 0.835
"NDUFB7" "SDHC" 0.824
"NDUFB7" "COX7C" 0.898
"NDUFB7" "ATP5G1" NA
"NDUFB7" "NDUFA3" 0.947
"TIMM13" "CAB39" 0.237
"TIMM13" "CHCHD4" 0.782
"TIMM13" "TMPRSS9" NA
"TIMM13" "ATP5G1" NA
"TIMM13" "TIMM8A" 0.782
"PDXP" "ECE1" 0.31
"PDXP" "SH3GL1" 0.282
"PDXP" "MCL1" 0.358
"PDXP" "AMBP" 0.192
"PDXP" "COMP" 0.014
"PDXP" "TH" 0.415
"PDXP" "PPP2R4" NA
"PDXP" "NDP" 0.012
"PDXP" "TYRO3" 0.303
"PDXP" "TNFRSF10C" 0.247
"JOSD1" "TIMM8A" 0.21
"NIPSNAP1" "B3GAT3" 0.274
"NIPSNAP1" "CHCHD2" 0.962
"TXN2" "EEF2" 0.237
"TXN2" "GLRX" 0.241
"TXN2" "APEX2" 0.505
"TXN2" "CLPP" 0.729
"TXN2" "SEC61A1" 0.226
"TXN2" "RPL8" 0.213
"TXN2" "MDH2" 0.717
"TXN2" "TXNRD2" 0.715
"EFS" "CRK" 0.276
"GSS" "TXNRD2" 0.498
"GSS" "CNDP2" 0.795
"GSS" "GLRX" 0.95
"GSS" "GGT1" 0.568
"GSS" "ALOX5AP" 0.175
"GSS" "GSTM1" 0.639
"GSS" "GCLM" 0.498
"SRMS" "ILKAP" 0.428
"SRMS" "PPP3CC" 0.548
"SRMS" "CD79A" 0.4
"PQBP1" "SF3A2" 0.521
"PQBP1" "PCBP2" 0.6
"PQBP1" "GTF2F1" 0.538
"PQBP1" "POLR2L" 0.729
"PQBP1" "LSM2" 0.589
"PQBP1" "CPSF1" 0.687
"PQBP1" "XAB2" 0.485
"PQBP1" "CTNNBL1" 0.522
"PQBP1" "PCBP1" 0.651
"PQBP1" "LSM7" 0.583
"PQBP1" "DNM2" 0.203
"PCSK1N" "CPE" 0.948
"PCSK1N" "UTS2R" 0
"USP11" "MCM3AP" 0.756
"USP11" "RBM10" 0.599
"USP11" "USP5" 0.517
"ACP5" "CLCN7" 0.332
"ACP5" "NES" 0.181
"ACP5" "TNF" 0.327
"ACP5" "CD207" 0.284
"ACP5" "VANGL1" NA
"MT4" "MT1X" 0.643
"MMP15" "TNF" 0.882
"MMP15" "HLA-G" 0.882
"TSC2" "STK11" 0.548
"TSC2" "HRAS" 0.581
"TSC2" "EIF4EBP1" 0.416
"TSC2" "AKT1" 0.508
"TSC2" "CRTC2" 0.404
"TSC2" "PLK1" 0.337
"TSC2" "EEF2" 0.482
"TSC2" "PI3" 0.311
"TSC2" "CAMKK2" 0.356
"TSC2" "PPP2R4" NA
"TSC2" "FKBP1C" NA
"ZP2" "ZP3" 0.714
"ZP2" "FGF8" 0.913
"ZP2" "ALX4" 0.315
"MAZ" "HRAS" NA
"MAZ" "AKT1" NA
"CSK" "GNB1" 0.709
"CSK" "HRAS" 0.678
"CSK" "VWF" 0.502
"CSK" "STAT3" 0.527
"CSK" "HLA-DQA2" 0.445
"CSK" "ARRB2" 0.666
"CSK" "RHOG" 0.635
"CSK" "ILKAP" 0.412
"CSK" "PPP3CC" 0.467
"CSK" "ACTN4" 0.429
"CSK" "AKT1" 0.579
"CSK" "ITGA2B" 0.555
"CSK" "HLA-DRA" 0.462
"CSK" "HCK" 0.462
"CSK" "PPP2R4" NA
"CSK" "PLAUR" 0.37
"CSK" "DNM2" 0.438
"CSK" "CD79A" 0.448
"CSK" "PORCN" 0.295
"CSK" "ACTA1" 0.395
"CSK" "HLA-DRB1" 0.469
"CTSH" "BID" 0.274
"CTSH" "HLA-DRB1" 0.509
"CTSH" "HLA-DQA2" 0.406
"CTSH" "HLA-DRA" 0.531
"PYCRL" "PYCR2" NA
"PYCRL" "PRODH" NA
"EXOSC5" "RPL7" 0.541
"EXOSC5" "RPL27A" 0.395
"EXOSC5" "RPL11" 0.589
"EXOSC5" "RPLP2" 0.348
"EXOSC5" "RPS9" 0.578
"EXOSC5" "RPS2" 0.519
"EXOSC5" "RPL4" 0.528
"EXOSC5" "RPL36AL" 0.494
"EXOSC5" "RPL18" 0.523
"EXOSC5" "RPL15" 0.547
"EXOSC5" "RPL13A" 0.536
"EXOSC5" "MPHOSPH6" 0.784
"EXOSC5" "RPL41" 0.409
"EXOSC5" "ZFP36L1" 0.563
"EXOSC5" "RPLP0" 0.435
"EXOSC5" "RPL35" 0.543
"EXOSC5" "RPL30" 0.425
"EXOSC5" "RPL14" 0.356
"EXOSC5" "RPL32" 0.377
"EXOSC5" "KHSRP" 0.724
"EXOSC5" "KPNA6" 0.53
"EXOSC5" "RPL8" 0.315
"EXOSC5" "EXOSC7" 0.825
"EXOSC5" "EXOSC3" 0.925
"EXOSC5" "RPL10" 0.487
"EXOSC5" "RPL37" 0.415
"EXOSC5" "RPL37A" 0.483
"PAF1" "GTF2F1" 0.598
"PAF1" "POLR2L" 0.536
"PAF1" "CSNK2B" 0.449
"PAF1" "KLC2" 0.471
"PAF1" "KIAA0101" NA
"PAF1" "GTF2H4" 0.52
"PAF1" "IFIT2" 0.283
"RELB" "NFKB2" 0.619
"RELB" "PSMB4" 0.583
"RELB" "PSME4" 0.637
"RELB" "PSMA7" 0.546
"RELB" "STAT3" 0.613
"RELB" "TRAF5" 0.616
"RELB" "TNF" 0.06
"RELB" "NFKBIB" 0.925
"RELB" "AKT1" 0.705
"RELB" "ANXA5" 0.241
"RELB" "DAXX" 0.6
"RELB" "IRF3" 0.601
"RELB" "CORT" 0
"SF3A2" "RANGAP1" 0.303
"SF3A2" "AGPAT1" 0.198
"SF3A2" "LSM2" 0.753
"SF3A2" "PCBP2" 0.374
"SF3A2" "GTF2F1" 0.498
"SF3A2" "POLR2L" 0.506
"SF3A2" "RBM10" 0.438
"SF3A2" "EEF2" 0.391
"SF3A2" "CPSF1" 0.552
"SF3A2" "EIF4G3" 0.201
"SF3A2" "XAB2" 0.705
"SF3A2" "CTNNBL1" 0.687
"SF3A2" "LSM7" 0.796
"SF3A2" "PCBP1" 0.482
"FSD1" "SRF" 0.2
"FSD1" "MYOG" 0.162
"FSD1" "RPS2" 0.18
"CD79A" "SELL" 0.635
"CD79A" "SLC3A2" 0.537
"CD79A" "IL13" 0
"CD79A" "VWF" 0.197
"CD79A" "IL7R" 0.583
"CD79A" "CD7" 0.503
"CD79A" "AKT1" 0.367
"CD79A" "CXCR4" 0.58
"CD79A" "UNG" 0.08
"CD79A" "GGT1" 0.459
"CD79A" "COX5A" 0.296
"CD79A" "CD68" 0.569
"CD79A" "TNF" 0.661
"CD79A" "VAV1" 0.457
"CD79A" "SPN" 0.492
"CD79A" "CD72" 0.544
"CD79A" "HLA-DRB1" 0.626
"CD79A" "TNFRSF13B" 0.882
"CD79A" "CFP" 0.148
"CD79A" "MGAM" 0.553
"CD79A" "S100A8" 0.328
"CD79A" "AMBP" 0.45
"CD79A" "SOS1" 0.422
"LIM2" "GJA8" 0.643
"LIM2" "FTL" 0.122
"RABAC1" "RAB5C" 0.566
"DBP" "CEBPA" 0.811
"DBP" "BATF" 0.811
"MLL4" "HCFC1" NA
"MLL4" "HDAC3" NA
"COMP" "TNFRSF10C" 0
"COMP" "UNG" 0.109
"COMP" "HINT1" 0.457
"COMP" "TYRO3" 0.064
"COMP" "MICAL1" 0.023
"COMP" "FOXM1" 0.176
"COMP" "ITGA2B" 0.569
"COMP" "NES" 0.035
"COMP" "TH" 0.15
"COMP" "ECE1" 0.42
"COMP" "SH3GL1" 0
"COMP" "MCL1" 0.064
"COMP" "COL9A3" 0.741
"COMP" "NDP" 0.707
"COMP" "ZBTB32" 0.1
"COMP" "RAB5C" 0.528
"COMP" "TNIP1" 0.05
"COMP" "AMBP" 0.695
"HAMP" "GDF15" 0.57
"HAMP" "STAT3" 0
"HAMP" "TNF" 0.338
"HAMP" "FTL" 0.351
"DLX5" "FGF8" 0
"DLX5" "MSX1" 0.546
"DLX5" "WNT10B" 0
"MOSPD3" "OSBPL1A" NA
"MOSPD3" "ISYNA1" NA
"FIS1" "RHOT2" 0.672
"FIS1" "DNM2" 0.286
"FIS1" "ZNHIT1" 0.241
"C8G" "LCN1" 0.821
"C8G" "VTN" 0.701
"ACTA2" "MYL2" 0.27
"ACTA2" "RASL10B" NA
"ACTA2" "EGR1" 0.217
"ACTA2" "MYL6" 0.467
"ACTA2" "TMSB4X" 0.466
"ACTA2" "PRKCG" 0.348
"ACTA2" "ANXA5" 0.475
"ACTA2" "GSPT2" 0.289
"ACTA2" "RHOG" 0.528
"ACTA2" "DYNC1H1" 0.455
"ACTA2" "EEF2" 0.497
"ACTA2" "MYO18B" 0.334
"ACTA2" "ACTN4" 0.561
"ACTA2" "TNNT2" 0.283
"ACTA2" "HK3" 0.47
"ACTA2" "RPL14" 0.471
"ACTA2" "RPS23" 0.327
"ACTA2" "CALML5" 0.403
"ACTA2" "ARPC4" 0.468
"ACTA2" "VWF" 0.436
"ACTA2" "OBSCN" 0.23
"ACTA2" "TUBB" 0.515
"ACTA2" "SRF" 0.217
"ACTA2" "DIRAS3" NA
"ACTA2" "ARPC5" 0.469
"ACTA2" "RPL18" 0.283
"ACTA2" "AKT1" 0.44
"ACTA2" "CDC25A" 0.32
"ACTA2" "MYL3" 0.285
"ACTA2" "PGK1" 0.472
"ACTA2" "PLK1" 0.233
"ACTA2" "CALB2" 0.387
"ACTA2" "SMARCD3" 0.175
"ACTA2" "TUBB2B" 0.201
"ACTA2" "TNF" 0.272
"ACTA2" "DIRAS2" 0.035
"ACTA2" "DNAH11" 0.416
"ACTA2" "HDAC3" 0.324
"ACTA2" "DNM2" 0.393
"ACTA2" "SP1" 0.185
"ACTA2" "FAU" NA
"ACTA2" "ARPC1B" 0.453
"ACTA2" "MYO1A" 0.332
"ACTA2" "RHOBTB1" 0.292
"ACTA2" "HRAS" 0.312
"ACTA2" "GABARAP" 0.349
"ACTA2" "CABP2" 0.117
"ACTA2" "TPM2" 0.225
"ACTA2" "ZNHIT1" 0.144
"WNT3" "GBX2" NA
"WNT3" "DHH" NA
"WNT3" "MSX1" 0.201
"WNT3" "AKT1" 0.412
"WNT3" "TCF7" 0.243
"WNT3" "EVX1" 0.458
"WNT3" "PORCN" 0.333
"WNT3" "WNT10B" 0.456
"WNT3" "WNT11" 0.494
"WNT3" "FGF8" 0.913
"PIGL" "MSX1" 0.295
"PIGL" "GYS1" 0.359
"VTN" "TNF" 0.513
"VTN" "PLAUR" 0.318
"VTN" "SPARC" 0.504
"VTN" "PF4" 0.538
"VTN" "AMBP" 0.669
"VTN" "VWF" 0.669
"VTN" "AKT1" 0.341
"VTN" "ITGA2B" 0.591
"FRG1" "TNNT3" 0.367
"SPI1" "QRSL1" 0.226
"SPI1" "TAL1" 0.728
"SPI1" "GATA2" 0.7
"SPI1" "CSF3R" 0.019
"SPI1" "STAT3" 0.622
"SPI1" "STAT5A" 0.626
"SPI1" "IL7R" 0.157
"SPI1" "SRF" 0.7
"SPI1" "MCM3AP" 0.531
"SPI1" "IRF2" 0.522
"SPI1" "NDRG2" 0.214
"SPI1" "CEBPA" 0.722
"SPI1" "IL32" 0.068
"SPI1" "SDHC" 0.201
"SPI1" "CD53" 0.128
"SPI1" "PRAM1" 0.019
"SPI1" "NONO" 0.597
"SPI1" "CLPP" 0.344
"SPI1" "HCK" 0.348
"SPI1" "CD68" 0.129
"SPI1" "TNF" 0.052
"SPI1" "VAV1" 0.074
"SPI1" "HDAC3" 0.461
"SPI1" "NPM1" 0.377
"SPI1" "ZFPM1" 0.587
"MYL2" "MYL6" 0.521
"MYL2" "TCAP" 0.74
"MYL2" "MYO18B" 0.866
"MYL2" "PPP3CC" 0.351
"MYL2" "TNNT2" 0.86
"MYL2" "ACTA1" 0.617
"MYL2" "TPM2" 0.812
"MYL2" "OBSCN" 0.673
"MYL2" "MIB2" 0.344
"MYL2" "AKT1" 0.501
"MYL2" "PLK1" 0.59
"MYL2" "MYL3" 0.866
"MYL2" "CAMK2A" 0.274
"MYL2" "TNNI1" 0.746
"MYL2" "TBX5" 0.275
"MYL2" "TNNI2" 0.692
"MYL2" "TNNT3" 0.746
"UNC93A" "KCNK9" 0.825
"UNC93A" "KCNK3" 0.825
"HARS2" "MARS" 0.46
"HARS2" "PEPD" 0.295
"SPARC" "VWF" 0.705
"SPARC" "VEGFB" 0.726
"SPARC" "ACTN4" 0.523
"SPARC" "TMSB4X" 0.656
"SPARC" "STAB1" 0.314
"SPARC" "PF4" 0.684
"HAND1" "SLC25A23" 0.341
"HAND1" "IRX4" NA
"IRX4" "TBX5" NA
"NCK2" "TNK2" 0.343
"NCK2" "CRK" 0.5
"NCK2" "EPHB3" 0.36
"NCK2" "GIT1" 0.428
"NCK2" "ARPC1B" 0.366
"NCK2" "SOS1" 0.593
"NCK2" "FYB" NA
"NCK2" "ARPC5" 0.374
"NDUFS7" "UQCRC2" 0.764
"NDUFS7" "RPL11" 0.338
"NDUFS7" "ACAD9" 0.614
"NDUFS7" "NDUFB11" 0.874
"NDUFS7" "SDHC" 0.737
"NDUFS7" "ATP5G1" NA
"NDUFS7" "NDUFA3" 0.874
"NDUFS7" "NDUFB10" 0.901
"NDUFS7" "NDUFV1" 0.77
"NDUFS7" "RHOT2" 0.53
"COX7A2L" "HINT1" 0.364
"COX7A2L" "COX5A" 0.725
"COX7A2L" "COX7C" 0.784
"GRIN3B" "GRIK5" 0.614
"TPSG1" "IL13" 0.681
"RGS2" "PRKCG" 0.537
"RGS2" "TRIM47" 0.925
"RGS2" "GNAI2" 0.607
"SELL" "CD7" 0.694
"SELL" "AKT1" 0.419
"SELL" "ANXA5" 0.311
"SELL" "ITGA2B" 0.559
"SELL" "CXCR4" 0.458
"SELL" "LAMP1" 0.65
"SELL" "IL6R" 0.412
"SELL" "TNF" 0.543
"SELL" "MSN" 0.3
"SELL" "SPN" 0.488
"SELL" "NTAN1" NA
"SELL" "STAT3" 0.394
"SELL" "ELF4" 0.157
"SELL" "IL13" 0
"SELL" "VWF" 0.364
"SELL" "STAT5A" 0.157
"SELL" "IL7R" 0.773
"GLRX" "AKT1" 0.428
"GLRX" "TXNRD2" 0.498
"GLRX" "MARS" 0.549
"GLRX" "EEF1G" 0.591
"GLRX" "RRM2" 0.925
"EGR1" "IRF2" 0.548
"EGR1" "IRF7" 0.688
"EGR1" "CDKN1C" 0.714
"EGR1" "SDHC" 0.22
"EGR1" "DAXX" 0.674
"EGR1" "ALOX5AP" 0.364
"EGR1" "BST2" 0.235
"EGR1" "LHX2" NA
"EGR1" "HRAS" 0.378
"EGR1" "PITX1" 0.61
"EGR1" "GDF15" 0.455
"EGR1" "SOCS1" 0.555
"EGR1" "ADAR" 0.641
"EGR1" "IER2" 0.807
"EGR1" "HSPB1" 0.404
"EGR1" "CAMK2A" 0.455
"EGR1" "NR5A1" 0.683
"EGR1" "TNF" 0.067
"EGR1" "SP1" 0.525
"EGR1" "HLA-G" 0.194
"EGR1" "IRF3" 0.749
"EGR1" "IFIT2" 0.441
"EGR1" "GATA2" 0.807
"EGR1" "IFITM1" 0.02
"EGR1" "STAT3" 0.627
"EGR1" "SRF" 0.807
"EGR1" "AKT1" 0.521
"PPP3CC" "CALB2" 0.311
"PPP3CC" "PLCB2" 0.925
"PPP3CC" "CALML5" 0.306
"PPP3CC" "PPP2R5A" 0.498
"PPP3CC" "AKT1" 0.386
"PPP3CC" "MYL3" 0.413
"PPP3CC" "LIMK2" 0.388
"PPP3CC" "PLCB3" 0.504
"PPP3CC" "CAMK2A" 0.343
"PPP3CC" "PIP5K1C" 0.333
"PPP3CC" "HCK" 0.256
"PPP3CC" "BAD" 0.475
"PPP3CC" "KCNIP2" 0.357
"PPP3CC" "PPP2R4" NA
"PPP3CC" "MEF2D" 0.125
"PPP3CC" "NFATC4" 0.406
"PPP3CC" "ANAPC2" 0.529
"PPP3CC" "PPP1R1B" 0.646
"PPP3CC" "EPHB3" 0.38
"PPP3CC" "BIN2" 0.152
"PPP3CC" "RIPK1" 0.453
"PPP3CC" "CABP2" 0.201
"PPP3CC" "FKBP1C" NA
"PPP3CC" "STK11" 0.384
"PPP3CC" "PIM2" 0.67
"PPP3CC" "TYRO3" 0.283
"PPP3CC" "AP2A1" 0.307
"PPP3CC" "MYL6" 0.293
"PPP3CC" "PRKCG" 0.371
"PPP3CC" "CRTC2" 0.293
"GJA8" "CACNA1H" 0.976
"MYOG" "SRF" 0.532
"MYOG" "AKT1" 0.479
"MYOG" "PRMT5" 0.501
"MYOG" "NES" 0.139
"MYOG" "DYRK1B" 0.811
"MYOG" "TNF" 0.043
"MYOG" "MEF2D" 0.584
"MYOG" "SP1" 0.744
"MYOG" "CTF1" 0
"NPY" "GNB1" 0.353
"NPY" "FFAR2" 0.024
"NPY" "ACHE" 0.544
"NPY" "STAT3" 0.178
"NPY" "NPW" 0.913
"NPY" "GNB2" 0.375
"NPY" "PNMT" 0.169
"NPY" "ADCY1" 0.399
"NPY" "GNAI2" 0.334
"NPY" "DBH" 0.506
"NPY" "CXCR4" 0.315
"NPY" "CALB2" 0.113
"NPY" "CORT" 0.62
"NPY" "GRM4" 0.106
"NPY" "ASIP" 0.948
"NPY" "HTR3A" 0.019
"NPY" "TH" 0.158
"NPY" "TNF" 0.363
"NPY" "CD63" 0.382
"NPY" "PF4" 0.523
"CNTFR" "IL13" 0.138
"CNTFR" "STAT3" 0.313
"CNTFR" "CTF1" 0.364
"CNTFR" "IL6R" 0.752
"UNG" "APEX2" 0.603
"UNG" "GGT1" 0.132
"UNG" "SH3GL1" 0.214
"UNG" "CDA" 0.315
"UNG" "MCL1" 0.55
"UNG" "RRM2" 0.321
"SEC61A1" "EEF2" 0.435
"SEC61A1" "RPL7" 0.428
"SEC61A1" "PCSK4" 0.321
"SEC61A1" "RPS21" 0.38
"SEC61A1" "UQCRC2" 0.338
"SEC61A1" "RPL27A" 0.783
"SEC61A1" "RPL11" 0.451
"SEC61A1" "MRPL16" 0.298
"SEC61A1" "RPLP2" 0.471
"SEC61A1" "RPS9" 0.414
"SEC61A1" "RPS2" 0.444
"SEC61A1" "RPL10" 0.696
"SEC61A1" "RPL37" 0.427
"SEC61A1" "RPL37A" 0.354
"SEC61A1" "MRPS12" 0.271
"SEC61A1" "RPL41" 0.403
"SEC61A1" "DYRK1B" 0.315
"SEC61A1" "UFD1L" NA
"SEC61A1" "RPLP0" 0.519
"SEC61A1" "RPL30" 0.414
"SEC61A1" "RPL14" 0.479
"SEC61A1" "SURF4" 0.622
"SEC61A1" "RPL35" 0.527
"SEC61A1" "RPS23" 0.66
"SEC61A1" "RPL32" 0.523
"SEC61A1" "TNF" 0.329
"SEC61A1" "ASNA1" 0.55
"SEC61A1" "RPL8" 0.41
"SEC61A1" "RPL4" 0.541
"SEC61A1" "DDOST" 0.667
"SEC61A1" "OS9" 0.733
"SEC61A1" "MRPL17" 0.298
"SEC61A1" "RPL36AL" 0.71
"SEC61A1" "RPL18" 0.615
"SEC61A1" "RPL15" 0.401
"SEC61A1" "RPL13A" 0.413
"SEC61A1" "RPN1" 0.862
"CHPF" "B3GAT3" 0.99
"CHPF" "EXT2" 0.99
"PI3" "TYRO3" 0.179
"PI3" "STAT5A" 0.324
"PI3" "EIF4EBP1" 0.378
"PI3" "ANXA5" 0.549
"PI3" "SH3GL1" 0.326
"PI3" "CTNNBL1" 0.09
"PI3" "SERPINB5" 0.525
"PI3" "ZFYVE1" 0.163
"PI3" "MCL1" 0.307
"PI3" "ALOX5AP" 0.165
"PI3" "HRAS" 0.424
"PI3" "STAT3" 0.307
"PI3" "WDTC1" 0.08
"PI3" "AKT1" 0.278
"PI3" "TNF" 0.437
"PEPD" "EIF5A" 0.347
"PEPD" "CNDP2" 0.756
"PEPD" "SARDH" 0.328
"TREM1" "TNF" 0.882
"TREM1" "KIR2DL1" 0.882
"CLPP" "MDH2" 0.633
"THOC2" "MCM3AP" 0.364
"THOC2" "CPSF1" 0.557
"THOC2" "NR5A1" 0.554
"THOC2" "THOC6" 0.909
"THOC2" "POM121" 0.528
"THOC2" "NUP210" 0.329
"RTN2" "CSAD" NA
"SLURP1" "LY6H" 0.675
"FFAR2" "PROK2" 0
"FFAR2" "GNAI2" 0.297
"FFAR2" "ADRBK1" NA
"FFAR2" "P2RY11" 0.929
"FFAR2" "PLCB2" 0.024
"FFAR2" "GNB1" 0.42
"FFAR2" "PLCB3" 0.018
"FFAR2" "UTS2R" 0.856
"FFAR2" "GNB2" 0.298
"CFP" "THSD1" 0.228
"CFP" "ADAMTS13" 0.574
"CFP" "ADAMTS4" 0.634
"CFP" "FCN1" 0.665
"CFP" "ADAMTSL2" NA
"COX7C" "HCFC1" 0.273
"COX7C" "RPL37A" 0.236
"COX7C" "HINT1" 0.261
"COX7C" "RPS21" 0.273
"COX7C" "UQCRC2" 0.883
"COX7C" "RPL11" 0.293
"COX7C" "UQCRQ" 0.946
"COX7C" "COX5A" 0.953
"COX7C" "RPL30" 0.237
"COX7C" "RPL35" 0.29
"COX7C" "UBL5" 0.283
"COX7C" "FAU" NA
"COX7C" "TBCA" 0.246
"HSPB1" "STAT3" 0.49
"HSPB1" "AKT1" 0.602
"HSPB1" "ANXA5" 0.63
"HSPB1" "DAXX" 0.493
"HSPB1" "PFDN2" 0.465
"HSPB1" "CRK" 0.67
"HSPB1" "NDUFV1" 0.382
"HSPB1" "MSN" 0.533
"HSPB1" "ACTA1" 0.536
"HSPB1" "HN1" NA
"HSPB1" "PPP2R4" NA
"HSPB1" "TNF" 0.287
"DGCR6L" "UFD1L" NA
"DGCR6L" "PRODH" NA
"DGCR6L" "TBX1" NA
"GGT1" "CSAD" NA
"GGT1" "TBX1" 0.212
"GGT1" "MGAM" 0.774
"GGT1" "GCAT" 0.173
"GGT1" "HRAS" 0.305
"GGT1" "FOXM1" 0.176
"GGT1" "AKT1" 0.347
"GGT1" "TXNRD2" 0.079
"GGT1" "ITGA2B" 0.695
"GGT1" "CNDP2" 0.503
"GGT1" "TNF" 0.632
"GGT1" "GLUD2" 0.164
"GGT1" "GSTM1" 0.262
"GGT1" "GCLM" 0.011
"GGT1" "RPL27A" 0.222
"GGT1" "S100A12" 0.503
"GGT1" "ANXA5" 0.485
"GGT1" "SDHC" 0.223
"PIAS1" "DAXX" 0.68
"PIAS1" "MTA1" 0.559
"PIAS1" "IL6R" 0.012
"PIAS1" "RANGAP1" 0.328
"PIAS1" "STAT3" 0.533
"PIAS1" "STAT5A" 0.627
"PIAS1" "STAT4" 0.627
"PIAS1" "GTF2H4" 0.688
"PIAS1" "AKT1" 0.435
"PIAS1" "MSX1" 0.809
